epoch,training_bce,inner_brier
1,0.6128040258969046,0.1814783853477308
2,0.5692954277444732,0.1819154906735031
3,0.5679686405215731,0.1789946921515126
4,0.5645311758762113,0.1746213567411584
5,0.5631077848545942,0.1666373428532015
6,0.5621156418746598,0.1604227388402394
7,0.5614618664494636,0.15853227146633728
8,0.558850695469683,0.15229581127598135
9,0.5565410373852995,0.1519604728023468
10,0.5521792283386676,0.14857017356249166
11,0.5491717533179266,0.14744561731606312
12,0.5472980916375656,0.1445379003158931
13,0.5464060966804282,0.14414429543378188
14,0.5432444698377542,0.14577899517376752
15,0.5415767220714147,0.14479204907516985
16,0.5452368904006257,0.14967827428186173
17,0.5393434139781307,0.14891270013675698
18,0.5333501071671105,0.14312433545403577
19,0.5323413152286554,0.14453714062379544
20,0.5323389877854907,0.1459331320803738
21,0.5280027747154236,0.15071378959216436
22,0.5231765035796514,0.1501335182763902
23,0.5250152432097274,0.14799936993154827
24,0.5184485492352902,0.1465367140342415
25,0.5139133246806071,0.1474826766052564
26,0.5122187944444087,0.14808948218407353
27,0.5088860163609021,0.14984213728349005
28,0.5046718250485701,0.15236893129767456
29,0.5032408632913562,0.15017020988615024
30,0.4975496864517945,0.15485657509345993
31,0.49609103927034925,0.15571554817651168
32,0.4910949338701921,0.1609901094319736
33,0.4901530637123888,0.15072747704666495
