config_id,train_horizon,evaluation_horizon,policy,evaluation_scope,cohort,period,rows,dates,signals,hits,base_hit,hit_rate,lift,forward_delta_bps,forward_signal_bps,regret_bps,brier,raw_brier,auc,log_loss,week_cells,weeks_with_1_2,week_coverage,mean_cell_week_coverage,signals_per_corridor_week,silent_weeks,max_week_signals,max_silent_week_run,min_year_corridor_coverage
tabm_pooled,5,5,rank80,KZT,native_matured,2024-2026,641,641,155,59,0.26521060842433697,0.38064516129032255,1.4300639056945814,50.27427885595398,48.58972053038865,91.47715064887052,0.1856266295952443,0.1795572819400847,0.6758461346321969,0.5547510998474622,135,119,0.8814814814814815,0.8847296494355318,1.1481481481481481,16,2,3,0.7843137254901961
tabm_pooled,5,5,rank90,all5,native_matured,2024-2026,3205,641,874,335,0.29329173166926675,0.38329519450800914,1.323740552410711,33.712604176649826,33.332832922961636,95.52061997231222,0.18458108161919043,0.18935672190614894,0.6992701141327321,0.550940891750814,675,626,0.9274074074074075,0.9266785502079617,1.2948148148148149,49,2,3,0.8431372549019608
tabm_pooled,5,5,rank90,KZT,native_matured,2024-2026,641,641,169,54,0.26521060842433697,0.31952662721893493,1.216778838209075,39.92875557765024,36.84499082434861,101.32546804260785,0.1856266295952443,0.1795572819400847,0.6758461346321969,0.5547510998474622,135,125,0.9259259259259259,0.9239453357100417,1.2518518518518518,10,2,3,0.8627450980392157
tabm_pooled,5,5,rank90_shared,all5,native_matured,2024-2026,3205,641,885,344,0.29329173166926675,0.3887005649717514,1.346271507874878,31.53131718429073,30.944355134541855,97.25124776335863,0.18458108161919043,0.18935672190614894,0.6992701141327321,0.550940891750814,675,625,0.9259259259259259,0.9253713606654781,1.3111111111111111,50,2,3,0.8431372549019608
tabm_pooled,5,5,rank90_shared,KZT,native_matured,2024-2026,641,641,177,61,0.26521060842433697,0.3446327683615819,1.321099097578743,30.69889981455821,26.936823286535066,109.29378645382631,0.1856266295952443,0.1795572819400847,0.6758461346321969,0.5547510998474622,135,124,0.9185185185185185,0.9174093879976234,1.3111111111111111,11,2,3,0.8627450980392157
tabm_pooled,5,5,strict05,all5,native_matured,2024-2026,3205,641,280,161,0.29329173166926675,0.575,1.8397458420169268,83.25774825681059,90.12982305878171,58.364383212874145,0.18458108161919043,0.18935672190614894,0.6992701141327321,0.550940891750814,675,270,0.4,0.3950089126559714,0.4148148148148148,405,2,21,0.058823529411764705
tabm_pooled,5,5,strict05,KZT,native_matured,2024-2026,641,641,40,18,0.26521060842433697,0.45,1.5964070352983049,60.04290776390155,64.51156374156575,96.57599963166929,0.1856266295952443,0.1795572819400847,0.6758461346321969,0.5547510998474622,135,38,0.2814814814814815,0.27332144979203804,0.2962962962962963,97,2,21,0.058823529411764705
v3,3,3,cadence80,all5,native_matured,2024-2026,3235,647,721,380,0.3517774343122102,0.5270457697642164,1.5000941431333707,51.735797198953215,52.616393664940084,46.74792276019507,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,560,0.8296296296296296,0.8425430778371953,1.068148148148148,115,2,4,0.7058823529411765
v3,3,3,cadence80,KZT,native_matured,2024-2026,647,647,147,72,0.32921174652241114,0.4897959183673469,1.494946078978999,52.9107304932817,51.415747959791965,57.076374668542556,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,115,0.8518518518518519,0.8621509209744503,1.0888888888888888,20,2,4,0.7450980392156863
v3,3,3,cadence85,all5,native_matured,2024-2026,3235,647,753,392,0.3517774343122102,0.5205843293492696,1.4903577494428333,49.72610044819678,50.1582985239135,48.40494956143648,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,577,0.8548148148148148,0.865478312537136,1.1155555555555556,98,2,4,0.7058823529411765
v3,3,3,cadence85,KZT,native_matured,2024-2026,647,647,152,74,0.32921174652241114,0.4868421052631579,1.4769335354408384,49.519196617818096,48.56055700969247,59.781933597596904,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,117,0.8666666666666667,0.8752228163992871,1.125925925925926,18,2,2,0.7843137254901961
v3,3,3,cadence90,all5,native_matured,2024-2026,3235,647,787,400,0.3517774343122102,0.5082592121982211,1.4533923150034065,47.53353085963667,47.998354994423224,49.24493732072734,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,598,0.8859259259259259,0.895068330362448,1.165925925925926,77,2,4,0.7450980392156863
v3,3,3,cadence90,KZT,native_matured,2024-2026,647,647,160,74,0.32921174652241114,0.4625,1.4175655231124176,44.81281490967134,42.96953769691443,60.208982831092456,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,122,0.9037037037037037,0.9079025549613785,1.1851851851851851,13,2,2,0.7843137254901961
v3,3,3,rank80,all5,native_matured,2024-2026,3235,647,797,390,0.3517774343122102,0.4893350062735257,1.403806244406721,44.07955093086549,44.1820303230922,51.6149823273862,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,597,0.8844444444444445,0.8859180035650623,1.1807407407407406,78,2,4,0.7254901960784313
v3,3,3,rank80,KZT,native_matured,2024-2026,647,647,168,75,0.32921174652241114,0.44642857142857145,1.380654611226545,36.78679371153315,34.11693681872259,66.0547659131268,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,123,0.9111111111111111,0.9073083778966132,1.2444444444444445,12,2,1,0.8431372549019608
v3,3,3,rank90,all5,native_matured,2024-2026,3235,647,852,405,0.3517774343122102,0.4753521126760563,1.3689426087771257,36.20965134011401,35.99836637530426,57.64208487599781,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,615,0.9111111111111111,0.9108734402852048,1.2622222222222221,60,2,2,0.8235294117647058
v3,3,3,rank90,KZT,native_matured,2024-2026,647,647,171,76,0.32921174652241114,0.4444444444444444,1.367048834918995,35.51185806725011,33.32831871460672,67.1939352393512,0.20098151477578616,0.19659624996773367,0.6912171956470002,0.5921182560974682,135,124,0.9185185185185185,0.9174093879976234,1.2666666666666666,11,2,1,0.8431372549019608
v3,3,3,rank90_shared,all5,native_matured,2024-2026,3235,647,861,407,0.3517774343122102,0.4727061556329849,1.3584342018581195,36.76579095888095,36.73408721665536,56.611858644322375,0.190531317810561,0.19096891967550875,0.7414364231100921,0.5638182549383659,675,619,0.917037037037037,0.9168152109328578,1.2755555555555556,56,2,2,0.8431372549019608
