config_id,train_horizon,evaluation_horizon,policy,evaluation_scope,cohort,year,rows,dates,signals,hits,base_hit,hit_rate,lift,forward_delta_bps,forward_signal_bps,regret_bps,brier,raw_brier,auc,log_loss,week_cells,weeks_with_1_2,week_coverage,mean_cell_week_coverage,signals_per_corridor_week,silent_weeks,max_week_signals,max_silent_week_run,min_year_corridor_coverage
tabm_kzt,3,3,cadence80,KZT,native_matured,2024,245,245,38,24,0.3346938775510204,0.631578947368421,1.8870346598202827,84.0171393705959,83.46638101946606,42.72532788328316,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,32,0.6274509803921569,0.6274509803921569,0.7450980392156863,19,2,8,0.6274509803921569
tabm_kzt,3,3,cadence80,KZT,native_matured,2025,244,244,46,23,0.26229508196721313,0.5,1.9062499999999996,71.72212349330563,53.07073179255442,48.82826108174027,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,38,0.7450980392156863,0.7450980392156863,0.9019607843137255,13,2,3,0.7450980392156863
tabm_kzt,3,3,cadence80,KZT,native_matured,2026,158,158,40,23,0.4240506329113924,0.575,1.3559701492537315,56.34101639766196,81.39125929438015,46.260867132497495,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,30,0.9090909090909091,0.9090909090909091,1.2121212121212122,3,2,1,0.9090909090909091
tabm_kzt,3,3,cadence85,KZT,native_matured,2024,245,245,40,25,0.3346938775510204,0.625,1.8673780487804876,81.45964236880779,80.90888401767795,40.90949989722937,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,34,0.6666666666666666,0.6666666666666666,0.7843137254901961,17,2,4,0.6666666666666666
tabm_kzt,3,3,cadence85,KZT,native_matured,2025,244,244,51,23,0.26229508196721313,0.45098039215686275,1.7193627450980389,58.8351645135847,40.183772812833475,60.03691479061663,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,41,0.803921568627451,0.803921568627451,1.0,10,2,1,0.803921568627451
tabm_kzt,3,3,cadence85,KZT,native_matured,2026,158,158,45,20,0.4240506329113924,0.4444444444444444,1.0480928689883915,22.505258186812277,47.55550108353045,69.3715141048233,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,33,1.0,1.0,1.3636363636363635,0,2,0,1.0
tabm_kzt,3,3,cadence90,KZT,native_matured,2024,245,245,49,28,0.3346938775510204,0.5714285714285714,1.7073170731707314,70.42070922591833,69.86995087478851,40.820473426088505,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,40,0.7843137254901961,0.7843137254901961,0.9607843137254902,11,2,4,0.7843137254901961
tabm_kzt,3,3,cadence90,KZT,native_matured,2025,244,244,58,26,0.26229508196721313,0.4482758620689655,1.7090517241379308,59.11605408338057,40.464662382629356,54.412854965730745,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,45,0.8823529411764706,0.8823529411764706,1.1372549019607843,6,2,1,0.8823529411764706
tabm_kzt,3,3,cadence90,KZT,native_matured,2026,158,158,45,20,0.4240506329113924,0.4444444444444444,1.0480928689883915,22.505258186812277,47.55550108353045,69.3715141048233,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,33,1.0,1.0,1.3636363636363635,0,2,0,1.0
tabm_kzt,3,3,rank80,KZT,native_matured,2024,245,245,56,29,0.3346938775510204,0.5178571428571429,1.5472560975609755,56.720807490061915,56.170049138932086,47.638767598986526,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,44,0.8627450980392157,0.8627450980392157,1.0980392156862746,7,2,3,0.8627450980392157
tabm_kzt,3,3,rank80,KZT,native_matured,2025,244,244,60,25,0.26229508196721313,0.4166666666666667,1.5885416666666663,48.21716919585513,29.565777495103912,59.99105410553895,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,47,0.9215686274509803,0.9215686274509803,1.1764705882352942,4,2,1,0.9215686274509803
tabm_kzt,3,3,rank80,KZT,native_matured,2026,158,158,42,22,0.4240506329113924,0.5238095238095238,1.2352523098791757,36.47286866156814,61.52311155828633,64.17114358404645,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,32,0.9696969696969697,0.9696969696969697,1.2727272727272727,1,2,1,0.9696969696969697
tabm_kzt,3,3,rank90,KZT,native_matured,2024,245,245,59,27,0.3346938775510204,0.4576271186440678,1.3673005374121534,48.63423275761646,48.08347440648662,50.740179753757424,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,44,0.8627450980392157,0.8627450980392157,1.1568627450980393,7,2,3,0.8627450980392157
tabm_kzt,3,3,rank90,KZT,native_matured,2025,244,244,74,26,0.26229508196721313,0.35135135135135137,1.339527027027027,20.60295711285022,1.9515654120990222,80.4447887753838,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,50,0.9803921568627451,0.9803921568627451,1.4509803921568627,1,2,1,0.9803921568627451
tabm_kzt,3,3,rank90,KZT,native_matured,2026,158,158,42,22,0.4240506329113924,0.5238095238095238,1.2352523098791757,36.47286866156814,61.52311155828633,64.17114358404645,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,32,0.9696969696969697,0.9696969696969697,1.2727272727272727,1,2,1,0.9696969696969697
tabm_kzt,3,3,rank90_shared,KZT,native_matured,2024,245,245,59,27,0.3346938775510204,0.4576271186440678,1.3673005374121534,48.63423275761646,48.08347440648662,50.740179753757424,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,44,0.8627450980392157,0.8627450980392157,1.1568627450980393,7,2,3,0.8627450980392157
tabm_kzt,3,3,rank90_shared,KZT,native_matured,2025,244,244,74,26,0.26229508196721313,0.35135135135135137,1.339527027027027,20.60295711285022,1.9515654120990222,80.4447887753838,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,50,0.9803921568627451,0.9803921568627451,1.4509803921568627,1,2,1,0.9803921568627451
tabm_kzt,3,3,rank90_shared,KZT,native_matured,2026,158,158,42,22,0.4240506329113924,0.5238095238095238,1.2352523098791757,36.47286866156814,61.52311155828633,64.17114358404645,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,32,0.9696969696969697,0.9696969696969697,1.2727272727272727,1,2,1,0.9696969696969697
tabm_kzt,3,3,strict05,KZT,native_matured,2024,245,245,32,18,0.3346938775510204,0.5625,1.680640243902439,67.25729252197465,66.7065341708448,53.141406152686926,0.1908582784253897,0.21187519756781456,0.7482418075714501,0.5600465709787099,51,32,0.6274509803921569,0.6274509803921569,0.6274509803921569,19,1,8,0.6274509803921569
tabm_kzt,3,3,strict05,KZT,native_matured,2025,244,244,26,16,0.26229508196721313,0.6153846153846154,2.346153846153846,99.09326437667889,80.44187267592767,44.66684051827281,0.15925360727425067,0.16022328712075745,0.762065972222222,0.4890748457347685,51,24,0.47058823529411764,0.47058823529411764,0.5098039215686274,27,2,4,0.47058823529411764
tabm_kzt,3,3,strict05,KZT,native_matured,2026,158,158,25,18,0.4240506329113924,0.72,1.6979104477611942,96.97424444044715,122.02448733716534,23.747960509789138,0.18875601269336137,0.19279086714952462,0.7949811382647204,0.5554599789813478,33,23,0.696969696969697,0.696969696969697,0.7575757575757576,10,2,2,0.696969696969697
tabm_kzt,5,5,cadence80,KZT,native_matured,2024,243,243,34,15,0.2674897119341564,0.4411764705882353,1.6493212669683255,88.71067654673016,87.54407397555688,71.96709125011273,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,30,0.5882352941176471,0.5882352941176471,0.6666666666666666,21,2,5,0.5882352941176471
tabm_kzt,5,5,cadence80,KZT,native_matured,2025,242,242,60,18,0.19834710743801653,0.3,1.5125000000000004,44.95737221465642,16.71107332693631,117.59359631898461,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,45,0.8823529411764706,0.8823529411764706,1.1764705882352942,6,2,1,0.8823529411764706
tabm_kzt,5,5,cadence80,KZT,native_matured,2026,156,156,40,20,0.36538461538461536,0.5,1.368421052631579,61.2904282719993,98.45500456371842,75.32686201022875,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,29,0.8787878787878788,0.8787878787878788,1.2121212121212122,4,2,1,0.8787878787878788
tabm_kzt,5,5,cadence85,KZT,native_matured,2024,243,243,39,18,0.2674897119341564,0.46153846153846156,1.7254437869822474,85.91274285856944,84.74614028739617,70.44761422068147,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,34,0.6666666666666666,0.6666666666666666,0.7647058823529411,17,2,5,0.6666666666666666
tabm_kzt,5,5,cadence85,KZT,native_matured,2025,242,242,60,18,0.19834710743801653,0.3,1.5125000000000004,44.95737221465642,16.71107332693631,117.59359631898461,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,45,0.8823529411764706,0.8823529411764706,1.1764705882352942,6,2,1,0.8823529411764706
tabm_kzt,5,5,cadence85,KZT,native_matured,2026,156,156,40,22,0.36538461538461536,0.55,1.5052631578947369,66.21511623261752,103.37969252433663,73.84819865519421,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,29,0.8787878787878788,0.8787878787878788,1.2121212121212122,4,2,1,0.8787878787878788
tabm_kzt,5,5,cadence90,KZT,native_matured,2024,243,243,43,20,0.2674897119341564,0.46511627906976744,1.7388193202146687,82.56847450159677,81.40187193042348,68.84060355508687,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,36,0.7058823529411765,0.7058823529411765,0.8431372549019608,15,2,4,0.7058823529411765
tabm_kzt,5,5,cadence90,KZT,native_matured,2025,242,242,68,20,0.19834710743801653,0.29411764705882354,1.4828431372549022,15.845381115831321,-12.40091777188879,140.48051465047428,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,48,0.9411764705882353,0.9411764705882353,1.3333333333333333,3,2,1,0.9411764705882353
tabm_kzt,5,5,cadence90,KZT,native_matured,2026,156,156,42,22,0.36538461538461536,0.5238095238095238,1.4335839598997495,49.01023871527963,86.17481500699876,90.33457697373002,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,31,0.9393939393939394,0.9393939393939394,1.2727272727272727,2,2,1,0.9393939393939394
tabm_kzt,5,5,rank80,KZT,native_matured,2024,243,243,48,22,0.2674897119341564,0.4583333333333333,1.7134615384615384,73.74734651998806,72.58074394881478,73.37444768330852,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,38,0.7450980392156863,0.7450980392156863,0.9411764705882353,13,2,3,0.7450980392156863
tabm_kzt,5,5,rank80,KZT,native_matured,2025,242,242,55,17,0.19834710743801653,0.3090909090909091,1.558333333333334,44.357998153225154,16.11169926550504,120.21440751642086,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,42,0.8235294117647058,0.8235294117647058,1.0784313725490196,9,2,3,0.8235294117647058
tabm_kzt,5,5,rank80,KZT,native_matured,2026,156,156,35,20,0.36538461538461536,0.5714285714285714,1.5639097744360904,73.56370316752516,110.72827945924426,68.18188878015866,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,28,0.8484848484848485,0.8484848484848485,1.0606060606060606,5,2,3,0.8484848484848485
tabm_kzt,5,5,rank90,KZT,native_matured,2024,243,243,56,22,0.2674897119341564,0.39285714285714285,1.4686813186813186,61.16705399047085,60.00045141929757,75.7625063478696,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,42,0.8235294117647058,0.8235294117647058,1.0980392156862746,9,2,3,0.8235294117647058
tabm_kzt,5,5,rank90,KZT,native_matured,2025,242,242,73,21,0.19834710743801653,0.2876712328767123,1.4503424657534247,12.632923289096176,-15.613375598623936,133.28489343871448,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,49,0.9607843137254902,0.9607843137254902,1.4313725490196079,2,2,1,0.9607843137254902
tabm_kzt,5,5,rank90,KZT,native_matured,2026,156,156,44,22,0.36538461538461536,0.5,1.368421052631579,33.609313138031965,70.7738894297511,98.46647881852633,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,31,0.9393939393939394,0.9393939393939394,1.3333333333333333,2,2,1,0.9393939393939394
tabm_kzt,5,5,rank90_shared,KZT,native_matured,2024,243,243,56,22,0.2674897119341564,0.39285714285714285,1.4686813186813186,61.16705399047085,60.00045141929757,75.7625063478696,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,42,0.8235294117647058,0.8235294117647058,1.0980392156862746,9,2,3,0.8235294117647058
tabm_kzt,5,5,rank90_shared,KZT,native_matured,2025,242,242,73,21,0.19834710743801653,0.2876712328767123,1.4503424657534247,12.632923289096176,-15.613375598623936,133.28489343871448,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,49,0.9607843137254902,0.9607843137254902,1.4313725490196079,2,2,1,0.9607843137254902
tabm_kzt,5,5,rank90_shared,KZT,native_matured,2026,156,156,44,22,0.36538461538461536,0.5,1.368421052631579,33.609313138031965,70.7738894297511,98.46647881852633,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,31,0.9393939393939394,0.9393939393939394,1.3333333333333333,2,2,1,0.9393939393939394
tabm_kzt,5,5,strict05,KZT,native_matured,2024,243,243,25,11,0.2674897119341564,0.44,1.644923076923077,74.29132526519085,73.12472269401758,89.99027598629982,0.1812685987615,0.20662331432123193,0.7094209161624891,0.5353783171139891,51,24,0.47058823529411764,0.47058823529411764,0.49019607843137253,27,2,8,0.47058823529411764
tabm_kzt,5,5,strict05,KZT,native_matured,2025,242,242,9,5,0.19834710743801653,0.5555555555555556,2.800925925925926,107.8227229125911,79.57642402487097,66.91909458672744,0.1440268164617928,0.148583864018614,0.7226159793814433,0.4515849396580375,51,8,0.1568627450980392,0.1568627450980392,0.17647058823529413,43,2,13,0.1568627450980392
tabm_kzt,5,5,strict05,KZT,native_matured,2026,156,156,15,11,0.36538461538461536,0.7333333333333333,2.0070175438596496,115.34486581195516,152.50944210367427,56.526107841166066,0.19836603170224804,0.20078846641286383,0.7706893496367181,0.5805048418031103,33,14,0.42424242424242425,0.42424242424242425,0.45454545454545453,19,2,10,0.42424242424242425
tabm_pooled,3,3,cadence80,all5,native_matured,2024,1225,245,219,138,0.38612244897959186,0.6301369863013698,1.647982062780269,58.255315065408105,65.54378545362988,29.792058337463335,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,182,0.7137254901960784,0.7137254901960784,0.8588235294117647,73,2,4,0.6274509803921569
tabm_pooled,3,3,cadence80,all5,native_matured,2025,1220,244,260,118,0.28114754098360656,0.45384615384615384,1.6142632877326755,60.235766575418346,43.86534287456899,56.31920139264283,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,210,0.8235294117647058,0.8235294117647058,1.0196078431372548,45,2,1,0.8235294117647058
tabm_pooled,3,3,cadence80,all5,native_matured,2026,790,158,210,119,0.40759493670886077,0.5666666666666667,1.3902691511387164,41.723603023253844,58.14136020843852,51.350687997706856,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,160,0.9696969696969697,0.9696969696969697,1.2727272727272727,5,2,1,0.9696969696969697
tabm_pooled,3,3,cadence80,KZT,native_matured,2024,245,245,55,30,0.3346938775510204,0.5454545454545454,1.6297117516629702,56.46608876284029,55.91533041171045,40.51499202271176,0.2017173145302417,0.19944804416230305,0.7223552296872663,0.5976804461442348,51,43,0.8431372549019608,0.8431372549019608,1.0784313725490196,8,2,4,0.8431372549019608
tabm_pooled,3,3,cadence80,KZT,native_matured,2025,244,244,52,24,0.26229508196721313,0.46153846153846156,1.7596153846153844,53.34223185605974,34.69084015530852,67.91780472932223,0.16870462684442264,0.17500795994802062,0.7312500000000001,0.5141740051769828,51,42,0.8235294117647058,0.8235294117647058,1.0196078431372548,9,2,1,0.8235294117647058
tabm_pooled,3,3,cadence80,KZT,native_matured,2026,158,158,42,23,0.4240506329113924,0.5476190476190477,1.291400142146411,43.939485908264885,68.98972880498307,59.05512530691164,0.20634932377397797,0.19750316608693239,0.7628341807446285,0.5990143846705988,33,32,0.9696969696969697,0.9696969696969697,1.2727272727272727,1,2,1,0.9696969696969697
tabm_pooled,3,3,cadence85,all5,native_matured,2024,1225,245,252,151,0.38612244897959186,0.5992063492063492,1.5541505629305998,45.57402267973879,53.41025399526568,39.8241750112981,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,202,0.792156862745098,0.7921568627450981,0.9882352941176471,53,2,4,0.7450980392156863
tabm_pooled,3,3,cadence85,all5,native_matured,2025,1220,244,297,126,0.28114754098360656,0.42424242424242425,1.5143335631957442,52.262017609478725,35.794459740825616,58.83756133398672,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,228,0.8941176470588236,0.8941176470588236,1.1647058823529413,27,2,1,0.8431372549019608
tabm_pooled,3,3,cadence85,all5,native_matured,2026,790,158,211,119,0.40759493670886077,0.5639810426540285,1.38382277176713,41.16420872428289,57.5663339156665,51.64997913365786,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,160,0.9696969696969697,0.9696969696969697,1.2787878787878788,5,2,1,0.9696969696969697
tabm_pooled,3,3,cadence85,KZT,native_matured,2024,245,245,55,30,0.3346938775510204,0.5454545454545454,1.6297117516629702,59.81183658159275,59.26107823046291,43.023859940604886,0.2017173145302417,0.19944804416230305,0.7223552296872663,0.5976804461442348,51,42,0.8235294117647058,0.8235294117647058,1.0784313725490196,9,2,4,0.8235294117647058
tabm_pooled,3,3,cadence85,KZT,native_matured,2025,244,244,55,25,0.26229508196721313,0.45454545454545453,1.732954545454545,55.086714110937415,36.4353224101862,64.96786019639259,0.16870462684442264,0.17500795994802062,0.7312500000000001,0.5141740051769828,51,43,0.8431372549019608,0.8431372549019608,1.0784313725490196,8,2,1,0.8431372549019608
tabm_pooled,3,3,cadence85,KZT,native_matured,2026,158,158,42,23,0.4240506329113924,0.5476190476190477,1.291400142146411,43.939485908264885,68.98972880498307,59.05512530691164,0.20634932377397797,0.19750316608693239,0.7628341807446285,0.5990143846705988,33,32,0.9696969696969697,0.9696969696969697,1.2727272727272727,1,2,1,0.9696969696969697
tabm_pooled,3,3,cadence90,all5,native_matured,2024,1225,245,282,165,0.38612244897959186,0.5851063829787234,1.5142718010188791,47.30133780038916,55.26070632851396,39.72531116016157,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,210,0.8235294117647058,0.8235294117647058,1.1058823529411765,45,2,4,0.8235294117647058
tabm_pooled,3,3,cadence90,all5,native_matured,2025,1220,244,319,133,0.28114754098360656,0.4169278996865204,1.4869868035190617,49.090925797443255,32.65102865760582,59.302458848839386,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,242,0.9490196078431372,0.9490196078431372,1.2509803921568627,13,2,1,0.8823529411764706
tabm_pooled,3,3,cadence90,all5,native_matured,2026,790,158,219,116,0.40759493670886077,0.5296803652968036,1.2996738051340235,31.01431481130458,47.41239061021524,57.37701297969534,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,157,0.9515151515151515,0.9515151515151515,1.3272727272727274,8,2,1,0.9393939393939394
tabm_pooled,3,3,cadence90,KZT,native_matured,2024,245,245,55,30,0.3346938775510204,0.5454545454545454,1.6297117516629702,59.81183658159275,59.26107823046291,43.023859940604886,0.2017173145302417,0.19944804416230305,0.7223552296872663,0.5976804461442348,51,42,0.8235294117647058,0.8235294117647058,1.0784313725490196,9,2,4,0.8235294117647058
tabm_pooled,3,3,cadence90,KZT,native_matured,2025,244,244,66,27,0.26229508196721313,0.4090909090909091,1.5596590909090908,41.75157309390328,23.100181393152067,67.11965990902146,0.16870462684442264,0.17500795994802062,0.7312500000000001,0.5141740051769828,51,50,0.9803921568627451,0.9803921568627451,1.2941176470588236,1,2,1,0.9803921568627451
tabm_pooled,3,3,cadence90,KZT,native_matured,2026,158,158,43,23,0.4240506329113924,0.5348837209302325,1.2613675807011457,39.141136388015674,64.19137928473387,58.58432463833211,0.20634932377397797,0.19750316608693239,0.7628341807446285,0.5990143846705988,33,31,0.9393939393939394,0.9393939393939394,1.303030303030303,2,2,1,0.9393939393939394
tabm_pooled,3,3,rank80,all5,native_matured,2024,1225,245,283,159,0.38612244897959186,0.5618374558303887,1.4548476247385718,43.38116292083218,51.30582107744931,42.67487154221998,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,210,0.8235294117647058,0.8235294117647058,1.1098039215686275,45,2,3,0.803921568627451
tabm_pooled,3,3,rank80,all5,native_matured,2025,1220,244,313,129,0.28114754098360656,0.41214057507987223,1.4622317197807304,48.35266127267598,32.08993087024588,56.38147465595514,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,231,0.9058823529411765,0.9058823529411765,1.227450980392157,24,2,1,0.8627450980392157
tabm_pooled,3,3,rank80,all5,native_matured,2026,790,158,196,112,0.40759493670886077,0.5714285714285714,1.4017743979721167,42.81879276859223,59.24299161890216,51.52774164751221,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,149,0.9030303030303031,0.903030303030303,1.187878787878788,16,2,1,0.8787878787878788
tabm_pooled,3,3,rank80,KZT,native_matured,2024,245,245,57,30,0.3346938775510204,0.5263157894736842,1.5725288831835684,53.11882828131998,52.568069930190156,47.95131849590769,0.2017173145302417,0.19944804416230305,0.7223552296872663,0.5976804461442348,51,43,0.8431372549019608,0.8431372549019608,1.1176470588235294,8,2,3,0.8431372549019608
tabm_pooled,3,3,rank80,KZT,native_matured,2025,244,244,64,28,0.26229508196721313,0.4375,1.66796875,44.84815731394943,26.196765613198238,62.3302741305818,0.16870462684442264,0.17500795994802062,0.7312500000000001,0.5141740051769828,51,48,0.9411764705882353,0.9411764705882353,1.2549019607843137,3,2,1,0.9411764705882353
tabm_pooled,3,3,rank80,KZT,native_matured,2026,158,158,39,21,0.4240506329113924,0.5384615384615384,1.2698048220436282,39.89256378093728,64.94280667765547,62.45539216649313,0.20634932377397797,0.19750316608693239,0.7628341807446285,0.5990143846705988,33,30,0.9090909090909091,0.9090909090909091,1.1818181818181819,3,2,1,0.9090909090909091
