config_id,train_horizon,evaluation_horizon,policy,evaluation_scope,cohort,year,rows,dates,signals,hits,base_hit,hit_rate,lift,forward_delta_bps,forward_signal_bps,regret_bps,brier,raw_brier,auc,log_loss,week_cells,weeks_with_1_2,week_coverage,mean_cell_week_coverage,signals_per_corridor_week,silent_weeks,max_week_signals,max_silent_week_run,min_year_corridor_coverage
tabm_pooled,3,3,rank90,all5,native_matured,2024,1225,245,313,173,0.38612244897959186,0.5527156549520766,1.4313454005133055,41.56154906235062,49.45474958080135,42.11824680809528,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,228,0.8941176470588236,0.8941176470588236,1.227450980392157,27,2,3,0.8823529411764706
tabm_pooled,3,3,rank90,all5,native_matured,2025,1220,244,344,130,0.28114754098360656,0.37790697674418605,1.3435554237790674,42.76009215755064,26.38941423813204,61.42300097468691,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,252,0.9882352941176471,0.9882352941176471,1.3490196078431373,3,2,1,0.9411764705882353
tabm_pooled,3,3,rank90,all5,native_matured,2026,790,158,207,113,0.40759493670886077,0.5458937198067633,1.3401891607866683,39.18493126533658,55.527982344681384,53.53520947099771,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,153,0.9272727272727272,0.9272727272727274,1.2545454545454546,12,2,1,0.9090909090909091
tabm_pooled,3,3,rank90,KZT,native_matured,2024,245,245,61,30,0.3346938775510204,0.4918032786885246,1.469412235105957,46.46454864429319,45.91379029316335,48.975203204875044,0.2017173145302417,0.19944804416230305,0.7223552296872663,0.5976804461442348,51,45,0.8823529411764706,0.8823529411764706,1.196078431372549,6,2,3,0.8823529411764706
tabm_pooled,3,3,rank90,KZT,native_matured,2025,244,244,71,29,0.26229508196721313,0.4084507042253521,1.5572183098591548,42.936015274344115,24.284623573592903,64.42642113164163,0.16870462684442264,0.17500795994802062,0.7312500000000001,0.5141740051769828,51,51,1.0,1.0,1.392156862745098,0,2,0,1.0
tabm_pooled,3,3,rank90,KZT,native_matured,2026,158,158,40,21,0.4240506329113924,0.525,1.2380597014925374,44.1202703703378,69.17051326705598,62.007881572257226,0.20634932377397797,0.19750316608693239,0.7628341807446285,0.5990143846705988,33,30,0.9090909090909091,0.9090909090909091,1.2121212121212122,3,2,1,0.9090909090909091
tabm_pooled,3,3,rank90_shared,all5,native_matured,2024,1225,245,306,175,0.38612244897959186,0.5718954248366013,1.4811552147027327,43.243532212425905,51.15221610356724,41.54067768785821,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,225,0.8823529411764706,0.8823529411764707,1.2,30,2,3,0.8823529411764706
tabm_pooled,3,3,rank90_shared,all5,native_matured,2025,1220,244,349,130,0.28114754098360656,0.37249283667621774,1.3247577681256266,41.917711701867,25.56222761069264,62.014128556261184,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,255,1.0,1.0,1.3686274509803922,0,2,0,1.0
tabm_pooled,3,3,rank90_shared,all5,native_matured,2026,790,158,209,113,0.40759493670886077,0.5406698564593302,1.3267444452701196,37.81217828847363,54.188631714272994,54.30743572304551,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,154,0.9333333333333333,0.9333333333333333,1.2666666666666666,11,2,1,0.9090909090909091
tabm_pooled,3,3,rank90_shared,KZT,native_matured,2024,245,245,61,30,0.3346938775510204,0.4918032786885246,1.469412235105957,46.46454864429319,45.91379029316335,48.975203204875044,0.2017173145302417,0.19944804416230305,0.7223552296872663,0.5976804461442348,51,45,0.8823529411764706,0.8823529411764706,1.196078431372549,6,2,3,0.8823529411764706
tabm_pooled,3,3,rank90_shared,KZT,native_matured,2025,244,244,71,29,0.26229508196721313,0.4084507042253521,1.5572183098591548,42.936015274344115,24.284623573592903,64.42642113164163,0.16870462684442264,0.17500795994802062,0.7312500000000001,0.5141740051769828,51,51,1.0,1.0,1.392156862745098,0,2,0,1.0
tabm_pooled,3,3,rank90_shared,KZT,native_matured,2026,158,158,41,21,0.4240506329113924,0.5121951219512195,1.2078631234073536,40.502933000679555,65.55317589739775,64.22936468099226,0.20634932377397797,0.19750316608693239,0.7628341807446285,0.5990143846705988,33,30,0.9090909090909091,0.9090909090909091,1.2424242424242424,3,2,1,0.9090909090909091
tabm_pooled,3,3,strict05,all5,native_matured,2024,1225,245,200,121,0.38612244897959186,0.605,1.565123277546064,45.391865710477994,53.41030529092171,38.43704865176637,0.19873090932987775,0.21307900589584883,0.7448917052764159,0.5838575934526652,255,196,0.7686274509803922,0.7686274509803921,0.7843137254901961,59,2,4,0.7254901960784313
tabm_pooled,3,3,strict05,all5,native_matured,2025,1220,244,155,85,0.28114754098360656,0.5483870967741935,1.9410388394946188,94.6248147582348,78.36653430271554,31.65453261228241,0.1732023679832558,0.17731376124895865,0.7443644015677617,0.5231046547781165,255,144,0.5647058823529412,0.5647058823529412,0.6078431372549019,111,2,4,0.37254901960784315
tabm_pooled,3,3,strict05,all5,native_matured,2026,790,158,121,89,0.40759493670886077,0.7355371900826446,1.809548320679449,84.3402361025152,100.09059043412499,22.584208550948983,0.19116269642597433,0.1883464096766854,0.7712215320910973,0.5636397290985957,165,107,0.6484848484848484,0.6484848484848484,0.7333333333333333,58,2,11,0.48484848484848486
