scenario,seed,policy,contacts,relevant_contacts,shifted_transfers,planned_transfers,completed_transfers,organic_volume_rub,policy_volume_rub,gross_timing_value_rub,net_scenario_value_rub,execution_drag_rub,shifted_amount_rub,sum_advance_days,hurt_transfers,contact_target_sum,contact_forward_bps_sum,own_h_target_sum,all_date_h5_base_sum,exposure_weeks,contacts_per_week,relevance,h5_quality,own_h_quality,h5_unconditional_same_dates,forward_bps_per_contact,timing_bps_all_volume,h5_lift_vs_unconditional
contact_cost10,8102,group_expected_budget,4.625252525252525,2.8643939393939393,0.9640572390572391,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,307.7488303286692,261.4963050761439,0.0,57955.210099564574,3.6874579124579125,0.3376262626262626,1.8474747474747475,157.52735083471623,1.3335858585858587,1.3355230402538927,48.21428571428571,0.09593116348671904,0.6192946058091287,0.39943219043459277,0.2883271456649924,0.2887459728873889,34.05810817348091,6.3577406050102,0.11068621754720387
contact_cost10,8102,group_unconstrained_expected_budget,4.323484848484849,2.5242424242424244,0.8247474747474748,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,287.8364615857531,244.60161310090467,0.0,54250.50273068737,3.3723063973063976,0.29974747474747476,1.6702020202020202,131.10427204126069,1.6561447811447811,1.2688495688002992,48.21428571428571,0.08967227833894503,0.5838444016120553,0.3863092109105776,0.3830578431945174,0.2934784353980015,30.323749622299644,5.946373727795524,0.09283077551257612
contact_cost10,8102,group_unconstrained_exploratory,8.41540404040404,4.684343434343434,1.4991582491582491,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,363.75587455454337,279.60183415050295,0.0,98568.92439689611,6.526851851851852,0.582996632996633,3.2510101010101007,199.96025011052433,3.157996632996633,2.429259627472395,48.21428571428571,0.17454171343060232,0.5566391597899475,0.3863165791447862,0.37526381595398856,0.28866821079641963,23.7612180176347,7.514782400623714,0.09764836834836654
contact_cost10,8102,random_expected_budget,4.435690235690236,2.6195286195286194,0.8686026936026936,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,107.79603397383025,63.43913161692788,0.0,62821.740570991285,3.977777777777778,0.37491582491582487,1.1965488215488218,-19.700835873727307,1.1965488215488218,1.2610809774848728,48.21428571428571,0.09199950118468639,0.5905571580385607,0.26975482010019736,0.26975482010019736,0.2843032111074899,-4.4414363553188165,2.2269433860156407,-0.01454839100729255
contact_cost10,8102,universal,7.708333333333334,4.233838383838384,1.433838383838384,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,779.6863478166667,702.6030144833334,0.0,99580.64998065586,6.5026094276094275,0.42760942760942755,3.4201178451178453,375.0767257329517,4.532154882154882,2.2511085850128665,48.21428571428571,0.15987654320987657,0.5492547092547092,0.44369096369096367,0.5879552279552279,0.29203570832599346,48.65860225724778,16.10743263391809,0.1516552553649702
contact_cost10,8102,universal_expected_budget,3.8713804713804714,2.262794612794613,0.7852693602693603,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,396.73207878007645,358.0182740662717,0.0,55893.502720060875,3.4053030303030303,0.21355218855218855,1.6914983164983166,196.4592819366062,2.245959595959596,1.1140402856397138,48.21428571428571,0.08029529866566905,0.5844929552965733,0.43692381283701515,0.5801443729344233,0.28776305864932594,50.74657047762397,8.196033251780076,0.1491607541876892
contact_cost10,8102,v3_readiness,5.742171717171717,3.2934343434343436,1.198989898989899,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,565.5187668946082,508.09704972289103,0.0,86248.12222638761,5.4699494949494945,0.36195286195286197,2.422053872053872,252.13049462648723,2.422053872053872,1.6730228125602573,48.21428571428571,0.11909689487467266,0.5735520471436739,0.4218010173417183,0.4218010173417183,0.2913571545687418,43.908560566466846,11.68297414271669,0.13044386277297654
contact_cost10,8102,weekly_expected_budget,4.605050505050505,2.7281144781144784,0.9134680134680135,8.071717171717172,8.071717171717172,484053.76917414437,484053.76917414437,-54.00472719609339,-100.05523224659845,0.0,62887.712245389695,4.019949494949495,0.5136363636363637,1.2867003367003367,-11.921340962511165,1.2867003367003367,1.3036371423485962,48.21428571428571,0.09551215862326974,0.592417927908167,0.27941068947868686,0.27941068947868686,0.2830885656778044,-2.5887535759785156,-1.1156762044892685,-0.0036778761991175246
contact_cost10,8103,group_aware,4.709848484848485,2.7586700336700334,0.9485690235690235,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,363.20770230218193,316.109217453697,0.0,54425.03162682335,3.6441077441077443,0.28855218855218856,1.8823232323232324,156.44687289696847,1.3067340067340067,1.3353313124547377,48.21428571428571,0.09768574635241303,0.5857237324182796,0.3996568548603292,0.2774471431379908,0.28351895326367277,33.2169651317353,8.096284087241985,0.11613790159665643
contact_cost10,8103,group_expected_budget,4.709848484848485,2.7586700336700334,0.9485690235690235,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,363.20770230218193,316.109217453697,0.0,54425.03162682335,3.6441077441077443,0.28855218855218856,1.8823232323232324,156.44687289696847,1.3067340067340067,1.3353313124547377,48.21428571428571,0.09768574635241303,0.5857237324182796,0.3996568548603292,0.2774471431379908,0.28351895326367277,33.2169651317353,8.096284087241985,0.11613790159665643
contact_cost10,8103,group_unconstrained_expected_budget,4.144865319865319,2.278956228956229,0.7683501683501683,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,175.43714608472243,133.98849288606922,0.0,44767.213754964636,3.297643097643098,0.24048821548821547,1.6777777777777776,140.10782988098072,1.6446969696969698,1.2114505958156936,48.21428571428571,0.08596757700461405,0.549826364208688,0.40478463069393394,0.39680347677748223,0.29227743299872955,33.80274606498753,3.910679661124446,0.1125071976952044
contact_cost10,8103,group_unconstrained_exploratory,8.276936026936028,4.442424242424242,1.511195286195286,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,249.21704911994,166.4476888505797,0.0,89336.6700286961,6.3255050505050505,0.5278619528619529,3.211363636363636,219.1096615368746,3.1699494949494946,2.3593708584154136,48.21428571428571,0.1716697842623769,0.536723278755212,0.38798942337028364,0.3829858639275907,0.28505365400157745,26.472315458741686,5.555311785157185,0.10293576936870619
contact_cost10,8103,random_expected_budget,4.477609427609428,2.3873737373737374,0.8137205387205388,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,23.501148017752655,-21.274946258341622,0.0,57544.84043768056,3.541666666666666,0.36077441077441075,1.3036195286195285,-7.585378866909405,1.3036195286195285,1.2427084919056863,48.21428571428571,0.09286893627634371,0.5331804338835207,0.29114185810429744,0.29114185810429744,0.27753838560438304,-1.6940688975990474,0.5238654618886541,0.013603472499914393
contact_cost10,8103,universal,7.560269360269359,3.9573232323232324,1.3733164983164983,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,609.2953990990569,533.6927054963633,0.0,91058.81470403296,6.2332491582491585,0.3919191919191919,3.469360269360269,393.4459580087712,4.596127946127947,2.1723585261377982,48.21428571428571,0.15680558673151265,0.523436804132894,0.45889373830943264,0.6079317716219829,0.287338773609569,52.04126192598426,13.581839297150317,0.17155496469986364
contact_cost10,8103,universal_expected_budget,3.6247474747474744,1.9773569023569022,0.68493265993266,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,417.0253405579633,380.77786581048855,0.0,43335.19558990637,3.2253367003367,0.18005050505050504,1.7006734006734006,185.23933850428784,2.2037037037037037,1.033654557008371,48.21428571428571,0.07517994762439208,0.5455157679624727,0.4691839673029585,0.6079606149273141,0.2851659499619026,51.10406719220983,9.295936202165239,0.18401801734105594
contact_cost10,8103,v3_readiness,5.820707070707071,3.2488215488215486,1.1112794612794612,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,516.8309681242961,458.6238974172254,0.0,82205.41984540528,5.03526936026936,0.3245791245791245,2.4458754208754208,245.1809167467572,2.4458754208754208,1.6509928613491485,48.21428571428571,0.12072577628133185,0.5581489515545914,0.4202024584237165,0.4202024584237165,0.28364128984566717,42.122187866254166,11.520709270469316,0.13656116857804934
contact_cost10,8103,weekly_expected_budget,4.419781144781145,2.5976430976430978,0.8928451178451178,8.058922558922559,8.058922558922559,448610.3728431661,448610.3728431661,27.944069275038427,-16.25374217277302,0.0,58732.636945544116,3.7643097643097643,0.39755892255892256,1.2121212121212122,-30.845385035425267,1.2121212121212122,1.225246624734607,48.21428571428571,0.09166953485472006,0.5877311596549032,0.2742491477326833,0.2742491477326833,0.27721884514154554,-6.978939459897769,0.6229028789043997,-0.0029696974088622707
execution_drag25bps,8101,group_aware,4.4037037037037035,2.819023569023569,0.8613636363636363,7.870033670033671,7.870033670033671,449035.2395037027,449035.2395037027,125.29034658134705,-4.112663570572948,124.99930644821632,49999.72257928652,3.725420875420875,0.2894781144781145,1.615740740740741,119.20063001788279,1.1735690235690235,1.2733075597149328,48.21428571428571,0.0913360768175583,0.6401483293829804,0.3669049621530699,0.2664959094732013,0.28914469396386194,27.068267539805177,2.7902118933878,0.07776026818920795
execution_drag25bps,8101,group_expected_budget,4.4037037037037035,2.819023569023569,0.8613636363636363,7.870033670033671,7.870033670033671,449035.2395037027,449035.2395037027,125.29034658134705,-4.112663570572948,124.99930644821632,49999.72257928652,3.725420875420875,0.2894781144781145,1.615740740740741,119.20063001788279,1.1735690235690235,1.2733075597149328,48.21428571428571,0.0913360768175583,0.6401483293829804,0.3669049621530699,0.2664959094732013,0.28914469396386194,27.068267539805177,2.7902118933878,0.07776026818920795
