scenario,policy,mix,contacts,relevant_contacts,shifted_transfers,planned_transfers,completed_transfers,organic_volume_rub,policy_volume_rub,gross_timing_value_rub,net_scenario_value_rub,execution_drag_rub,shifted_amount_rub,sum_advance_days,hurt_transfers,contact_target_sum,contact_forward_bps_sum,own_h_target_sum,all_date_h5_base_sum,exposure_weeks,contacts_per_week,relevance,h5_quality,own_h_quality,h5_unconditional_same_dates,forward_bps_per_contact,timing_bps_all_volume,h5_lift_vs_unconditional
low_response,universal,wb2016_kg_frequent_quarter_of_monthly,7.63641975308642,4.512682379349046,0.4671436588103254,9.530695847362514,9.530695847362514,470667.58144030184,470667.58144030184,192.0033124128258,184.36689265973936,0.0,31667.220120557482,2.107800224466891,0.14377104377104377,3.439337822671156,381.73798123203494,4.5390572390572395,2.2127719876370597,48.214285714285715,0.15838500228623686,0.5909421594491516,0.4503861670622644,0.5943959847443803,0.28976563090874113,49.98913019124538,4.079382561791734,0.16062053615352329
low_response,universal,wb2016_kg_frequent_half_of_monthly,7.7649270482603825,4.693658810325477,0.48510101010101003,12.081481481481482,12.081481481481482,487502.7829957977,487502.7829957977,188.99425700631662,181.2293299580562,0.0,30304.200797579877,2.030639730639731,0.1440516273849607,3.505836139169473,392.7660953596569,4.616778900112234,2.247357946061156,48.214285714285715,0.16105033877873384,0.6044691445461837,0.45149633955091745,0.5945682260011129,0.2894242189390103,50.582071527336545,3.876783140496364,0.16207212061190712
low_response,universal,wb2016_tj_same_split,7.591492704826038,4.424060044893379,0.4586812570145903,8.094952300785636,8.094952300785636,461782.51599277754,461782.51599277754,192.02003107923667,184.4285383744106,0.0,32363.886831147654,2.1490600448933783,0.14399831649831651,3.4127581369248037,376.2236500062629,4.510429292929293,2.201357688897459,48.214285714285715,0.15745318202602152,0.5827655003976926,0.44955034136504624,0.5941426104594605,0.2899769221273201,49.55858678058023,4.158235195769949,0.1595734192377261
low_response,universal,iom2024_returnees_scenario,8.426767676767676,4.966582491582491,0.5207912457912458,11.075336700336699,11.075336700336699,496224.35151042545,496224.35151042545,146.57999334430806,138.15322566754037,0.0,29008.140113723057,2.0046296296296298,0.15395622895622893,3.7617003367003363,406.4338286669187,4.979208754208754,2.4430902267906673,48.21428571428571,0.17477740366629257,0.5893816801518329,0.44639896114274297,0.5908800319648386,0.2899202067153444,48.23128443275392,2.9539056859693127,0.15647875442739856
low_response,universal,v3_balanced,8.735185185185184,5.400925925925925,0.5638888888888889,17.197222222222223,17.197222222222223,536628.8352436153,536628.8352436153,139.358260368686,130.6230751835008,0.0,25736.893738576793,1.8194444444444444,0.15462962962962962,3.921296296296296,432.9013025732112,5.16574074074074,2.5260965270084985,48.21428571428571,0.1811742112482853,0.6182955268178927,0.44890820436718254,0.591371634513462,0.2891863736664383,49.55834288520968,2.5969208364552574,0.15972183070074425
low_response,universal,frequent_heavy_stress,9.507916666666667,6.029027777777777,0.6322222222222221,22.662361111111114,22.662361111111114,583422.7357946438,583422.7357946438,102.47429292269922,92.96637625603253,0.0,21536.52023276954,1.6147222222222222,0.1622222222222222,4.260694444444444,469.1071392716632,5.6066666666666665,2.7463575720689386,48.214285714285715,0.19720123456790123,0.6341060811896518,0.4481207181150211,0.5896840352337964,0.28884956277511953,49.3385833845476,1.7564329710792874,0.15927115533990155
low_response,universal,l2kgz_regular10pct_frequent_scenario,6.964587260427592,4.035114087717328,0.41363677792631687,6.249385967655537,6.249385967655537,438090.3130626375,438090.3130626375,226.8692540381374,219.9046667777098,0.0,34724.13205861961,2.247184850674265,0.13629046267374542,3.153260391497578,354.7431036088183,4.159639945466367,2.019441116952773,48.214285714285715,0.1444506987347945,0.5793759108518357,0.45275624722433055,0.5972557726573714,0.28995847728509744,50.93526584474709,5.178595537804096,0.16279776993923312
low_response,universal_expected_budget,wb2016_kg_planning,3.6598765432098763,2.1506172839506172,0.2243827160493827,8.000224466891133,8.000224466891133,460566.4605070044,460566.4605070044,91.71921357729957,88.05933703408968,0.0,16751.76952634893,1.0712121212121213,0.07104377104377105,1.6322109988776656,181.49917910795733,2.143181818181818,1.0486154481327343,48.21428571428571,0.07590855052583448,0.5876201720357564,0.4459743326331284,0.5855885554822982,0.2865166176378866,49.59161243968475,1.9914436122059886,0.1594577149952418
low_response,universal_expected_budget,wb2016_kg_no_frequent,3.63641975308642,2.1196408529741864,0.2197811447811448,6.9799102132435475,6.9799102132435475,453832.37988480605,453832.37988480605,91.49124151833631,87.85482176524988,0.0,16978.908235727293,1.0844556677890012,0.07003367003367003,1.6200897867564534,180.1754426891248,2.1290404040404036,1.0423706704488964,48.214285714285715,0.07542203932327389,0.5828922393172945,0.4455178160830851,0.5854770759710497,0.28664751080074896,49.547482117871695,2.0159698949105187,0.15887030528233614
low_response,universal_expected_budget,wb2016_kg_frequent_quarter_of_monthly,3.6950617283950615,2.197081930415264,0.2312850729517396,9.530695847362514,9.530695847362514,470667.58144030184,470667.58144030184,92.06117166574447,88.36610993734939,0.0,16411.06146228139,1.0513468013468013,0.07255892255892256,1.6503928170594837,183.48478373620617,2.164393939393939,1.0579826146584912,48.214285714285715,0.07663831732967535,0.5945995200923367,0.4466482398323361,0.5857531209185067,0.2863233938768386,49.6567573759863,1.9559701006817962,0.1603248459554975
