date,unique_authors,category:bank_blocks_compliance,category:benchmark_reference,category:cash_atm,category:crossborder_howto,category:crypto,category:exchange_intent,category:family_support,category:fees_cost,category:partial_fill,category:rate_information,category:rent_study_medical,category:salary_income,category:successful_close,category:timing_forecast,category:trust_safety,category:urgency,category:willing_to_wait,direction:kzt_to_rub,direction:need_eur,direction:need_kzt_offer_unknown,direction:need_rub_offer_unknown,direction:rub_to_kzt,direction:unclassified,events,explicit_rates,messages,probable_listings,strict_listings,text_messages,kzt_per_rub,market_return_1d,market_abs_return_1d,market_90d_percentile,strict_listing_share,rate_information_share,timing_forecast_share,urgency_share_in_strict,rub_to_kzt_share_classified,direction_net
2023-05-27,72,1,1,7,6,6,0,0,16,1,13,9,1,0,0,7,0,0,0,0,0,0,0,0,209,0,209,0,0,206,5.549061250557711,0.0,0.0,0.2,0.0,0.06220095693779904,0.0,,,
2023-05-28,59,5,0,14,6,1,0,0,6,1,8,3,1,0,0,3,0,0,0,0,0,0,0,2,181,0,181,2,2,179,5.638166953947254,0.016057797772657034,0.016057797772657034,0.45555555555555555,0.011049723756906077,0.04419889502762431,0.0,0.0,,
2023-05-29,65,2,0,10,3,3,0,0,7,0,20,2,0,0,2,4,1,0,0,0,0,0,0,0,149,0,149,0,0,148,5.5478564924985445,-0.016017699047645828,0.016017699047645828,0.18888888888888888,0.0,0.1342281879194631,0.013422818791946308,,,
2023-05-30,88,1,0,22,8,5,1,2,6,1,16,7,2,3,0,10,0,0,0,0,0,0,0,0,365,0,365,0,0,362,5.6327048602347345,0.015293900959932216,0.015293900959932216,0.45555555555555555,0.0,0.043835616438356165,0.0,,,
2023-05-31,100,1,0,10,8,1,0,2,2,1,5,3,0,0,2,5,0,1,0,0,0,0,0,0,284,0,284,0,0,280,5.505549391075654,-0.022574495258354754,0.022574495258354754,0.07777777777777778,0.0,0.017605633802816902,0.007042253521126761,,,
2023-06-01,78,2,0,8,5,3,1,3,1,0,11,5,0,0,2,6,1,3,0,0,0,0,0,1,220,0,220,1,1,217,5.537651941154012,0.005830943979976855,0.005830943979976855,0.16666666666666666,0.004545454545454545,0.05,0.00909090909090909,1.0,,
2023-06-02,73,3,2,10,12,8,1,0,5,0,19,0,0,2,1,13,0,0,0,0,0,0,0,2,226,0,226,3,2,226,5.555116918316832,0.0031538596770639415,0.0031538596770639415,0.24444444444444444,0.008849557522123894,0.084070796460177,0.004424778761061947,0.0,,
2023-06-03,62,2,0,12,4,0,0,0,3,0,16,2,0,0,2,6,0,1,0,0,1,0,0,1,155,0,155,2,2,154,5.555116918316832,0.0,0.0,0.25555555555555554,0.012903225806451613,0.1032258064516129,0.012903225806451613,0.0,1.0,1.0
2023-06-04,65,0,0,17,8,1,0,0,7,2,11,0,0,2,1,5,0,0,0,0,0,0,0,3,201,0,201,3,3,196,5.575395606435643,0.0036504520817457475,0.0036504520817457475,0.3111111111111111,0.014925373134328358,0.05472636815920398,0.004975124378109453,0.0,,
2023-06-05,84,1,0,25,7,4,0,0,8,2,22,4,0,0,1,5,0,1,0,0,0,0,0,2,251,0,251,3,2,245,5.538656601878673,-0.006589488379006303,0.006589488379006303,0.18888888888888888,0.00796812749003984,0.08764940239043825,0.00398406374501992,0.0,,
2023-06-06,76,1,0,18,8,2,0,0,3,0,9,3,1,0,1,4,0,0,0,0,0,0,0,1,157,0,157,1,1,156,5.511979990672068,-0.0048164407227477835,0.0048164407227477835,0.12222222222222222,0.006369426751592357,0.05732484076433121,0.006369426751592357,0.0,,
2023-06-07,84,2,0,23,7,6,1,0,13,0,21,2,0,1,0,6,0,1,0,0,0,0,0,3,224,0,224,3,3,223,5.460314705125731,-0.009373271607257427,0.009373271607257427,0.022222222222222223,0.013392857142857142,0.09375,0.0,0.0,,
2023-06-08,96,0,0,13,5,3,0,1,8,0,17,5,1,1,1,4,0,0,0,0,0,0,0,0,285,0,285,0,0,281,5.413132791741383,-0.008640878032186827,0.008640878032186827,0.011111111111111112,0.0,0.05964912280701754,0.0035087719298245615,,,
2023-06-09,116,1,0,39,10,3,0,2,12,1,27,2,3,1,2,4,1,0,0,0,0,0,0,2,342,0,342,2,2,337,5.39309858004844,-0.003701038282952984,0.003701038282952984,0.011111111111111112,0.005847953216374269,0.07894736842105263,0.005847953216374269,0.5,,
2023-06-10,72,2,0,15,10,4,1,0,3,0,8,2,2,0,0,6,0,1,0,0,0,0,0,0,284,0,284,2,0,276,5.3949379242577455,0.0003410551804319262,0.0003410551804319262,0.022222222222222223,0.0,0.028169014084507043,0.0,,,
2023-06-11,74,0,0,14,4,1,0,1,5,0,26,1,0,2,2,3,0,0,1,0,0,0,0,1,160,1,160,2,2,160,5.394154101290172,-0.00014528859804840977,0.00014528859804840977,0.022222222222222223,0.0125,0.1625,0.0125,0.0,0.0,-1.0
2023-06-12,101,0,1,27,13,1,0,1,8,1,23,6,2,1,3,11,1,1,0,0,0,0,0,1,327,0,327,1,1,319,5.343295790972805,-0.00942841256707938,0.00942841256707938,0.011111111111111112,0.0030581039755351682,0.07033639143730887,0.009174311926605505,1.0,,
2023-06-13,113,0,0,18,8,0,2,1,12,0,20,1,3,0,2,9,1,1,0,0,0,0,0,1,278,0,278,2,1,276,5.3452559182695785,0.00036683862796538236,0.00036683862796538236,0.022222222222222223,0.0035971223021582736,0.07194244604316546,0.007194244604316547,1.0,,
2023-06-14,129,6,0,13,16,10,0,2,12,2,30,6,1,3,2,11,0,3,0,0,0,0,0,0,387,0,387,1,0,378,5.364011239032298,0.003508778821724068,0.003508778821724068,0.03333333333333333,0.0,0.07751937984496124,0.00516795865633075,,,
2023-06-15,120,7,0,26,17,9,0,1,15,2,21,4,2,1,1,17,0,1,0,0,0,0,0,1,439,0,439,3,1,429,5.427767344661989,0.011885900828424223,0.011885900828424223,0.08888888888888889,0.002277904328018223,0.04783599088838269,0.002277904328018223,0.0,,
2023-06-16,78,1,0,12,7,3,0,1,11,1,14,1,0,0,0,5,0,0,0,0,0,0,0,0,204,0,204,0,0,201,5.333507142827598,-0.017366293698474866,0.017366293698474866,0.011111111111111112,0.0,0.06862745098039216,0.0,,,
2023-06-17,57,8,1,11,5,3,0,0,3,0,12,0,0,0,1,4,0,1,0,0,0,0,0,0,126,0,126,0,0,123,5.333507142827598,0.0,0.0,0.022222222222222223,0.0,0.09523809523809523,0.007936507936507936,,,
2023-06-18,73,4,0,16,6,8,0,2,6,1,9,4,2,0,1,2,1,0,0,0,0,0,0,0,220,0,220,0,0,215,5.366719612676057,0.006227135158733743,0.006227135158733743,0.06666666666666667,0.0,0.04090909090909091,0.004545454545454545,,,
2023-06-19,107,5,2,18,13,2,0,0,8,0,28,5,0,1,4,6,0,0,0,0,0,0,0,1,346,0,346,1,1,343,5.332436918500893,-0.00638801663761035,0.00638801663761035,0.011111111111111112,0.002890173410404624,0.08092485549132948,0.011560693641618497,0.0,,
2023-06-20,99,1,0,18,4,3,0,0,15,3,17,2,0,1,2,4,0,1,0,0,0,0,0,0,266,0,265,0,0,259,5.293542798272963,-0.007293873480807012,0.007293873480807012,0.011111111111111112,0.0,0.06415094339622641,0.007547169811320755,,,
2023-06-21,126,3,0,27,17,4,1,0,13,0,18,3,1,3,1,9,1,0,0,0,0,0,0,1,383,0,383,3,1,375,5.32779453255339,0.0064704746113701805,0.0064704746113701805,0.022222222222222223,0.0026109660574412533,0.04699738903394256,0.0026109660574412533,1.0,,
2023-06-22,95,0,2,33,16,4,1,2,18,1,35,2,0,2,1,6,2,0,0,0,0,0,0,0,293,0,293,0,0,287,5.524531607725468,0.0369265507462786,0.0369265507462786,0.3333333333333333,0.0,0.11945392491467577,0.0034129692832764505,,,
2023-06-23,95,1,0,27,6,4,0,0,15,0,20,6,0,1,2,7,0,2,0,0,0,0,0,2,370,0,370,3,2,364,5.300707288704883,-0.04051462366648251,0.04051462366648251,0.022222222222222223,0.005405405405405406,0.05405405405405406,0.005405405405405406,0.0,,
2023-06-24,112,1,0,32,5,7,0,2,17,0,37,5,1,0,5,9,0,1,0,0,0,0,0,1,353,0,353,1,1,347,5.300707288704883,0.0,0.0,0.03333333333333333,0.0028328611898017,0.1048158640226629,0.014164305949008499,0.0,,
2023-06-25,87,1,0,25,6,5,1,0,8,0,26,5,1,0,3,4,0,0,0,0,0,0,0,0,197,0,197,0,0,194,5.327766543069535,0.0051048384471843455,0.0051048384471843455,0.044444444444444446,0.0,0.1319796954314721,0.015228426395939087,,,
2023-06-26,132,1,2,41,4,2,0,0,8,1,38,5,1,1,5,8,0,0,0,0,0,0,0,1,456,0,456,2,1,452,5.3326583533861,0.0009181727984926003,0.0009181727984926003,0.07777777777777778,0.0021929824561403508,0.08333333333333333,0.010964912280701754,0.0,,
2023-06-27,96,1,0,34,6,3,0,0,12,1,13,2,0,0,3,3,0,0,0,0,0,0,0,5,266,0,266,5,5,265,5.289498777218298,-0.008093444827643514,0.008093444827643514,0.011111111111111112,0.018796992481203006,0.04887218045112782,0.011278195488721804,0.0,,
2023-06-28,85,2,1,22,6,4,0,0,11,0,12,1,0,1,1,3,0,0,0,0,0,0,0,0,255,0,255,0,0,250,5.247631576673398,-0.00791515459370562,0.00791515459370562,0.011111111111111112,0.0,0.047058823529411764,0.00392156862745098,,,
2023-06-29,95,4,0,22,5,6,0,0,8,0,20,2,4,0,3,9,2,3,0,0,0,0,0,2,258,0,258,4,2,257,5.230161902077224,-0.003329058898461801,0.003329058898461801,0.011111111111111112,0.007751937984496124,0.07751937984496124,0.011627906976744186,1.0,,
2023-06-30,118,1,2,35,7,6,3,0,19,2,32,0,1,1,3,25,1,0,0,0,0,0,0,1,434,0,434,3,1,426,5.083597735064235,-0.028022873814819937,0.028022873814819937,0.011111111111111112,0.002304147465437788,0.07373271889400922,0.0069124423963133645,1.0,,
2023-07-01,79,6,1,14,7,4,0,3,4,0,22,4,1,0,1,5,0,1,0,0,0,0,0,0,240,0,240,0,0,235,5.083597735064235,0.0,0.0,0.022222222222222223,0.0,0.09166666666666666,0.004166666666666667,,,
2023-07-02,55,1,0,8,0,2,0,3,0,0,8,1,0,1,0,6,1,0,0,0,0,0,0,3,146,0,146,4,3,145,5.100956972001812,0.003414754243405538,0.003414754243405538,0.03333333333333333,0.02054794520547945,0.0547945205479452,0.0,0.3333333333333333,,
2023-07-03,64,0,0,13,8,0,0,0,5,0,21,0,0,2,4,3,0,0,0,0,0,0,0,1,170,0,170,2,1,163,5.003512752761043,-0.019103125114683928,0.019103125114683928,0.011111111111111112,0.0058823529411764705,0.12352941176470589,0.023529411764705882,0.0,,
2023-07-04,86,0,1,14,4,1,0,0,4,1,29,4,1,3,0,4,2,0,0,0,0,0,0,2,202,0,202,2,2,200,4.949169888351911,-0.010860942520660943,0.010860942520660943,0.011111111111111112,0.009900990099009901,0.14356435643564355,0.0,1.0,,
2023-07-05,88,0,1,28,5,5,1,1,11,1,37,3,2,1,5,5,2,2,0,0,0,0,0,0,277,0,277,1,0,275,4.9066461325761885,-0.008592098621589828,0.008592098621589828,0.011111111111111112,0.0,0.13357400722021662,0.018050541516245487,,,
2023-07-06,70,0,0,23,6,0,0,1,9,1,10,2,0,0,2,6,0,0,1,0,0,0,0,0,175,0,175,1,1,171,4.886149142189297,-0.004177393240325178,0.004177393240325178,0.011111111111111112,0.005714285714285714,0.05714285714285714,0.011428571428571429,0.0,0.0,-1.0
2023-07-07,77,2,0,28,13,1,0,0,10,0,14,1,0,1,3,8,0,2,0,0,0,0,0,3,343,1,343,4,3,339,4.884613487668348,-0.0003142872794630325,0.0003142872794630325,0.011111111111111112,0.008746355685131196,0.04081632653061224,0.008746355685131196,0.0,,
2023-07-08,57,0,0,16,5,1,0,2,0,0,9,2,0,0,3,3,0,0,0,0,0,0,0,2,129,0,129,2,2,127,4.885637244429788,0.00020958807979898353,0.00020958807979898353,0.022222222222222223,0.015503875968992248,0.06976744186046512,0.023255813953488372,0.0,,
2023-07-09,81,1,1,26,7,7,0,0,6,0,13,3,2,0,3,8,0,0,0,0,0,0,0,2,258,0,258,2,2,252,4.846345264588487,-0.008042344913368193,0.008042344913368193,0.011111111111111112,0.007751937984496124,0.050387596899224806,0.011627906976744186,0.0,,
2023-07-10,88,2,1,17,7,0,0,1,6,0,17,3,1,2,1,9,0,1,0,0,0,0,0,2,297,0,297,2,2,291,4.894258542775559,0.009886476421143042,0.009886476421143042,0.05555555555555555,0.006734006734006734,0.05723905723905724,0.003367003367003367,0.0,,
2023-07-11,98,2,0,20,9,8,0,1,5,1,23,2,0,1,2,4,1,1,0,0,0,0,0,1,332,0,332,2,1,327,4.888125992658807,-0.0012530090233595637,0.0012530090233595637,0.05555555555555555,0.0030120481927710845,0.06927710843373494,0.006024096385542169,1.0,,
2023-07-12,83,0,1,19,10,1,2,1,3,0,19,0,3,4,2,10,1,0,0,0,0,0,0,4,313,1,313,4,4,305,4.900333740938365,0.0024974291370336577,0.0024974291370336577,0.07777777777777778,0.012779552715654952,0.06070287539936102,0.006389776357827476,0.25,,
2023-07-13,84,1,0,29,6,2,0,1,9,0,11,1,1,4,0,4,1,1,0,0,0,0,1,3,286,0,286,4,4,278,4.936878839836879,0.007457675503447669,0.007457675503447669,0.1,0.013986013986013986,0.038461538461538464,0.0,0.25,1.0,1.0
2023-07-14,77,1,1,9,12,3,1,0,10,0,21,0,2,1,1,4,0,0,0,0,0,0,0,4,209,0,209,5,4,201,4.9303700135344055,-0.001318409163691081,0.001318409163691081,0.1,0.019138755980861243,0.10047846889952153,0.004784688995215311,0.0,,
2023-07-15,58,2,0,18,4,1,1,0,6,0,12,3,0,1,0,3,0,0,0,0,0,0,0,2,158,0,158,2,2,156,4.920862884247196,-0.001928279066502392,0.001928279066502392,0.1,0.012658227848101266,0.0759493670886076,0.0,0.0,,
2023-07-16,61,0,0,21,3,7,1,2,2,0,9,2,1,2,1,4,1,1,0,0,0,0,0,1,164,0,164,1,1,164,4.921010755501862,3.0049862827841167e-05,3.0049862827841167e-05,0.1111111111111111,0.006097560975609756,0.054878048780487805,0.006097560975609756,1.0,,
2023-07-17,88,0,0,19,11,2,0,2,9,2,14,5,1,1,0,5,2,1,0,0,0,0,0,1,272,0,272,2,1,270,4.90479318339998,-0.00329557745504816,0.00329557745504816,0.08888888888888889,0.003676470588235294,0.051470588235294115,0.0,2.0,,
2023-07-18,82,1,0,12,9,2,0,0,8,1,18,1,0,0,0,5,1,0,0,0,0,0,0,0,204,0,204,1,0,200,4.878464788842285,-0.005367890871892933,0.005367890871892933,0.022222222222222223,0.0,0.08823529411764706,0.0,,,
2023-07-19,87,0,0,17,10,0,0,1,6,0,15,3,0,1,2,2,2,0,0,0,0,0,0,1,281,0,281,1,1,275,4.850689169932803,-0.005693516323620584,0.005693516323620584,0.022222222222222223,0.0035587188612099642,0.05338078291814947,0.0071174377224199285,2.0,,
2023-07-20,86,1,0,25,6,4,0,1,7,0,11,0,0,0,0,5,0,1,0,0,0,0,0,1,216,0,216,1,1,212,4.916411218454433,0.01354901256691754,0.01354901256691754,0.13333333333333333,0.004629629629629629,0.05092592592592592,0.0,0.0,,
2023-07-21,92,4,1,14,7,0,0,0,10,0,11,4,0,1,1,7,1,1,0,0,0,0,0,0,239,0,239,0,0,233,4.92677345150881,0.002107682330452887,0.002107682330452887,0.16666666666666666,0.0,0.04602510460251046,0.0041841004184100415,,,
2023-07-22,69,2,0,6,8,1,0,0,9,1,12,2,2,1,4,5,0,0,0,0,0,0,0,1,176,0,176,1,1,175,4.922349595080487,-0.0008979216259615841,0.0008979216259615841,0.16666666666666666,0.005681818181818182,0.06818181818181818,0.022727272727272728,0.0,,
2023-07-23,55,4,0,18,2,0,1,1,3,0,14,0,1,0,0,2,2,0,0,0,0,0,0,1,153,0,153,1,1,150,4.922349595080487,0.0,0.0,0.17777777777777778,0.006535947712418301,0.0915032679738562,0.0,2.0,,
2023-07-24,73,1,2,31,7,4,1,0,9,1,30,0,1,1,2,5,0,1,0,0,0,0,0,1,215,0,215,1,1,214,4.930758515926284,0.0017083144306129228,0.0017083144306129228,0.2111111111111111,0.004651162790697674,0.13953488372093023,0.009302325581395349,0.0,,
2023-07-25,120,1,0,30,10,3,0,2,3,0,25,1,3,3,2,3,0,0,0,0,1,0,0,3,378,1,378,5,4,368,4.9319140690045025,0.00023435604775334795,0.00023435604775334795,0.2222222222222222,0.010582010582010581,0.06613756613756613,0.005291005291005291,0.0,1.0,1.0
2023-07-26,151,4,0,32,22,13,0,0,17,4,39,4,6,2,2,8,3,0,0,0,1,0,0,2,575,0,575,5,3,564,4.947228044448577,0.003105077507395748,0.003105077507395748,0.24444444444444444,0.0052173913043478265,0.06782608695652174,0.0034782608695652175,1.0,1.0,1.0
2023-07-27,130,3,1,20,14,5,1,1,13,0,23,1,1,3,1,11,1,0,0,0,0,0,0,4,428,0,428,4,4,420,4.903127634182022,-0.008914165643938987,0.008914165643938987,0.1111111111111111,0.009345794392523364,0.053738317757009345,0.002336448598130841,0.25,,
2023-07-28,130,6,1,31,19,6,1,1,23,2,28,5,0,1,2,11,1,0,0,0,0,0,0,2,519,0,519,3,2,512,4.830957667385028,-0.014719169514140984,0.014719169514140984,0.011111111111111112,0.0038535645472061657,0.05394990366088632,0.0038535645472061657,0.5,,
2023-07-29,90,4,0,19,11,16,0,0,12,1,17,4,1,0,0,13,0,0,0,0,0,0,0,0,248,0,248,1,0,245,4.818505854838535,-0.002577503965840555,0.002577503965840555,0.011111111111111112,0.0,0.06854838709677419,0.0,,,
2023-07-30,64,1,0,15,6,2,0,0,13,1,14,2,2,2,0,10,0,0,0,0,1,0,0,0,151,0,151,1,1,151,4.818285823650372,-4.566377935222299e-05,4.566377935222299e-05,0.011111111111111112,0.006622516556291391,0.09271523178807947,0.0,0.0,1.0,1.0
2023-07-31,109,6,0,29,18,6,1,1,17,2,36,3,0,2,1,13,1,0,0,0,1,0,0,3,412,0,412,5,4,409,4.856149763918182,0.007858384009092223,0.007858384009092223,0.06666666666666667,0.009708737864077669,0.08737864077669903,0.0024271844660194173,0.25,1.0,1.0
2023-08-01,121,2,0,36,14,4,0,1,14,0,26,4,3,1,1,14,1,3,0,0,0,0,0,1,471,0,471,1,1,463,4.811935069281027,-0.009104886955026759,0.009104886955026759,0.011111111111111112,0.0021231422505307855,0.055201698513800426,0.0021231422505307855,1.0,,
2023-08-02,126,12,0,23,11,13,1,8,11,1,32,4,2,3,6,20,1,3,0,0,0,0,0,0,540,0,540,0,0,532,4.733268180645838,-0.016348285565487397,0.016348285565487397,0.011111111111111112,0.0,0.05925925925925926,0.011111111111111112,,,
2023-08-03,122,5,1,27,17,30,2,3,26,3,47,2,8,3,1,14,2,0,0,0,0,0,0,0,700,0,700,0,0,691,4.709003362091255,-0.005126440680838784,0.005126440680838784,0.011111111111111112,0.0,0.06714285714285714,0.0014285714285714286,,,
2023-08-04,108,4,0,24,14,22,0,0,8,1,41,1,3,2,1,12,0,0,1,0,0,0,0,0,498,0,498,1,1,492,4.647295234306973,-0.013104286202267224,0.013104286202267224,0.011111111111111112,0.002008032128514056,0.0823293172690763,0.002008032128514056,0.0,0.0,-1.0
2023-08-05,81,2,1,25,10,7,1,0,5,0,24,0,1,0,3,7,0,0,0,0,0,0,0,2,383,0,383,2,2,376,4.647295234306973,0.0,0.0,0.022222222222222223,0.005221932114882507,0.06266318537859007,0.007832898172323759,0.0,,
2023-08-06,70,1,0,11,7,13,0,0,16,0,27,1,1,2,2,5,0,0,0,0,0,0,0,2,264,0,264,2,2,262,4.6161992121491195,-0.0066912086687107575,0.0066912086687107575,0.011111111111111112,0.007575757575757576,0.10227272727272728,0.007575757575757576,0.0,,
2023-08-07,89,2,0,20,13,2,1,0,4,0,27,6,0,0,1,11,0,0,0,0,0,0,0,0,342,0,342,1,0,337,4.663903195909038,0.010334039231749026,0.010334039231749026,0.044444444444444446,0.0,0.07894736842105263,0.0029239766081871343,,,
2023-08-08,145,0,0,34,20,16,1,1,19,4,42,5,4,4,7,6,2,2,1,0,0,0,1,1,639,0,639,3,3,632,4.595355176327896,-0.014697564829662224,0.014697564829662224,0.011111111111111112,0.004694835680751174,0.06572769953051644,0.010954616588419406,0.6666666666666666,0.5,0.0
2023-08-09,89,1,0,19,13,18,0,0,15,0,16,1,0,2,1,4,0,0,0,0,0,0,0,0,373,0,373,0,0,370,4.6030191985539615,0.0016677758153591515,0.0016677758153591515,0.022222222222222223,0.0,0.04289544235924933,0.002680965147453083,,,
2023-08-10,143,7,0,22,21,15,3,0,10,2,22,5,3,2,1,13,2,1,0,0,1,0,0,2,583,0,583,3,3,576,4.588668907079116,-0.0031175823640609,0.0031175823640609,0.011111111111111112,0.005145797598627788,0.03773584905660377,0.0017152658662092624,0.6666666666666666,1.0,1.0
2023-08-11,96,2,0,20,19,16,0,1,8,3,16,2,2,1,0,11,0,2,0,0,0,0,1,1,453,0,453,3,2,444,4.467046464300427,-0.026504950616737077,0.026504950616737077,0.011111111111111112,0.004415011037527594,0.03532008830022075,0.0,0.0,1.0,1.0
2023-08-12,71,0,0,20,10,16,0,0,3,1,8,1,1,1,0,4,0,0,0,0,0,0,0,0,214,0,214,2,0,212,4.478860534295082,0.0026447161651597106,0.0026447161651597106,0.022222222222222223,0.0,0.037383177570093455,0.0,,,
2023-08-13,75,2,0,20,9,14,0,0,16,0,12,2,2,3,1,9,3,3,0,0,0,0,0,1,330,0,330,1,1,324,4.483885595246627,0.0011219507535604745,0.0011219507535604745,0.03333333333333333,0.0030303030303030303,0.03636363636363636,0.0030303030303030303,3.0,,
2023-08-14,76,5,0,12,10,5,0,0,6,1,13,2,3,3,3,8,2,2,0,0,0,0,0,1,265,0,265,1,1,265,4.571507825743672,0.019541584778597798,0.019541584778597798,0.044444444444444446,0.0037735849056603774,0.04905660377358491,0.011320754716981131,2.0,,
2023-08-15,131,1,1,14,18,20,0,1,16,0,25,4,4,0,0,7,2,0,0,0,0,0,0,0,586,0,586,1,0,575,4.589817169853284,0.004005099588040961,0.004005099588040961,0.06666666666666667,0.0,0.042662116040955635,0.0,,,
2023-08-16,111,1,1,17,14,10,0,0,17,0,37,3,4,0,2,5,1,2,0,0,0,0,0,0,511,0,511,0,0,509,4.797284078807023,0.04520156278041254,0.04520156278041254,0.16666666666666666,0.0,0.07240704500978473,0.003913894324853229,,,
2023-08-17,113,1,0,23,10,12,1,1,13,1,31,0,1,3,4,7,2,3,0,0,0,0,0,1,395,0,395,2,1,388,4.8979503477450095,0.020984012471285673,0.020984012471285673,0.32222222222222224,0.002531645569620253,0.07848101265822785,0.010126582278481013,2.0,,
2023-08-18,85,1,1,28,10,20,0,0,10,2,34,3,1,0,4,3,0,3,0,0,0,0,0,2,399,0,399,3,2,394,4.911532932087176,0.0027731159725659094,0.0027731159725659094,0.37777777777777777,0.005012531328320802,0.08521303258145363,0.010025062656641603,0.0,,
2023-08-19,70,2,0,9,10,2,0,1,9,0,16,2,1,1,2,6,1,1,0,0,1,0,1,1,186,0,186,3,3,183,4.812856430173089,-0.020090774770017417,0.020090774770017417,0.18888888888888888,0.016129032258064516,0.08602150537634409,0.010752688172043012,0.3333333333333333,1.0,1.0
2023-08-20,60,1,0,14,11,12,1,0,6,0,20,0,1,1,0,5,1,0,0,0,0,0,0,1,190,0,190,1,1,185,4.757295802498517,-0.011544210487195894,0.011544210487195894,0.16666666666666666,0.005263157894736842,0.10526315789473684,0.0,1.0,,
2023-08-21,88,1,2,21,9,7,0,0,13,0,22,1,4,1,3,6,0,0,0,0,0,0,0,2,301,0,301,3,2,299,4.8604427447617375,0.021681843329785844,0.021681843329785844,0.2777777777777778,0.006644518272425249,0.07308970099667775,0.009966777408637873,0.0,,
2023-08-22,115,6,0,25,18,5,2,0,4,1,20,3,0,0,4,10,0,4,0,0,0,0,0,1,435,0,435,1,1,431,4.798478929245393,-0.012748594885337416,0.012748594885337416,0.18888888888888888,0.0022988505747126436,0.04597701149425287,0.009195402298850575,0.0,,
2023-08-23,102,3,0,28,14,5,0,1,7,0,31,5,1,4,2,3,0,2,0,0,0,0,0,1,387,0,387,2,1,384,4.793204130528523,-0.0010992647450677184,0.0010992647450677184,0.17777777777777778,0.002583979328165375,0.08010335917312661,0.00516795865633075,0.0,,
2023-08-24,112,1,0,30,14,10,0,0,10,0,22,4,4,0,4,7,0,2,0,0,0,0,0,1,478,0,478,1,1,474,4.86194548404752,0.014341419986929838,0.014341419986929838,0.3111111111111111,0.0020920502092050207,0.04602510460251046,0.008368200836820083,0.0,,
2023-08-25,103,0,1,27,13,8,0,0,7,1,19,0,0,1,0,7,0,0,0,0,0,0,0,1,391,0,391,2,1,390,4.864094590966175,0.00044202612425547905,0.00044202612425547905,0.32222222222222224,0.0025575447570332483,0.04859335038363171,0.0,0.0,,
2023-08-26,106,1,2,18,9,30,0,1,4,1,21,1,1,0,1,3,0,1,0,0,0,0,0,0,338,0,338,0,0,329,4.895534447035246,0.006463660498597701,0.006463660498597701,0.4,0.0,0.0621301775147929,0.0029585798816568047,,,
2023-08-27,81,6,0,20,5,13,0,1,13,0,12,8,1,1,1,5,1,0,0,0,0,0,0,1,234,0,234,1,1,231,4.871657449057881,-0.004877301597137174,0.004877301597137174,0.3333333333333333,0.004273504273504274,0.05128205128205128,0.004273504273504274,1.0,,
2023-08-28,143,3,1,23,24,26,1,4,9,2,40,2,1,1,2,14,0,0,0,0,1,0,0,3,522,0,522,4,4,513,4.8522146247816655,-0.0039910080869859366,0.0039910080869859366,0.28888888888888886,0.007662835249042145,0.07662835249042145,0.0038314176245210726,0.0,1.0,1.0
2023-08-29,143,6,1,26,17,19,2,3,36,1,34,5,2,1,1,9,1,1,0,0,0,0,0,1,518,0,518,3,1,509,4.849099475080902,-0.0006420057523534028,0.0006420057523534028,0.2777777777777778,0.0019305019305019305,0.06563706563706563,0.0019305019305019305,1.0,,
2023-08-30,131,3,0,16,10,17,1,3,11,0,18,5,4,1,2,5,0,1,0,0,0,0,0,1,543,0,543,2,1,534,4.813648775180306,-0.007310780090772351,0.007310780090772351,0.23333333333333334,0.001841620626151013,0.03314917127071823,0.003683241252302026,0.0,,
2023-08-31,130,7,1,23,19,19,1,0,13,3,34,10,7,1,1,10,0,2,0,0,0,0,0,2,659,0,659,2,2,657,4.812740489073339,-0.00018868973400187894,0.00018868973400187894,0.2222222222222222,0.0030349013657056147,0.051593323216995446,0.0015174506828528073,0.0,,
2023-09-01,110,0,1,13,14,18,1,0,23,2,25,4,5,5,1,7,1,0,0,0,0,0,0,0,417,0,417,0,0,411,4.746675657762229,-0.01372707118971006,0.01372707118971006,0.16666666666666666,0.0,0.05995203836930456,0.002398081534772182,,,
2023-09-02,72,0,1,12,8,4,0,0,6,0,16,0,0,0,0,4,0,0,0,0,0,0,0,3,207,0,207,3,3,203,4.746675657762229,0.0,0.0,0.17777777777777778,0.014492753623188406,0.07729468599033816,0.0,0.0,,
2023-09-03,67,2,0,9,15,2,0,0,15,0,16,0,0,2,0,4,1,1,0,0,0,0,0,2,220,0,220,2,2,216,4.746409744623849,-5.6020920229937765e-05,5.6020920229937765e-05,0.16666666666666666,0.00909090909090909,0.07272727272727272,0.0,0.5,,
2023-09-04,85,3,0,15,12,16,0,0,13,0,13,1,0,3,1,6,0,1,0,0,0,0,0,0,284,0,284,1,0,281,4.767436237511793,0.004429978450925187,0.004429978450925187,0.2111111111111111,0.0,0.045774647887323945,0.0035211267605633804,,,
2023-09-05,119,1,0,10,17,30,2,1,36,3,33,7,0,1,3,12,4,3,0,0,0,0,0,0,642,0,642,0,0,632,4.710724593183316,-0.011895627230890105,0.011895627230890105,0.15555555555555556,0.0,0.0514018691588785,0.004672897196261682,,,
