cutoff,rule,delay,rows,first_date,last_date,brier,log_loss,raw_brier,candidate_frequency_per_week,weeks_1_to_2_share,threshold,candidate_count,candidate_quality,candidate_lift,candidate_lift_standardized,candidate_lift_unstandardized,forward_delta_bps,forward_bps_absolute,forward_bps_per_candidate,regret_bps_per_candidate
2026-01-01,feature_dropout,0,120,2026-03-05,2026-08-25,0.2216526914134714,0.6333487044165695,0.2125331359834551,1.0862068965517242,0.9230769230769232,0.1403411421372463,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,52.09966017863536,94.36625832075237,94.36625832075237,81.36842513280486
2026-01-01,feature_dropout,1,120,2026-03-05,2026-08-25,0.2340663336812677,0.6697132491961483,0.2245188240172867,1.1666666666666667,0.9615384615384616,0.1403411421372463,29,0.4827586206896552,1.2325752017608211,1.2325752017608211,1.2325752017608218,19.26828342542765,61.53488156754466,61.53488156754466,117.34313225420952
2026-01-01,halyk_l1,0,120,2026-03-05,2026-08-25,0.2283920094464092,0.6592300805466107,0.2175117921809491,1.0862068965517242,0.8846153846153846,0.1397203065542565,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,49.983815168336186,92.2504133104532,92.2504133104532,83.10364838019414
2026-01-01,halyk_l1,1,120,2026-03-05,2026-08-25,0.2432612415983079,0.6981155632981609,0.2303746907887209,1.1264367816091954,0.8846153846153846,0.1397203065542565,28,0.3928571428571428,1.0030395136778112,1.0030395136778112,1.0030395136778116,23.60402198308728,65.8706201252043,65.8706201252043,102.82585853987668
2026-01-01,halyk_l2_retrained,0,120,2026-03-05,2026-08-25,0.2497771255217436,0.7176299941095785,0.230793484105903,1.0459770114942528,0.8846153846153846,0.1772187608983695,26,0.4615384615384615,1.178396072013093,1.178396072013093,1.1783960720130933,33.81677163382742,76.08336977594443,76.08336977594443,110.5594090371631
2026-01-01,halyk_l2_retrained,1,120,2026-03-05,2026-08-25,0.2538803630030307,0.7335206251798213,0.2361162824792021,1.0862068965517242,0.9230769230769232,0.1772187608983695,27,0.4814814814814814,1.2293144208037825,1.2293144208037825,1.2293144208037825,25.66503999620683,67.93163813832383,67.93163813832383,112.90347663180374
2026-01-01,lag_augmentation,0,120,2026-03-05,2026-08-25,0.2410568399891317,0.6896920915859781,0.2268373673635125,1.1264367816091954,0.9230769230769232,0.1619298503649081,28,0.5,1.276595744680851,1.276595744680851,1.2765957446808511,25.03591391469695,67.30251205681397,67.30251205681397,113.84081423468014
2026-01-01,lag_augmentation,1,120,2026-03-05,2026-08-25,0.2469082759172488,0.7070119837343695,0.2323182231630193,1.0862068965517242,0.9230769230769232,0.1619298503649081,27,0.4814814814814814,1.2293144208037825,1.2293144208037825,1.2293144208037825,25.83263077843117,68.09922892054817,68.09922892054817,112.90347663180374
2026-01-01,lag_ensemble,0,120,2026-03-05,2026-08-25,0.2375405506234789,0.6814237900703508,0.2224651615903042,1.0459770114942528,0.8461538461538461,0.1629897616915216,26,0.5,1.276595744680851,1.276595744680851,1.2765957446808511,47.32844451291271,89.59504265502973,89.59504265502973,83.5108619611923
2026-01-01,lag_ensemble,1,120,2026-03-05,2026-08-25,0.2465953294432662,0.7090570155888917,0.2316059617729361,1.1264367816091954,0.9230769230769232,0.1629897616915216,28,0.5357142857142857,1.367781155015197,1.367781155015197,1.3677811550151977,27.05531233992243,69.32191048203946,69.32191048203946,110.44152057911292
2026-01-01,minimax_shrink_v3,0,120,2026-03-05,2026-08-25,0.2346058996296379,0.6714936121835435,0.2346058996296379,1.1264367816091954,0.9615384615384616,0.1749200988100614,28,0.5357142857142857,1.367781155015197,1.367781155015197,1.3677811550151977,42.77037744339317,85.03697558551019,85.03697558551019,97.42873722392584
2026-01-01,minimax_shrink_v3,1,120,2026-03-05,2026-08-25,0.2381174847354727,0.6808355594111725,0.2381174847354727,1.1666666666666667,0.9615384615384616,0.1749200988100614,29,0.4482758620689655,1.1445341159207625,1.1445341159207625,1.1445341159207632,12.158943021470352,54.42554116358737,54.42554116358737,125.13195052652576
2026-01-01,v3_long_globalcal,0,120,2026-03-05,2026-08-25,0.2388427608856174,0.6820019515314353,0.2327659941641469,1.0862068965517242,0.9615384615384616,0.1932838568673744,27,0.4814814814814814,1.2293144208037825,1.2293144208037825,1.2293144208037825,31.43210641152432,73.69870455364133,73.69870455364133,104.40014054622252
2026-01-01,v3_long_globalcal,1,120,2026-03-05,2026-08-25,0.2388427608856174,0.6820019515314353,0.2327659941641469,1.0862068965517242,0.9615384615384616,0.1932838568673744,27,0.4814814814814814,1.2293144208037825,1.2293144208037825,1.2293144208037825,31.43210641152432,73.69870455364133,73.69870455364133,104.40014054622252
2026-01-01,v3_long_localcal,0,120,2026-03-05,2026-08-25,0.2467214326201073,0.703121164851374,0.2327659941641469,1.0862068965517242,0.9615384615384616,0.1740302775627423,27,0.4814814814814814,1.2293144208037825,1.2293144208037825,1.2293144208037825,31.43210641152432,73.69870455364133,73.69870455364133,104.40014054622252
2026-01-01,v3_long_localcal,1,120,2026-03-05,2026-08-25,0.2467214326201073,0.703121164851374,0.2327659941641469,1.0862068965517242,0.9615384615384616,0.1740302775627423,27,0.4814814814814814,1.2293144208037825,1.2293144208037825,1.2293144208037825,31.43210641152432,73.69870455364133,73.69870455364133,104.40014054622252
2026-03-01,feature_dropout,0,120,2026-03-05,2026-08-25,0.2232302638164864,0.6368728773046182,0.2166767315416464,1.0862068965517242,0.8846153846153846,0.1761223852974115,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,49.983815168336186,92.2504133104532,92.2504133104532,83.10364838019414
2026-03-01,feature_dropout,1,120,2026-03-05,2026-08-25,0.2339083548984933,0.6670476921787843,0.2278886778848896,1.1264367816091954,0.8846153846153846,0.1761223852974115,28,0.3928571428571428,1.0030395136778112,1.0030395136778112,1.0030395136778116,23.60402198308728,65.8706201252043,65.8706201252043,102.82585853987668
2026-03-01,halyk_l1,0,120,2026-03-05,2026-08-25,0.2256372996807131,0.6515926430629697,0.2202133299340434,1.0862068965517242,0.9230769230769232,0.1494162691939143,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,55.53621528413647,97.8028134262535,97.8028134262535,78.50355767225977
2026-03-01,halyk_l1,1,120,2026-03-05,2026-08-25,0.2384534975637199,0.6833952362127701,0.2318687100271459,1.1666666666666667,0.9615384615384616,0.1494162691939143,29,0.4827586206896552,1.2325752017608211,1.2325752017608211,1.2325752017608218,15.063116729154622,57.32971487127163,57.32971487127163,118.49408799414424
2026-03-01,halyk_l2_retrained,0,120,2026-03-05,2026-08-25,0.2426889950488083,0.6918227945624268,0.2305614568595956,1.1264367816091954,0.9615384615384616,0.1967058017168197,28,0.4285714285714285,1.0942249240121578,1.0942249240121578,1.094224924012158,22.41865835724144,64.68525649935846,64.68525649935846,114.87140745080362
2026-03-01,halyk_l2_retrained,1,120,2026-03-05,2026-08-25,0.2450457584751029,0.7001853539737866,0.2339595788089171,1.1264367816091954,0.9230769230769232,0.1967058017168197,28,0.4642857142857143,1.185410334346504,1.185410334346504,1.1854103343465046,22.28197688176038,64.54857502387738,64.54857502387738,114.56494637996578
2026-03-01,lag_augmentation,0,120,2026-03-05,2026-08-25,0.2373664798195277,0.6750757681587487,0.2274250554755855,1.1264367816091954,0.9615384615384616,0.1564240192868101,28,0.5357142857142857,1.367781155015197,1.367781155015197,1.3677811550151977,42.1685479844561,84.43514612657312,84.43514612657312,96.57660658272115
2026-03-01,lag_augmentation,1,120,2026-03-05,2026-08-25,0.2421973281469377,0.6898408440654543,0.2327280915107904,1.1666666666666667,0.9615384615384616,0.1564240192868101,29,0.5172413793103449,1.3206162876008798,1.3206162876008798,1.3206162876008805,26.146465393262247,68.41306353537925,68.41306353537925,115.68079742265832
2026-03-01,lag_ensemble,0,120,2026-03-05,2026-08-25,0.2337269029012452,0.6679829960696282,0.2240966882771709,1.1666666666666667,0.9615384615384616,0.1278467510453599,29,0.4137931034482758,1.0564930300807038,1.0564930300807038,1.0564930300807045,25.014024085743277,67.28062222786029,67.28062222786029,107.34190671187244
2026-03-01,lag_ensemble,1,120,2026-03-05,2026-08-25,0.2405248235918073,0.6867546352313312,0.2315329240189341,1.1666666666666667,0.9230769230769232,0.1278467510453599,29,0.4137931034482758,1.0564930300807038,1.0564930300807038,1.0564930300807045,17.550542415759605,59.81714055787663,59.81714055787663,120.77036829402446
2026-03-01,minimax_shrink_v3,0,120,2026-03-05,2026-08-25,0.2344441153311248,0.6734875846544377,0.2344441153311248,1.1264367816091954,0.9615384615384616,0.186512039985104,28,0.4642857142857143,1.185410334346504,1.185410334346504,1.1854103343465046,28.283300701180146,70.54989884329716,70.54989884329716,107.21743151007426
2026-03-01,minimax_shrink_v3,1,120,2026-03-05,2026-08-25,0.2374662802555331,0.6815374358467289,0.2374662802555331,1.1264367816091954,0.9615384615384616,0.186512039985104,28,0.4642857142857143,1.185410334346504,1.185410334346504,1.1854103343465046,24.570765931240945,66.83736407335796,66.83736407335796,113.29514466431333
2026-03-01,v3_long_globalcal,0,120,2026-03-05,2026-08-25,0.2389617884392915,0.6857057245316116,0.2353297265390336,1.0862068965517242,0.9615384615384616,0.1940868836753906,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,28.576171710701193,70.84276985281822,70.84276985281822,105.1510924005928
2026-03-01,v3_long_globalcal,1,120,2026-03-05,2026-08-25,0.2389617884392915,0.6857057245316116,0.2353297265390336,1.0862068965517242,0.9615384615384616,0.1940868836753906,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,28.576171710701193,70.84276985281822,70.84276985281822,105.1510924005928
2026-03-01,v3_long_localcal,0,120,2026-03-05,2026-08-25,0.2439309746169343,0.6924072415785306,0.2353297265390336,1.0862068965517242,0.9615384615384616,0.1967091415731794,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,28.576171710701193,70.84276985281822,70.84276985281822,105.1510924005928
2026-03-01,v3_long_localcal,1,120,2026-03-05,2026-08-25,0.2439309746169343,0.6924072415785306,0.2353297265390336,1.0862068965517242,0.9615384615384616,0.1967091415731794,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,28.576171710701193,70.84276985281822,70.84276985281822,105.1510924005928
2026-01-01,age_fallback_minimax,0,120,2026-03-05,2026-08-25,0.2283920094464092,0.6592300805466107,0.2283920094464092,1.0862068965517242,0.8846153846153846,0.1391960060681202,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,49.983815168336186,92.2504133104532,92.2504133104532,83.10364838019414
2026-01-01,age_fallback_minimax,1,120,2026-03-05,2026-08-25,0.2415808604357154,0.6924225581178975,0.2415808604357154,1.1264367816091954,0.8846153846153846,0.1391960060681202,28,0.3928571428571428,1.0030395136778112,1.0030395136778112,1.0030395136778116,23.60402198308728,65.8706201252043,65.8706201252043,102.82585853987668
2026-01-01,age_fallback_v3,0,120,2026-03-05,2026-08-25,0.2283920094464092,0.6592300805466107,0.2283920094464092,1.0862068965517242,0.8846153846153846,0.1391960060681202,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,49.983815168336186,92.2504133104532,92.2504133104532,83.10364838019414
2026-01-01,age_fallback_v3,1,120,2026-03-05,2026-08-25,0.2414256854551791,0.6917991386592683,0.2414256854551791,1.1264367816091954,0.8846153846153846,0.1391960060681202,28,0.3928571428571428,1.0030395136778112,1.0030395136778112,1.0030395136778116,23.60402198308728,65.8706201252043,65.8706201252043,102.82585853987668
2026-03-01,age_fallback_minimax,0,120,2026-03-05,2026-08-25,0.2256372996807131,0.6515926430629697,0.2256372996807131,1.0862068965517242,0.9230769230769232,0.1491838206123741,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,55.53621528413647,97.8028134262535,97.8028134262535,78.50355767225977
2026-03-01,age_fallback_minimax,1,120,2026-03-05,2026-08-25,0.2375978800544329,0.6824776715479611,0.2375978800544329,1.1666666666666667,0.9230769230769232,0.1491838206123741,29,0.4827586206896552,1.2325752017608211,1.2325752017608211,1.2325752017608218,17.674868523432515,59.94146666554952,59.94146666554952,113.49014820712708
2026-03-01,age_fallback_v3,0,120,2026-03-05,2026-08-25,0.2256372996807131,0.6515926430629697,0.2256372996807131,1.0862068965517242,0.9230769230769232,0.1491838206123741,27,0.4444444444444444,1.134751773049645,1.134751773049645,1.1347517730496453,55.53621528413647,97.8028134262535,97.8028134262535,78.50355767225977
2026-03-01,age_fallback_v3,1,120,2026-03-05,2026-08-25,0.2376027350043547,0.6829573779716321,0.2376027350043547,1.1666666666666667,0.9230769230769232,0.1491838206123741,29,0.4827586206896552,1.2325752017608211,1.2325752017608211,1.2325752017608218,17.674868523432515,59.94146666554952,59.94146666554952,113.49014820712708
