rule,0,1,worst_brier,normal_minus_current_l1,delayed_minus_v3,strict_no_quality_loss
feature_dropout,0.18139914128194476,0.18765368826002296,0.18765368826002296,0.005074726389875606,0.0049489065089778905,False
halyk_l1,0.17632441489206915,0.18140430013544134,0.18140430013544134,0.0,-0.0013004816156037269,True
halyk_l2_retrained,0.18625017197248522,0.18839972517827908,0.18839972517827908,0.00992575708041607,0.005694943427234006,False
lag_augmentation,0.18112246455128095,0.18592596358555732,0.18592596358555732,0.004798049659211795,0.0032211818345122545,False
lag_ensemble,0.18041779385131135,0.1847057747079833,0.1847057747079833,0.004093378959242194,0.00200099295693823,False
minimax_shrink_v3,0.178227515046218,0.18075250070645046,0.18075250070645046,0.0019031001541488513,-0.001952281044594606,False
v3_long_globalcal,0.18270478175104507,0.18270478175104507,0.18270478175104507,0.006380366858975917,0.0,False
v3_long_localcal,0.18043451381085637,0.18043451381085637,0.18043451381085637,0.0041100989187872194,-0.002270267940188697,False
