status,config_id,audit_scope,signal_dates,signal_corridor_mix,development_oot_month_blocks,cell_standardized_lift,cell_standardized_lift_ci95_low,cell_standardized_lift_ci95_high,cell_standardized_lift_ci99_low,cell_standardized_lift_ci99_high,cell_standardized_hit_delta_pp,cell_standardized_hit_delta_pp_ci95_low,cell_standardized_hit_delta_pp_ci95_high,cell_standardized_hit_delta_pp_ci99_low,cell_standardized_hit_delta_pp_ci99_high,cell_standardized_forward_bps_delta,cell_standardized_forward_bps_delta_ci95_low,cell_standardized_forward_bps_delta_ci95_high,cell_standardized_forward_bps_delta_ci99_low,cell_standardized_forward_bps_delta_ci99_high,cell_standardized_symmetric_bps_delta,cell_standardized_symmetric_bps_delta_ci95_low,cell_standardized_symmetric_bps_delta_ci95_high,cell_standardized_symmetric_bps_delta_ci99_low,cell_standardized_symmetric_bps_delta_ci99_high,cell_standardized_regret_bps_improvement,cell_standardized_regret_bps_improvement_ci95_low,cell_standardized_regret_bps_improvement_ci95_high,cell_standardized_regret_bps_improvement_ci99_low,cell_standardized_regret_bps_improvement_ci99_high,candidate_development_oot_month_blocks,candidate_cell_standardized_lift,candidate_cell_standardized_lift_ci95_low,candidate_cell_standardized_lift_ci95_high,candidate_cell_standardized_lift_ci99_low,candidate_cell_standardized_lift_ci99_high,candidate_cell_standardized_hit_delta_pp,candidate_cell_standardized_hit_delta_pp_ci95_low,candidate_cell_standardized_hit_delta_pp_ci95_high,candidate_cell_standardized_hit_delta_pp_ci99_low,candidate_cell_standardized_hit_delta_pp_ci99_high,candidate_cell_standardized_forward_bps_delta,candidate_cell_standardized_forward_bps_delta_ci95_low,candidate_cell_standardized_forward_bps_delta_ci95_high,candidate_cell_standardized_forward_bps_delta_ci99_low,candidate_cell_standardized_forward_bps_delta_ci99_high,candidate_cell_standardized_symmetric_bps_delta,candidate_cell_standardized_symmetric_bps_delta_ci95_low,candidate_cell_standardized_symmetric_bps_delta_ci95_high,candidate_cell_standardized_symmetric_bps_delta_ci99_low,candidate_cell_standardized_symmetric_bps_delta_ci99_high,candidate_cell_standardized_regret_bps_improvement,candidate_cell_standardized_regret_bps_improvement_ci95_low,candidate_cell_standardized_regret_bps_improvement_ci95_high,candidate_cell_standardized_regret_bps_improvement_ci99_low,candidate_cell_standardized_regret_bps_improvement_ci99_high,passes_policy_uncertainty_gate,passes_corridor_candidate_policy_uncertainty_gate,corridor_candidate_gate_predicates,corridor_candidate_gate_failures,passes_synthetic_portfolio_uncertainty_screen,synthetic_portfolio_screen_predicates,synthetic_portfolio_is_promotion_gate
evaluated,hgb_plus_cnyrub_basis,diagnostic_track_only,153,"{""AMD"": 0.339869, ""KGS"": 0.098039, ""KZT"": 0.169935, ""TJS"": 0.169935, ""UZS"": 0.222222}",36.0,1.3315736431056986,1.1497218508644382,1.5000480361193287,1.0831350667180224,1.5510473252369883,10.57880804035158,4.8213677665505195,15.778482719809737,2.641729586178483,17.40367143825756,37.23560045038979,23.599412522873067,51.0382576229779,19.434824042763136,55.86666983012945,21.216119461892994,11.303212585130183,31.31156208021147,7.825794050840591,34.77838029198378,28.36012142907094,14.983239886724958,42.118616405211974,11.062828936614988,46.208370450933295,36.0,1.4351906688933171,1.3053960209386588,1.5737432079880909,1.269209212651495,1.622508895538572,13.720745192323722,9.61773201340476,17.65080920629357,8.49141032011904,18.902500068124656,47.68564601517411,32.76710613534377,64.01889172177404,28.791476155875067,69.11246967199195,26.79780839525267,16.86293857982702,37.583511658620466,13.96349436320557,40.9082282168209,35.388047612674036,20.751053991609623,50.28494087799751,16.574059161343047,55.37171674157746,True,True,"{""forward_ci95_low_above_minus_25"": true, ""forward_point_nonnegative"": true, ""hit_delta_ci95_low_above_zero"": true, ""lift_ci95_low_above_one"": true, ""minimum_point_lift"": true, ""symmetric_bps_ci95_low_above_zero"": true}",[],True,"{""forward_ci95_low_above_minus_25"": true, ""forward_point_nonnegative"": true, ""hit_delta_ci95_low_above_zero"": true, ""lift_ci95_low_above_one"": true, ""minimum_point_lift"": true, ""symmetric_bps_ci95_low_above_zero"": true}",False
evaluated,logit_plus_kazakhstan_official,diagnostic_track_only,170,"{""AMD"": 0.294118, ""KGS"": 0.1, ""KZT"": 0.405882, ""TJS"": 0.176471, ""UZS"": 0.023529}",36.0,0.993737959760971,0.8189723038955624,1.157066763114559,0.7646700315134993,1.2097882141091312,-0.19645854464630455,-5.609441068279953,4.9423769456206905,-7.326895186754299,6.50677992315287,5.128706292213076,-8.075545055459791,17.879343268439765,-12.470716852746564,22.2404139150134,2.485087154509447,-5.894699945467287,10.9630686861739,-8.428880938140981,13.890495404091402,5.08185829565374,-9.48242766927221,18.64257398245561,-13.911326940876405,23.012678422076544,36.0,1.0201634856546977,0.910293906626645,1.1201850357719467,0.8740979512282999,1.1570929314344802,0.6354874067432711,-2.7598855612923723,3.7767377591940456,-3.8684402651161367,4.815915481272681,5.089049597966817,-6.1481532722321335,16.827012669522546,-9.373506774171222,20.949852296484828,-0.4683405964831222,-7.748783125635999,7.1013540968541875,-9.772040719219735,9.557275727062366,9.526293590617765,-1.2225712841254914,21.37876154800094,-3.8027876245366614,25.355660630436,False,False,"{""forward_ci95_low_above_minus_25"": true, ""forward_point_nonnegative"": true, ""hit_delta_ci95_low_above_zero"": false, ""lift_ci95_low_above_one"": false, ""minimum_point_lift"": false, ""symmetric_bps_ci95_low_above_zero"": false}","[""minimum_point_lift"", ""lift_ci95_low_above_one"", ""hit_delta_ci95_low_above_zero"", ""symmetric_bps_ci95_low_above_zero""]",False,"{""forward_ci95_low_above_minus_25"": true, ""forward_point_nonnegative"": true, ""hit_delta_ci95_low_above_zero"": false, ""lift_ci95_low_above_one"": false, ""minimum_point_lift"": false, ""symmetric_bps_ci95_low_above_zero"": false}",False
