comparison_id,fast_config_id,slow_config_id,fold_test_year,corridor,fast_signal_date,fast_target_h5,confirmed_within_maximum_wait,maximum_wait_cbr_rows,slow_confirmation_date,wait_cbr_rows,slow_target_h5,official_rate_waiting_cost_bps
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,TJS,2025-03-04,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-03-08,0,True,10,2025-03-13,3.0,0.0,-134.64791240096142
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-03-14,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-03-20,0,True,10,2025-03-20,0.0,0.0,0.0
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-03-26,0,True,10,2025-03-26,0.0,0.0,0.0
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-04-01,0,True,10,2025-04-01,0.0,0.0,0.0
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-04-05,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-04-15,0,True,10,2025-04-23,6.0,1.0,-282.0844635791264
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-04-22,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-04-26,0,True,10,2025-04-29,1.0,0.0,28.21836383544607
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-05-06,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-05-14,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-05-20,0,True,10,2025-05-22,2.0,0.0,-82.16073488998221
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-05-24,0,True,10,2025-05-28,2.0,0.0,-11.684024482693234
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-05-30,1,True,10,2025-06-17,10.0,0.0,1.2366020848442183
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-06-05,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-06-11,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-06-19,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-06-25,0,True,10,2025-07-03,6.0,0.0,12.746695878309566
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-07-01,0,True,10,2025-07-03,2.0,0.0,13.616212087812496
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-07-05,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-07-11,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-07-17,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-07-23,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-07-29,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-08-02,0,True,10,2025-08-12,6.0,0.0,-58.636219815138006
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-08-08,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KGS,2025-08-14,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-08-20,0,True,10,2025-08-22,2.0,1.0,19.557765978894803
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-08-26,0,True,10,2025-08-28,2.0,0.0,34.76407712030838
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-08-30,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-09-05,1,True,10,2025-09-09,2.0,1.0,170.8958744460154
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-09-11,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,UZS,2025-09-17,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-09-23,0,True,10,2025-10-04,9.0,1.0,-355.36689683603015
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,UZS,2025-09-27,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,AMD,2025-10-03,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-10-09,0,True,10,2025-10-10,1.0,0.0,12.154622741762378
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-10-16,1,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-10-22,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-10-28,1,True,10,2025-11-11,9.0,0.0,492.9961301575214
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-11-01,0,True,10,2025-11-11,5.0,0.0,81.69464009845306
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-11-08,0,True,10,2025-11-11,1.0,0.0,-11.544198715869314
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-11-14,1,True,10,2025-11-15,1.0,0.0,71.66662327179995
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-11-20,0,True,10,2025-11-21,1.0,0.0,4.441269044355156
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-11-26,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-12-02,0,False,10,,,,
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-12-06,0,True,10,2025-12-18,8.0,0.0,157.58992475080947
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-12-12,0,True,10,2025-12-18,4.0,0.0,107.41587716432521
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-12-18,0,True,10,2025-12-18,0.0,0.0,0.0
public_fast_vs_official_history,hgb_all_public_fast,hgb_base,2025,KZT,2025-12-24,0,False,10,,,,
