config_id,model_kind,feature_set,horizon_cbr_rows_pub_proxy,eligible_count,baseline_hits,baseline_hit_rate,signal_count,signal_hits,hit_rate,candidate_signal_count,candidate_signal_hits,candidate_hit_rate,candidate_expected_hits_cell_standardized,candidate_cell_standardized_lift,candidate_false_positives,candidate_false_negatives,candidate_weighted_error_1,candidate_weighted_error_2,candidate_weighted_error_3,candidate_weighted_error_5,lift,expected_signal_hits_cell_standardized,signal_weighted_baseline_hit_rate,cell_standardized_lift,mean_signals_per_week,mean_portfolio_signals_per_week,mean_candidate_signals_per_corridor_week,minimum_fold_corridor_candidate_signals_per_week,maximum_fold_corridor_candidate_signals_per_week,mean_candidate_silent_week_share,minimum_candidate_weeks_with_1_to_2_signals_share,mean_candidate_weeks_with_1_to_2_signals_share,maximum_candidate_calendar_gap_days,candidate_top_fold_signal_share,mean_portfolio_silent_week_share,minimum_portfolio_weeks_with_1_to_2_signals_share,mean_portfolio_weeks_with_1_to_2_signals_share,maximum_portfolio_calendar_gap_days,portfolio_top_fold_signal_share,min_fold_lift,folds_lift_ge_1,active_fold_count,fold_count,candidate_min_fold_lift,candidate_folds_lift_ge_1,candidate_active_fold_count,min_corridor_lift,corridors_lift_ge_1,active_corridor_count,corridor_count,candidate_min_corridor_lift,candidate_corridors_lift_ge_1,candidate_active_corridor_count,positive_fold_corridor_cells,active_fold_corridor_cells,fold_corridor_cell_count,signal_symmetric_bps,baseline_symmetric_bps,symmetric_bps_delta,cell_standardized_symmetric_bps_delta,signal_forward_bps,baseline_forward_bps,forward_bps_delta,cell_standardized_forward_bps_delta,signal_regret_bps,baseline_regret_bps,regret_bps_improvement,cell_standardized_regret_bps_improvement,candidate_signal_symmetric_bps,candidate_cell_standardized_symmetric_bps_delta,candidate_signal_forward_bps,candidate_cell_standardized_forward_bps_delta,candidate_signal_regret_bps,candidate_cell_standardized_regret_bps_improvement,model_brier,prior_year_prevalence_brier,brier_skill_vs_prior_year,exploratory_post_selection,prediction_rows,brier,log_loss,average_precision,roc_auc,macro_fold_corridor_brier,worst_fold_corridor_brier,macro_fold_corridor_log_loss,worst_fold_corridor_log_loss,macro_fold_corridor_average_precision,worst_fold_corridor_average_precision,macro_fold_corridor_roc_auc,worst_fold_corridor_roc_auc,moex_calendar_lag_days
hgb_plus_cnyrub_ret1,hist_gradient_boosting,plus_cnyrub_ret1,5,3635,1140,0.31361760660247595,168,59,0.35119047619047616,737,263,0.3568521031207598,237.62423902322894,1.1067894465694237,474,877,0.3716643741403026,0.5020632737276479,0.6324621733149931,0.8932599724896836,1.1198047201336674,52.3484168282148,0.3115977192155643,1.1270636931315967,1.123196544039346,1.123196544039346,0.9853465511752242,0.7020057306590257,1.2,0.15325963718820862,0.6530612244897959,0.8467403628117914,29.0,0.3948439620081411,0.06831065759637188,0.8367346938775511,0.9316893424036282,18.0,0.35714285714285715,1.0704845814977975,3,3,3,1.093525790702611,3,3,0.8646021251163344,3,5,5,1.0338700693250042,5,5,8,12,15,-6.073763414367856,1.202433901388913,-7.276197315756769,-7.5205442501442885,7.553333722767064,6.18681459909674,1.366519123670324,0.6952383510908433,113.07808868777325,116.72717357913415,3.6490848913609,5.229987348853399,2.7543407441211047,1.419750523746106,21.38634338692496,12.40195041545631,98.47271615212476,15.146294303472786,0.22048789149439757,0.2195249231631005,-0.004386601381846766,True,3635,0.2204878914943976,0.6330117481080565,0.3497959456699663,0.5447695390781563,0.22046653086817045,0.2511273066087611,0.632967227590314,0.6992650759107338,0.37758803140674835,0.19299046788678226,0.5666498978382293,0.4111361683848797,2
hgb_plus_direct_corridor_basis,hist_gradient_boosting,plus_direct_corridor_basis,5,3635,1140,0.31361760660247595,168,54,0.32142857142857145,747,250,0.33467202141900937,239.71383872393972,1.0429101687696307,497,890,0.3815680880330124,0.5182943603851444,0.6550206327372765,0.9284731774415406,1.024906015037594,52.55473931231507,0.31282582923997065,1.0275001019241334,1.1231196961213759,1.1231196961213759,0.9987028071446608,0.6819484240687679,1.2,0.15462018140589567,0.6326530612244898,0.8453798185941042,39.0,0.3949129852744311,0.08219954648526077,0.8571428571428571,0.9178004535147393,17.0,0.35714285714285715,0.8812818645302257,1,3,3,1.0079939414338608,3,3,0.9074116717033717,3,5,5,0.9774188856954881,4,5,6,14,15,0.6873708159533111,1.202433901388913,-0.5150630854356019,-0.6169207991643456,10.23050103592773,6.18681459909674,4.04368643683099,4.368863411026327,109.09540994724702,116.72717357913415,7.631763631887125,7.700554045131028,-0.6054835309176504,-1.930468739902142,13.31081278196532,4.72537749583986,104.6855103171951,9.186727077655604,0.2186297104170483,0.2195249231631005,0.004077954945403084,True,3635,0.21862971041704823,0.6289212330863271,0.3572268008746974,0.5518573990085434,0.21861203398367088,0.25089322712502415,0.6288846832345045,0.6986867397715276,0.3931858663000222,0.20590395547169058,0.5814992832110956,0.4392719072164949,2
hgb_all_contract_market,hist_gradient_boosting,all_contract_market,5,3635,1140,0.31361760660247595,160,55,0.34375,697,213,0.30559540889526543,224.58211747100634,0.9484281402213531,484,927,0.3881705639614856,0.5213204951856947,0.6544704264099037,0.9207702888583219,1.096080043859649,49.250858755909256,0.30781786722443283,1.1167317969537118,1.0695950114722963,1.0695950114722963,0.9318371043704509,0.5616045845272206,1.18,0.20524376417233559,0.5306122448979592,0.7947562358276644,47.0,0.4017216642754663,0.08900226757369613,0.8367346938775511,0.910997732426304,25.0,0.36875,0.9840269966254218,2,3,3,0.8762673287812952,1,3,0.5240927347481997,3,5,5,0.8451372201846465,2,5,7,15,15,11.957485546038711,1.202433901388913,10.755051644649798,10.749649468932207,18.750015202062777,6.18681459909674,12.563200602966036,13.355941328097636,105.81309432228404,116.72717357913415,10.914079256850101,12.176121245166854,4.52826082087721,3.21134890619833,15.354883615916508,6.386597540201102,104.33485109047527,9.174398669331609,0.22709323150823754,0.2195249231631005,-0.034475850104336514,True,3635,0.2270932315082376,0.6476161811085362,0.32811586410154014,0.5314778680167351,0.22706379585287836,0.2555385229098551,0.6475579513873689,0.705080900989569,0.339820700333916,0.23358198143409614,0.5071348217373725,0.43885047536732935,3
hgb_plus_cnyrub_basis,hist_gradient_boosting,plus_cnyrub_basis,5,3635,1140,0.31361760660247595,169,49,0.28994082840236685,763,246,0.3224115334207077,245.09672482399753,1.0036853824817573,517,894,0.3881705639614856,0.5303988995873452,0.672627235213205,0.9570839064649244,0.9245043081075468,54.4415195728327,0.322139169070016,0.9000483525160801,1.129805574767535,1.129805574767535,1.0201356475534915,0.7621776504297995,1.22,0.13407029478458052,0.6938775510204082,0.8659297052154196,39.0,0.3840104849279161,0.06859410430839002,0.8979591836734694,0.93140589569161,17.0,0.3609467455621302,0.8297142857142857,1,3,3,0.9880373984403706,1,3,0.7642311533374722,1,5,5,0.9270749085448345,2,5,6,13,15,-5.31825205144769,1.202433901388913,-6.520685952836603,-6.666661664611288,0.9741927239558239,6.18681459909674,-5.212621875140917,-7.448216999131887,122.93153999844799,116.72717357913415,-6.204366419313843,-7.622773964982173,0.11576998112329899,-1.2028157977163694,14.574164165821712,5.929677547982051,104.98395659399199,9.202726771624867,0.21702461796323116,0.2195249231631005,0.011389618836179616,True,3635,0.2170246179632312,0.6253060231325976,0.3610443912406982,0.5575610870864536,0.217009573134339,0.24975345785761888,0.6252746295176077,0.6959045581233243,0.3884196839354062,0.1858368043474965,0.5798511444870816,0.4286941580756014,3
hgb_plus_cnyrub_ret1,hist_gradient_boosting,plus_cnyrub_ret1,5,3635,1140,0.31361760660247595,169,55,0.3254437869822485,768,248,0.3229166666666667,245.49850355405914,1.01018945700168,520,892,0.3884456671251719,0.5314993122420908,0.6745529573590097,0.9606602475928473,1.037708917263573,50.589905791925986,0.29934855498181057,1.087173402263537,1.1298246769642877,1.1298246769642877,1.0267831022406657,0.7822349570200573,1.22,0.13137755102040818,0.7142857142857143,0.8686224489795918,39.0,0.3880208333333333,0.047902494331065755,0.9183673469387755,0.9520975056689341,18.0,0.35502958579881655,0.8714440043212098,2,3,3,0.9864814275612496,2,3,0.7138643067846607,3,5,5,0.9162485247901555,4,5,8,14,15,-1.3419057686617153,1.202433901388913,-2.544339670050628,-2.7087844650432324,5.732906237135134,6.18681459909674,-0.45390836196160667,3.0366717773462963,114.7176537340411,116.72717357913415,2.0095198450930525,6.564550967980907,-1.140705513387367,-2.43088026855216,13.708248245973309,5.5751513497340035,106.23204361985329,8.122860890589664,0.22803361919174675,0.2195249231631005,-0.038759590054950444,True,3635,0.22803361919174672,0.661935185814006,0.35002187292408393,0.5239559821397181,0.22802708610871456,0.2830884633513969,0.6619405827169499,0.8126866847960319,0.3859181639653742,0.2026554177276726,0.574968267898322,0.4320768900343643,3
hgb_plus_direct_corridor_basis,hist_gradient_boosting,plus_direct_corridor_basis,5,3635,1140,0.31361760660247595,166,58,0.3493975903614458,746,260,0.3485254691689008,240.24834200591775,1.0822135038650786,486,880,0.37579092159559835,0.5094910591471802,0.643191196698762,0.9105914718019257,1.1140879306700486,52.33049348705915,0.31524393666903106,1.10834039840161,1.1097481583945372,1.1097481583945372,0.9973848433949215,0.7020057306590257,1.22,0.15586734693877552,0.6326530612244898,0.8441326530612246,39.0,0.3941018766756032,0.09594671201814059,0.8367346938775511,0.9040532879818594,17.0,0.3614457831325301,1.0011282437006395,3,3,3,0.9928307985578716,2,3,0.868272680676576,4,5,5,1.008031701963895,5,5,9,13,15,0.354835256285737,1.202433901388913,-0.847598645103176,-1.015395567250955,8.074447509098002,6.18681459909674,1.8876329100012619,1.490358549090634,111.78172468146626,116.72717357913415,4.945448897667887,4.703304412539737,0.6255930439857651,-0.7193266885589713,15.11679817323081,6.147545332207972,103.2621274154193,10.411034590217639,0.21856971747755327,0.2195249231631005,0.004351240268229306,True,3635,0.21856971747755324,0.6287910292424894,0.35727034329151197,0.5511280455648139,0.21855172581428242,0.2506241566250022,0.6287536861998297,0.6980309394465903,0.39337255592358833,0.21097836887502755,0.5798354881623388,0.43830541237113396,3
hgb_all_contract_market,hist_gradient_boosting,all_contract_market,5,3635,1140,0.31361760660247595,178,62,0.34831460674157305,831,268,0.32250300842358604,263.5107642077339,1.0170362520322966,563,872,0.3947730398899587,0.5496561210453921,0.7045392022008253,1.014305364511692,1.1106347328996649,56.46775839200082,0.31723459770786977,1.097971688013436,1.1900734446530317,1.1900734446530317,1.1112231334189642,0.86,1.206896551724138,0.08475056689342403,0.6938775510204082,0.9152494331065759,25.0,0.34657039711191334,0.03429705215419501,0.9583333333333334,0.9657029478458049,11.0,0.33707865168539325,0.9348551360842844,2,3,3,0.9528620779317262,2,3,0.3571272409269786,2,5,5,0.8888290474194293,3,5,6,13,15,1.7318058194056816,1.202433901388913,0.5293719180167686,0.30958164730551485,8.436726948286413,6.18681459909674,2.249912349189673,2.749295324788065,109.84480846428292,116.72717357913415,6.8823651148512255,5.7001393249521755,-0.31784895224444554,-1.5699935700135463,6.444633840920747,-0.60875935264181,115.46491659242265,0.1576668669003567,0.22011463228305192,0.2195249231631005,-0.0026862968972014567,True,3635,0.22011463228305195,0.6354791527323472,0.3290127126055117,0.5171056147382485,0.22010744180179428,0.2548659743993829,0.6354688732067674,0.7092793151362641,0.3312703300458951,0.2339686027456267,0.47505350295502463,0.4055132259919494,5
hgb_plus_cnyrub_basis,hist_gradient_boosting,plus_cnyrub_basis,5,3635,1140,0.31361760660247595,177,66,0.3728813559322034,795,273,0.3433962264150943,252.0948882767064,1.0829255676947624,522,867,0.38211829436038514,0.5257221458046768,0.6693259972489684,0.9565337001375516,1.188968183169789,58.947862463013976,0.3330387709774801,1.1196334734174762,1.183349251830627,1.183349251830627,1.0629129971785836,0.6819484240687679,1.2,0.11099773242630387,0.6122448979591837,0.889002267573696,34.0,0.3660377358490566,0.027494331065759634,0.9583333333333334,0.9725056689342404,18.0,0.3389830508474576,0.9747345294763822,2,3,3,0.9347099457773157,2,3,0.9230624337793824,3,5,5,1.0098051000257577,5,5,9,15,15,-2.5153870863412364,1.202433901388913,-3.7178209877301494,-3.6120686339353707,6.398895507951505,6.18681459909674,0.21208090885476505,-3.821166187146617,116.95799779882812,116.72717357913415,-0.2308242196939716,-2.6219059328744265,1.331027525471127,0.1440719364383749,12.256947338556925,5.141342108693598,108.78921637411737,6.827845186271588,0.22999408634770047,0.2195249231631005,-0.0476900892789367,True,3635,0.22999408634770052,0.6652350805545406,0.33153885346953105,0.5083844882747952,0.22998865657978323,0.2800954190170821,0.6652428702459402,0.7994423312038937,0.37802800093354516,0.2132084205831664,0.5536794988627488,0.39792740549828176,5
hgb_plus_cnyrub_ret1,hist_gradient_boosting,plus_cnyrub_ret1,5,3635,1140,0.31361760660247595,172,62,0.36046511627906974,767,267,0.34810951760104303,245.42582389552086,1.0879050776403358,500,873,0.377716643741403,0.5152682255845942,0.6528198074277854,0.9279229711141678,1.14937780497756,53.625735469169804,0.31177753179749884,1.156161299375459,1.1498819835545455,1.1498819835545455,1.0254267145319411,0.6819484240687679,1.2,0.12465986394557825,0.5918367346938775,0.8753401360544218,38.0,0.38722294654498046,0.04804421768707482,0.9375,0.9519557823129251,14.0,0.3488372093023256,1.0561669829222011,3,3,3,1.020711166562695,3,3,0.7482993197278911,4,5,5,1.0342262668535445,5,5,9,13,15,-1.3519583198939609,1.202433901388913,-2.554392221282874,-2.6632035463344685,4.921034014224537,6.18681459909674,-1.2657805848722035,-0.7437860908947282,125.04426471823034,116.72717357913415,-8.317091139096192,-4.713291867924937,0.6123184438645429,-0.6510246511812704,15.402761032772075,7.334610830552515,108.01061540483582,6.629662486573025,0.2280474093892396,0.2195249231631005,-0.03882240842333484,True,3635,0.22804740938923962,0.6625672183662193,0.34041713209134356,0.5216348486446578,0.22804193538132753,0.280856158647612,0.6625765890015374,0.8068576803314403,0.3739314234222709,0.19887894087943264,0.5581420788575817,0.42933848797250856,5
hgb_plus_direct_corridor_basis,hist_gradient_boosting,plus_direct_corridor_basis,5,3635,1140,0.31361760660247595,166,57,0.3433734939759036,746,264,0.353887399463807,240.28139985715742,1.0987117611140222,482,876,0.3735900962861073,0.5061898211829436,0.6387895460797799,0.9039889958734525,1.094879518072289,52.31396456143931,0.31514436482794767,1.0895752305879485,1.1097481583945372,1.1097481583945372,0.9973848433949215,0.7020057306590257,1.22,0.15308956916099775,0.6326530612244898,0.8469104308390024,39.0,0.3941018766756032,0.0820578231292517,0.8367346938775511,0.9179421768707483,17.0,0.3614457831325301,0.9856477889837083,2,3,3,1.0326028418741457,3,3,0.6889679715302491,4,5,5,1.02392114822604,5,5,8,13,15,-1.1477666166179004,1.202433901388913,-2.3502005180068135,-2.4218485301801707,5.393030918566364,6.18681459909674,-0.7937836805303764,-1.375915942016145,115.22936353107714,116.72717357913415,1.497810048057005,-0.2944316727161578,0.8715750477024181,-0.4699054510268049,15.810930376193905,6.875813262680458,102.97284607746556,10.613526470032738,0.22799438951080045,0.2195249231631005,-0.03858088742574073,True,3635,0.22799438951080042,0.6635309840809169,0.3524051620834162,0.5282218823612137,0.22798937948944864,0.2849984331454251,0.6635414922157207,0.8214916833204092,0.39359386418182474,0.21097836887502755,0.5798154840124742,0.43830541237113396,5
