config_id,model_kind,feature_set,horizon_cbr_rows_pub_proxy,eligible_count,baseline_hits,baseline_hit_rate,signal_count,signal_hits,hit_rate,candidate_signal_count,candidate_signal_hits,candidate_hit_rate,candidate_expected_hits_cell_standardized,candidate_cell_standardized_lift,candidate_false_positives,candidate_false_negatives,candidate_weighted_error_1,candidate_weighted_error_2,candidate_weighted_error_3,candidate_weighted_error_5,lift,expected_signal_hits_cell_standardized,signal_weighted_baseline_hit_rate,cell_standardized_lift,mean_signals_per_week,mean_portfolio_signals_per_week,mean_candidate_signals_per_corridor_week,minimum_fold_corridor_candidate_signals_per_week,maximum_fold_corridor_candidate_signals_per_week,mean_candidate_silent_week_share,minimum_candidate_weeks_with_1_to_2_signals_share,mean_candidate_weeks_with_1_to_2_signals_share,maximum_candidate_calendar_gap_days,candidate_top_fold_signal_share,mean_portfolio_silent_week_share,minimum_portfolio_weeks_with_1_to_2_signals_share,mean_portfolio_weeks_with_1_to_2_signals_share,maximum_portfolio_calendar_gap_days,portfolio_top_fold_signal_share,min_fold_lift,folds_lift_ge_1,active_fold_count,fold_count,candidate_min_fold_lift,candidate_folds_lift_ge_1,candidate_active_fold_count,min_corridor_lift,corridors_lift_ge_1,active_corridor_count,corridor_count,candidate_min_corridor_lift,candidate_corridors_lift_ge_1,candidate_active_corridor_count,positive_fold_corridor_cells,active_fold_corridor_cells,fold_corridor_cell_count,signal_symmetric_bps,baseline_symmetric_bps,symmetric_bps_delta,cell_standardized_symmetric_bps_delta,signal_forward_bps,baseline_forward_bps,forward_bps_delta,cell_standardized_forward_bps_delta,signal_regret_bps,baseline_regret_bps,regret_bps_improvement,cell_standardized_regret_bps_improvement,candidate_signal_symmetric_bps,candidate_cell_standardized_symmetric_bps_delta,candidate_signal_forward_bps,candidate_cell_standardized_forward_bps_delta,candidate_signal_regret_bps,candidate_cell_standardized_regret_bps_improvement,model_brier,prior_year_prevalence_brier,brier_skill_vs_prior_year,exploratory_post_selection,prediction_rows,brier,log_loss,average_precision,roc_auc,macro_fold_corridor_brier,worst_fold_corridor_brier,macro_fold_corridor_log_loss,worst_fold_corridor_log_loss,macro_fold_corridor_average_precision,worst_fold_corridor_average_precision,macro_fold_corridor_roc_auc,worst_fold_corridor_roc_auc,candidate_layer_available
hgb_plus_cnyrub_basis__adaptive_q126,hist_gradient_boosting,plus_cnyrub_basis,5,780,267,0.3423076923076923,33,16,0.48484848484848486,,,,,,,,,,,,1.4164113040517534,11.333333333333332,0.3434343434343434,1.411764705882353,1.0266666666666666,1.0266666666666666,,,,,,,,,0.0967741935483871,0.9032258064516129,0.9032258064516129,12.0,1.0,1.4117647058823528,1,1,1,,,,0.5,4,5,5,,,,4,5,5,25.514589466664045,2.381282585779129,23.133306880884916,23.03034294380264,66.05546718541179,23.3650307120098,42.69043647340199,42.916962664191,89.9007879141284,109.22951758390055,19.328729669772144,19.010834583862405,,,,,,,0.20662686602476496,0.24186075632356624,0.1456784094880803,True,780,0.20662686602476496,0.6058275047333948,0.5412373457838133,0.7058975987617817,0.20662686602476493,0.23698814647799885,0.6058275047333948,0.6915462211749547,0.5496620674729955,0.5112244100152238,0.7073202856095796,0.6384015594541911,False
logit_plus_kazakhstan_official__adaptive_q126,logistic,plus_kazakhstan_official,5,780,267,0.3423076923076923,25,11,0.44,,,,,,,,,,,,1.2853932584269663,8.685897435897436,0.3474358974358974,1.266420664206642,0.7777777777777777,0.7777777777777777,,,,,,,,,0.25806451612903225,0.7419354838709677,0.7419354838709677,25.0,1.0,1.266420664206642,1,1,1,,,,0.304093567251462,4,5,5,,,,4,5,5,14.947149158264363,2.381282585779129,12.565866572485234,12.424867451112101,25.690646304311926,23.3650307120098,2.3256155923021247,-0.5098138358116593,113.64879046431932,109.22951758390055,-4.419272880418774,-2.0845096183889353,,,,,,,0.23888152060356083,0.24186075632356624,0.012317979011112201,True,780,0.23888152060356074,0.6805286734674281,0.40731507529384214,0.5843499718918603,0.23888152060356077,0.2687687114774119,0.680528673467428,0.7650179195397424,0.43235210694811804,0.3240508539160019,0.5935598783082439,0.4201665780613149,False
