config_id,model_kind,feature_set,horizon_cbr_rows_pub_proxy,eligible_count,baseline_hits,baseline_hit_rate,signal_count,signal_hits,hit_rate,candidate_signal_count,candidate_signal_hits,candidate_hit_rate,candidate_expected_hits_cell_standardized,candidate_cell_standardized_lift,candidate_false_positives,candidate_false_negatives,candidate_weighted_error_1,candidate_weighted_error_2,candidate_weighted_error_3,candidate_weighted_error_5,lift,expected_signal_hits_cell_standardized,signal_weighted_baseline_hit_rate,cell_standardized_lift,mean_signals_per_week,mean_portfolio_signals_per_week,mean_candidate_signals_per_corridor_week,minimum_fold_corridor_candidate_signals_per_week,maximum_fold_corridor_candidate_signals_per_week,mean_candidate_silent_week_share,minimum_candidate_weeks_with_1_to_2_signals_share,mean_candidate_weeks_with_1_to_2_signals_share,maximum_candidate_calendar_gap_days,candidate_top_fold_signal_share,mean_portfolio_silent_week_share,minimum_portfolio_weeks_with_1_to_2_signals_share,mean_portfolio_weeks_with_1_to_2_signals_share,maximum_portfolio_calendar_gap_days,portfolio_top_fold_signal_share,min_fold_lift,folds_lift_ge_1,active_fold_count,fold_count,candidate_min_fold_lift,candidate_folds_lift_ge_1,candidate_active_fold_count,min_corridor_lift,corridors_lift_ge_1,active_corridor_count,corridor_count,candidate_min_corridor_lift,candidate_corridors_lift_ge_1,candidate_active_corridor_count,positive_fold_corridor_cells,active_fold_corridor_cells,fold_corridor_cell_count,signal_symmetric_bps,baseline_symmetric_bps,symmetric_bps_delta,cell_standardized_symmetric_bps_delta,signal_forward_bps,baseline_forward_bps,forward_bps_delta,cell_standardized_forward_bps_delta,signal_regret_bps,baseline_regret_bps,regret_bps_improvement,cell_standardized_regret_bps_improvement,candidate_signal_symmetric_bps,candidate_cell_standardized_symmetric_bps_delta,candidate_signal_forward_bps,candidate_cell_standardized_forward_bps_delta,candidate_signal_regret_bps,candidate_cell_standardized_regret_bps_improvement,model_brier,prior_year_prevalence_brier,brier_skill_vs_prior_year,exploratory_post_selection,prediction_rows,brier,log_loss,average_precision,roc_auc,macro_fold_corridor_brier,worst_fold_corridor_brier,macro_fold_corridor_log_loss,worst_fold_corridor_log_loss,macro_fold_corridor_average_precision,worst_fold_corridor_average_precision,macro_fold_corridor_roc_auc,worst_fold_corridor_roc_auc
hgb_all_contract_market,hist_gradient_boosting,all_contract_market,1,3695,1934,0.5234100135317997,164,109,0.6646341463414634,765,514,0.6718954248366014,401.86271024653564,1.2790437801125418,251,1420,0.45223274695534504,0.5201623815967523,0.5880920162381597,0.7239512855209743,1.2698154967588973,85.60866989236695,0.5220040847095545,1.2732355278623324,1.0799952255908332,1.0799952255908332,1.007583353226705,0.8676056338028169,1.1666666666666665,0.09956462585034014,0.74,0.9004353741496599,32.0,0.3686274509803922,0.060816326530612246,0.8775510204081632,0.9391836734693877,14.0,0.3597560975609756,1.1495327102803736,3,3,3,1.1630165342056171,3,3,1.2096682679577866,5,5,5,1.2557240559024678,5,5,13,15,15,10.066574583479804,0.3375090372607747,9.72906554621903,9.699656110857077,30.63749319952869,1.6863077091798455,28.951185490348845,28.47083699166642,19.956796320904783,32.72869311759972,12.771896796694936,13.372952531566643,11.627603503721474,11.292409676614215,36.704462921595216,34.64600973795028,14.481688582952339,18.09315770212445,0.19809183371595138,0.25153766197452787,0.21247644523303522,True,3695,0.1980918337159513,0.5825251782585774,0.7584433512605011,0.7645323794238843,0.19809815747470588,0.22526857544200743,0.5825450155490314,0.648413512463257,0.7691559997333756,0.6444282249721734,0.7700943943710734,0.6950547626949882
hgb_all_public_fast,hist_gradient_boosting,all_public_fast,1,3695,1934,0.5234100135317997,172,94,0.5465116279069767,804,423,0.5261194029850746,424.9232744149304,0.9954738313226581,381,1511,0.5120433017591339,0.6151556156968877,0.7182679296346414,0.9244925575101488,1.0441367451480243,90.74773707251242,0.5276031225146071,1.0358385016795388,1.1327630566828466,1.1327630566828466,1.0590477706161638,0.847887323943662,1.2062146892655368,0.07779591836734694,0.8,0.922204081632653,22.0,0.373134328358209,0.033605442176870746,0.94,0.9663945578231292,15.0,0.3546511627906977,0.9680342927127985,2,3,3,0.9676917297268287,1,3,0.8450257629805787,2,5,5,0.8918792633154068,2,5,7,15,15,-4.233957503267118,0.3375090372607747,-4.571466540527893,-4.558482231639001,10.589152160351867,1.6863077091798455,8.902844451172022,8.315905235778484,23.991430495423444,32.72869311759972,8.737262622176274,7.58950912190274,-6.734919761338088,-7.066127749341495,2.4486242139431043,-0.055304147650139246,30.98669087568668,1.1489747363894942,0.2617118786097708,0.25153766197452787,-0.040448084614355784,True,3695,0.26171187860977085,0.7193572860095553,0.5222212366487232,0.5012343743301816,0.2617265871130496,0.29275337241881155,0.7193904023541755,0.788036758187611,0.5362567877471831,0.47295416731776674,0.49684464780178966,0.4125092077948168
hgb_base,hist_gradient_boosting,base,1,3695,1934,0.5234100135317997,176,87,0.4943181818181818,816,428,0.5245098039215687,431.039202132912,0.9929491282512748,388,1506,0.5125845737483086,0.6175913396481733,0.7225981055480379,0.9326116373477673,0.9444186565761024,91.52350153056186,0.5200198950600106,0.9505755193484227,1.1590727036418131,1.1590727036418131,1.074852125938304,0.6704225352112676,1.2062146892655368,0.07774149659863945,0.66,0.9222585034013606,25.0,0.3602941176470588,0.03346938775510204,0.92,0.966530612244898,12.0,0.3465909090909091,0.9001005277707966,1,3,3,0.9404729812522975,1,3,0.6807876530069186,2,5,5,0.9620251260627437,2,5,7,15,15,-4.460719405533712,0.3375090372607747,-4.798228442794486,-4.820019660462629,1.6043060514577179,1.6863077091798455,-0.08200165772212764,-0.43394530056584735,34.66228111728017,32.72869311759972,-1.933587999680455,-0.07283136446388738,-6.268160729159717,-6.600218704765654,1.9157066352562395,-0.5487417242680441,31.538999475488797,0.7041466755171761,0.25072874512460563,0.25153766197452787,0.0032158876073362652,True,3695,0.25072874512460563,0.6951964401342446,0.5637529409627848,0.5471543326127923,0.2507336124767436,0.26168741884212826,0.6952054753604349,0.717433443414821,0.5685941119691343,0.48500020569456553,0.5511842399170753,0.4923854447439353
hgb_full_research,hist_gradient_boosting,full_research,1,3695,1934,0.5234100135317997,159,103,0.6477987421383647,750,508,0.6773333333333333,394.2160396300319,1.2886335129254336,242,1426,0.4514208389715832,0.516914749661705,0.5824086603518268,0.7133964817320704,1.2376506474670412,82.999818965801,0.5220114400364843,1.2409665621371995,1.0470571072385348,1.0470571072385348,0.9878241956446778,0.847887323943662,1.1666666666666665,0.10239455782312927,0.76,0.8976054421768708,25.0,0.37866666666666665,0.06095238095238095,0.8571428571428571,0.939047619047619,12.0,0.3710691823899371,1.0234948604992657,3,3,3,1.1234871742825971,3,3,0.9113707609005416,4,5,5,1.2302734286845973,5,5,10,15,15,10.961103086273928,0.3375090372607747,10.623594049013153,10.603697538592927,27.40533106214487,1.6863077091798455,25.719023352965024,25.425216162371456,23.481495727075448,32.72869311759972,9.24719739052427,9.780068170736882,11.909715151571087,11.575423407516592,36.29557723105983,34.173523179400945,16.07541582738315,16.49262658805066,0.19775050556902812,0.25153766197452787,0.2138334115984053,True,3695,0.19775050556902815,0.5814265410357438,0.7518336938553214,0.7655527054936704,0.19776034057872485,0.2260331138915992,0.581454779405162,0.649828922155449,0.7603835172756306,0.6313151155583303,0.7692909794643714,0.6960504480584135
hgb_plus_cnyrub_basis,hist_gradient_boosting,plus_cnyrub_basis,1,3695,1934,0.5234100135317997,175,103,0.5885714285714285,777,529,0.6808236808236808,409.01681972285314,1.2933453454516775,248,1405,0.447361299052774,0.5144790257104195,0.581596752368065,0.7158322056833559,1.1244940168414832,92.62726704190119,0.529298668810864,1.1119835798826556,1.1524813665420015,1.1524813665420015,1.0234099891249566,0.828169014084507,1.2062146892655368,0.09278911564625851,0.74,0.9072108843537416,30.0,0.3577863577863578,0.026938775510204082,0.96,0.9730612244897959,11.0,0.3485714285714286,0.9815749325196574,2,3,3,1.1472096999844552,3,3,1.02129854816125,5,5,5,1.2157151327032398,5,5,10,15,15,5.99824719473031,0.3375090372607747,5.6607381574695355,5.674273407642857,20.503685959080986,1.6863077091798455,18.81737824990114,18.536829029996607,23.241188914414277,32.72869311759972,9.487504203185441,8.549941618153444,14.188009553364036,13.85418818680087,37.5188368658553,35.36394441716038,15.625553256940663,16.72926335434063,0.1991664876110421,0.25153766197452787,0.2082041072990063,True,3695,0.1991664876110421,0.5850357040844897,0.7496026368378157,0.7643421143035327,0.1991746008139742,0.22076966414970908,0.5850596275256904,0.6415648860682102,0.7583486503782926,0.6491747599720636,0.7662732151203079,0.7043146365748424
hgb_plus_direct_corridor_basis,hist_gradient_boosting,plus_direct_corridor_basis,1,3695,1934,0.5234100135317997,179,92,0.5139664804469274,789,452,0.5728770595690748,417.6089167571837,1.0823523681196032,337,1482,0.49228687415426253,0.5834912043301759,0.6746955345060893,0.8571041948579161,0.9819576759314358,94.03156578124485,0.5253160099510885,0.9783948532137486,1.178791013500968,1.178791013500968,1.0393220338983051,0.532394366197183,1.2062146892655368,0.10862585034013607,0.5,0.891374149659864,49.0,0.376425855513308,0.02680272108843537,0.94,0.9731972789115645,11.0,0.3407821229050279,0.842764323685765,1,3,3,1.02030124426981,3,3,0.7294073160410908,2,5,5,1.0221818657202708,5,5,6,13,15,0.8643737901877265,0.3375090372607747,0.5268647529269519,0.5096061316065431,3.886027981181764,1.6863077091798455,2.199720272001919,1.731277691097294,31.717545027376723,32.72869311759972,1.0111480902229957,1.3518843159709704,-0.2330902752441635,-0.5632457547932924,12.98843070660116,10.34787443931644,26.106801248615927,6.003812396236608,0.24662838619137573,0.25153766197452787,0.019517060565066746,True,3695,0.24662838619137573,0.6871497300350828,0.586374344786909,0.5770250756509387,0.24663220460666183,0.2545899948828282,0.6871557809202077,0.7073690580361065,0.5932726061790934,0.5215804842534997,0.5761824833704747,0.5021135265700483
logit_base,logistic,base,1,3695,1934,0.5234100135317997,182,97,0.532967032967033,850,440,0.5176470588235295,447.1746650867318,0.9839555644653074,410,1494,0.5152909336941813,0.6262516914749662,0.737212449255751,0.9591339648173207,1.0182591451981318,97.93960040814981,0.5381296725722517,0.9904063279385034,1.198527890506883,1.198527890506883,1.119561815336463,0.9491525423728814,1.2259887005649717,0.09825850340136054,0.78,0.9017414965986394,27.0,0.34705882352941175,0.03374149659863945,0.9591836734693877,0.9662585034013604,11.0,0.34065934065934067,0.7377162629757785,2,3,3,0.8285658498486771,2,3,0.0,2,5,5,0.9318581953586523,2,5,3,11,15,0.20184017996904446,0.3375090372607747,-0.13566885729173023,-0.14905111991493453,10.685572321183871,1.6863077091798455,8.999264612004026,7.467912488692864,28.3963117915484,32.72869311759972,4.332381326051319,3.8150828668926877,-4.851973861893783,-5.185220110650749,2.848966987639276,0.815085339334892,31.93189513150776,0.4670755812731855,0.25881993925779745,0.25153766197452787,-0.028951041470708372,True,3695,0.25881993925779745,0.7116888632434271,0.5597562464521793,0.5119928685814149,0.2588373820513899,0.28914554749354976,0.7117249886531166,0.775855900782471,0.5623969663042715,0.51024847106168,0.5344979533070816,0.4235175202156335
hgb_all_contract_market,hist_gradient_boosting,all_contract_market,3,3665,1359,0.37080491132332877,167,81,0.48502994011976047,792,383,0.48358585858585856,295.27280026764805,1.2971055906701607,409,976,0.37789904502046384,0.48949522510231924,0.6010914051841746,0.8242837653478854,1.3080461593369552,61.17102709936434,0.36629357544529545,1.3241562851057918,1.1080840455840455,1.1080840455840455,1.050951825951826,0.9572649572649574,1.1367521367521367,0.06258503401360543,0.8367346938775511,0.9374149659863946,17.0,0.3434343434343434,0.04081632653061224,0.9183673469387755,0.9591836734693877,12.0,0.3413173652694611,1.1346952333499418,3,3,3,1.1059022492812447,3,3,0.8892298342283149,4,5,5,1.2803989963894498,5,5,11,15,15,21.96618148938641,0.9571954340966533,21.008986055289757,20.941582452675988,24.58813891886737,3.614047080441995,20.974091838425373,22.06042834108108,63.64520117753365,80.2984796165604,16.65327843902675,17.0794841878773,20.811567235460206,19.836770164280487,34.55847206458709,30.518734102682206,53.77927279069022,26.137606022889464,0.21380026527620533,0.2373460698167538,0.09920452678541225,True,3665,0.21380026527620535,0.6148857785567979,0.5296403203635274,0.6927541933989267,0.21377506327624957,0.23404670434044636,0.6148277346525851,0.6621745267909762,0.5644030731891247,0.43992731736142987,0.7077727230563977,0.6495211731258418
hgb_all_public_fast,hist_gradient_boosting,all_public_fast,3,3665,1359,0.37080491132332877,176,65,0.3693181818181818,810,303,0.37407407407407406,301.9515557042489,1.0034722268388576,507,1056,0.42646657571623464,0.5648021828103683,0.703137789904502,0.9798090040927694,0.9959905344839121,66.52350284376045,0.3779744479759117,0.9770982768700769,1.1677431364931363,1.1677431364931363,1.074838124838125,0.8551136363636364,1.2130681818181819,0.10068027210884353,0.7346938775510204,0.8993197278911566,33.0,0.35185185185185186,0.047619047619047616,0.9183673469387755,0.9523809523809524,12.0,0.3465909090909091,0.9066442388561816,1,3,3,0.9453089688125524,2,3,0.8844870034562757,2,5,5,0.9355035882480732,3,5,5,14,15,-0.4992139102006632,0.9571954340966533,-1.4564093442973165,-1.4609116773419966,2.2028595157831936,3.614047080441995,-1.4111875646588015,-2.177512789126529,82.68387075955754,80.2984796165604,-2.385391142997136,-3.7327723837015157,1.2952651747140032,0.32164833286610195,5.431476504439789,1.3692184296100072,77.12654696200518,2.8746536036988317,0.24210248413161603,0.2373460698167538,-0.020039996105831737,True,3665,0.24210248413161606,0.6775399733319964,0.36864203450669,0.48448380173422245,0.24209503638129604,0.26319355369202324,0.6775237810413984,0.7216540221666478,0.4062382334596854,0.3023034013169352,0.5240229879942648,0.43745323956307053
hgb_base,hist_gradient_boosting,base,3,3665,1359,0.37080491132332877,180,71,0.39444444444444443,809,316,0.39060568603213847,305.3390097022416,1.034915257988669,493,1043,0.4190995907230559,0.5536152796725784,0.688130968622101,0.957162346521146,1.0637519417872618,66.75968551354967,0.3708871417419426,1.0635160943888764,1.1942960588793923,1.1942960588793923,1.0733688379521713,0.6581196581196581,1.2329545454545454,0.10884353741496597,0.6326530612244898,0.891156462585034,38.0,0.3720642768850433,0.04081632653061224,0.9387755102040817,0.9591836734693877,10.0,0.34444444444444444,1.0553346587143804,3,3,3,1.006177823019411,3,3,0.5733082706766917,3,5,5,0.959163499681233,4,5,8,12,15,-1.9201432122456137,0.9571954340966533,-2.8773386463422668,-2.8383119834469674,2.047068621710133,3.614047080441995,-1.566978458731862,-2.0174889367423714,86.93708071655796,80.2984796165604,-6.638601099997558,-7.967138605662413,0.03062993771817158,-0.9776764032923415,7.950334228841815,2.7622594172721113,75.81559534598959,2.9381132333702595,0.23350491215019084,0.2373460698167538,0.01618378458732672,True,3665,0.23350491215019084,0.6594886438157394,0.41352826936329445,0.5528443571398028,0.2334920335661313,0.26057637769618985,0.6594620104680077,0.7158559388429985,0.44424003323091116,0.31467140914442654,0.56964100224102,0.4709201388888889
