config_id,comparison_base_id,model_kind,feature_set,comparison_rows,base_brier,candidate_brier,relative_brier_improvement,macro_fold_corridor_delta_brier,years_brier_improved,fold_corridor_cells_brier_improved,portfolio_cell_standardized_lift,base_portfolio_cell_standardized_lift,corridor_candidate_cell_standardized_lift,base_corridor_candidate_cell_standardized_lift,portfolio_forward_bps_delta,base_portfolio_forward_bps_delta,portfolio_forward_delta_vs_base_policy,corridor_candidate_forward_bps_delta,base_corridor_candidate_forward_bps_delta,corridor_candidate_forward_delta_vs_base_policy,portfolio_mean_signals_per_week,minimum_fold_signals_per_week,maximum_fold_signals_per_week,all_fold_portfolio_cadence_in_range,candidate_mean_signals_per_corridor_week,minimum_fold_corridor_candidate_signals_per_week,maximum_fold_corridor_candidate_signals_per_week,all_fold_corridor_candidate_cadence_in_range,minimum_candidate_weeks_with_1_to_2_signals_share,mean_candidate_silent_week_share,maximum_candidate_calendar_gap_days,candidate_top_fold_signal_share,minimum_synthetic_portfolio_weeks_with_1_to_2_signals_share,mean_synthetic_portfolio_silent_week_share,maximum_synthetic_portfolio_calendar_gap_days,portfolio_min_fold_lift,corridor_candidate_min_fold_lift,decision_dates,observed_delta_brier,ci95_low,ci95_high,one_sided_block_signflip_p_improvement,fast_operational_candidate,positive_brier_skill_vs_prior_year,snapshot_reproducible,historical_point_in_time_verified,production_data_rights_verified,source_lineage_and_policy_reproducible,per_signal_model_explanation_available,research_source_class,passes_exploratory_quality_cadence_gates,passes_exploratory_development_gates,holm_p_brier_improvement,passes_exploratory_multiplicity_screen,eligible_for_policy_uncertainty_audit,eligible_for_prospective_shadow,gate_failures,production_promotable
logit_plus_kz_inflation,logit_base,logistic,plus_kz_inflation,3635,0.21778625148189312,0.21709787451948673,0.003160791637316085,-0.0006828718290158479,2,11,1.1342312206896172,0.9559012158863204,1.0087864032017055,0.9827699222712536,16.317995026202343,7.890535676568954,8.42745934963339,8.438935658764182,3.2885947246877336,5.150340934076448,1.0499587216897759,0.8800000000000001,1.1867816091954022,True,0.8337751649485667,0.04,1.1867816091954022,False,0.04081632653061224,0.31335034013605445,186.0,0.4606741573033708,0.7551020408163265,0.1225907029478458,39.0,1.0438533429187635,0.8644268774703557,727.0,-0.0006883769624064186,-0.005970984023947732,0.005008066115539656,0.40355964403559647,False,True,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
hgb_plus_direct_corridor_market,hgb_base,hist_gradient_boosting,plus_direct_corridor_market,3635,0.2187136018634263,0.21852216208548386,0.000875298912876854,-0.000194234162681881,2,12,0.8364369171323152,1.0864856927908546,1.052201422779268,1.0890127982273297,-2.6443420792318184,0.06954927160354263,-2.713891350835361,7.158835919140753,6.022109865660774,1.136726053479979,1.1565486502212121,1.1232091690544412,1.22,False,1.0201202779698977,0.6418338108882521,1.2,False,0.5714285714285714,0.12321428571428572,35.0,0.3840104849279161,0.9166666666666666,0.0481859410430839,13.0,0.6578073089700996,0.9930777202072539,727.0,-0.00019143977794247114,-0.0017321505754806811,0.0013246405495459697,0.41425857414258577,True,True,True,False,False,False,False,contract_required_market_data,False,False,1.0,False,False,False,"[""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_direct_corridor_basis,logit_base,logistic,plus_direct_corridor_basis,3635,0.21778625148189312,0.21766538275400366,0.000554987870294954,-0.0001212964030023596,2,11,1.0605017090031934,0.9559012158863204,1.0423096011048605,0.9827699222712536,0.6056993546740745,7.890535676568954,-7.284836321894879,4.820141729080649,3.2885947246877336,1.5315470043929151,1.1767401113196982,1.16,1.206896551724138,False,1.0952308840804048,0.8624641833810889,1.206896551724138,False,0.7755102040816326,0.09141156462585034,39.0,0.35775335775335776,0.9183673469387755,0.04081632653061224,13.0,0.992345544013122,0.9987069960748095,727.0,-0.00012086872788946185,-0.0018145613440586018,0.001409890149555344,0.44475552444755523,True,True,True,False,False,False,False,contract_required_market_data,False,False,1.0,False,False,False,"[""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_all_contract_market,logit_base,logistic,all_contract_market,3635,0.21778625148189312,0.21814059521131823,-0.0016270252461485502,0.0003417330134072409,1,5,1.0148748401672458,0.9559012158863204,1.097592692441879,0.9827699222712536,7.24651048188592,7.890535676568954,-0.6440251946830333,13.07036515494002,3.2885947246877336,9.781770430252287,0.7563951739507514,0.060000000000000005,1.2034383954154726,False,0.6249775494296786,0.060000000000000005,1.2034383954154726,False,0.061224489795918366,0.46972789115646246,157.0,0.6423982869379015,0.061224489795918366,0.3475056689342404,157.0,0.0,0.0,727.0,0.0003543437294251045,-0.010726914388173657,0.011899988700047328,0.5237476252374762,True,True,True,False,False,False,False,contract_required_market_data,False,False,1.0,False,False,False,"[""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_kazakhstan_official,logit_base,logistic,plus_kazakhstan_official,3635,0.21778625148189312,0.21862788475893769,-0.0038644922317998542,0.0008406843419578193,0,1,0.9937379597609711,0.9559012158863204,1.0201634856546977,0.9827699222712536,5.128706292213073,7.890535676568954,-2.761829384355881,5.089049597966811,3.2885947246877336,1.8004548732790777,1.1365103360449669,1.1063218390804597,1.18,True,1.0187215360800976,0.8022922636103152,1.18,False,0.7142857142857143,0.1579931972789116,53.0,0.3779527559055118,0.875,0.08248299319727892,19.0,0.7344461305007587,0.9628647214854111,727.0,0.0008416332770445575,-0.0018058544908786324,0.003225367884920967,0.7306269373062694,True,True,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_global_market,logit_base,logistic,plus_global_market,3635,0.21778625148189312,0.21933529676212674,-0.007112686267812363,0.0015505044940346579,1,8,1.029956401028402,0.9559012158863204,1.059791103666261,0.9827699222712536,-0.6727720310165033,7.890535676568954,-8.563307707585457,2.052676725098898,3.2885947246877336,-1.2359179995888354,1.1433685735928598,1.1,1.206896551724138,False,1.0565031782103216,0.8424068767908309,1.206896551724138,False,0.7142857142857143,0.11292517006802719,48.0,0.3759493670886076,0.8979591836734694,0.06122448979591836,19.0,0.7373552711761122,1.0151436031331593,727.0,0.0015490452802335987,-0.0020086385416165898,0.005698553701511851,0.7622237776222378,True,True,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_slow_commodities,logit_base,logistic,plus_slow_commodities,3635,0.21778625148189312,0.22304004456826174,-0.024123621443594256,0.005257781762434465,1,6,1.1010500676059873,0.9559012158863204,1.0416414316623521,0.9827699222712536,6.332403220851084,7.890535676568954,-1.5581324557178693,3.3056147624043017,3.2885947246877336,0.017020037716568126,1.170054452239019,1.1031518624641834,1.2270114942528736,False,1.1379856843307095,0.9828080229226361,1.2270114942528736,False,0.7755102040816326,0.08585600907029477,55.0,0.3584018801410106,0.8775510204081632,0.06136621315192744,15.0,0.9613126079447323,0.9174711271808194,727.0,0.005253793086368597,0.00045271414342083706,0.01045062651944443,0.9594040595940406,False,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
hgb_plus_rub_risk_market,hgb_base,hist_gradient_boosting,plus_rub_risk_market,3635,0.2187136018634263,0.22415900340744066,-0.024897406917630427,0.005440050499650921,0,0,1.1414861681715083,1.0864856927908546,1.1096638999542168,1.0890127982273297,1.037335384045707,0.06954927160354263,0.9677861124421643,4.928412942478536,6.022109865660774,-1.0936969231822378,1.089710063783772,0.9426934097421205,1.2,True,0.9719097805443027,0.7020057306590257,1.2,False,0.6530612244897959,0.1684807256235828,38.0,0.405777166437414,0.8163265306122449,0.08205782312925171,25.0,1.0085243417313885,1.0301525363604114,727.0,0.005445401544014332,-0.002111622633368198,0.016104924883983247,0.8448155184481552,True,False,True,False,False,False,False,contract_required_market_data,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_ru_reserves,logit_base,logistic,plus_ru_reserves,3635,0.21778625148189312,0.23001713380631272,-0.05616002957577182,0.012252115126936976,1,4,1.0128075728326589,0.9559012158863204,1.0104082252316757,0.9827699222712536,6.6496326667702785,7.890535676568954,-1.240903009798675,7.268040797249558,3.2885947246877336,3.9794460725618244,1.163349471396107,1.1031518624641834,1.206896551724138,False,1.1232231114624158,1.0630372492836677,1.206896551724138,True,0.8571428571428571,0.07511337868480725,39.0,0.3416666666666667,0.8979591836734694,0.047619047619047616,25.0,0.8295180722891565,0.925513958017745,727.0,0.012230882324419599,0.003806667344365756,0.021449642612319724,0.9922007799220078,False,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_rub_official,logit_base,logistic,plus_rub_official,3635,0.21778625148189312,0.23014054095210693,-0.05672667299313394,0.012385905977900466,2,10,1.1038277453584056,0.9559012158863204,1.0333548593630364,0.9827699222712536,13.761150749538459,7.890535676568954,5.870615072969505,9.628018486891706,3.2885947246877336,6.339423762203973,1.1164720218687219,1.0862068965517242,1.1400000000000001,True,1.0202003535004227,0.9051724137931035,1.1400000000000001,False,0.7708333333333334,0.13154761904761905,33.0,0.3473132372214941,0.9166666666666666,0.06179138321995464,22.0,1.043103448275862,1.0002556672916312,727.0,0.012354289470213825,0.0037990065236856124,0.02154998614194407,0.9707029297070293,True,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
hgb_all_public_fast,hgb_base,hist_gradient_boosting,all_public_fast,3635,0.2187136018634263,0.23191132153136607,-0.06034247324124342,0.013215980909979712,2,4,1.1585897644703869,1.0864856927908546,1.0557053288486864,1.0890127982273297,4.3665293767508295,0.06954927160354263,4.296980105147287,6.4804523878589135,6.022109865660774,0.45834252219813987,1.1700733348702916,1.12,1.2034383954154726,False,1.1153071830846755,0.9800000000000001,1.2034383954154726,False,0.8775510204081632,0.0586734693877551,27.0,0.34532374100719426,0.9591836734693877,0.02040816326530612,10.0,1.0453563714902807,1.0336118848653668,727.0,0.013197719667939778,0.003777965290664126,0.02283894049123389,0.983001699830017,True,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
hgb_plus_public_macro_slow,hgb_base,hist_gradient_boosting,plus_public_macro_slow,3635,0.2187136018634263,0.23311594678390452,-0.06585024798536132,0.014402847236723627,0,1,1.2011865232397152,1.0864856927908546,1.2557148963575537,1.0890127982273297,17.2982065376859,0.06954927160354263,17.228657266082358,23.87899935526805,6.022109865660774,17.856889489607276,1.0832346386501115,1.02,1.1666666666666665,True,0.9402505242125833,0.76,1.146551724137931,False,0.6530612244897959,0.19637188208616776,64.0,0.38975817923186346,0.8979591836734694,0.06122448979591836,35.0,1.0923453075042318,1.1351287964664034,727.0,0.01440234492047817,-0.0018941243926362664,0.031718085107286305,0.9442055794420557,False,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
hgb_plus_rub_funding_market,hgb_base,hist_gradient_boosting,plus_rub_funding_market,3635,0.2187136018634263,0.23646468443511603,-0.08116131059271847,0.017775053139223715,0,1,1.0486032432982195,1.0864856927908546,1.0433913374605719,1.0890127982273297,6.260929135939076,0.06954927160354263,6.191379864335533,7.182953323443727,6.022109865660774,1.1608434577829536,1.169997035866021,1.0830945558739256,1.22,False,0.967740780994412,0.6839080459770115,1.22,False,0.6041666666666666,0.16386054421768706,49.0,0.4074585635359116,0.8775510204081632,0.047619047619047616,18.0,0.9576354679802955,1.0339118825100133,727.0,0.01775108257168972,0.00899884264818384,0.026482119874752075,0.9971002899710029,True,False,True,False,False,False,False,contract_required_market_data,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
hgb_plus_kztrub_market,hgb_base,hist_gradient_boosting,plus_kztrub_market,3635,0.2187136018634263,0.24428762029995776,-0.11692925459890202,0.025496827102461452,1,6,0.9527753555773959,1.0864856927908546,1.0134460318990697,1.0890127982273297,7.444879058872685,0.06954927160354263,7.375329787269142,9.50452768256641,6.022109865660774,3.4824178169056363,1.1232157560188387,0.9627507163323783,1.206896551724138,False,1.0283275038698416,0.5214899713467049,1.206896551724138,False,0.46938775510204084,0.1375283446712018,49.0,0.39011703511053314,0.8775510204081632,0.06136621315192744,22.0,0.7008688456764584,0.9157994323557237,727.0,0.025574018436531457,0.0065209012879370535,0.050793385034111675,0.9849015098490151,True,False,True,False,False,False,False,contract_required_market_data,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_kz_external_balance,logit_base,logistic,plus_kz_external_balance,3635,0.21778625148189312,0.2528639071339268,-0.16106460078794305,0.035106314389680926,0,0,1.0903330413411711,0.9559012158863204,1.125194003082825,0.9827699222712536,11.618597807102123,7.890535676568954,3.7280621305331696,7.6931011216002165,3.2885947246877336,4.404506396912483,0.9489050269516627,0.6235632183908046,1.12,False,0.930173412816037,0.6235632183908046,1.1400000000000001,False,0.5,0.2537414965986395,170.0,0.40660919540229884,0.5,0.23469387755102042,170.0,0.9266949152542372,0.9959450621321124,727.0,0.035077655652033704,0.019656978425735647,0.050124672966741245,0.9997000299970003,False,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_all_public_fast,logit_base,logistic,all_public_fast,3635,0.21778625148189312,0.25360350677909854,-0.1644605894701452,0.03586436045197137,0,2,1.0096021031543256,0.9559012158863204,0.9898707592321764,0.9827699222712536,-1.171042221040711,7.890535676568954,-9.061577897609665,9.229359556695371,3.2885947246877336,5.940764832007638,1.1098245671815476,1.1031518624641834,1.12,True,0.9789169274006742,0.7999999999999999,1.12,False,0.673469387755102,0.1709183673469388,46.0,0.35792349726775957,0.8958333333333334,0.09594671201814059,20.0,0.7469135802469137,0.8453000077621672,727.0,0.035817255297205454,0.013652626530902927,0.059826960232721396,0.9945005499450055,True,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
logit_plus_public_macro_slow,logit_base,logistic,plus_public_macro_slow,3635,0.21778625148189312,0.2794510427973389,-0.28314363691857114,0.061752668741138037,1,4,1.0237405992598783,0.9559012158863204,1.0879991143847079,0.9827699222712536,6.969827640671514,7.890535676568954,-0.92070803589744,8.289485400404077,3.2885947246877336,5.000890675716343,1.0090005379354257,0.6235632183908046,1.2034383954154726,False,0.9915867118971555,0.5028735632183907,1.2234957020057307,False,0.3958333333333333,0.1995748299319727,170.0,0.408355795148248,0.5,0.18027210884353742,170.0,0.6100840336134454,1.0486307053941908,727.0,0.06166479131544581,0.04126371958075265,0.0834509504271474,0.9999000099990001,False,False,True,False,False,False,False,public_source_research,False,False,1.0,False,False,False,"[""nonpositive_brier_skill_vs_prior_year"", ""source_lineage_or_policy_not_reproducible"", ""historical_published_at_or_vintage_not_verified"", ""production_data_rights_not_verified"", ""per_signal_model_explanation_not_implemented"", ""one_or_more_development_quality_or_cadence_gates_failed"", ""holm_multiplicity_screen_failed""]",False
