track,config_id,development_selection_status,comparison_base_id,paired_prediction_rows,already_inspected_partial_year_diagnostic,decision_dates,observed_delta_brier,ci95_low,ci95_high,one_sided_block_signflip_p_improvement,development_oot_month_blocks,cell_standardized_lift,cell_standardized_lift_ci95_low,cell_standardized_lift_ci95_high,cell_standardized_lift_ci99_low,cell_standardized_lift_ci99_high,cell_standardized_hit_delta_pp,cell_standardized_hit_delta_pp_ci95_low,cell_standardized_hit_delta_pp_ci95_high,cell_standardized_hit_delta_pp_ci99_low,cell_standardized_hit_delta_pp_ci99_high,cell_standardized_forward_bps_delta,cell_standardized_forward_bps_delta_ci95_low,cell_standardized_forward_bps_delta_ci95_high,cell_standardized_forward_bps_delta_ci99_low,cell_standardized_forward_bps_delta_ci99_high,cell_standardized_symmetric_bps_delta,cell_standardized_symmetric_bps_delta_ci95_low,cell_standardized_symmetric_bps_delta_ci95_high,cell_standardized_symmetric_bps_delta_ci99_low,cell_standardized_symmetric_bps_delta_ci99_high,cell_standardized_regret_bps_improvement,cell_standardized_regret_bps_improvement_ci95_low,cell_standardized_regret_bps_improvement_ci95_high,cell_standardized_regret_bps_improvement_ci99_low,cell_standardized_regret_bps_improvement_ci99_high
public_source_research,logit_plus_kazakhstan_official,diagnostic_best_paired_delta_no_gate_pass,logit_base,780,True,156.0,-0.000897824023418107,-0.0032452231757306403,0.0018397945373677792,0.2703729627037296,8.0,0.9909255898366606,0.7177097203728363,1.3825366561181431,0.6219228697507716,1.5596272009802885,-0.3373819163292839,-11.585782638414207,10.864448601721946,-14.777541886203439,14.197914820721781,6.260424466600022,-8.693759369834403,28.871627291505842,-11.707361983002137,33.833415305728536,14.640891565451923,-1.528606867465278,28.727410121372007,-7.4722391942249775,32.348215776230546,14.006627223102944,1.5830918554789093,32.83207271813955,-1.701732212538369,38.08861488409616
contract_required_market_data,hgb_plus_cnyrub_basis,diagnostic_best_paired_delta_no_gate_pass,hgb_base,780,True,156.0,-0.0314324238336499,-0.04613393239548032,-0.015196505428383019,0.008399160083991601,8.0,1.5855448898927158,1.2098017621145372,2.1590909090909087,1.1163691746842734,2.4328440208233015,19.551282051282055,7.304882737408687,31.27029220779221,3.773584905660379,34.76461868026383,35.773723356088034,2.771042869384749,62.658080833712944,-8.983728847768004,69.98635605692441,18.811589771384455,-2.6994516300306644,38.709115668184744,-10.160007807773912,44.233491896884885,24.50384562390864,-2.285223935893572,47.82609625435704,-11.653533364296976,53.553536997163675
