config_id,fold_test_year,corridor,signals,hit_rate,lift,forward_delta_bps,symmetric_delta_bps,regret_bps,brier,logloss,auc,ece10,rows,dates,mean_signals_per_corridor_week,min_cell_week_coverage,mean_cell_week_coverage
base_control_head10y,2023,AMD,55.0,0.41818181818181815,1.0652631578947367,32.62169422108785,31.5430760374012,82.01404327332948,0.20642645934430315,0.5965509872763874,0.7468671679197996,0.08164747962582174,242,242,1.1063218390804597,0.9791666666666666,0.9791666666666666
base_control_head10y,2023,KGS,56.0,0.42857142857142855,1.1033434650455927,25.9643567961313,24.62506437974077,72.92929036311465,0.19843877162050857,0.5787761469541598,0.7839275445658425,0.14360397511252068,242,242,1.1264367816091954,0.9791666666666666,0.9791666666666666
base_control_head10y,2023,KZT,58.0,0.46551724137931033,1.265788454087563,18.89211903135036,15.767366611933452,101.06711806347357,0.20304864424510935,0.5918377579204126,0.732099581405596,0.0698085184289375,242,242,1.1666666666666667,1.0,1.0
base_control_head10y,2023,TJS,55.0,0.4727272727272727,1.2170212765957447,27.568668666074306,26.735991290335715,77.40008339492925,0.202939184650273,0.5893537321551795,0.750754744105808,0.09205647029146523,242,242,1.1063218390804597,0.9583333333333334,0.9583333333333334
base_control_head10y,2023,UZS,56.0,0.48214285714285715,1.2281954887218045,29.929065425531284,27.597336019879894,80.0062018429982,0.20750706813069048,0.5986532484791982,0.7287862513426424,0.0846882526951258,242,242,1.1264367816091954,0.9791666666666666,0.9791666666666666
base_control_head10y,2024,AMD,47.0,0.5319148936170213,1.5206508135168961,34.39619136431783,17.015770452586857,75.43080733561436,0.19726243064156096,0.5792146971161608,0.7419210722263588,0.0918775673987946,243,243,0.94,0.8775510204081632,0.8775510204081632
base_control_head10y,2024,KGS,43.0,0.46511627906976744,1.255813953488372,32.20882609975436,15.628013526913653,67.91413176251612,0.1996278072393061,0.5822892749282578,0.7335511982570806,0.08392860411318283,243,243,0.86,0.8367346938775511,0.8367346938775511
base_control_head10y,2024,KZT,48.0,0.3541666666666667,1.3240384615384615,13.724952319068613,7.248874701259105,111.47718481352165,0.1903393175437488,0.5670184694912735,0.6814606741573035,0.07699955458549594,243,243,0.96,0.8979591836734694,0.8979591836734694
base_control_head10y,2024,TJS,45.0,0.4666666666666667,1.3341176470588234,23.80900563636913,14.571913406981679,91.95837210894474,0.196048915497784,0.5773064582850216,0.7504467609828742,0.08152456237548701,243,243,0.9,0.8571428571428571,0.8571428571428571
base_control_head10y,2024,UZS,49.0,0.46938775510204084,1.4257653061224491,23.019094750504518,13.266007532437957,82.2098856352632,0.1753318956287798,0.5262932151116894,0.7807131901840489,0.06205272599119411,243,243,0.98,0.8979591836734694,0.8979591836734694
base_control_head10y,2025,AMD,39.0,0.358974358974359,1.6390904692791484,68.88668517756427,46.76202827046845,85.47911638735273,0.1626627429916706,0.4946579505586678,0.6790955375861037,0.08297566695437018,242,242,0.7822349570200574,0.7551020408163265,0.7551020408163265
base_control_head10y,2025,KGS,38.0,0.2894736842105263,1.4296455424274974,54.30971792681959,38.10339758888024,101.19457776742793,0.15468294682522507,0.47733145736199856,0.6940890345775617,0.08427597535205937,242,242,0.7621776504297995,0.7346938775510204,0.7346938775510204
base_control_head10y,2025,KZT,44.0,0.4318181818181818,2.1770833333333335,56.144810272090375,36.03123102214361,106.16562833411167,0.15681756526180765,0.4827256952009075,0.6880906357388317,0.07034511464363083,242,242,0.8825214899713467,0.8367346938775511,0.8367346938775511
base_control_head10y,2025,TJS,38.0,0.5263157894736842,1.8195488721804514,88.37532596233004,47.64065858449979,67.61090090976072,0.1929730715368451,0.571086250326389,0.6607558139534885,0.058188060596034416,242,242,0.7621776504297995,0.7346938775510204,0.7346938775510204
