config_id,mode,scope,rows,dates,brier,signals,lift,forward_delta_bps
treasury_halyk_local_120m,bank_delayed,KZT,727,727,0.1807829106895363,145,1.5188651499005608,41.35489266989271
treasury_halyk_local_120m,normal,KZT,727,727,0.17595149593847406,141,1.673039644424826,54.73342450170499
treasury_kzt_local_120m,normal,KZT,727,727,0.17816670549055313,153,1.3199121565934335,29.29908353394294
treasury_kzt_shrink_120m,normal,KZT,727,727,0.17712471989337444,155,1.2390610910444515,27.089306301055014
