date,corridor,probability,pr20,pr60,pr120
2024-06-01,UZS,0.3230716242866676,0.525,0.175,0.17083333333333334
2024-06-05,KGS,0.538634742428827,0.125,0.075,0.2375
2024-06-05,TJS,0.538634742428827,0.125,0.058333333333333334,0.22916666666666666
2024-06-07,AMD,0.3296533003564648,0.175,0.15833333333333333,0.5458333333333333
2024-06-08,KZT,0.5435166426352945,0.175,0.058333333333333334,0.20416666666666666
2024-06-08,UZS,0.5344289583752264,0.225,0.075,0.0375
2024-06-14,AMD,0.8468457027328575,0.025,0.008333333333333333,0.4375
2024-06-14,KGS,0.842220523753163,0.125,0.041666666666666664,0.22083333333333333
2024-06-14,TJS,0.8468457027328575,0.125,0.041666666666666664,0.19583333333333333
2024-06-15,KZT,0.536113542794069,0.075,0.025,0.12916666666666668
2024-06-15,UZS,0.5894240791535116,0.575,0.19166666666666668,0.09583333333333334
2024-06-20,AMD,0.39509818809889,0.025,0.008333333333333333,0.004166666666666667
2024-06-20,KGS,0.39509818809889,0.025,0.008333333333333333,0.004166666666666667
2024-06-20,TJS,0.39509818809889,0.025,0.008333333333333333,0.004166666666666667
2024-06-21,KZT,0.8618055680923825,0.075,0.025,0.0125
2024-06-21,UZS,0.8618055680923825,0.075,0.025,0.0125
2024-06-26,AMD,0.6284300544317084,0.175,0.058333333333333334,0.25416666666666665
2024-06-26,KGS,0.6668070405722417,0.275,0.09166666666666666,0.1875
2024-06-26,TJS,0.6284300544317084,0.175,0.058333333333333334,0.1625
2024-06-27,KZT,0.3954277194761732,0.175,0.058333333333333334,0.029166666666666667
2024-06-27,UZS,0.3434164026710703,0.325,0.125,0.0625
2024-07-02,AMD,0.5395818352039674,0.325,0.10833333333333334,0.2791666666666667
2024-07-02,KGS,0.5972661622610861,0.375,0.15833333333333333,0.2375
2024-07-02,TJS,0.5395818352039674,0.325,0.10833333333333334,0.1875
2024-07-03,KZT,0.2996766787095046,0.225,0.075,0.0375
2024-07-03,UZS,0.3100685931390532,0.575,0.225,0.1125
2024-07-06,AMD,0.297097625161684,0.675,0.225,0.3958333333333333
2024-07-10,KZT,0.3057095039210084,0.175,0.058333333333333334,0.029166666666666667
2024-07-10,TJS,0.3493383879393631,0.625,0.275,0.2625
2024-07-10,UZS,0.3015642003137039,0.475,0.15833333333333333,0.07916666666666666
2024-07-11,KGS,0.4793673082435502,0.925,0.5583333333333333,0.5875
2024-07-13,AMD,0.4075097788519607,0.475,0.15833333333333333,0.30416666666666664
2024-07-16,KZT,0.5220553333861774,0.325,0.10833333333333334,0.05416666666666667
2024-07-16,TJS,0.6891816642936885,0.525,0.225,0.19583333333333333
2024-07-16,UZS,0.6891816642936885,0.425,0.14166666666666666,0.07083333333333333
2024-07-17,KGS,0.5220204269677029,0.975,0.8083333333333333,0.8208333333333333
2024-07-19,AMD,0.2800304842309782,0.475,0.20833333333333334,0.29583333333333334
2024-07-24,KGS,0.4945641945909457,0.725,0.8083333333333333,0.7541666666666667
2024-07-24,KZT,0.5657257348186009,0.275,0.10833333333333334,0.05416666666666667
2024-07-24,TJS,0.4880670869434857,0.175,0.125,0.0875
2024-07-24,UZS,0.4880670869434857,0.125,0.125,0.0625
2024-07-25,AMD,0.2688780792632208,0.125,0.075,0.05416666666666667
2024-07-31,AMD,0.567810866774605,0.125,0.10833333333333334,0.05416666666666667
2024-07-31,KGS,0.5741789013423394,0.275,0.575,0.4708333333333333
2024-07-31,KZT,0.5899430109417302,0.175,0.075,0.0375
2024-07-31,TJS,0.5741789013423394,0.175,0.14166666666666666,0.07083333333333333
2024-07-31,UZS,0.572396553951606,0.125,0.10833333333333334,0.05416666666666667
2024-08-06,AMD,0.3439709817818503,0.025,0.041666666666666664,0.020833333333333332
2024-08-06,KGS,0.3439709817818503,0.025,0.09166666666666666,0.04583333333333333
