epoch,training_bce,inner_brier
1,0.6094164076431297,0.2705052389346283
2,0.5692375055726383,0.2576346348135791
3,0.5640853401810566,0.25104639654711597
4,0.562343815929263,0.24726754852856142
5,0.5595642526280267,0.26052934979177617
6,0.5529194338721208,0.23932352397775247
7,0.5508411082073679,0.2321450875047307
8,0.5494112235902993,0.22928231072109514
9,0.5467317072831085,0.2410844841535394
10,0.5439425625663594,0.22270649352872887
11,0.5461580163756027,0.23062288867281014
12,0.5432287029426963,0.23487181678616403
13,0.5384615767315946,0.23346097082415107
14,0.5360270181660666,0.24323426957483665
15,0.5334122209707365,0.2510000072716907
16,0.5323451410214671,0.2213027977945955
17,0.5277475818674086,0.2543240381519316
18,0.5266407662811909,0.2338680783972471
19,0.5251380457720695,0.22182975393361296
20,0.5271661292047018,0.2272721039642829
21,0.5197634630456311,0.2787373325800753
22,0.5160073154001519,0.24146530492603052
23,0.511126943900901,0.25221662976464526
24,0.5102598254420595,0.252749749261421
25,0.5042785233749887,0.23996952599194202
26,0.5016703943403207,0.2664164776387097
27,0.4986179127411219,0.3041552091116491
28,0.4971252287026982,0.26136500924661465
29,0.48992738878682124,0.24064432316492937
30,0.48767025720809126,0.2518697184489305
31,0.4817950401254344,0.2576342846542551
