date,corridor,session_ordinal,rub_per_unit,feature_known_at,ret1,ret3,ret5,ret10,ret20,ret60,pr20,pr60,pr120,pr252,vol5,vol20,vol60,volratio,moex_cny_close_minus_fixing_same_session,oxr_log_basis,oxr_basis_chg1,oxr_basis_chg5,oxr_basis_z20,oxr_available,oxr_age_days,halyk_rub_sell_official_basis,halyk_rub_personal_legal_gap,halyk_personal_rub_ret1,halyk_personal_rub_ret5,halyk_personal_usd_ret1,halyk_personal_usd_ret5,treasury_t10yie_stale_level,treasury_t10yie_stale_chg5,treasury_t10yie_stale_chg20,treasury_t5yifr_stale_level,treasury_t5yifr_stale_chg5,treasury_t5yifr_stale_chg20
2026-09-03,KZT,4117,0.189762,2026-09-03,0.011186800745916381,0.02453413714750896,0.03176467771135827,0.02535537261268339,0.10137399510799061,0.2487746212130213,0.975,0.9916666666666667,0.9958333333333333,0.998015873015873,0.011367551746098612,0.009742533950375718,0.009753666580402259,1.1654644591746741,0.005128295580976605,-0.0020372030334820934,0.0005975059085865375,0.0031692928431625855,0.46121202155630453,1.0,1.2951504629629629,0.001941474118857256,-0.08004270767353616,-0.011299555253933224,-0.026169717733384612,-0.003895265691330252,0.0016275162275274369,2.33,-0.009999999999999787,0.06000000000000005,2.35,0.010000000000000231,0.050000000000000266
