track,scope,config_id,rows,dates,brier,signals,lift,forward_delta_bps,branch,source_contract,source_table,hit_rate,symmetric_delta_bps,regret_bps,logloss,auc,ece10,mean_signals_per_corridor_week,min_cell_week_coverage,mean_cell_week_coverage,cutoff,first_date,last_date,delay,raw_brier,candidate_quality,candidate_lift,candidate_lift_unstandardized,forward_bps_absolute,forward_bps_per_candidate,regret_bps_per_candidate,log_loss,candidate_frequency_per_week,weeks_1_to_2_share,threshold
test2026_january_freeze,all,oxr_basis_24m_delay24h,780,156.0,0.2066407427394267,170.0,1.3779397151374624,34.78198830645531,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_basis_24m_delay48h,780,156.0,0.207965038409068,171.0,1.3853744107005812,34.9777624415227,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_coverage_120m,780,156.0,0.2088575156630681,176.0,1.2785524215007982,25.423199245821426,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_full_120m_delay24h,780,156.0,0.2102543605980699,178.0,1.264687302590019,22.83295683519738,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_full_120m_delay48h,780,156.0,0.2081793903284055,176.0,1.330774152271273,25.50151504607996,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_full_120m_since2020,780,156.0,0.2104595887741264,178.0,1.281111813013266,22.9986768093599,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_full_120m_since2022,780,156.0,0.2064624827740998,172.0,1.4293193717277486,32.412380156943975,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_full_24m_delay24h,780,156.0,0.2124907753880646,171.0,1.3843120070113932,32.1196862154106,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_full_24m_delay48h,780,156.0,0.2071893056628567,172.0,1.4086161879895558,34.924630849671544,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_returns_120m_delay24h,780,156.0,0.2103070892341441,178.0,1.281111813013266,22.955167422720116,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_returns_120m_delay48h,780,156.0,0.2083522549518192,176.0,1.330774152271273,25.59726064181996,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_returns_24m_delay24h,780,156.0,0.2106410359710796,168.0,1.3377881724022718,37.59397140101547,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,oxr_returns_24m_delay48h,780,156.0,0.2055022808955629,172.0,1.411226158038147,30.91690560227866,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,v3_120m,780,156.0,0.2084060246673179,173.0,1.3369494467346497,29.640444412858635,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,all,v3_24m,780,156.0,0.2066268660247649,168.0,1.3752929360562436,37.770423127129746,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_basis_120m_delay24h,156,156.0,0.2351189471107063,34.0,1.126934984520124,29.83197507207521,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_basis_120m_delay48h,156,156.0,0.2330326614994063,35.0,1.0947368421052632,16.57331720830146,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_basis_120m_since2020,156,156.0,0.2346409591603831,34.0,1.126934984520124,29.83197507207521,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_basis_120m_since2022,156,156.0,0.234537418169693,34.0,1.126934984520124,29.33635081177408,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_basis_24m_delay24h,156,156.0,0.2360620033210645,33.0,0.9952153110047848,34.14832054250775,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_basis_24m_delay48h,156,156.0,0.2355806764131691,33.0,0.9952153110047848,33.791723737965285,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_coverage_120m,156,156.0,0.2359781491011252,35.0,1.1729323308270678,28.74464308698828,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_full_120m_delay24h,156,156.0,0.2364379864182502,34.0,1.126934984520124,29.83197507207521,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_full_120m_delay48h,156,156.0,0.2343856249518434,34.0,1.126934984520124,29.33635081177408,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_full_120m_since2020,156,156.0,0.2364212337456672,34.0,1.126934984520124,29.83197507207521,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_full_120m_since2022,156,156.0,0.2340044783866208,34.0,1.126934984520124,26.774593496831155,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_full_24m_delay24h,156,156.0,0.2437033190544748,34.0,1.126934984520124,20.40267636063816,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_full_24m_delay48h,156,156.0,0.2383618855159328,36.0,1.216374269005848,25.08591136342453,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_returns_120m_delay24h,156,156.0,0.2370475220206591,34.0,1.126934984520124,29.33635081177408,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_returns_120m_delay48h,156,156.0,0.234250745933582,34.0,1.126934984520124,29.83197507207521,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_returns_24m_delay24h,156,156.0,0.2425753937241128,33.0,1.0781499202551834,30.89924552155357,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,oxr_returns_24m_delay48h,156,156.0,0.2381304633532124,33.0,1.1610845295055825,23.074727186912963,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,v3_120m,156,156.0,0.2349803479118283,34.0,1.2074303405572755,31.604298956545374,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_january_freeze,KZT,v3_24m,156,156.0,0.2369881464779988,33.0,0.9952153110047848,31.508934218021103,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_basis_120m_delay24h,610,122.0,0.2331988022200671,142.0,1.0706612195491,16.27683305977655,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_basis_120m_delay48h,610,122.0,0.2317132849059885,140.0,1.1604786744400122,20.122296291746345,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_basis_120m_since2020,610,122.0,0.2334222191512173,142.0,1.0706612195491,16.27683305977655,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_basis_120m_since2022,610,122.0,0.2304263009457296,138.0,1.234433374844334,26.780195682564397,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_basis_24m_delay24h,610,122.0,0.2300552176012431,135.0,1.205418326693227,30.827656526843946,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_basis_24m_delay48h,610,122.0,0.2306973297196884,137.0,1.2437264742785443,30.992471010761292,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_coverage_120m,610,122.0,0.233311114192409,141.0,1.09558599695586,18.508155283370108,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_full_120m_delay24h,610,122.0,0.2350925654083717,143.0,1.0806185257468848,15.247957639908936,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_full_120m_delay48h,610,122.0,0.2328839047020508,141.0,1.1535763306390117,18.637564313943493,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_full_120m_since2020,610,122.0,0.2352701914229843,143.0,1.0989340939798828,15.45423844690844,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_full_120m_since2022,610,122.0,0.2301335398184551,137.0,1.2636534839924671,27.40709421724729,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_full_24m_delay24h,610,122.0,0.237048595750708,137.0,1.2433364691125743,27.482893802673924,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_full_24m_delay48h,610,122.0,0.2304076003452917,138.0,1.2516710710399503,30.732630311890077,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_returns_120m_delay24h,610,122.0,0.235051796244178,143.0,1.0989340939798828,15.400079909692488,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_returns_120m_delay48h,610,122.0,0.2330577571328478,141.0,1.1535763306390117,18.757076546923905,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_returns_24m_delay24h,610,122.0,0.2346315296892791,135.0,1.182959783818153,32.96268642716925,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,oxr_returns_24m_delay48h,610,122.0,0.2287386705067225,137.0,1.2431415582379683,25.692071603595416,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,v3_120m,610,122.0,0.2328111432481098,138.0,1.1595512620754131,23.871544868630338,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,all,v3_24m,610,122.0,0.2297812161388069,133.0,1.2020675173639157,34.655853952761156,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_basis_120m_delay24h,122,122.0,0.242453601566669,27.0,1.1296296296296295,26.431126558282106,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_basis_120m_delay48h,122,122.0,0.2397376142210947,28.0,1.0892857142857142,9.698149302567716,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_basis_120m_since2020,122,122.0,0.2416833547188931,27.0,1.1296296296296295,26.431126558282106,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_basis_120m_since2022,122,122.0,0.241843260711855,27.0,1.1296296296296295,25.807007119384387,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_basis_24m_delay24h,122,122.0,0.2448436296236161,26.0,0.9775641025641024,32.08150111413578,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_basis_24m_delay48h,122,122.0,0.2446149590608134,26.0,0.9775641025641024,31.628897477601125,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_coverage_120m,122,122.0,0.2433113743284559,28.0,1.1800595238095235,24.91230665092625,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
test2026_common_january_freeze,KZT,oxr_full_120m_delay24h,122,122.0,0.2441477232358519,27.0,1.1296296296296295,26.431126558282106,oxr,primary_and_depth_controls,oxr/summary.csv,,,,,,,,,,,,,,,,,,,,,,,,
