epoch,training_bce,inner_brier
1,0.6044094321374356,0.18159197604817343
2,0.5684757978532906,0.18005021882384306
3,0.5656462497651452,0.1764738041581876
4,0.5627993048606188,0.16954605923802543
5,0.5605473846881524,0.16086917667795433
6,0.5578420248061481,0.1525767598911627
7,0.5568151392618151,0.15004428339304318
8,0.5537924443754623,0.14745464619739426
9,0.5529865379746622,0.1464504198277172
10,0.5514647183687055,0.14260852981059624
11,0.5474660808457711,0.1414436210684674
12,0.5479628263659666,0.14161487650880356
13,0.5439018073310932,0.13944346637527752
14,0.5400310028694368,0.13410957193362574
15,0.5399230802979997,0.13628032157622436
16,0.535037668288874,0.1297375567669649
17,0.5359221900430253,0.12969795287288222
18,0.5351594191503425,0.13067610637518318
19,0.5308440552126141,0.12842970361363606
20,0.5247200854760371,0.12746009145697318
21,0.5217336405294175,0.12488868096460945
22,0.5202362601343924,0.12948837761039575
23,0.5163599224080622,0.12307592243849239
24,0.5108968847230979,0.1275010193183126
25,0.5148196131550942,0.12526338487906827
26,0.5143152926560484,0.13642427423543196
27,0.5120006783770121,0.13464369902043
28,0.5100412779411841,0.13596455543290867
29,0.4996910481960639,0.13278272796400434
30,0.49620389868670567,0.13361488220974188
31,0.49072485470323823,0.1379432383879477
32,0.4904332882924966,0.14299835504162148
33,0.48736798096300415,0.1500017598214794
34,0.4810282463569482,0.142845342452693
35,0.4777238591852168,0.13175641803705948
36,0.4747181179627994,0.13885567410417166
37,0.4703693161055539,0.14064577971829056
38,0.4689285117549538,0.13379308884225283
