train_horizon,evaluate_horizon,year,scope,policy,interpretation,rows,dates,contacts,hits,hit_rate,lift_standardized,lift_unstandardized,forward_delta_bps,forward_delta_unstandardized_bps,mean_all_observed_week_coverage,mean_legacy_full_week_coverage
3,5,2024,all,signal,frozen_policy_rescore_no_refit,1215,243,49,18,0.3673469387755102,1.1073417721518986,1.1020408163265307,36.49137192138406,36.34644985674572,0.1764705882352941,0.18367346938775508
3,5,2024,all,strict05_signal,frozen_policy_rescore_no_refit,1215,243,41,19,0.4634146341463415,1.4140888208269524,1.3902439024390245,44.519446972413704,43.26726011270931,0.1607843137254902,0.16734693877551016
3,5,2024,AMD,candidate_signal,frozen_policy_rescore_no_refit,243,243,54,24,0.4444444444444444,1.2705882352941176,1.2705882352941176,23.36900177395192,23.369001773951915,0.9215686274509803,0.9591836734693877
3,5,2024,AMD,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,42,19,0.4523809523809524,1.2932773109243696,1.2932773109243696,36.37919204350163,36.37919204350163,0.7843137254901961,0.8163265306122449
3,5,2024,AMD,signal,frozen_policy_rescore_no_refit,243,243,11,2,0.18181818181818182,0.5197860962566845,0.5197860962566845,-14.91488749458278,-14.914887494582782,0.1568627450980392,0.16326530612244897
3,5,2024,AMD,strict05_signal,frozen_policy_rescore_no_refit,243,243,8,1,0.125,0.3573529411764706,0.3573529411764706,-7.6449197727411295,-7.644919772741126,0.1568627450980392,0.16326530612244897
3,5,2024,KGS,candidate_signal,frozen_policy_rescore_no_refit,243,243,44,21,0.4772727272727273,1.2886363636363638,1.2886363636363638,40.599744767498706,40.599744767498706,0.8235294117647058,0.8571428571428571
3,5,2024,KGS,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,40,20,0.5,1.35,1.35,50.34845759371628,50.34845759371629,0.7647058823529411,0.7959183673469388
3,5,2024,KGS,signal,frozen_policy_rescore_no_refit,243,243,8,3,0.375,1.0125,1.0125,66.00281313462918,66.00281313462916,0.1568627450980392,0.16326530612244897
3,5,2024,KGS,strict05_signal,frozen_policy_rescore_no_refit,243,243,8,5,0.625,1.6875,1.6875,52.20790822819852,52.20790822819852,0.1568627450980392,0.16326530612244897
3,5,2024,KZT,candidate_signal,frozen_policy_rescore_no_refit,243,243,53,17,0.32075471698113206,1.199129172714078,1.1991291727140783,6.769805858934824,6.769805858934824,0.9019607843137255,0.9183673469387755
3,5,2024,KZT,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,41,13,0.3170731707317073,1.1853658536585365,1.1853658536585365,23.133863044690067,23.133863044690074,0.7647058823529411,0.7959183673469388
3,5,2024,KZT,signal,frozen_policy_rescore_no_refit,243,243,11,3,0.2727272727272727,1.0195804195804197,1.0195804195804195,68.9393745395331,68.9393745395331,0.19607843137254902,0.20408163265306123
3,5,2024,KZT,strict05_signal,frozen_policy_rescore_no_refit,243,243,10,3,0.3,1.1215384615384616,1.1215384615384614,23.093495548665892,23.09349554866589,0.19607843137254902,0.20408163265306123
3,5,2024,TJS,candidate_signal,frozen_policy_rescore_no_refit,243,243,52,20,0.38461538461538464,1.0995475113122173,1.0995475113122173,27.53827368314876,27.53827368314875,0.9411764705882353,0.9591836734693877
3,5,2024,TJS,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,42,20,0.47619047619047616,1.3613445378151259,1.3613445378151259,34.78328508882871,34.78328508882872,0.7843137254901961,0.8163265306122449
3,5,2024,TJS,signal,frozen_policy_rescore_no_refit,243,243,12,5,0.4166666666666667,1.1911764705882353,1.1911764705882353,16.985340995603718,16.98534099560371,0.23529411764705882,0.24489795918367346
3,5,2024,TJS,strict05_signal,frozen_policy_rescore_no_refit,243,243,3,1,0.3333333333333333,0.9529411764705883,0.9529411764705882,-21.733793885249096,-21.7337938852491,0.058823529411764705,0.061224489795918366
3,5,2024,UZS,candidate_signal,frozen_policy_rescore_no_refit,243,243,49,24,0.4897959183673469,1.4877551020408164,1.4877551020408164,30.898737240594578,30.898737240594578,0.8823529411764706,0.9183673469387755
3,5,2024,UZS,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,42,20,0.47619047619047616,1.4464285714285714,1.4464285714285714,43.61364498873171,43.6136449887317,0.7843137254901961,0.8163265306122449
3,5,2024,UZS,signal,frozen_policy_rescore_no_refit,243,243,7,5,0.7142857142857143,2.169642857142857,2.169642857142857,65.99446708986962,65.9944670898696,0.13725490196078433,0.14285714285714285
3,5,2024,UZS,strict05_signal,frozen_policy_rescore_no_refit,243,243,12,9,0.75,2.278125,2.278125,108.58832036619924,108.58832036619924,0.23529411764705882,0.24489795918367346
5,3,2024,all,candidate_signal,frozen_policy_rescore_no_refit,1215,243,237,123,0.5189873417721519,1.3361795341767626,1.3359525852821283,21.683529961359547,21.671923047593868,0.8431372549019607,0.8775510204081632
5,3,2024,all,strict05_candidate_signal,frozen_policy_rescore_no_refit,1215,243,174,110,0.632183908045977,1.625912408759124,1.6273378141437758,67.46042332978423,67.54214885426346,0.6823529411764706,0.710204081632653
5,3,2024,all,signal,frozen_policy_rescore_no_refit,1215,243,46,24,0.5217391304347826,1.364529714553112,1.343036109064112,21.559164631827908,20.52048815738108,0.17254901960784313,0.1795918367346939
5,3,2024,all,strict05_signal,frozen_policy_rescore_no_refit,1215,243,39,21,0.5384615384615384,1.3912213740458015,1.3860821382007822,58.582197183487274,58.38303736001611,0.15294117647058825,0.15918367346938775
5,3,2024,AMD,candidate_signal,frozen_policy_rescore_no_refit,243,243,48,25,0.5208333333333334,1.291454081632653,1.2914540816326532,22.02336884830949,22.023368848309488,0.8431372549019608,0.8775510204081632
5,3,2024,AMD,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,37,23,0.6216216216216216,1.5413678985107553,1.5413678985107555,63.10386732622864,63.103867326228645,0.7254901960784313,0.7551020408163265
5,3,2024,AMD,signal,frozen_policy_rescore_no_refit,243,243,9,5,0.5555555555555556,1.3775510204081631,1.3775510204081634,6.699678960510267,6.699678960510264,0.1568627450980392,0.16326530612244897
5,3,2024,AMD,strict05_signal,frozen_policy_rescore_no_refit,243,243,9,4,0.4444444444444444,1.1020408163265305,1.1020408163265305,45.54984651433419,45.549846514334206,0.17647058823529413,0.1836734693877551
5,3,2024,KGS,candidate_signal,frozen_policy_rescore_no_refit,243,243,46,26,0.5652173913043478,1.3598794662074898,1.3598794662074902,31.595091980869714,31.595091980869718,0.8431372549019608,0.8775510204081632
5,3,2024,KGS,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,34,22,0.6470588235294118,1.5567850902737332,1.5567850902737332,66.10587581545788,66.10587581545789,0.6666666666666666,0.6938775510204082
5,3,2024,KGS,signal,frozen_policy_rescore_no_refit,243,243,6,5,0.8333333333333334,2.0049504950495054,2.004950495049505,117.33162420607114,117.33162420607115,0.11764705882352941,0.12244897959183673
5,3,2024,KGS,strict05_signal,frozen_policy_rescore_no_refit,243,243,6,3,0.5,1.2029702970297032,1.202970297029703,42.614213419664146,42.61421341966415,0.11764705882352941,0.12244897959183673
5,3,2024,KZT,candidate_signal,frozen_policy_rescore_no_refit,243,243,47,20,0.425531914893617,1.276595744680851,1.2765957446808511,18.33764724679477,18.337647246794777,0.8431372549019608,0.8775510204081632
5,3,2024,KZT,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,34,20,0.5882352941176471,1.7647058823529411,1.7647058823529413,73.25994070765216,73.25994070765216,0.6666666666666666,0.6938775510204082
5,3,2024,KZT,signal,frozen_policy_rescore_no_refit,243,243,12,4,0.3333333333333333,1.0,1.0,-19.31608930599874,-19.316089305998737,0.21568627450980393,0.22448979591836735
5,3,2024,KZT,strict05_signal,frozen_policy_rescore_no_refit,243,243,8,3,0.375,1.125,1.125,25.570949167846237,25.57094916784624,0.1568627450980392,0.16326530612244897
5,3,2024,TJS,candidate_signal,frozen_policy_rescore_no_refit,243,243,47,25,0.5319148936170213,1.3189318280503697,1.318931828050369,19.6244137050729,19.6244137050729,0.8235294117647058,0.8571428571428571
5,3,2024,TJS,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,35,22,0.6285714285714286,1.5586005830903789,1.558600583090379,71.26396773360699,71.26396773360699,0.6862745098039216,0.7142857142857143
5,3,2024,TJS,signal,frozen_policy_rescore_no_refit,243,243,7,3,0.42857142857142855,1.0626822157434401,1.0626822157434401,16.074475255735216,16.074475255735212,0.13725490196078433,0.14285714285714285
5,3,2024,TJS,strict05_signal,frozen_policy_rescore_no_refit,243,243,7,5,0.7142857142857143,1.7711370262390669,1.771137026239067,108.8883046562343,108.8883046562343,0.13725490196078433,0.14285714285714285
5,3,2024,UZS,candidate_signal,frozen_policy_rescore_no_refit,243,243,49,27,0.5510204081632653,1.4244463742943985,1.4244463742943985,17.230281638072835,17.23028163807283,0.8627450980392157,0.8979591836734694
5,3,2024,UZS,strict05_candidate_signal,frozen_policy_rescore_no_refit,243,243,34,23,0.6764705882352942,1.7487484355444307,1.7487484355444305,63.84099811323563,63.84099811323564,0.6666666666666666,0.6938775510204082
5,3,2024,UZS,signal,frozen_policy_rescore_no_refit,243,243,12,7,0.5833333333333334,1.507978723404255,1.5079787234042554,28.892205172075254,28.892205172075258,0.23529411764705882,0.24489795918367346
5,3,2024,UZS,strict05_signal,frozen_policy_rescore_no_refit,243,243,9,6,0.6666666666666666,1.7234042553191486,1.7234042553191489,72.47622945251123,72.47622945251123,0.17647058823529413,0.1836734693877551
5,5,2024,all,candidate_signal,separately_trained_matched_date_evaluation,1215,243,237,105,0.4430379746835443,1.3295987493486192,1.3291139240506329,24.49444811333371,24.476756864165843,0.8431372549019607,0.8775510204081632
5,5,2024,all,strict05_candidate_signal,separately_trained_matched_date_evaluation,1215,243,174,96,0.5517241379310345,1.6532955350815026,1.6551724137931034,73.83156389787895,73.95311494310579,0.6823529411764706,0.710204081632653
5,5,2024,all,signal,separately_trained_matched_date_evaluation,1215,243,46,22,0.4782608695652174,1.4686813186813183,1.4347826086956523,26.339659442565033,24.79145910729205,0.17254901960784313,0.1795918367346939
5,5,2024,all,strict05_signal,separately_trained_matched_date_evaluation,1215,243,39,18,0.46153846153846156,1.3929936305732482,1.3846153846153848,68.25493887953186,67.95647981460226,0.15294117647058825,0.15918367346938775
5,5,2024,AMD,candidate_signal,separately_trained_matched_date_evaluation,243,243,48,22,0.4583333333333333,1.3102941176470588,1.3102941176470586,25.1039594096306,25.103959409630598,0.8431372549019608,0.8775510204081632
5,5,2024,AMD,strict05_candidate_signal,separately_trained_matched_date_evaluation,243,243,37,20,0.5405405405405406,1.5453100158982511,1.5453100158982511,73.21016777717402,73.21016777717401,0.7254901960784313,0.7551020408163265
5,5,2024,AMD,signal,separately_trained_matched_date_evaluation,243,243,9,5,0.5555555555555556,1.588235294117647,1.588235294117647,3.793268715556388,3.793268715556408,0.1568627450980392,0.16326530612244897
5,5,2024,AMD,strict05_signal,separately_trained_matched_date_evaluation,243,243,9,3,0.3333333333333333,0.9529411764705882,0.9529411764705882,46.85881630193934,46.85881630193933,0.17647058823529413,0.1836734693877551
5,5,2024,KGS,candidate_signal,separately_trained_matched_date_evaluation,243,243,46,23,0.5,1.35,1.35,32.94295706375516,32.94295706375516,0.8431372549019608,0.8775510204081632
5,5,2024,KGS,strict05_candidate_signal,separately_trained_matched_date_evaluation,243,243,34,20,0.5882352941176471,1.5882352941176472,1.5882352941176472,71.75805412775314,71.75805412775314,0.6666666666666666,0.6938775510204082
5,5,2024,KGS,signal,separately_trained_matched_date_evaluation,243,243,6,5,0.8333333333333334,2.2500000000000004,2.2500000000000004,168.60418938650733,168.60418938650733,0.11764705882352941,0.12244897959183673
5,5,2024,KGS,strict05_signal,separately_trained_matched_date_evaluation,243,243,6,3,0.5,1.3500000000000003,1.35,43.49922865459019,43.4992286545902,0.11764705882352941,0.12244897959183673
5,5,2024,KZT,candidate_signal,separately_trained_matched_date_evaluation,243,243,47,17,0.3617021276595745,1.3522094926350239,1.3522094926350245,20.726036749137744,20.72603674913774,0.8431372549019608,0.8775510204081632
5,5,2024,KZT,strict05_candidate_signal,separately_trained_matched_date_evaluation,243,243,34,17,0.5,1.8692307692307688,1.8692307692307693,83.33196523186045,83.33196523186045,0.6666666666666666,0.6938775510204082
5,5,2024,KZT,signal,separately_trained_matched_date_evaluation,243,243,12,3,0.25,0.9346153846153846,0.9346153846153846,-19.599479912311978,-19.599479912311978,0.21568627450980393,0.22448979591836735
5,5,2024,KZT,strict05_signal,separately_trained_matched_date_evaluation,243,243,8,3,0.375,1.4019230769230768,1.4019230769230768,43.377559192789114,43.377559192789114,0.1568627450980392,0.16326530612244897
5,5,2024,TJS,candidate_signal,separately_trained_matched_date_evaluation,243,243,47,21,0.44680851063829785,1.2773466833541927,1.2773466833541927,22.965349435900688,22.965349435900695,0.8235294117647058,0.8571428571428571
5,5,2024,TJS,strict05_candidate_signal,separately_trained_matched_date_evaluation,243,243,35,19,0.5428571428571428,1.5519327731092436,1.5519327731092436,69.94637158767908,69.94637158767907,0.6862745098039216,0.7142857142857143
5,5,2024,TJS,signal,separately_trained_matched_date_evaluation,243,243,7,3,0.42857142857142855,1.2252100840336133,1.2252100840336133,4.6076838298867555,4.60768382988676,0.13725490196078433,0.14285714285714285
5,5,2024,TJS,strict05_signal,separately_trained_matched_date_evaluation,243,243,7,4,0.5714285714285714,1.6336134453781512,1.633613445378151,91.60862908869522,91.60862908869522,0.13725490196078433,0.14285714285714285
5,5,2024,UZS,candidate_signal,separately_trained_matched_date_evaluation,243,243,49,22,0.4489795918367347,1.3637755102040816,1.3637755102040816,21.04740766465872,21.04740766465872,0.8627450980392157,0.8979591836734694
5,5,2024,UZS,strict05_candidate_signal,separately_trained_matched_date_evaluation,243,243,34,20,0.5882352941176471,1.7867647058823528,1.786764705882353,71.08036019646666,71.08036019646663,0.6666666666666666,0.6938775510204082
5,5,2024,UZS,signal,separately_trained_matched_date_evaluation,243,243,12,6,0.5,1.5187500000000003,1.51875,30.733312644789716,30.733312644789713,0.23529411764705882,0.24489795918367346
5,5,2024,UZS,strict05_signal,separately_trained_matched_date_evaluation,243,243,9,5,0.5555555555555556,1.6875,1.6875,110.10411338817416,110.10411338817414,0.17647058823529413,0.1836734693877551
3,3,2025,all,candidate_signal,separately_trained_matched_date_evaluation,1210,242,248,107,0.4314516129032258,1.5341865149899279,1.522030471174645,49.71033317390371,49.35389232459388,0.8745098039215687,0.9102040816326531
3,3,2025,all,strict05_candidate_signal,separately_trained_matched_date_evaluation,1210,242,116,58,0.5,1.759117683920291,1.7638483965014577,88.45515035591713,88.5435095558961,0.4235294117647059,0.4408163265306122
3,3,2025,all,signal,separately_trained_matched_date_evaluation,1210,242,51,18,0.35294117647058826,1.2929652715939446,1.2450694563539704,25.565624535046485,24.14827278902156,0.19999999999999998,0.20816326530612245
3,3,2025,all,strict05_signal,separately_trained_matched_date_evaluation,1210,242,27,10,0.37037037037037035,1.2763713080168775,1.3065543677788576,49.60886936803101,50.76375629045626,0.10196078431372549,0.10612244897959185
3,3,2025,AMD,candidate_signal,separately_trained_matched_date_evaluation,242,242,50,21,0.42,1.494705882352941,1.494705882352941,48.26566702484717,48.26566702484716,0.9019607843137255,0.9387755102040817
3,3,2025,AMD,strict05_candidate_signal,separately_trained_matched_date_evaluation,242,242,25,12,0.48,1.7082352941176469,1.7082352941176469,90.74769193952943,90.74769193952943,0.45098039215686275,0.46938775510204084
3,3,2025,AMD,signal,separately_trained_matched_date_evaluation,242,242,2,1,0.5,1.7794117647058822,1.7794117647058822,-45.50155153913852,-45.50155153913852,0.0392156862745098,0.04081632653061224
3,3,2025,AMD,strict05_signal,separately_trained_matched_date_evaluation,242,242,2,1,0.5,1.7794117647058822,1.7794117647058822,73.48282762871725,73.48282762871725,0.0392156862745098,0.04081632653061224
3,3,2025,KGS,candidate_signal,separately_trained_matched_date_evaluation,242,242,53,21,0.39622641509433965,1.5465611685940357,1.5465611685940355,43.871918104398326,43.87191810439833,0.9019607843137255,0.9387755102040817
3,3,2025,KGS,strict05_candidate_signal,separately_trained_matched_date_evaluation,242,242,23,11,0.4782608695652174,1.8667601683029449,1.8667601683029456,98.54927965176941,98.54927965176941,0.43137254901960786,0.4489795918367347
3,3,2025,KGS,signal,separately_trained_matched_date_evaluation,242,242,16,5,0.3125,1.2197580645161292,1.2197580645161292,24.66348071682996,24.663480716829962,0.3137254901960784,0.32653061224489793
3,3,2025,KGS,strict05_signal,separately_trained_matched_date_evaluation,242,242,4,0,0.0,0.0,0.0,34.10914713996728,34.10914713996728,0.0784313725490196,0.08163265306122448
3,3,2025,KZT,candidate_signal,separately_trained_matched_date_evaluation,242,242,51,20,0.39215686274509803,1.4828431372549022,1.4828431372549018,42.35163670477976,42.35163670477974,0.9019607843137255,0.9387755102040817
3,3,2025,KZT,strict05_candidate_signal,separately_trained_matched_date_evaluation,242,242,21,10,0.47619047619047616,1.8005952380952381,1.800595238095238,75.0608596913949,75.06085969139488,0.39215686274509803,0.40816326530612246
3,3,2025,KZT,signal,separately_trained_matched_date_evaluation,242,242,15,5,0.3333333333333333,1.2604166666666667,1.2604166666666665,12.860921829961455,12.860921829961455,0.29411764705882354,0.30612244897959184
3,3,2025,KZT,strict05_signal,separately_trained_matched_date_evaluation,242,242,10,5,0.5,1.890625,1.890625,84.72733145634807,84.72733145634808,0.19607843137254902,0.20408163265306123
3,3,2025,TJS,candidate_signal,separately_trained_matched_date_evaluation,242,242,42,25,0.5952380952380952,1.7566782810685249,1.756678281068525,83.56275601797445,83.56275601797446,0.7647058823529411,0.7959183673469388
3,3,2025,TJS,strict05_candidate_signal,separately_trained_matched_date_evaluation,242,242,24,13,0.5416666666666666,1.5985772357723578,1.5985772357723578,75.9014976250769,75.90149762507691,0.43137254901960786,0.4489795918367347
3,3,2025,TJS,signal,separately_trained_matched_date_evaluation,242,242,5,3,0.6,1.7707317073170732,1.7707317073170732,77.2322548427597,77.23225484275969,0.09803921568627451,0.10204081632653061
3,3,2025,TJS,strict05_signal,separately_trained_matched_date_evaluation,242,242,9,4,0.4444444444444444,1.3116531165311653,1.3116531165311653,27.93968305476089,27.9396830547609,0.1568627450980392,0.16326530612244897
3,3,2025,UZS,candidate_signal,separately_trained_matched_date_evaluation,242,242,52,20,0.38461538461538464,1.3892078071182548,1.3892078071182548,36.924969070268396,36.924969070268396,0.9019607843137255,0.9387755102040817
3,3,2025,UZS,strict05_candidate_signal,separately_trained_matched_date_evaluation,242,242,23,12,0.5217391304347826,1.8844905905256333,1.8844905905256326,101.19816149070938,101.19816149070938,0.4117647058823529,0.42857142857142855
3,3,2025,UZS,signal,separately_trained_matched_date_evaluation,242,242,13,4,0.3076923076923077,1.1113662456946036,1.1113662456946038,32.39685855639602,32.39685855639602,0.2549019607843137,0.2653061224489796
3,3,2025,UZS,strict05_signal,separately_trained_matched_date_evaluation,242,242,2,0,0.0,0.0,0.0,-21.346616468397446,-21.34661646839745,0.0392156862745098,0.04081632653061224
3,5,2025,all,candidate_signal,frozen_policy_rescore_no_refit,1210,242,248,89,0.3588709677419355,1.640240651892468,1.6202756379393357,49.21621378056003,48.68603398755725,0.8745098039215687,0.9102040816326531
3,5,2025,all,strict05_candidate_signal,frozen_policy_rescore_no_refit,1210,242,116,43,0.3706896551724138,1.6665598975016014,1.673636129696346,93.60977792038632,93.73736339905722,0.4235294117647059,0.4408163265306122
3,5,2025,all,signal,frozen_policy_rescore_no_refit,1210,242,51,15,0.29411764705882354,1.4047987616099071,1.3279192273924496,26.165620535990826,24.077390684170144,0.19999999999999998,0.20816326530612245
3,5,2025,all,strict05_signal,frozen_policy_rescore_no_refit,1210,242,27,7,0.25925925925925924,1.123342175066313,1.1705362078496406,49.45217948015863,51.21209701952062,0.10196078431372549,0.10612244897959185
3,5,2025,AMD,candidate_signal,frozen_policy_rescore_no_refit,242,242,50,18,0.36,1.6437735849056605,1.6437735849056603,49.631657301976105,49.63165730197611,0.9019607843137255,0.9387755102040817
3,5,2025,AMD,strict05_candidate_signal,frozen_policy_rescore_no_refit,242,242,25,9,0.36,1.6437735849056607,1.6437735849056603,96.75548861114612,96.75548861114612,0.45098039215686275,0.46938775510204084
3,5,2025,AMD,signal,frozen_policy_rescore_no_refit,242,242,2,1,0.5,2.2830188679245285,2.2830188679245285,-5.563822468885348,-5.563822468885327,0.0392156862745098,0.04081632653061224
3,5,2025,AMD,strict05_signal,frozen_policy_rescore_no_refit,242,242,2,0,0.0,0.0,0.0,53.22825588744195,53.22825588744195,0.0392156862745098,0.04081632653061224
3,5,2025,KGS,candidate_signal,frozen_policy_rescore_no_refit,242,242,53,18,0.33962264150943394,1.6773199845976123,1.6773199845976126,41.86377370752387,41.863773707523855,0.9019607843137255,0.9387755102040817
3,5,2025,KGS,strict05_candidate_signal,frozen_policy_rescore_no_refit,242,242,23,8,0.34782608695652173,1.7178349600709848,1.717834960070985,105.2298225160915,105.2298225160915,0.43137254901960786,0.4489795918367347
3,5,2025,KGS,signal,frozen_policy_rescore_no_refit,242,242,16,4,0.25,1.2346938775510206,1.2346938775510206,19.908892221053375,19.908892221053375,0.3137254901960784,0.32653061224489793
3,5,2025,KGS,strict05_signal,frozen_policy_rescore_no_refit,242,242,4,0,0.0,0.0,0.0,26.1378041231352,26.1378041231352,0.0784313725490196,0.08163265306122448
3,5,2025,KZT,candidate_signal,frozen_policy_rescore_no_refit,242,242,51,17,0.3333333333333333,1.6805555555555558,1.6805555555555554,42.67846455957463,42.67846455957462,0.9019607843137255,0.9387755102040817
3,5,2025,KZT,strict05_candidate_signal,frozen_policy_rescore_no_refit,242,242,21,7,0.3333333333333333,1.6805555555555551,1.6805555555555554,71.99697703491589,71.99697703491587,0.39215686274509803,0.40816326530612246
3,5,2025,KZT,signal,frozen_policy_rescore_no_refit,242,242,15,4,0.26666666666666666,1.344444444444444,1.3444444444444443,-4.755525949871279,-4.755525949871284,0.29411764705882354,0.30612244897959184
3,5,2025,KZT,strict05_signal,frozen_policy_rescore_no_refit,242,242,10,3,0.3,1.5125,1.5125,80.29059106177795,80.29059106177792,0.19607843137254902,0.20408163265306123
