method,train_horizon,evaluate_horizon,years,scope,interpretation,rows,dates,contacts,hits,hit_rate,lift_standardized,lift_unstandardized,forward_delta_bps,forward_delta_unstandardized_bps,mean_all_observed_week_coverage,mean_legacy_full_week_coverage
threshold_only,5,3,2023–2025,KZT,"H5 trained probabilities/signals evaluated against H3 outcomes, no H3 refit",727,727,96,62,0.6458333333333334,1.8906249999999998,1.9164115646258504,84.90107566382694,85.4186447897634,0.4003921568627451,0.4029195011337869
cooldown_replay_test_annual,5,3,2023–2025,KZT,"H5 trained probabilities/signals evaluated against H3 outcomes, no H3 refit",727,727,60,39,0.65,1.9219386369807228,1.9287755102040818,81.91052019873133,81.60126341350457,0.38745098039215686,0.38945578231292516
cooldown_replay_test_continuous,5,3,2023–2025,KZT,"H5 trained probabilities/signals evaluated against H3 outcomes, no H3 refit",727,727,60,39,0.65,1.9219386369807228,1.9287755102040818,81.91052019873133,81.60126341350457,0.38745098039215686,0.38945578231292516
