train_horizon,year,scope,policy,rows,dates,corridors,contacts,hit_rate,raw_base_hit,lift_standardized,forward_delta_bps,mean_all_observed_week_coverage,mean_legacy_full_week_coverage,brier
5,2024,KZT,strict05_candidate_signal,243,243,1,34,0.5,0.2674897119341564,1.8692307692307688,83.33196523186047,0.6666666666666666,0.6938775510204082,0.1925626805159965
5,2024,KZT,signal,243,243,1,12,0.25,0.2674897119341564,0.9346153846153846,-19.599479912311978,0.21568627450980393,0.22448979591836735,0.1925626805159965
5,2024,KZT,strict05_signal,243,243,1,8,0.375,0.2674897119341564,1.4019230769230768,43.377559192789114,0.1568627450980392,0.16326530612244897,0.1925626805159965
5,2024,TJS,candidate_signal,243,243,1,47,0.44680851063829785,0.3497942386831276,1.2773466833541927,22.965349435900688,0.8235294117647058,0.8571428571428571,0.19472954209457446
5,2024,TJS,strict05_candidate_signal,243,243,1,35,0.5428571428571428,0.3497942386831276,1.5519327731092436,69.94637158767908,0.6862745098039216,0.7142857142857143,0.19472954209457446
5,2024,TJS,signal,243,243,1,7,0.42857142857142855,0.3497942386831276,1.2252100840336133,4.607683829886755,0.13725490196078433,0.14285714285714285,0.19472954209457446
5,2024,TJS,strict05_signal,243,243,1,7,0.5714285714285714,0.3497942386831276,1.6336134453781512,91.60862908869522,0.13725490196078433,0.14285714285714285,0.19472954209457446
5,2024,UZS,candidate_signal,243,243,1,49,0.4489795918367347,0.3292181069958848,1.3637755102040816,21.04740766465872,0.8627450980392157,0.8979591836734694,0.176026801247954
5,2024,UZS,strict05_candidate_signal,243,243,1,34,0.5882352941176471,0.3292181069958848,1.7867647058823528,71.08036019646666,0.6666666666666666,0.6938775510204082,0.176026801247954
5,2024,UZS,signal,243,243,1,12,0.5,0.3292181069958848,1.5187500000000003,30.733312644789716,0.23529411764705882,0.24489795918367346,0.176026801247954
5,2024,UZS,strict05_signal,243,243,1,9,0.5555555555555556,0.3292181069958848,1.6875,110.10411338817416,0.17647058823529413,0.1836734693877551,0.176026801247954
5,2025,all,candidate_signal,1210,242,5,204,0.39705882352941174,0.22148760330578512,1.8036437246963561,72.22182708137318,0.7568627450980392,0.7877551020408162,0.16267335692220672
5,2025,all,strict05_candidate_signal,1210,242,5,62,0.5483870967741935,0.22148760330578512,2.46494907130018,128.6908728620756,0.21960784313725493,0.22857142857142856,0.16267335692220672
5,2025,all,signal,1210,242,5,45,0.3111111111111111,0.22148760330578512,1.446626814688301,52.38280356131267,0.1647058823529412,0.17142857142857143,0.16267335692220672
5,2025,all,strict05_signal,1210,242,5,17,0.35294117647058826,0.22148760330578512,1.4877049180327868,82.85638762242625,0.06274509803921569,0.06530612244897958,0.16267335692220672
5,2025,AMD,candidate_signal,242,242,1,40,0.375,0.2190082644628099,1.7122641509433962,72.90767042325301,0.7647058823529411,0.7959183673469388,0.16031661871612932
5,2025,AMD,strict05_candidate_signal,242,242,1,13,0.5384615384615384,0.2190082644628099,2.4586357039187225,125.10528563040862,0.23529411764705882,0.24489795918367346,0.16031661871612932
5,2025,AMD,signal,242,242,1,3,0.3333333333333333,0.2190082644628099,1.5220125786163523,109.35335972909076,0.058823529411764705,0.061224489795918366,0.16031661871612932
5,2025,AMD,strict05_signal,242,242,1,1,0.0,0.2190082644628099,0.0,26.265435263572712,0.0196078431372549,0.02040816326530612,0.16031661871612932
5,2025,KGS,candidate_signal,242,242,1,40,0.35,0.2024793388429752,1.7285714285714284,62.62104084132943,0.7450980392156863,0.7755102040816326,0.153736206109616
5,2025,KGS,strict05_candidate_signal,242,242,1,11,0.6363636363636364,0.2024793388429752,3.1428571428571423,161.4274744045486,0.19607843137254902,0.20408163265306123,0.153736206109616
5,2025,KGS,signal,242,242,1,13,0.15384615384615385,0.2024793388429752,0.759811616954474,20.992436617116393,0.23529411764705882,0.24489795918367346,0.153736206109616
5,2025,KGS,strict05_signal,242,242,1,1,0.0,0.2024793388429752,0.0,-7.092517939117421,0.0196078431372549,0.02040816326530612,0.153736206109616
5,2025,KZT,candidate_signal,242,242,1,44,0.4318181818181818,0.19834710743801653,2.177083333333334,56.462709323278204,0.803921568627451,0.8367346938775511,0.15646926295095248
5,2025,KZT,strict05_candidate_signal,242,242,1,12,0.4166666666666667,0.19834710743801653,2.100694444444444,86.95844129886531,0.21568627450980393,0.22448979591836735,0.15646926295095248
5,2025,KZT,signal,242,242,1,11,0.36363636363636365,0.19834710743801653,1.8333333333333335,18.623830951820654,0.17647058823529413,0.1836734693877551,0.15646926295095248
5,2025,KZT,strict05_signal,242,242,1,5,0.2,0.19834710743801653,1.0083333333333333,18.03163089593783,0.09803921568627451,0.10204081632653061,0.15646926295095248
5,2025,TJS,candidate_signal,242,242,1,38,0.5263157894736842,0.2892561983471074,1.8195488721804511,85.61049147613305,0.7058823529411765,0.7346938775510204,0.1936187465940052
5,2025,TJS,strict05_candidate_signal,242,242,1,13,0.6153846153846154,0.2892561983471074,2.127472527472527,112.94224163206287,0.21568627450980393,0.22448979591836735,0.1936187465940052
5,2025,TJS,signal,242,242,1,7,0.42857142857142855,0.2892561983471074,1.4816326530612247,71.31082969055774,0.13725490196078433,0.14285714285714285,0.1936187465940052
5,2025,TJS,strict05_signal,242,242,1,7,0.42857142857142855,0.2892561983471074,1.4816326530612247,60.56573224618079,0.11764705882352941,0.12244897959183673,0.1936187465940052
5,2025,UZS,candidate_signal,242,242,1,42,0.30952380952380953,0.19834710743801653,1.5605158730158732,85.10824732617935,0.7647058823529411,0.7959183673469388,0.14922595024033047
5,2025,UZS,strict05_candidate_signal,242,242,1,13,0.5384615384615384,0.19834710743801653,2.7147435897435894,158.84713453847218,0.23529411764705882,0.24489795918367346,0.14922595024033047
5,2025,UZS,signal,242,242,1,11,0.36363636363636365,0.19834710743801653,1.8333333333333335,95.65695061321391,0.21568627450980393,0.22448979591836735,0.14922595024033047
5,2025,UZS,strict05_signal,242,242,1,3,0.6666666666666666,0.19834710743801653,3.361111111111111,291.7557973512788,0.058823529411764705,0.061224489795918366,0.14922595024033047
5,2026,all,candidate_signal,780,156,5,173,0.45664739884393063,0.3423076923076923,1.3369494467346497,29.640444412858635,0.9212121212121213,0.9483870967741936,0.20840602466731797
5,2026,all,strict05_candidate_signal,780,156,5,54,0.6296296296296297,0.3423076923076923,1.852602165560601,92.53551965899995,0.296969696969697,0.3161290322580645,0.20840602466731797
5,2026,all,signal,780,156,5,33,0.3939393939393939,0.3423076923076923,1.124168514412417,-4.146522309595071,0.1939393939393939,0.2,0.20840602466731797
5,2026,all,strict05_signal,780,156,5,14,0.5714285714285714,0.3423076923076923,1.650793650793651,78.03327276449916,0.08484848484848485,0.09032258064516129,0.20840602466731797
