track,trim_first_dates_per_outer_fold,inferential_status,baseline_reestimated_each_draw,candidate_policy,baseline_policy,bootstrap_repetitions,candidate_support_status,baseline_support_status,lift_delta,lift_delta_ci95_low,lift_delta_ci95_high,lift_paired_valid_draws,hit_rate_delta,hit_rate_delta_ci95_low,hit_rate_delta_ci95_high,hit_rate_paired_valid_draws,forward_delta_bps_delta,forward_delta_bps_delta_ci95_low,forward_delta_bps_delta_ci95_high,forward_delta_bps_paired_valid_draws,symmetric_delta_bps_delta,symmetric_delta_bps_delta_ci95_low,symmetric_delta_bps_delta_ci95_high,symmetric_delta_bps_paired_valid_draws,regret_bps_delta,regret_bps_delta_ci95_low,regret_bps_delta_ci95_high,regret_bps_paired_valid_draws,signals_delta,signals_delta_ci95_low,signals_delta_ci95_high,signals_paired_valid_draws
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.50,basis_train_120m::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.5156527188259512,-0.15610200500019566,1.5683160132172294,10000,0.17298223078569902,-0.04695041684949541,0.4273391812865497,10000,62.895075246141324,31.07137352310744,122.26204420886356,10000,-10.510980858067565,-37.24784603127155,27.482568962187404,10000,-48.35835285659147,-88.73877468993642,-18.58946059462443,10000,-119.0,-150.0,-85.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.65,basis_train_120m::legacy,10000,sparse; no strong inference,descriptive retrospective interval,-0.036949446734649616,-0.37584060571089783,0.4341654982633082,6547,-0.028075970272502082,-0.17720168067226894,0.10299003322259132,6547,7.174498510792631,-36.89364997920507,41.963782938486744,6547,-90.85688686341135,-101.86650222465087,-82.52792390048795,6547,8.410135227225766,-26.462088300260064,42.13540983488686,6547,-166.0,-190.0,-137.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.50,annual_recent_calibration_3m::legacy,10000,descriptive retrospective interval,descriptive retrospective interval,0.15788214219641827,-0.08795577887004837,0.604001988488062,10000,0.04499890246579352,-0.03478151682571573,0.1464726831855725,10000,12.819918328044196,-11.285197792683428,52.40420538351556,10000,28.321203333196646,18.889490966062173,40.54162175826265,10000,-17.138906693078397,-46.81333407940518,11.003716875004699,10000,-94.0,-114.0,-73.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.65,annual_recent_calibration_3m::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.46696470300045423,-0.3054002788024146,1.3891993203954696,10000,0.14139617607825705,-0.10213702074167186,0.37854624811146553,10000,48.949025771521896,-7.327753971029166,121.6607001729006,10000,47.617740698152915,22.319327793080426,75.19804401722207,10000,-37.92152094048513,-64.40811643690844,-12.32102798480108,10000,-134.0,-155.0,-113.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.50,baseline_reproduction::threshold_0.50,10000,sparse; no strong inference,descriptive retrospective interval,-0.22221080202044652,-0.8752299155686523,0.6406812514837259,10000,-0.06602254428341381,-0.25290322580645164,0.20440665154950857,10000,-5.872451641301723,-65.51243731565926,84.58502336564291,10000,-3.8869061432538032,-26.86189709859408,28.047375800448282,10000,-26.527319213958656,-88.65956170616576,24.199988737587105,10000,8.0,-14.0,27.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.65,baseline_reproduction::threshold_0.65,10000,sparse; no strong inference,sparse; no strong inference,-1.2999999999999996,-1.673809523809524,-0.9762141578334141,5780,-0.5714285714285714,-0.5714285714285714,-0.5714285714285714,5780,-172.4116191307681,-319.7217343354607,-23.896692798165418,5780,-140.80786819825235,-183.4405188658392,-98.75864234979299,5780,95.24392747760497,95.24392747760497,95.24392747760497,5780,5.0,-4.0,20.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.50,baseline_reproduction::threshold_0.50,10000,descriptive retrospective interval,descriptive retrospective interval,-0.5295121702870151,-1.0004700624141858,-0.17916356119306465,10000,-0.17666483214089157,-0.27711711711711706,-0.06095457159286949,10000,-64.72246845991336,-101.93953713535012,-14.060324494667327,10000,31.012370798662637,-0.5967966925965129,66.20779740464793,10000,16.24511459455546,-40.601149993897764,57.077344492103265,10000,33.0,1.0,65.0,10000
diagnostic_2026,0,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::threshold_0.65,baseline_reproduction::threshold_0.65,10000,sparse; no strong inference,sparse; no strong inference,-0.7456166419019314,-1.8704376442063273,0.17232711577203874,9008,-0.3846153846153846,-0.6511627906976745,-0.07317073170731703,9008,-139.41195177055334,-325.3549508678563,18.6785461075318,9008,-6.266147886035867,-52.37381657276869,38.80947588255615,9008,60.46525895489511,5.098558552782342,114.23689892088201,9008,37.0,24.0,49.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,baseline_reproduction::threshold_0.50,baseline_reproduction::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.5704807296486625,0.041811903207581436,1.0568669306957872,10000,0.2004504504504504,0.013888888888888895,0.36071428571428577,10000,55.567238567742024,-8.114333318106691,110.14161634522713,10000,-13.603635033870237,-38.41402970845843,14.518797279094862,10000,-9.806865906321065,-60.312677813407845,47.37493893381159,10000,-106.0,-132.0,-76.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,baseline_reproduction::threshold_0.65,baseline_reproduction::legacy,10000,sparse; no strong inference,descriptive retrospective interval,1.1114844016192864,0.6437291842409476,1.9053621768167122,9047,0.5337837837837838,0.4078947368421053,0.6571428571428571,9047,164.70952655872114,-11.223664253753526,338.4896179224412,9047,50.40429965622568,0.8699227917355472,98.47061491735622,9047,-81.00036342909091,-113.23351898903137,-51.70829135332782,9047,-146.0,-166.0,-126.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::legacy,baseline_reproduction::legacy,10000,descriptive retrospective interval,descriptive retrospective interval,-0.04023087236074452,-0.3218980332937834,0.14352095883534144,10000,-0.015235824059353476,-0.09583221146111397,0.044264824877946626,10000,-9.231333349576968,-22.08955103407104,1.3506686998672066,10000,-2.2905458465056014,-12.938827577987007,7.379094713507939,10000,6.791484149309397,-2.096860776161577,17.069335657241993,10000,5.0,-4.0,13.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.50,baseline_reproduction::legacy,10000,sparse; no strong inference,descriptive retrospective interval,0.3607900304207492,-0.30298011015499826,1.0030643539917175,10000,0.13378378378378375,-0.07667202834159861,0.3340397757677338,10000,49.29386222223583,24.03113052719701,98.8280676871912,10000,-16.54758702199211,-43.74770602490416,17.57029444755355,10000,-39.44688888380016,-72.50576881262701,-12.580833941241451,10000,-98.0,-127.0,-65.97500000000036,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,basis_train_120m::threshold_0.65,baseline_reproduction::legacy,10000,sparse; no strong inference,descriptive retrospective interval,-0.07799957224499288,-0.36136275333640533,0.24806405533384393,6558,-0.03764478764478768,-0.1791208791208791,0.060829493087557585,6558,-3.5138096579685403,-56.968763808599846,35.59192283239979,6558,-90.12565044089371,-99.71769230839577,-81.2025212205459,6558,14.24356404851406,-14.612151789936092,44.92264361134225,6558,-141.0,-166.0,-113.0,10000
diagnostic_2026,20,retrospective exploratory; thresholds post-selected; source availability proxies,True,annual_recent_calibration_3m::legacy,baseline_reproduction::legacy,10000,descriptive retrospective interval,descriptive retrospective interval,0.0217863678135648,-0.3792958964532578,0.30466691672458945,10000,0.007467994310099535,-0.10908606448174796,0.1154891304347826,10000,-17.71421789160484,-36.41181363025823,1.9340996247241478,10000,-5.77543441510883,-19.299940662746977,5.114336866609072,10000,19.51758901555739,-2.215491386142318,39.48377800606535,10000,4.0,-6.0,16.0,10000
