config_id,track,policy,threshold,signals,mean_per_corridor_week,hit_rate,lift,forward_delta_bps,symmetric_bps,regret_bps,min_cell_week_coverage,mean_cell_week_coverage
annual_recent_calibration_3m,development_2023_2025,legacy_plus_historical_low_fact,,213,0.2848137535816619,0.3427230046948357,1.2341259482688236,44.95240436127254,70.1364968328964,122.32295639110242,0.125,0.264937641723356
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.00,0.0,195,1.2133333333333334,0.27692307692307694,0.8089887640449438,-12.4763774523547,-6.809752023494392,114.6193694884021,1.0,1.0
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.30,0.3,133,0.8275555555555555,0.5413533834586466,1.5866647831614635,47.52548729875116,48.24678194724699,77.53201337390293,0.5483870967741935,0.7483870967741936
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.35,0.35,120,0.7466666666666666,0.5333333333333333,1.5619524405506886,47.42365293790646,47.84261761697482,77.4817992211225,0.5161290322580645,0.6774193548387097
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.40,0.4,105,0.6533333333333333,0.5904761904761905,1.7370689655172413,54.644200430759106,50.50035540536384,78.28362396971542,0.3870967741935484,0.6129032258064515
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.45,0.45,90,0.5599999999999999,0.5666666666666667,1.6756529064869417,41.69458152185968,46.360278321568714,81.60290292512171,0.2903225806451613,0.5612903225806452
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.50,0.5,79,0.4915555555555555,0.5189873417721519,1.5453007972940327,33.685502840388324,50.487818351285526,81.24787320230185,0.22580645161290322,0.4967741935483871
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.55,0.55,64,0.3982222222222222,0.546875,1.6245165129425765,54.36527443114497,53.14573602455512,72.56168501138043,0.22580645161290322,0.4064516129032258
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.60,0.6,52,0.32355555555555554,0.5961538461538461,1.7845018450184504,77.1843033009785,70.50318400640909,48.02343044992923,0.12903225806451613,0.32903225806451614
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.65,0.65,39,0.24266666666666664,0.6153846153846154,1.8543833580980678,69.81461028386603,69.68620569474598,60.465258954895106,0.03225806451612903,0.25161290322580643
annual_recent_calibration_3m,diagnostic_2026,fixed_probability_0.70,0.7,33,0.2053333333333333,0.6363636363636364,1.9157894736842105,84.83591939323136,69.70376896885675,59.51226751583011,0.0,0.2129032258064516
annual_recent_calibration_3m,diagnostic_2026,legacy_validation_cadence,,173,1.0764444444444443,0.47398843930635837,1.3874186550976138,20.865584512344135,22.23845829454318,98.38677989538024,0.9032258064516129,0.9419354838709678
annual_recent_calibration_3m,diagnostic_2026,legacy_plus_historical_low_fact,,62,0.3857777777777778,0.46774193548387094,1.3780079195857449,2.352488091618293,49.25893393104043,91.42270061096256,0.12903225806451613,0.3096774193548387
