period,segment,market_contacts,aware_contacts,market_gross,aware_gross,random_gross,relevance_market,relevance_aware,gross_retention
2023-2025 OOT,frequent,44.2,8.33851851851852,175.37295307902787,140.7890622318201,43.4829823149576,17.54985754985755,66.7318113174025,80.27980356148575
2023-2025 OOT,monthly,44.2,7.387407407407407,363.61419415946114,321.7867400270492,61.18254730024891,12.803753980224569,58.207159330191516,88.49674880566715
2023-2025 OOT,occasional,44.2,4.962962962962963,675.7579376731422,537.8101427233069,152.4172291209522,8.741411094352271,55.76119402985075,79.58621168034884
2026 diagnostic,frequent,33.6,6.348888888888889,116.95576781933265,98.07485323143383,29.46100116199503,17.89021164021164,67.2733636681834,83.85636301660206
2026 diagnostic,monthly,33.6,5.5088888888888885,262.36066918902185,231.05212198991072,28.197710545358497,12.466931216931217,57.966922146026626,88.06660034223559
2026 diagnostic,occasional,33.6,3.8088888888888888,708.5512878039953,648.4738864649706,72.28771742066655,8.492063492063492,54.842473745624275,91.52109348001868
