scenario,year,policy,contacts,relevant_contacts,shifted_transfers,planned_transfers,completed_transfers,organic_volume_rub,policy_volume_rub,gross_timing_value_rub,net_scenario_value_rub,execution_drag_rub,shifted_amount_rub,sum_advance_days,hurt_transfers,contact_target_sum,contact_forward_bps_sum,client_periods,exposure_weeks,contacts_per_client,contacts_per_client_week,relevance_rate,shift_rate_per_contact,shifted_fraction_of_transfers,gross_value_rub_per_client,net_scenario_value_rub_per_client,timing_bps_all_planned_volume,timing_bps_shifted_volume,conditional_contact_hit_rate,conditional_contact_forward_bps,incremental_volume_rub
base,2026,user_aware,7050,4299,1392,15699,15699,486022478.6418487,486022478.6418487,439920.38775884185,432870.38775884185,0.0,64821306.76402816,4531,388,3285.0,427991.05785247,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.6097872340425532,0.1974468085106383,0.08866806802981081,325.8669538954384,320.6447316732162,9.051441180008064,67.86663363025113,0.46595744680851064,60.70795146843547,0.0
base,2026,weekly_fixed,44550,5656,1605,15699,15699,486022478.6418487,486022478.6418487,273564.5420367724,229014.54203677244,0.0,75572709.77005127,5268,726,13500.0,1177739.0836045174,1350,43392.857142857145,33.0,1.0266666666666666,0.1269584736251403,0.036026936026936025,0.1022358111981655,202.64040150872032,169.64040150872032,5.62863970409819,36.19885311366503,0.30303030303030304,26.436343066319132,0.0
execution_drag_25bps,2023,frequency_gate,13446,3055,1044,24286,24286,749723386.0623099,749723386.0623099,310175.54138844006,185969.6002299899,110759.94115845016,44303976.46338007,3119,224,7141.0,1087157.6182679865,1350,67114.28571428571,9.96,0.20034482758620692,0.2272051167633497,0.07764390896921017,0.04298772955612287,229.75966028773337,137.75525942962216,4.137199761335193,70.01076791488887,0.5310873122118102,80.85360837929395,0.0
execution_drag_25bps,2023,market_only,57510,7499,2235,24286,24286,749723386.0623099,749723386.0623099,751540.0860426856,443737.60691658774,250292.47912609787,100116991.65043914,6915,542,30510.0,4640442.944146212,1350,67114.28571428571,42.6,0.856896551724138,0.1303947139627891,0.03886280646844027,0.09202832907848144,556.696360031619,328.6945236419169,10.024231603470678,75.06618743266932,0.5305164319248826,80.68932262469505,0.0
execution_drag_25bps,2023,matched_calendar,9097,1205,436,24286,24286,749723386.0623099,749723386.0623099,-34608.306359257214,-87639.97015388601,43934.663794628796,17573865.51785152,1208,181,2505.0,-140163.27085013728,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.13246125096185557,0.04792788831482907,0.01795272996788273,-25.635782488338677,-64.91849641028594,-0.46161433673593455,-19.693052916617646,0.27536550511157526,-15.40763667694155,0.0
execution_drag_25bps,2023,matched_random_market,9097,1513,524,24286,24286,749723386.0623099,749723386.0623099,163891.38090744737,104902.43219051289,49891.94871693447,19956779.48677379,1436,112,4819.0,741742.5438847983,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.16631856656040453,0.057601407057271625,0.02157621675039117,121.40102289440546,77.70550532630584,2.1860246586175753,82.12316071140897,0.5297350774980762,81.53705000382526,0.0
execution_drag_25bps,2023,user_aware,9097,5531,1849,24286,24286,749723386.0623099,749723386.0623099,608018.6034369663,393433.15141848015,205488.45201848613,82195380.80739444,5646,438,4794.0,730587.4493889746,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.6080026382323843,0.20325381994063976,0.07613439841884213,450.38415069404914,291.431964013689,8.109905796461758,73.9723567753418,0.5269869187644278,80.31081118929038,0.0
execution_drag_25bps,2023,weekly_fixed,67500,8744,2542,24286,24286,749723386.0623099,749723386.0623099,118238.10337472722,-230197.27970125293,280935.3830759801,112374153.23039205,7705,1077,22950.0,1134542.6978765724,1350,67114.28571428571,50.0,1.0057471264367817,0.12954074074074073,0.03765925925925926,0.1046693568310961,87.58378027757571,-170.51650348240958,1.5770897049875459,10.521823744674878,0.34,16.808039968541813,0.0
execution_drag_25bps,2024,frequency_gate,15572,3525,1145,24452,24452,756157490.3622506,756157490.3622506,129382.2646778706,-14536.940538234898,128347.20521610549,51338882.086442195,3455,338,6814.0,654712.1876474975,1350,67500.0,11.534814814814816,0.2306962962962963,0.22636783971230415,0.07352941176470588,0.046826435465401606,95.83871457620045,-10.76810410239622,1.711049170667975,25.201613167194083,0.4375802722835859,42.044193915200196,0.0
execution_drag_25bps,2024,market_only,66960,8718,2482,24452,24452,756157490.3622506,756157490.3622506,452008.25228429656,98552.27556806104,286495.9767162355,114598390.68649419,7841,677,29700.0,2867248.642979719,1350,67500.0,49.6,0.992,0.13019713261648747,0.03706690561529271,0.10150498936692295,334.8209276179974,73.00168560597115,5.977699858104348,39.4428097616878,0.4435483870967742,42.82032023565889,0.0
execution_drag_25bps,2024,matched_calendar,10457,1408,472,24452,24452,756157490.3622506,756157490.3622506,-53244.90194259914,-113600.53908772193,49898.6371451228,19959454.858049117,1314,210,2639.0,-433392.0789863386,1350,67500.0,7.745925925925926,0.1549185185185185,0.1346466481782538,0.04513722865066463,0.01930312448879437,-39.440668105628994,-84.14854747238661,-0.7041509556043839,-26.676531158428354,0.2523668356125084,-41.445163908036584,0.0
execution_drag_25bps,2024,matched_random_market,10457,1648,508,24452,24452,756157490.3622506,756157490.3622506,76516.23651900838,14858.282840676557,51200.95367833182,20480381.47133273,1378,160,4654.0,445988.2781133288,1350,67500.0,7.745925925925926,0.1549185185185185,0.15759778139045616,0.048579898632494976,0.020775396695566824,56.678693717783986,11.00613543753819,1.0119087292562814,37.36074771171203,0.4450607248732906,42.649734925249,0.0
execution_drag_25bps,2024,user_aware,10457,6350,2129,24452,24452,756157490.3622506,756157490.3622506,361575.06884087616,105289.7731719213,245828.29566895484,98331318.26758194,6721,601,4566.0,447676.4333093658,1350,67500.0,7.745925925925926,0.1549185185185185,0.6072487329061872,0.20359567753657837,0.08706854245051529,267.83338432657496,77.99242457179356,4.781742870359682,36.77109950432556,0.43664530936214974,42.81117273686199,0.0
execution_drag_25bps,2024,weekly_fixed,68850,8746,2520,24452,24452,756157490.3622506,756157490.3622506,75261.16825223622,-287404.2230953307,293815.3913475669,117526156.53902677,8180,1187,19440.0,357057.7906799681,1350,67500.0,51.0,1.02,0.12702977487291212,0.036601307189542485,0.10305905447407165,55.749013520174984,-212.89201710765238,0.9953107548558573,6.4037802705854965,0.2823529411764706,5.186024555990822,0.0
execution_drag_25bps,2025,frequency_gate,12766,2908,1017,24357,24357,756292949.4006555,756292949.4006555,207468.40566074126,86360.51878249717,108341.8868782441,43336754.751297645,3045,298,4859.0,544219.9547017686,1350,67307.14285714286,9.456296296296296,0.1896678340231349,0.22779257402475325,0.07966473445088516,0.04175391058012071,153.68030048943797,63.970754653701604,2.7432280814617553,47.873544489283425,0.3806203979320069,42.63042101690181,0.0
execution_drag_25bps,2025,market_only,54540,7111,2174,24357,24357,756292949.4006555,756292949.4006555,436357.52630372,126607.0301374818,255210.49616623818,102084198.46649528,6934,646,20790.0,2246275.160917463,1350,67307.14285714286,40.4,0.8103151862464184,0.13038137147048037,0.03986065273193986,0.08925565545838979,323.2277972620148,93.78298528702355,5.7696892011160905,42.74486481342512,0.3811881188118812,41.18582986647346,0.0
execution_drag_25bps,2025,matched_calendar,8376,1064,382,24357,24357,756292949.4006555,756292949.4006555,31219.85232011327,-16774.64290191465,39618.49522202792,15847398.088811168,1128,181,1738.0,-34678.1637136503,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.12702960840496658,0.04560649474689589,0.015683376442090568,23.125816533417236,-12.425661408825666,0.4128010494459095,19.700301680536192,0.20749761222540591,-4.140181914237141,0.0
execution_drag_25bps,2025,matched_random_market,8376,1292,427,24357,24357,756292949.4006555,756292949.4006555,106654.10686735853,51332.905707526974,46945.20115983156,18778080.463932626,1223,121,3160.0,334926.3535647396,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.15425023877745941,0.05097898758357211,0.017530894609352546,79.00304212396928,38.02437459816813,1.4102221493917062,56.79712954271916,0.3772683858643744,39.98643189645888,0.0
execution_drag_25bps,2025,user_aware,8376,5172,1778,24357,24357,756292949.4006555,756292949.4006555,380927.3534480954,166093.83452068904,206457.51892740637,82583007.57096255,5681,510,3180.0,361451.27641551703,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.6174785100286533,0.21227316141356256,0.07299749558648438,282.16840996155213,123.03247001532522,5.036769862127783,46.12660214884633,0.37965616045845274,43.15320874110757,0.0
execution_drag_25bps,2025,weekly_fixed,68850,8880,2553,24357,24357,756292949.4006555,756292949.4006555,-384961.64375115786,-742832.7184417249,289021.0746905671,115608429.87622683,7854,1493,13500.0,-2316792.2136051827,1350,67307.14285714286,51.0,1.0229226361031518,0.1289760348583878,0.03708061002178649,0.1048158640226629,-285.1567731490058,-550.2464581049815,-5.090112820121237,-33.29875201689938,0.19607843137254902,-33.649850597025164,0.0
execution_drag_25bps,2026,frequency_gate,10633,2449,784,15699,15699,486022478.6418487,486022478.6418487,220030.4640269255,121245.03437989931,88152.42964702618,35260971.85881047,2466,225,5078.0,660628.1657789508,1350,43392.857142857145,7.876296296296296,0.24504032921810698,0.2303206997084548,0.07373271889400922,0.049939486591502644,162.98552890883371,89.8111365777032,4.527166410940152,62.40056709382719,0.47756982977522805,62.12998831740344,0.0
execution_drag_25bps,2026,market_only,45360,5874,1643,15699,15699,486022478.6418487,486022478.6418487,489540.4761655574,257340.20213863277,186840.27402692466,74736109.61076987,5239,464,21330.0,2770154.1360070896,1350,43392.857142857145,33.6,1.0453333333333332,0.1294973544973545,0.036221340388007055,0.10465634753805975,362.62257493744994,190.62237195454279,10.07238343241941,65.50253668743443,0.47023809523809523,61.070417460473756,0.0
execution_drag_25bps,2026,matched_calendar,7050,934,319,15699,15699,486022478.6418487,486022478.6418487,27881.746418317984,-10039.481024900075,30871.227443218057,12348490.977287224,897,122,2944.0,351430.6718235235,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.1324822695035461,0.04524822695035461,0.02031976559016498,20.653145495050357,-7.4366526110370925,0.5736719522979948,22.579071782618076,0.4175886524822695,49.84832224447141,0.0
execution_drag_25bps,2026,matched_random_market,7050,1139,372,15699,15699,486022478.6418487,486022478.6418487,58475.89310760903,16273.884331466452,35152.008776142575,14060803.510457031,1044,105,3275.0,423465.08565257554,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.16156028368794326,0.05276595744680851,0.023695776801070132,43.315476376006686,12.054729134419594,1.2031520285031936,41.587874451215015,0.4645390070921986,60.06596959611001,0.0
execution_drag_25bps,2026,user_aware,7050,4299,1392,15699,15699,486022478.6418487,486022478.6418487,439920.38775884185,270817.1208487715,162053.2669100704,64821306.76402816,4531,388,3285.0,427991.05785247,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.6097872340425532,0.1974468085106383,0.08866806802981081,325.8669538954384,200.60527470279368,9.051441180008064,67.86663363025113,0.46595744680851064,60.70795146843547,0.0
execution_drag_25bps,2026,weekly_fixed,44550,5656,1605,15699,15699,486022478.6418487,486022478.6418487,273564.5420367724,40082.76761164427,188931.77442512818,75572709.77005127,5268,726,13500.0,1177739.0836045174,1350,43392.857142857145,33.0,1.0266666666666666,0.1269584736251403,0.036026936026936025,0.1022358111981655,202.64040150872032,29.690938971588345,5.62863970409819,36.19885311366503,0.30303030303030304,26.436343066319132,0.0
execution_drag_50bps,2023,frequency_gate,13446,3055,1044,24286,24286,749723386.0623099,749723386.0623099,310175.54138844006,75209.65907153973,221519.88231690033,44303976.46338007,3119,224,7141.0,1087157.6182679865,1350,67114.28571428571,9.96,0.20034482758620692,0.2272051167633497,0.07764390896921017,0.04298772955612287,229.75966028773337,55.71085857151091,4.137199761335193,70.01076791488887,0.5310873122118102,80.85360837929395,0.0
execution_drag_50bps,2023,market_only,57510,7499,2235,24286,24286,749723386.0623099,749723386.0623099,751540.0860426856,193445.12779048987,500584.95825219573,100116991.65043914,6915,542,30510.0,4640442.944146212,1350,67114.28571428571,42.6,0.856896551724138,0.1303947139627891,0.03886280646844027,0.09202832907848144,556.696360031619,143.29268725221473,10.024231603470678,75.06618743266932,0.5305164319248826,80.68932262469505,0.0
execution_drag_50bps,2023,matched_calendar,9097,1205,436,24286,24286,749723386.0623099,749723386.0623099,-34608.306359257214,-131574.63394851482,87869.32758925759,17573865.51785152,1208,181,2505.0,-140163.27085013728,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.13246125096185557,0.04792788831482907,0.01795272996788273,-25.635782488338677,-97.46269181371468,-0.46161433673593455,-19.693052916617646,0.27536550511157526,-15.40763667694155,0.0
execution_drag_50bps,2023,matched_random_market,9097,1513,524,24286,24286,749723386.0623099,749723386.0623099,163891.38090744737,55010.48347357841,99783.89743386894,19956779.48677379,1436,112,4819.0,741742.5438847983,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.16631856656040453,0.057601407057271625,0.02157621675039117,121.40102289440546,40.74850627672475,2.1860246586175753,82.12316071140897,0.5297350774980762,81.53705000382526,0.0
execution_drag_50bps,2023,user_aware,9097,5531,1849,24286,24286,749723386.0623099,749723386.0623099,608018.6034369663,187944.69939999405,410976.90403697226,82195380.80739444,5646,438,4794.0,730587.4493889746,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.6080026382323843,0.20325381994063976,0.07613439841884213,450.38415069404914,139.21829585184744,8.109905796461758,73.9723567753418,0.5269869187644278,80.31081118929038,0.0
execution_drag_50bps,2023,weekly_fixed,67500,8744,2542,24286,24286,749723386.0623099,749723386.0623099,118238.10337472722,-511132.6627772331,561870.7661519602,112374153.23039205,7705,1077,22950.0,1134542.6978765724,1350,67114.28571428571,50.0,1.0057471264367817,0.12954074074074073,0.03765925925925926,0.1046693568310961,87.58378027757571,-378.6167872423949,1.5770897049875459,10.521823744674878,0.34,16.808039968541813,0.0
execution_drag_50bps,2024,frequency_gate,15572,3525,1145,24452,24452,756157490.3622506,756157490.3622506,129382.2646778706,-142884.1457543404,256694.41043221098,51338882.086442195,3455,338,6814.0,654712.1876474975,1350,67500.0,11.534814814814816,0.2306962962962963,0.22636783971230415,0.07352941176470588,0.046826435465401606,95.83871457620045,-105.84010796617807,1.711049170667975,25.201613167194083,0.4375802722835859,42.044193915200196,0.0
execution_drag_50bps,2024,market_only,66960,8718,2482,24452,24452,756157490.3622506,756157490.3622506,452008.25228429656,-187943.70114817444,572991.953432471,114598390.68649419,7841,677,29700.0,2867248.642979719,1350,67500.0,49.6,0.992,0.13019713261648747,0.03706690561529271,0.10150498936692295,334.8209276179974,-139.21755640605514,5.977699858104348,39.4428097616878,0.4435483870967742,42.82032023565889,0.0
execution_drag_50bps,2024,matched_calendar,10457,1408,472,24452,24452,756157490.3622506,756157490.3622506,-53244.90194259914,-163499.17623284474,99797.2742902456,19959454.858049117,1314,210,2639.0,-433392.0789863386,1350,67500.0,7.745925925925926,0.1549185185185185,0.1346466481782538,0.04513722865066463,0.01930312448879437,-39.440668105628994,-121.11050091321832,-0.7041509556043839,-26.676531158428354,0.2523668356125084,-41.445163908036584,0.0
execution_drag_50bps,2024,matched_random_market,10457,1648,508,24452,24452,756157490.3622506,756157490.3622506,76516.23651900838,-36342.67083765526,102401.90735666364,20480381.47133273,1378,160,4654.0,445988.2781133288,1350,67500.0,7.745925925925926,0.1549185185185185,0.15759778139045616,0.048579898632494976,0.020775396695566824,56.678693717783986,-26.920496916781676,1.0119087292562814,37.36074771171203,0.4450607248732906,42.649734925249,0.0
execution_drag_50bps,2024,user_aware,10457,6350,2129,24452,24452,756157490.3622506,756157490.3622506,361575.06884087616,-140538.52249703353,491656.5913379097,98331318.26758194,6721,601,4566.0,447676.4333093658,1350,67500.0,7.745925925925926,0.1549185185185185,0.6072487329061872,0.20359567753657837,0.08706854245051529,267.83338432657496,-104.10260925706187,4.781742870359682,36.77109950432556,0.43664530936214974,42.81117273686199,0.0
execution_drag_50bps,2024,weekly_fixed,68850,8746,2520,24452,24452,756157490.3622506,756157490.3622506,75261.16825223622,-581219.6144428976,587630.7826951338,117526156.53902677,8180,1187,19440.0,357057.7906799681,1350,67500.0,51.0,1.02,0.12702977487291212,0.036601307189542485,0.10305905447407165,55.749013520174984,-430.5330477354797,0.9953107548558573,6.4037802705854965,0.2823529411764706,5.186024555990822,0.0
execution_drag_50bps,2025,frequency_gate,12766,2908,1017,24357,24357,756292949.4006555,756292949.4006555,207468.40566074126,-21981.368095746933,216683.7737564882,43336754.751297645,3045,298,4859.0,544219.9547017686,1350,67307.14285714286,9.456296296296296,0.1896678340231349,0.22779257402475325,0.07966473445088516,0.04175391058012071,153.68030048943797,-16.28249488573847,2.7432280814617553,47.873544489283425,0.3806203979320069,42.63042101690181,0.0
execution_drag_50bps,2025,market_only,54540,7111,2174,24357,24357,756292949.4006555,756292949.4006555,436357.52630372,-128603.4660287564,510420.99233247637,102084198.46649528,6934,646,20790.0,2246275.160917463,1350,67307.14285714286,40.4,0.8103151862464184,0.13038137147048037,0.03986065273193986,0.08925565545838979,323.2277972620148,-95.26182668796771,5.7696892011160905,42.74486481342512,0.3811881188118812,41.18582986647346,0.0
execution_drag_50bps,2025,matched_calendar,8376,1064,382,24357,24357,756292949.4006555,756292949.4006555,31219.85232011327,-56393.13812394257,79236.99044405585,15847398.088811168,1128,181,1738.0,-34678.1637136503,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.12702960840496658,0.04560649474689589,0.015683376442090568,23.125816533417236,-41.772694906624125,0.4128010494459095,19.700301680536192,0.20749761222540591,-4.140181914237141,0.0
execution_drag_50bps,2025,matched_random_market,8376,1292,427,24357,24357,756292949.4006555,756292949.4006555,106654.10686735853,4387.704547695408,93890.40231966312,18778080.463932626,1223,121,3160.0,334926.3535647396,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.15425023877745941,0.05097898758357211,0.017530894609352546,79.00304212396928,3.2501515168114135,1.4102221493917062,56.79712954271916,0.3772683858643744,39.98643189645888,0.0
execution_drag_50bps,2025,user_aware,8376,5172,1778,24357,24357,756292949.4006555,756292949.4006555,380927.3534480954,-40363.68440671733,412915.03785481275,82583007.57096255,5681,510,3180.0,361451.27641551703,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.6174785100286533,0.21227316141356256,0.07299749558648438,282.16840996155213,-29.89902548645728,5.036769862127783,46.12660214884633,0.37965616045845274,43.15320874110757,0.0
execution_drag_50bps,2025,weekly_fixed,68850,8880,2553,24357,24357,756292949.4006555,756292949.4006555,-384961.64375115786,-1031853.793132292,578042.1493811342,115608429.87622683,7854,1493,13500.0,-2316792.2136051827,1350,67307.14285714286,51.0,1.0229226361031518,0.1289760348583878,0.03708061002178649,0.1048158640226629,-285.1567731490058,-764.336143060957,-5.090112820121237,-33.29875201689938,0.19607843137254902,-33.649850597025164,0.0
execution_drag_50bps,2026,frequency_gate,10633,2449,784,15699,15699,486022478.6418487,486022478.6418487,220030.4640269255,33092.60473287314,176304.85929405235,35260971.85881047,2466,225,5078.0,660628.1657789508,1350,43392.857142857145,7.876296296296296,0.24504032921810698,0.2303206997084548,0.07373271889400922,0.049939486591502644,162.98552890883371,24.51304054286899,4.527166410940152,62.40056709382719,0.47756982977522805,62.12998831740344,0.0
execution_drag_50bps,2026,market_only,45360,5874,1643,15699,15699,486022478.6418487,486022478.6418487,489540.4761655574,70499.9281117081,373680.5480538493,74736109.61076987,5239,464,21330.0,2770154.1360070896,1350,43392.857142857145,33.6,1.0453333333333332,0.1294973544973545,0.036221340388007055,0.10465634753805975,362.62257493744994,52.222168971635625,10.07238343241941,65.50253668743443,0.47023809523809523,61.070417460473756,0.0
execution_drag_50bps,2026,matched_calendar,7050,934,319,15699,15699,486022478.6418487,486022478.6418487,27881.746418317984,-40910.70846811813,61742.45488643611,12348490.977287224,897,122,2944.0,351430.6718235235,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.1324822695035461,0.04524822695035461,0.02031976559016498,20.653145495050357,-30.30422849490232,0.5736719522979948,22.579071782618076,0.4175886524822695,49.84832224447141,0.0
execution_drag_50bps,2026,matched_random_market,7050,1139,372,15699,15699,486022478.6418487,486022478.6418487,58475.89310760903,-18878.124444676127,70304.01755228515,14060803.510457031,1044,105,3275.0,423465.08565257554,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.16156028368794326,0.05276595744680851,0.023695776801070132,43.315476376006686,-13.983795884945279,1.2031520285031936,41.587874451215015,0.4645390070921986,60.06596959611001,0.0
execution_drag_50bps,2026,user_aware,7050,4299,1392,15699,15699,486022478.6418487,486022478.6418487,439920.38775884185,108763.85393870105,324106.5338201408,64821306.76402816,4531,388,3285.0,427991.05785247,1350,43392.857142857145,5.222222222222222,0.16246913580246913,0.6097872340425532,0.1974468085106383,0.08866806802981081,325.8669538954384,80.56581773237114,9.051441180008064,67.86663363025113,0.46595744680851064,60.70795146843547,0.0
execution_drag_50bps,2026,weekly_fixed,44550,5656,1605,15699,15699,486022478.6418487,486022478.6418487,273564.5420367724,-148849.00681348392,377863.54885025637,75572709.77005127,5268,726,13500.0,1177739.0836045174,1350,43392.857142857145,33.0,1.0266666666666666,0.1269584736251403,0.036026936026936025,0.1022358111981655,202.64040150872032,-110.25852356554364,5.62863970409819,36.19885311366503,0.30303030303030304,26.436343066319132,0.0
high_contact_cost,2023,frequency_gate,13446,3055,1044,24286,24286,749723386.0623099,749723386.0623099,310175.54138844006,175715.54138844006,0.0,44303976.46338007,3119,224,7141.0,1087157.6182679865,1350,67114.28571428571,9.96,0.20034482758620692,0.2272051167633497,0.07764390896921017,0.04298772955612287,229.75966028773337,130.15966028773337,4.137199761335193,70.01076791488887,0.5310873122118102,80.85360837929395,0.0
high_contact_cost,2023,market_only,57510,7499,2235,24286,24286,749723386.0623099,749723386.0623099,751540.0860426856,176440.0860426856,0.0,100116991.65043914,6915,542,30510.0,4640442.944146212,1350,67114.28571428571,42.6,0.856896551724138,0.1303947139627891,0.03886280646844027,0.09202832907848144,556.696360031619,130.69636003161898,10.024231603470678,75.06618743266932,0.5305164319248826,80.68932262469505,0.0
high_contact_cost,2023,matched_calendar,9097,1205,436,24286,24286,749723386.0623099,749723386.0623099,-34608.306359257214,-125578.30635925721,0.0,17573865.51785152,1208,181,2505.0,-140163.27085013728,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.13246125096185557,0.04792788831482907,0.01795272996788273,-25.635782488338677,-93.02096767352386,-0.46161433673593455,-19.693052916617646,0.27536550511157526,-15.40763667694155,0.0
high_contact_cost,2023,matched_random_market,9097,1513,524,24286,24286,749723386.0623099,749723386.0623099,163891.38090744737,72921.38090744735,0.0,19956779.48677379,1436,112,4819.0,741742.5438847983,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.16631856656040453,0.057601407057271625,0.02157621675039117,121.40102289440546,54.015837709220264,2.1860246586175753,82.12316071140897,0.5297350774980762,81.53705000382526,0.0
high_contact_cost,2023,user_aware,9097,5531,1849,24286,24286,749723386.0623099,749723386.0623099,608018.6034369663,517048.60343696625,0.0,82195380.80739444,5646,438,4794.0,730587.4493889746,1350,67114.28571428571,6.738518518518519,0.13554491272882077,0.6080026382323843,0.20325381994063976,0.07613439841884213,450.38415069404914,382.9989655088639,8.109905796461758,73.9723567753418,0.5269869187644278,80.31081118929038,0.0
high_contact_cost,2023,weekly_fixed,67500,8744,2542,24286,24286,749723386.0623099,749723386.0623099,118238.10337472722,-556761.8966252728,0.0,112374153.23039205,7705,1077,22950.0,1134542.6978765724,1350,67114.28571428571,50.0,1.0057471264367817,0.12954074074074073,0.03765925925925926,0.1046693568310961,87.58378027757571,-412.41621972242433,1.5770897049875459,10.521823744674878,0.34,16.808039968541813,0.0
high_contact_cost,2024,frequency_gate,15572,3525,1145,24452,24452,756157490.3622506,756157490.3622506,129382.2646778706,-26337.735322129407,0.0,51338882.086442195,3455,338,6814.0,654712.1876474975,1350,67500.0,11.534814814814816,0.2306962962962963,0.22636783971230415,0.07352941176470588,0.046826435465401606,95.83871457620045,-19.50943357194771,1.711049170667975,25.201613167194083,0.4375802722835859,42.044193915200196,0.0
high_contact_cost,2024,market_only,66960,8718,2482,24452,24452,756157490.3622506,756157490.3622506,452008.25228429656,-217591.74771570347,0.0,114598390.68649419,7841,677,29700.0,2867248.642979719,1350,67500.0,49.6,0.992,0.13019713261648747,0.03706690561529271,0.10150498936692295,334.8209276179974,-161.17907238200257,5.977699858104348,39.4428097616878,0.4435483870967742,42.82032023565889,0.0
high_contact_cost,2024,matched_calendar,10457,1408,472,24452,24452,756157490.3622506,756157490.3622506,-53244.90194259914,-157814.90194259916,0.0,19959454.858049117,1314,210,2639.0,-433392.0789863386,1350,67500.0,7.745925925925926,0.1549185185185185,0.1346466481782538,0.04513722865066463,0.01930312448879437,-39.440668105628994,-116.89992736488827,-0.7041509556043839,-26.676531158428354,0.2523668356125084,-41.445163908036584,0.0
high_contact_cost,2024,matched_random_market,10457,1648,508,24452,24452,756157490.3622506,756157490.3622506,76516.23651900838,-28053.763480991624,0.0,20480381.47133273,1378,160,4654.0,445988.2781133288,1350,67500.0,7.745925925925926,0.1549185185185185,0.15759778139045616,0.048579898632494976,0.020775396695566824,56.678693717783986,-20.780565541475276,1.0119087292562814,37.36074771171203,0.4450607248732906,42.649734925249,0.0
high_contact_cost,2024,user_aware,10457,6350,2129,24452,24452,756157490.3622506,756157490.3622506,361575.06884087616,257005.06884087616,0.0,98331318.26758194,6721,601,4566.0,447676.4333093658,1350,67500.0,7.745925925925926,0.1549185185185185,0.6072487329061872,0.20359567753657837,0.08706854245051529,267.83338432657496,190.37412506731567,4.781742870359682,36.77109950432556,0.43664530936214974,42.81117273686199,0.0
high_contact_cost,2024,weekly_fixed,68850,8746,2520,24452,24452,756157490.3622506,756157490.3622506,75261.16825223622,-613238.8317477638,0.0,117526156.53902677,8180,1187,19440.0,357057.7906799681,1350,67500.0,51.0,1.02,0.12702977487291212,0.036601307189542485,0.10305905447407165,55.749013520174984,-454.25098647982503,0.9953107548558573,6.4037802705854965,0.2823529411764706,5.186024555990822,0.0
high_contact_cost,2025,frequency_gate,12766,2908,1017,24357,24357,756292949.4006555,756292949.4006555,207468.40566074126,79808.40566074128,0.0,43336754.751297645,3045,298,4859.0,544219.9547017686,1350,67307.14285714286,9.456296296296296,0.1896678340231349,0.22779257402475325,0.07966473445088516,0.04175391058012071,153.68030048943797,59.11733752647502,2.7432280814617553,47.873544489283425,0.3806203979320069,42.63042101690181,0.0
high_contact_cost,2025,market_only,54540,7111,2174,24357,24357,756292949.4006555,756292949.4006555,436357.52630372,-109042.47369628001,0.0,102084198.46649528,6934,646,20790.0,2246275.160917463,1350,67307.14285714286,40.4,0.8103151862464184,0.13038137147048037,0.03986065273193986,0.08925565545838979,323.2277972620148,-80.7722027379852,5.7696892011160905,42.74486481342512,0.3811881188118812,41.18582986647346,0.0
high_contact_cost,2025,matched_calendar,8376,1064,382,24357,24357,756292949.4006555,756292949.4006555,31219.85232011327,-52540.14767988673,0.0,15847398.088811168,1128,181,1738.0,-34678.1637136503,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.12702960840496658,0.04560649474689589,0.015683376442090568,23.125816533417236,-38.91862791102721,0.4128010494459095,19.700301680536192,0.20749761222540591,-4.140181914237141,0.0
high_contact_cost,2025,matched_random_market,8376,1292,427,24357,24357,756292949.4006555,756292949.4006555,106654.10686735853,22894.106867358532,0.0,18778080.463932626,1223,121,3160.0,334926.3535647396,1350,67307.14285714286,6.204444444444444,0.12444444444444445,0.15425023877745941,0.05097898758357211,0.017530894609352546,79.00304212396928,16.95859767952484,1.4102221493917062,56.79712954271916,0.3772683858643744,39.98643189645888,0.0
