effective_date,available_at,source,symbol,field,raw_nominal,raw_value,normalized_value,normalized_unit,is_observation
2020-09-16,2020-09-16T00:00:00+00:00,CBR,KZT,close,100.0,17.6048,0.176048,RUB_per_KZT,1
2020-09-16,2020-09-16T00:00:00+00:00,CBR,USD,close,1.0,75.1884,75.1884,RUB_per_USD,1
2020-09-17,2020-09-17T00:00:00+00:00,CBR,CNY,close,1.0,11.0812,11.0812,RUB_per_CNY,1
2020-09-17,2020-09-17T00:00:00+00:00,CBR,KZT,close,100.0,17.6263,0.176263,RUB_per_KZT,1
2020-09-17,2020-09-17T00:00:00+00:00,CBR,USD,close,1.0,74.9278,74.9278,RUB_per_USD,1
2020-09-17,2020-09-17T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.7,0.177,RUB_per_KZT,1
2020-09-17,2020-09-17T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,17.7,0.177,RUB_per_KZT,1
2020-09-17,2020-09-17T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.7,0.177,RUB_per_KZT,1
2020-09-17,2020-09-17T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.7,0.177,RUB_per_KZT,1
2020-09-18,2020-09-18T00:00:00+00:00,CBR,CNY,close,1.0,11.113,11.113,RUB_per_CNY,1
2020-09-18,2020-09-18T00:00:00+00:00,CBR,KZT,close,100.0,17.737,0.17736999999999997,RUB_per_KZT,1
2020-09-18,2020-09-18T00:00:00+00:00,CBR,USD,close,1.0,75.1941,75.1941,RUB_per_USD,1
2020-09-19,2020-09-19T00:00:00+00:00,CBR,CNY,close,1.0,11.1007,11.1007,RUB_per_CNY,1
2020-09-19,2020-09-19T00:00:00+00:00,CBR,KZT,close,100.0,17.8291,0.178291,RUB_per_KZT,1
2020-09-19,2020-09-19T00:00:00+00:00,CBR,USD,close,1.0,75.0319,75.0319,RUB_per_USD,1
2020-09-21,2020-09-21T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.9,0.179,RUB_per_KZT,1
2020-09-21,2020-09-21T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,17.9,0.179,RUB_per_KZT,1
2020-09-21,2020-09-21T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.9,0.179,RUB_per_KZT,1
2020-09-21,2020-09-21T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.9,0.179,RUB_per_KZT,1
2020-09-22,2020-09-22T00:00:00+00:00,CBR,CNY,close,1.0,11.2268,11.2268,RUB_per_CNY,1
2020-09-22,2020-09-22T00:00:00+00:00,CBR,KZT,close,100.0,18.0147,0.180147,RUB_per_KZT,1
2020-09-22,2020-09-22T00:00:00+00:00,CBR,USD,close,1.0,76.0381,76.0381,RUB_per_USD,1
2020-09-22,2020-09-22T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.91,0.1791,RUB_per_KZT,1
2020-09-22,2020-09-22T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,17.91,0.1791,RUB_per_KZT,1
2020-09-22,2020-09-22T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.91,0.1791,RUB_per_KZT,1
2020-09-22,2020-09-22T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.91,0.1791,RUB_per_KZT,1
2020-09-23,2020-09-23T00:00:00+00:00,CBR,CNY,close,1.0,11.2348,11.2348,RUB_per_CNY,1
2020-09-23,2020-09-23T00:00:00+00:00,CBR,KZT,close,100.0,17.9846,0.179846,RUB_per_KZT,1
2020-09-23,2020-09-23T00:00:00+00:00,CBR,USD,close,1.0,76.2711,76.2711,RUB_per_USD,1
2020-09-24,2020-09-24T00:00:00+00:00,CBR,CNY,close,1.0,11.2423,11.2423,RUB_per_CNY,1
2020-09-24,2020-09-24T00:00:00+00:00,CBR,KZT,close,100.0,17.9472,0.179472,RUB_per_KZT,1
2020-09-24,2020-09-24T00:00:00+00:00,CBR,USD,close,1.0,76.3545,76.3545,RUB_per_USD,1
2020-09-25,2020-09-25T00:00:00+00:00,CBR,CNY,close,1.0,11.3091,11.3091,RUB_per_CNY,1
2020-09-25,2020-09-25T00:00:00+00:00,CBR,KZT,close,100.0,18.0664,0.18066400000000002,RUB_per_KZT,1
2020-09-25,2020-09-25T00:00:00+00:00,CBR,USD,close,1.0,77.178,77.178,RUB_per_USD,1
2020-09-25,2020-09-25T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.3,0.183,RUB_per_KZT,1
2020-09-25,2020-09-25T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.3,0.183,RUB_per_KZT,1
2020-09-25,2020-09-25T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.22,0.1822,RUB_per_KZT,1
2020-09-25,2020-09-25T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.22,0.1822,RUB_per_KZT,1
2020-09-26,2020-09-26T00:00:00+00:00,CBR,CNY,close,1.0,11.265,11.265,RUB_per_CNY,1
2020-09-26,2020-09-26T00:00:00+00:00,CBR,KZT,close,100.0,17.9973,0.179973,RUB_per_KZT,1
2020-09-26,2020-09-26T00:00:00+00:00,CBR,USD,close,1.0,76.8195,76.8195,RUB_per_USD,1
2020-09-28,2020-09-28T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.24,0.18239999999999998,RUB_per_KZT,1
2020-09-28,2020-09-28T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.25,0.1825,RUB_per_KZT,1
2020-09-28,2020-09-28T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.24,0.18239999999999998,RUB_per_KZT,1
2020-09-28,2020-09-28T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.25,0.1825,RUB_per_KZT,1
2020-09-29,2020-09-29T00:00:00+00:00,CBR,CNY,close,1.0,11.5345,11.5345,RUB_per_CNY,1
2020-09-29,2020-09-29T00:00:00+00:00,CBR,KZT,close,100.0,18.2769,0.18276900000000001,RUB_per_KZT,1
2020-09-29,2020-09-29T00:00:00+00:00,CBR,USD,close,1.0,78.6713,78.6713,RUB_per_USD,1
2020-09-29,2020-09-29T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.335,0.18335,RUB_per_KZT,1
2020-09-29,2020-09-29T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.335,0.18335,RUB_per_KZT,1
2020-09-29,2020-09-29T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.335,0.18335,RUB_per_KZT,1
2020-09-29,2020-09-29T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.335,0.18335,RUB_per_KZT,1
2020-09-30,2020-09-30T00:00:00+00:00,CBR,CNY,close,1.0,11.6798,11.6798,RUB_per_CNY,1
2020-09-30,2020-09-30T00:00:00+00:00,CBR,KZT,close,100.0,18.4609,0.184609,RUB_per_KZT,1
2020-09-30,2020-09-30T00:00:00+00:00,CBR,USD,close,1.0,79.6845,79.6845,RUB_per_USD,1
2020-09-30,2020-09-30T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.9875,0.18987500000000002,RUB_per_KZT,1
2020-09-30,2020-09-30T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.9875,0.18987500000000002,RUB_per_KZT,1
2020-09-30,2020-09-30T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.9875,0.18987500000000002,RUB_per_KZT,1
2020-09-30,2020-09-30T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.9875,0.18987500000000002,RUB_per_KZT,1
2020-10-01,2020-10-01T00:00:00+00:00,CBR,CNY,close,1.0,11.5671,11.5671,RUB_per_CNY,1
2020-10-01,2020-10-01T00:00:00+00:00,CBR,KZT,close,100.0,18.1995,0.18199500000000002,RUB_per_KZT,1
2020-10-01,2020-10-01T00:00:00+00:00,CBR,USD,close,1.0,78.7847,78.7847,RUB_per_USD,1
2020-10-01,2020-10-01T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.95,0.1795,RUB_per_KZT,1
2020-10-01,2020-10-01T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,17.95,0.1795,RUB_per_KZT,1
2020-10-01,2020-10-01T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.95,0.1795,RUB_per_KZT,1
2020-10-01,2020-10-01T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.95,0.1795,RUB_per_KZT,1
2020-10-02,2020-10-02T00:00:00+00:00,CBR,CNY,close,1.0,11.3797,11.3797,RUB_per_CNY,1
2020-10-02,2020-10-02T00:00:00+00:00,CBR,KZT,close,100.0,17.9803,0.179803,RUB_per_KZT,1
2020-10-02,2020-10-02T00:00:00+00:00,CBR,USD,close,1.0,77.2774,77.2774,RUB_per_USD,1
2020-10-02,2020-10-02T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.1175,0.181175,RUB_per_KZT,1
2020-10-02,2020-10-02T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.1175,0.181175,RUB_per_KZT,1
2020-10-02,2020-10-02T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.1175,0.181175,RUB_per_KZT,1
2020-10-02,2020-10-02T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.1175,0.181175,RUB_per_KZT,1
2020-10-03,2020-10-03T00:00:00+00:00,CBR,CNY,close,1.0,11.4996,11.4996,RUB_per_CNY,1
2020-10-03,2020-10-03T00:00:00+00:00,CBR,KZT,close,100.0,18.0435,0.180435,RUB_per_KZT,1
2020-10-03,2020-10-03T00:00:00+00:00,CBR,USD,close,1.0,78.0915,78.0915,RUB_per_USD,1
2020-10-05,2020-10-05T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.1975,0.18197500000000003,RUB_per_KZT,1
2020-10-05,2020-10-05T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.1975,0.18197500000000003,RUB_per_KZT,1
2020-10-05,2020-10-05T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.1975,0.18197500000000003,RUB_per_KZT,1
2020-10-05,2020-10-05T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.1975,0.18197500000000003,RUB_per_KZT,1
2020-10-06,2020-10-06T00:00:00+00:00,CBR,CNY,close,1.0,11.505,11.505,RUB_per_CNY,1
2020-10-06,2020-10-06T00:00:00+00:00,CBR,KZT,close,100.0,18.0875,0.18087499999999998,RUB_per_KZT,1
2020-10-06,2020-10-06T00:00:00+00:00,CBR,USD,close,1.0,78.1281,78.1281,RUB_per_USD,1
2020-10-06,2020-10-06T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.215,0.18215,RUB_per_KZT,1
2020-10-06,2020-10-06T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.2175,0.182175,RUB_per_KZT,1
2020-10-06,2020-10-06T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.215,0.18215,RUB_per_KZT,1
2020-10-06,2020-10-06T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.2175,0.182175,RUB_per_KZT,1
2020-10-07,2020-10-07T00:00:00+00:00,CBR,CNY,close,1.0,11.5615,11.5615,RUB_per_CNY,1
2020-10-07,2020-10-07T00:00:00+00:00,CBR,KZT,close,100.0,18.2463,0.18246300000000001,RUB_per_KZT,1
2020-10-07,2020-10-07T00:00:00+00:00,CBR,USD,close,1.0,78.5119,78.5119,RUB_per_USD,1
2020-10-08,2020-10-08T00:00:00+00:00,CBR,CNY,close,1.0,11.4997,11.4997,RUB_per_CNY,1
2020-10-08,2020-10-08T00:00:00+00:00,CBR,KZT,close,100.0,18.2058,0.182058,RUB_per_KZT,1
2020-10-08,2020-10-08T00:00:00+00:00,CBR,USD,close,1.0,78.0921,78.0921,RUB_per_USD,1
2020-10-08,2020-10-08T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.26,0.1826,RUB_per_KZT,1
2020-10-08,2020-10-08T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.26,0.1826,RUB_per_KZT,1
2020-10-08,2020-10-08T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.26,0.1826,RUB_per_KZT,1
2020-10-08,2020-10-08T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.26,0.1826,RUB_per_KZT,1
2020-10-09,2020-10-09T00:00:00+00:00,CBR,CNY,close,1.0,11.4737,11.4737,RUB_per_CNY,1
2020-10-09,2020-10-09T00:00:00+00:00,CBR,KZT,close,100.0,18.1817,0.181817,RUB_per_KZT,1
2020-10-09,2020-10-09T00:00:00+00:00,CBR,USD,close,1.0,77.9157,77.9157,RUB_per_USD,1
2020-10-10,2020-10-10T00:00:00+00:00,CBR,CNY,close,1.0,11.4728,11.4728,RUB_per_CNY,1
2020-10-10,2020-10-10T00:00:00+00:00,CBR,KZT,close,100.0,18.0209,0.180209,RUB_per_KZT,1
2020-10-10,2020-10-10T00:00:00+00:00,CBR,USD,close,1.0,77.0284,77.0284,RUB_per_USD,1
2020-10-13,2020-10-13T00:00:00+00:00,CBR,CNY,close,1.0,11.4304,11.4304,RUB_per_CNY,1
2020-10-13,2020-10-13T00:00:00+00:00,CBR,KZT,close,100.0,17.9946,0.179946,RUB_per_KZT,1
2020-10-13,2020-10-13T00:00:00+00:00,CBR,USD,close,1.0,77.0239,77.0239,RUB_per_USD,1
2020-10-13,2020-10-13T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.44,0.1744,RUB_per_KZT,1
2020-10-13,2020-10-13T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,17.44,0.1744,RUB_per_KZT,1
2020-10-13,2020-10-13T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.44,0.1744,RUB_per_KZT,1
2020-10-13,2020-10-13T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.44,0.1744,RUB_per_KZT,1
2020-10-14,2020-10-14T00:00:00+00:00,CBR,CNY,close,1.0,11.4672,11.4672,RUB_per_CNY,1
2020-10-14,2020-10-14T00:00:00+00:00,CBR,KZT,close,100.0,18.0052,0.180052,RUB_per_KZT,1
2020-10-14,2020-10-14T00:00:00+00:00,CBR,USD,close,1.0,77.2855,77.2855,RUB_per_USD,1
2020-10-14,2020-10-14T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.96,0.1796,RUB_per_KZT,1
2020-10-14,2020-10-14T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.08,0.1808,RUB_per_KZT,1
2020-10-14,2020-10-14T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.96,0.1796,RUB_per_KZT,1
2020-10-14,2020-10-14T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.08,0.1808,RUB_per_KZT,1
2020-10-15,2020-10-15T00:00:00+00:00,CBR,CNY,close,1.0,11.4675,11.4675,RUB_per_CNY,1
2020-10-15,2020-10-15T00:00:00+00:00,CBR,KZT,close,100.0,17.9988,0.17998799999999998,RUB_per_KZT,1
2020-10-15,2020-10-15T00:00:00+00:00,CBR,USD,close,1.0,77.2759,77.2759,RUB_per_USD,1
2020-10-16,2020-10-16T00:00:00+00:00,CBR,CNY,close,1.0,11.5803,11.5803,RUB_per_CNY,1
2020-10-16,2020-10-16T00:00:00+00:00,CBR,KZT,close,100.0,18.1824,0.181824,RUB_per_KZT,1
2020-10-16,2020-10-16T00:00:00+00:00,CBR,USD,close,1.0,77.9461,77.9461,RUB_per_USD,1
2020-10-17,2020-10-17T00:00:00+00:00,CBR,CNY,close,1.0,11.6398,11.6398,RUB_per_CNY,1
2020-10-17,2020-10-17T00:00:00+00:00,CBR,KZT,close,100.0,18.1697,0.181697,RUB_per_KZT,1
2020-10-17,2020-10-17T00:00:00+00:00,CBR,USD,close,1.0,77.9644,77.9644,RUB_per_USD,1
2020-10-19,2020-10-19T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.27,0.1827,RUB_per_KZT,1
2020-10-19,2020-10-19T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.27,0.1827,RUB_per_KZT,1
2020-10-19,2020-10-19T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.5025,0.17502500000000001,RUB_per_KZT,1
2020-10-19,2020-10-19T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.5025,0.17502500000000001,RUB_per_KZT,1
2020-10-20,2020-10-20T00:00:00+00:00,CBR,CNY,close,1.0,11.6409,11.6409,RUB_per_CNY,1
2020-10-20,2020-10-20T00:00:00+00:00,CBR,KZT,close,100.0,18.1879,0.18187899999999999,RUB_per_KZT,1
2020-10-20,2020-10-20T00:00:00+00:00,CBR,USD,close,1.0,77.9241,77.9241,RUB_per_USD,1
2020-10-20,2020-10-20T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.14,0.1814,RUB_per_KZT,1
2020-10-20,2020-10-20T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.14,0.1814,RUB_per_KZT,1
2020-10-20,2020-10-20T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.14,0.1814,RUB_per_KZT,1
2020-10-20,2020-10-20T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.14,0.1814,RUB_per_KZT,1
2020-10-21,2020-10-21T00:00:00+00:00,CBR,CNY,close,1.0,11.6424,11.6424,RUB_per_CNY,1
2020-10-21,2020-10-21T00:00:00+00:00,CBR,KZT,close,100.0,18.1347,0.18134699999999998,RUB_per_KZT,1
2020-10-21,2020-10-21T00:00:00+00:00,CBR,USD,close,1.0,77.778,77.778,RUB_per_USD,1
2020-10-22,2020-10-22T00:00:00+00:00,CBR,CNY,close,1.0,11.57,11.57,RUB_per_CNY,1
2020-10-22,2020-10-22T00:00:00+00:00,CBR,KZT,close,100.0,18.0007,0.18000699999999997,RUB_per_KZT,1
2020-10-22,2020-10-22T00:00:00+00:00,CBR,USD,close,1.0,77.0322,77.0322,RUB_per_USD,1
2020-10-22,2020-10-22T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.635,0.18635000000000002,RUB_per_KZT,1
2020-10-22,2020-10-22T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.635,0.18635000000000002,RUB_per_KZT,1
2020-10-22,2020-10-22T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,18.635,0.18635000000000002,RUB_per_KZT,1
2020-10-22,2020-10-22T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,18.635,0.18635000000000002,RUB_per_KZT,1
2020-10-23,2020-10-23T00:00:00+00:00,CBR,CNY,close,1.0,11.5577,11.5577,RUB_per_CNY,1
2020-10-23,2020-10-23T00:00:00+00:00,CBR,KZT,close,100.0,17.9869,0.17986899999999997,RUB_per_KZT,1
2020-10-23,2020-10-23T00:00:00+00:00,CBR,USD,close,1.0,77.0809,77.0809,RUB_per_USD,1
2020-10-23,2020-10-23T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,18.0,0.18,RUB_per_KZT,1
2020-10-23,2020-10-23T20:00:00+00:00,MOEX,KZTRUB_TOM,high,100.0,18.0,0.18,RUB_per_KZT,1
2020-10-23,2020-10-23T20:00:00+00:00,MOEX,KZTRUB_TOM,low,100.0,17.21,0.1721,RUB_per_KZT,1
2020-10-23,2020-10-23T20:00:00+00:00,MOEX,KZTRUB_TOM,open,100.0,17.21,0.1721,RUB_per_KZT,1
2020-10-24,2020-10-24T00:00:00+00:00,CBR,CNY,close,1.0,11.4662,11.4662,RUB_per_CNY,1
2020-10-24,2020-10-24T00:00:00+00:00,CBR,KZT,close,100.0,17.8832,0.178832,RUB_per_KZT,1
2020-10-24,2020-10-24T00:00:00+00:00,CBR,USD,close,1.0,76.4667,76.4667,RUB_per_USD,1
2020-10-27,2020-10-27T00:00:00+00:00,CBR,CNY,close,1.0,11.411,11.411,RUB_per_CNY,1
2020-10-27,2020-10-27T00:00:00+00:00,CBR,KZT,close,100.0,17.7844,0.177844,RUB_per_KZT,1
2020-10-27,2020-10-27T00:00:00+00:00,CBR,USD,close,1.0,76.4443,76.4443,RUB_per_USD,1
2020-10-27,2020-10-27T20:00:00+00:00,MOEX,KZTRUB_TOM,close,100.0,17.89,0.1789,RUB_per_KZT,1
