date,moex_is_fresh,cbr_rate,cbr_age_days,cbr_is_fresh,nbk_rate,nbk_age_days,nbk_is_fresh,weekday,week_of_month,month,is_month_end,is_ru_weekend,is_kz_weekend,is_ru_holiday,is_kz_holiday,days_since_ru_holiday,days_to_ru_holiday,days_since_kz_holiday,days_to_kz_holiday
2023-04-13,1,0.18290900000000002,0,1,0.1811594202898551,0,1,3,2,4,0,0,0,0,0,30,18,21,18
2023-04-14,1,0.18031199999999997,0,1,0.18148820326678766,0,1,4,2,4,0,0,0,0,0,30,17,22,17
2023-04-15,0,0.181177,0,1,0.1811594202898551,0,1,5,3,4,0,1,1,0,0,30,16,23,16
2023-04-16,0,0.181177,1,0,0.1811594202898551,0,1,6,3,4,0,1,1,0,0,30,15,24,15
2023-04-17,1,0.181177,2,0,0.1811594202898551,0,1,0,3,4,0,0,0,0,0,30,14,25,14
2023-04-18,1,0.181295,0,1,0.1811594202898551,0,1,1,3,4,0,0,0,0,0,30,13,26,13
2023-04-19,1,0.181983,0,1,0.18083182640144665,0,1,2,3,4,0,0,0,0,0,30,12,27,12
2023-04-20,1,0.181053,0,1,0.17921146953405018,0,1,3,3,4,0,0,0,0,0,30,11,28,11
2023-04-21,1,0.179354,0,1,0.17921146953405018,0,1,4,3,4,0,0,0,0,0,30,10,29,10
2023-04-22,0,0.178843,0,1,0.17605633802816903,0,1,5,4,4,0,1,1,0,0,30,9,30,9
2023-04-23,0,0.178843,1,0,0.17605633802816903,0,1,6,4,4,0,1,1,0,0,30,8,30,8
2023-04-24,1,0.178843,2,0,0.17605633802816903,0,1,0,4,4,0,0,0,0,0,30,7,30,7
2023-04-25,1,0.177579,0,1,0.17793594306049823,0,1,1,4,4,0,0,0,0,0,30,6,30,6
2023-04-26,1,0.178704,0,1,0.17889087656529518,0,1,2,4,4,0,0,0,0,0,30,5,30,5
2023-04-27,1,0.17938500000000002,0,1,0.1798561151079137,0,1,3,4,4,0,0,0,0,0,30,4,30,4
2023-04-28,1,0.179676,0,1,0.17857142857142858,0,1,4,4,4,1,0,0,0,0,30,3,30,3
2023-04-29,0,0.17647400000000002,0,1,0.17761989342806395,0,1,5,5,4,1,1,1,0,0,30,2,30,2
2023-04-30,0,0.17647400000000002,1,0,0.17761989342806395,0,1,6,5,4,1,1,1,0,0,30,1,30,1
2023-05-01,0,0.17647400000000002,2,0,0.17761989342806395,0,1,0,1,5,0,0,0,1,1,0,0,0,0
2023-05-02,1,0.17647400000000002,3,0,0.17761989342806395,0,1,1,1,5,0,0,0,0,0,1,7,1,5
2023-05-03,1,0.176362,0,1,0.1773049645390071,0,1,2,1,5,0,0,0,0,0,2,6,2,4
2023-05-04,1,0.176572,0,1,0.17921146953405018,0,1,3,1,5,0,0,0,0,0,3,5,3,3
2023-05-05,1,0.177651,0,1,0.17574692442882248,0,1,4,1,5,0,0,0,0,0,4,4,4,2
2023-05-06,0,0.172518,0,1,0.1724137931034483,0,1,5,1,5,0,1,1,0,0,5,3,5,1
2023-05-07,0,0.172518,1,0,0.1724137931034483,0,1,6,1,5,0,1,1,0,1,6,2,0,0
2023-05-08,1,0.172518,2,0,0.1724137931034483,0,1,0,2,5,0,0,0,0,1,7,1,0,0
2023-05-09,0,0.172518,3,0,0.1724137931034483,0,1,1,2,5,0,0,0,1,1,0,0,0,0
2023-05-10,1,0.172518,4,0,0.1724137931034483,0,1,2,2,5,0,0,0,0,0,1,30,1,30
2023-05-11,1,0.17223500000000003,0,1,0.1718213058419244,0,1,3,2,5,0,0,0,0,0,2,30,2,30
2023-05-12,1,0.17085,0,1,0.17006802721088435,0,1,4,2,5,0,0,0,0,0,3,30,3,30
2023-05-13,0,0.173797,0,1,0.17301038062283736,0,1,5,2,5,0,1,1,0,0,4,30,4,30
2023-05-14,0,0.173797,1,0,0.17301038062283736,0,1,6,2,5,0,1,1,0,0,5,29,5,30
2023-05-15,1,0.173797,2,0,0.17301038062283736,0,1,0,3,5,0,0,0,0,0,6,28,6,30
2023-05-16,1,0.17735900000000002,0,1,0.17574692442882248,0,1,1,3,5,0,0,0,0,0,7,27,7,30
2023-05-17,1,0.177544,0,1,0.17825311942959002,0,1,2,3,5,0,0,0,0,0,8,26,8,30
2023-05-18,1,0.17982399999999998,0,1,0.17953321364452424,0,1,3,3,5,0,0,0,0,0,9,25,9,30
2023-05-19,1,0.177982,0,1,0.17825311942959002,0,1,4,3,5,0,0,0,0,0,10,24,10,30
2023-05-20,0,0.177896,0,1,0.17793594306049823,0,1,5,3,5,0,1,1,0,0,11,23,11,30
2023-05-21,0,0.177896,1,0,0.17793594306049823,0,1,6,3,5,0,1,1,0,0,12,22,12,30
2023-05-22,1,0.177896,2,0,0.17793594306049823,0,1,0,4,5,0,0,0,0,0,13,21,13,30
2023-05-23,1,0.178309,0,1,0.17921146953405018,0,1,1,4,5,0,0,0,0,0,14,20,14,30
2023-05-24,1,0.180101,0,1,0.18148820326678766,0,1,2,4,5,0,0,0,0,0,15,19,15,30
2023-05-25,1,0.181027,0,1,0.1798561151079137,0,1,3,4,5,0,0,0,0,0,16,18,16,30
2023-05-26,1,0.17996600000000001,0,1,0.17857142857142858,0,1,4,4,5,0,0,0,0,0,17,17,17,30
2023-05-27,0,0.179037,0,1,0.17953321364452424,0,1,5,4,5,0,1,1,0,0,18,16,18,30
2023-05-28,0,0.179037,1,0,0.17953321364452424,0,1,6,4,5,0,1,1,0,0,19,15,19,30
2023-05-29,1,0.179037,2,0,0.17953321364452424,0,1,0,5,5,1,0,0,0,0,20,14,20,30
2023-05-30,1,0.17962599999999998,0,1,0.1798561151079137,0,1,1,5,5,1,0,0,0,0,21,13,21,30
2023-05-31,1,0.18154399999999998,0,1,0.18083182640144665,0,1,2,5,5,1,0,0,0,0,22,12,22,30
2023-06-01,1,0.181163,0,1,0.17921146953405018,0,1,3,1,6,0,0,0,0,0,23,11,23,30
2023-06-02,1,0.180675,0,1,0.1798561151079137,0,1,4,1,6,0,0,0,0,0,24,10,24,30
2023-06-03,0,0.18023599999999998,0,1,0.18050541516245489,0,1,5,1,6,0,1,1,0,0,25,9,25,30
2023-06-04,0,0.18023599999999998,1,0,0.18050541516245489,0,1,6,1,6,0,1,1,0,0,26,8,26,30
2023-06-05,1,0.18023599999999998,2,0,0.18050541516245489,0,1,0,1,6,0,0,0,0,0,27,7,27,30
2023-06-06,1,0.18157900000000002,0,1,0.1811594202898551,0,1,1,1,6,0,0,0,0,0,28,6,28,30
2023-06-07,1,0.181075,0,1,0.18148820326678766,0,1,2,1,6,0,0,0,0,0,29,5,29,29
2023-06-08,1,0.18194400000000002,0,1,0.18214936247723132,0,1,3,2,6,0,0,0,0,0,30,4,30,28
2023-06-09,1,0.183797,0,1,0.18450184501845018,0,1,4,2,6,0,0,0,0,0,30,3,30,27
2023-06-10,0,0.185774,0,1,0.18518518518518517,0,1,5,2,6,0,1,1,0,0,30,2,30,26
2023-06-11,0,0.185774,1,0,0.18518518518518517,0,1,6,2,6,0,1,1,0,0,30,1,30,25
2023-06-12,0,0.185774,2,0,0.18518518518518517,0,1,0,2,6,0,0,0,1,0,0,0,30,24
2023-06-13,1,0.185774,3,0,0.1841620626151013,0,1,1,2,6,0,0,0,0,0,1,30,30,23
2023-06-14,1,0.186981,0,1,0.1869158878504673,0,1,2,2,6,0,0,0,0,0,2,30,30,22
2023-06-15,1,0.18796500000000002,0,1,0.1869158878504673,0,1,3,3,6,0,0,0,0,0,3,30,30,21
2023-06-16,1,0.18651399999999999,0,1,0.1855287569573284,0,1,4,3,6,0,0,0,0,0,4,30,30,20
2023-06-17,0,0.18514,0,1,0.18518518518518517,0,1,5,3,6,0,1,1,0,0,5,30,30,19
2023-06-18,0,0.18514,1,0,0.18518518518518517,0,1,6,3,6,0,1,1,0,0,6,30,30,18
2023-06-19,1,0.18514,2,0,0.18518518518518517,0,1,0,3,6,0,0,0,0,0,7,30,30,17
2023-06-20,1,0.18622699999999998,0,1,0.18761726078799248,0,1,1,3,6,0,0,0,0,0,8,30,30,16
2023-06-21,1,0.18837900000000002,0,1,0.18761726078799248,0,1,2,3,6,0,0,0,0,0,9,30,30,15
2023-06-22,1,0.187925,0,1,0.18796992481203006,0,1,3,4,6,0,0,0,0,0,10,30,30,14
2023-06-23,1,0.186875,0,1,0.18656716417910446,0,1,4,4,6,0,0,0,0,0,11,30,30,13
2023-06-24,0,0.187836,0,1,0.18796992481203006,0,1,5,4,6,0,1,1,0,0,12,30,30,12
2023-06-25,0,0.187836,1,0,0.18796992481203006,0,1,6,4,6,0,1,1,0,0,13,30,30,11
2023-06-26,1,0.187836,2,0,0.18796992481203006,0,1,0,4,6,0,0,0,0,0,14,30,30,10
2023-06-27,1,0.18938400000000002,0,1,0.18796992481203006,0,1,1,4,6,0,0,0,0,0,15,30,30,9
2023-06-28,1,0.188976,0,1,0.18867924528301888,0,1,2,4,6,1,0,0,0,0,16,30,30,8
2023-06-29,1,0.19011299999999998,0,1,0.18867924528301888,0,1,3,5,6,1,0,0,0,0,17,30,30,7
2023-06-30,1,0.193255,0,1,0.19157088122605365,0,1,4,5,6,1,0,0,0,0,18,30,30,6
2023-07-01,0,0.194624,0,1,0.19455252918287938,0,1,5,1,7,0,1,1,0,0,19,30,30,5
2023-07-02,0,0.194624,1,0,0.19342359767891684,0,1,6,1,7,0,1,1,0,0,20,30,30,4
2023-07-03,1,0.194624,2,0,0.19342359767891684,0,1,0,1,7,0,0,0,0,0,21,30,30,3
2023-07-04,1,0.198797,0,1,0.1996007984031936,0,1,1,1,7,0,0,0,0,0,22,30,30,2
2023-07-05,1,0.199819,0,1,0.2004008016032064,0,1,2,1,7,0,0,0,0,0,23,30,30,1
2023-07-06,1,0.202193,0,1,0.2040816326530612,0,1,3,1,7,0,0,0,0,1,24,30,0,0
2023-07-07,1,0.208565,0,1,0.2040816326530612,0,1,4,1,7,0,0,0,0,0,25,30,1,30
2023-07-08,0,0.206579,0,1,0.2040816326530612,0,1,5,2,7,0,1,1,0,0,26,30,2,30
2023-07-09,0,0.206579,1,0,0.2040816326530612,0,1,6,2,7,0,1,1,0,0,27,30,3,30
2023-07-10,1,0.206579,2,0,0.2040816326530612,0,1,0,2,7,0,0,0,0,0,28,30,4,30
2023-07-11,1,0.20614000000000002,0,1,0.2061855670103093,0,1,1,2,7,0,0,0,0,0,29,30,5,30
2023-07-12,1,0.203431,0,1,0.20491803278688525,0,1,2,2,7,0,0,0,0,0,30,30,6,30
2023-07-13,1,0.205448,0,1,0.2053388090349076,0,1,3,2,7,0,0,0,0,0,30,30,7,30
2023-07-14,1,0.204689,0,1,0.2032520325203252,0,1,4,2,7,0,0,0,0,0,30,30,8,30
2023-07-15,0,0.203245,0,1,0.20202020202020202,0,1,5,3,7,0,1,1,0,0,30,30,9,30
2023-07-16,0,0.203245,1,0,0.20202020202020202,0,1,6,3,7,0,1,1,0,0,30,30,10,30
2023-07-17,1,0.203245,2,0,0.20202020202020202,0,1,0,3,7,0,0,0,0,0,30,30,11,30
2023-07-18,1,0.20252099999999998,0,1,0.20202020202020202,0,1,1,3,7,0,0,0,0,0,30,30,12,30
2023-07-19,1,0.203187,0,1,0.20366598778004072,0,1,2,3,7,0,0,0,0,0,30,30,13,30
2023-07-20,1,0.205346,0,1,0.20576131687242796,0,1,3,3,7,0,0,0,0,0,30,30,14,30
2023-07-21,1,0.205237,0,1,0.20449897750511248,0,1,4,3,7,0,0,0,0,0,30,30,15,30
2023-07-22,0,0.20357399999999998,0,1,0.2032520325203252,0,1,5,4,7,0,1,1,0,0,30,30,16,30
2023-07-23,0,0.20357399999999998,1,0,0.2032520325203252,0,1,6,4,7,0,1,1,0,0,30,30,17,30
2023-07-24,1,0.20357399999999998,2,0,0.2032520325203252,0,1,0,4,7,0,0,0,0,0,30,30,18,30
2023-07-25,1,0.203433,0,1,0.20283975659229211,0,1,1,4,7,0,0,0,0,0,30,30,19,30
2023-07-26,1,0.20235,0,1,0.20242914979757085,0,1,2,4,7,0,0,0,0,0,30,30,20,30
2023-07-27,1,0.202325,0,1,0.20242914979757085,0,1,3,4,7,0,0,0,0,0,30,30,21,30
2023-07-28,1,0.202621,0,1,0.20242914979757085,1,0,4,4,7,0,0,0,0,0,30,30,22,30
2023-07-29,0,0.204574,0,1,0.20242914979757085,2,0,5,5,7,1,1,1,0,0,30,30,23,30
2023-07-30,0,0.204574,1,0,0.20242914979757085,3,0,6,5,7,1,1,1,0,0,30,30,24,30
2023-07-31,1,0.204574,2,0,0.20242914979757085,4,0,0,5,7,1,0,0,0,0,30,30,25,30
2023-08-01,1,0.20551100000000003,0,1,0.20242914979757085,5,0,1,1,8,0,0,0,0,0,30,30,26,29
2023-08-02,1,0.205742,0,1,0.20242914979757085,6,0,2,1,8,0,0,0,0,0,30,30,27,28
2023-08-03,1,0.208613,0,1,0.20242914979757085,7,0,3,1,8,0,0,0,0,0,30,30,28,27
2023-08-04,1,0.21137599999999998,0,1,0.20242914979757085,8,0,4,1,8,0,0,0,0,0,30,30,29,26
2023-08-05,0,0.213046,0,1,0.20242914979757085,9,0,5,1,8,0,1,1,0,0,30,30,30,25
2023-08-06,0,0.213046,1,0,0.20242914979757085,10,0,6,1,8,0,1,1,0,0,30,30,30,24
2023-08-07,1,0.213046,2,0,0.20242914979757085,11,0,0,1,8,0,0,0,0,0,30,30,30,23
2023-08-08,1,0.216863,0,1,0.20242914979757085,12,0,1,2,8,0,0,0,0,0,30,30,30,22
2023-08-09,1,0.21524200000000002,0,1,0.20242914979757085,13,0,2,2,8,0,0,0,0,0,30,30,30,21
2023-08-10,1,0.218444,0,1,0.20242914979757085,14,0,3,2,8,0,0,0,0,0,30,30,30,20
2023-08-11,1,0.21795899999999999,0,1,0.20242914979757085,15,0,4,2,8,0,0,0,0,0,30,30,30,19
2023-08-12,0,0.22067399999999998,0,1,0.20242914979757085,16,0,5,2,8,0,1,1,0,0,30,30,30,18
2023-08-13,0,0.22067399999999998,1,0,0.20242914979757085,17,0,6,2,8,0,1,1,0,0,30,30,30,17
2023-08-14,1,0.22067399999999998,2,0,0.20242914979757085,18,0,0,2,8,0,0,0,0,0,30,30,30,16
2023-08-15,1,0.226643,0,1,0.20242914979757085,19,0,1,3,8,0,0,0,0,0,30,30,30,15
2023-08-16,1,0.217193,0,1,0.20242914979757085,20,0,2,3,8,0,0,0,0,0,30,30,30,14
2023-08-17,1,0.215296,0,1,0.20242914979757085,21,0,3,3,8,0,0,0,0,0,30,30,30,13
2023-08-18,1,0.206353,0,1,0.20242914979757085,22,0,4,3,8,0,0,0,0,0,30,30,30,12
2023-08-19,0,0.20165500000000003,0,1,0.20242914979757085,23,0,5,3,8,0,1,1,0,0,30,30,30,11
2023-08-20,0,0.20165500000000003,1,0,0.20242914979757085,24,0,6,3,8,0,1,1,0,0,30,30,30,10
2023-08-21,1,0.20165500000000003,2,0,0.20242914979757085,25,0,0,3,8,0,0,0,0,0,30,30,30,9
2023-08-22,1,0.203899,0,1,0.20833333333333334,0,1,1,4,8,0,0,0,0,0,30,30,30,8
2023-08-23,1,0.20806999999999998,0,1,0.20833333333333334,1,0,2,4,8,0,0,0,0,0,30,30,30,7
2023-08-24,1,0.208422,0,1,0.20833333333333334,2,0,3,4,8,0,0,0,0,0,30,30,30,6
2023-08-25,1,0.206057,0,1,0.20833333333333334,3,0,4,4,8,0,0,0,0,0,30,30,30,5
2023-08-26,0,0.204986,0,1,0.20833333333333334,4,0,5,4,8,0,1,1,0,0,30,30,30,4
2023-08-27,0,0.204986,1,0,0.20833333333333334,5,0,6,4,8,0,1,1,0,0,30,30,30,3
2023-08-28,1,0.204986,2,0,0.20833333333333334,6,0,0,4,8,0,0,0,0,0,30,30,30,2
2023-08-29,1,0.207471,0,1,0.2053388090349076,0,1,1,5,8,1,0,0,0,0,30,30,30,1
2023-08-30,1,0.206243,0,1,0.20703933747412007,0,1,2,5,8,1,0,0,0,1,30,30,0,0
2023-08-31,1,0.20788900000000002,0,1,0.20703933747412007,0,1,3,5,8,1,0,0,0,0,30,30,1,30
2023-09-01,1,0.20876899999999998,0,1,0.20964360587002098,0,1,4,1,9,0,0,0,0,0,30,30,2,30
2023-09-02,0,0.209578,0,1,0.21097046413502107,0,1,5,1,9,0,1,1,0,0,30,30,3,30
2023-09-03,0,0.209578,1,0,0.21097046413502107,0,1,6,1,9,0,1,1,0,0,30,30,4,30
2023-09-04,1,0.209578,2,0,0.21097046413502107,0,1,0,1,9,0,0,0,0,0,30,30,5,30
2023-09-05,1,0.211705,0,1,0.21008403361344538,0,1,1,1,9,0,0,0,0,0,30,30,6,30
2023-09-06,1,0.21226099999999998,0,1,0.21231422505307856,0,1,2,1,9,0,0,0,0,0,30,30,7,30
2023-09-07,1,0.212718,0,1,0.21186440677966104,0,1,3,1,9,0,0,0,0,0,30,30,8,30
2023-09-08,1,0.212817,0,1,0.21186440677966104,0,1,4,2,9,0,0,0,0,0,30,30,9,30
2023-09-09,0,0.21082499999999998,0,1,0.20964360587002098,0,1,5,2,9,0,1,1,0,0,30,30,10,30
2023-09-10,0,0.21082499999999998,1,0,0.20964360587002098,0,1,6,2,9,0,1,1,0,0,30,30,11,30
2023-09-11,1,0.21082499999999998,2,0,0.20964360587002098,0,1,0,2,9,0,0,0,0,0,30,30,12,30
2023-09-12,1,0.206971,0,1,0.2079002079002079,0,1,1,2,9,0,0,0,0,0,30,30,13,30
2023-09-13,1,0.20459599999999997,0,1,0.2053388090349076,0,1,2,2,9,0,0,0,0,0,30,30,14,30
2023-09-14,1,0.20842400000000003,0,1,0.2066115702479339,0,1,3,2,9,0,0,0,0,0,30,30,15,30
2023-09-15,1,0.20725200000000002,0,1,0.2061855670103093,0,1,4,3,9,0,0,0,0,0,30,30,16,30
2023-09-16,0,0.207289,0,1,0.2066115702479339,0,1,5,3,9,0,1,1,0,0,30,30,17,30
2023-09-17,0,0.207289,1,0,0.2066115702479339,0,1,6,3,9,0,1,1,0,0,30,30,18,30
2023-09-18,1,0.207289,2,0,0.2066115702479339,0,1,0,3,9,0,0,0,0,0,30,30,19,30
2023-09-19,1,0.206825,0,1,0.2053388090349076,0,1,1,3,9,0,0,0,0,0,30,30,20,30
2023-09-20,1,0.205032,0,1,0.2040816326530612,0,1,2,3,9,0,0,0,0,0,30,30,21,30
2023-09-21,1,0.204936,0,1,0.2040816326530612,0,1,3,3,9,0,0,0,0,0,30,30,22,30
2023-09-22,1,0.203026,0,1,0.20161290322580647,0,1,4,4,9,0,0,0,0,0,30,30,23,30
2023-09-23,0,0.201786,0,1,0.20202020202020202,0,1,5,4,9,0,1,1,0,0,30,30,24,30
2023-09-24,0,0.201786,1,0,0.20202020202020202,0,1,6,4,9,0,1,1,0,0,30,30,25,30
2023-09-25,1,0.201786,2,0,0.20202020202020202,0,1,0,4,9,0,0,0,0,0,30,30,26,30
2023-09-26,1,0.20230499999999998,0,1,0.20283975659229211,0,1,1,4,9,0,0,0,0,0,30,30,27,29
2023-09-27,1,0.20304200000000003,0,1,0.20202020202020202,0,1,2,4,9,0,0,0,0,0,30,30,28,28
2023-09-28,1,0.20235299999999998,0,1,0.2,0,1,3,4,9,1,0,0,0,0,30,30,29,27
2023-09-29,1,0.200928,0,1,0.2032520325203252,0,1,4,5,9,1,0,0,0,0,30,30,30,26
2023-09-30,0,0.20398,0,1,0.20491803278688525,0,1,5,5,9,1,1,1,0,0,30,30,30,25
2023-10-01,0,0.20398,1,0,0.20491803278688525,0,1,6,1,10,0,1,1,0,0,30,30,30,24
2023-10-02,1,0.20398,2,0,0.20491803278688525,0,1,0,1,10,0,0,0,0,0,30,30,30,23
2023-10-03,1,0.20755500000000002,0,1,0.20576131687242796,0,1,1,1,10,0,0,0,0,0,30,30,30,22
2023-10-04,1,0.20752099999999998,0,1,0.2079002079002079,0,1,2,1,10,0,0,0,0,0,30,30,30,21
2023-10-05,1,0.20839300000000002,0,1,0.20876826722338204,0,1,3,1,10,0,0,0,0,0,30,30,30,20
2023-10-06,1,0.209145,0,1,0.20876826722338204,0,1,4,1,10,0,0,0,0,0,30,29,30,19
2023-10-07,0,0.21047899999999997,0,1,0.20964360587002098,0,1,5,1,10,0,1,1,0,0,30,28,30,18
2023-10-08,0,0.21047899999999997,1,0,0.20964360587002098,0,1,6,2,10,0,1,1,0,0,30,27,30,17
2023-10-09,1,0.21047899999999997,2,0,0.20964360587002098,0,1,0,2,10,0,0,0,0,0,30,26,30,16
2023-10-10,1,0.211859,0,1,0.2114164904862579,0,1,1,2,10,0,0,0,0,0,30,25,30,15
2023-10-11,1,0.209498,0,1,0.2079002079002079,0,1,2,2,10,0,0,0,0,0,30,24,30,14
2023-10-12,1,0.209511,0,1,0.20920502092050208,0,1,3,2,10,0,0,0,0,0,30,23,30,13
2023-10-13,1,0.20343699999999998,0,1,0.20366598778004072,0,1,4,2,10,0,0,0,0,0,30,22,30,12
2023-10-14,0,0.204522,0,1,0.20366598778004072,0,1,5,2,10,0,1,1,0,0,30,21,30,11
2023-10-15,0,0.204522,1,0,0.20366598778004072,0,1,6,3,10,0,1,1,0,0,30,20,30,10
2023-10-16,1,0.204522,2,0,0.20366598778004072,0,1,0,3,10,0,0,0,0,0,30,19,30,9
2023-10-17,1,0.203963,0,1,0.2040816326530612,0,1,1,3,10,0,0,0,0,0,30,18,30,8
2023-10-18,1,0.204233,0,1,0.2040816326530612,0,1,2,3,10,0,0,0,0,0,30,17,30,7
2023-10-19,1,0.20408400000000002,0,1,0.20366598778004072,0,1,3,3,10,0,0,0,0,0,30,16,30,6
2023-10-20,1,0.203576,0,1,0.20283975659229211,0,1,4,3,10,0,0,0,0,0,30,15,30,5
2023-10-21,0,0.20005299999999998,0,1,0.1996007984031936,0,1,5,3,10,0,1,1,0,0,30,14,30,4
2023-10-22,0,0.20005299999999998,1,0,0.1996007984031936,0,1,6,4,10,0,1,1,0,0,30,13,30,3
2023-10-23,1,0.20005299999999998,2,0,0.1996007984031936,0,1,0,4,10,0,0,0,0,0,30,12,30,2
2023-10-24,1,0.197696,0,1,0.1972386587771203,0,1,1,4,10,0,0,0,0,0,30,11,30,1
2023-10-25,1,0.19533899999999998,0,1,0.19685039370078738,0,1,2,4,10,0,0,0,0,1,30,10,0,0
2023-10-26,1,0.19575199999999998,0,1,0.19685039370078738,0,1,3,4,10,0,0,0,0,0,30,9,1,30
2023-10-27,1,0.196616,0,1,0.19646365422396858,0,1,4,4,10,0,0,0,0,0,30,8,2,30
2023-10-28,0,0.19572,0,1,0.1984126984126984,0,1,5,4,10,0,1,1,0,0,30,7,3,30
2023-10-29,0,0.19572,1,0,0.1984126984126984,0,1,6,5,10,1,1,1,0,0,30,6,4,30
2023-10-30,1,0.19572,2,0,0.1984126984126984,0,1,0,5,10,1,0,0,0,0,30,5,5,30
2023-10-31,1,0.198264,0,1,0.1972386587771203,0,1,1,5,10,1,0,0,0,0,30,4,6,30
2023-11-01,1,0.195017,0,1,0.19569471624266144,0,1,2,1,11,0,0,0,0,0,30,3,7,30
2023-11-02,1,0.198608,0,1,0.19801980198019803,0,1,3,1,11,0,0,0,0,0,30,2,8,30
2023-11-03,1,0.198202,0,1,0.19880715705765406,0,1,4,1,11,0,0,0,0,0,30,1,9,30
2023-11-04,0,0.198738,0,1,0.1996007984031936,0,1,5,1,11,0,1,1,1,0,0,0,10,30
2023-11-05,0,0.198738,1,0,0.1996007984031936,0,1,6,1,11,0,1,1,0,0,1,1,11,30
2023-11-06,1,0.198738,2,0,0.1996007984031936,0,1,0,1,11,0,0,0,1,0,0,0,12,30
2023-11-07,1,0.198738,3,0,0.1996007984031936,0,1,1,1,11,0,0,0,0,0,1,30,13,30
2023-11-08,1,0.19983399999999998,0,1,0.19880715705765406,0,1,2,2,11,0,0,0,0,0,2,30,14,30
2023-11-09,1,0.198491,0,1,0.1972386587771203,0,1,3,2,11,0,0,0,0,0,3,30,15,30
2023-11-10,1,0.196934,0,1,0.19646365422396858,0,1,4,2,11,0,0,0,0,0,4,30,16,30
2023-11-11,0,0.19667500000000002,0,1,0.19685039370078738,0,1,5,2,11,0,1,1,0,0,5,30,17,30
2023-11-12,0,0.19667500000000002,1,0,0.19685039370078738,0,1,6,2,11,0,1,1,0,0,6,30,18,30
2023-11-13,1,0.19667500000000002,2,0,0.19685039370078738,0,1,0,2,11,0,0,0,0,0,7,30,19,30
2023-11-14,1,0.196876,0,1,0.19762845849802374,0,1,1,2,11,0,0,0,0,0,8,30,20,30
2023-11-15,1,0.19587700000000002,0,1,0.1972386587771203,0,1,2,3,11,0,0,0,0,0,9,30,21,30
2023-11-16,1,0.19294,0,1,0.19342359767891684,0,1,3,3,11,0,0,0,0,0,10,30,22,30
2023-11-17,1,0.19272099999999998,0,1,0.19267822736030826,0,1,4,3,11,0,0,0,0,0,11,30,23,29
2023-11-18,0,0.193097,0,1,0.1923076923076923,0,1,5,3,11,0,1,1,0,0,12,30,24,28
2023-11-19,0,0.193097,1,0,0.1923076923076923,0,1,6,3,11,0,1,1,0,0,13,30,25,27
2023-11-20,1,0.193097,2,0,0.1923076923076923,0,1,0,3,11,0,0,0,0,0,14,30,26,26
2023-11-21,1,0.191222,0,1,0.19083969465648853,0,1,1,3,11,0,0,0,0,0,15,30,27,25
2023-11-22,1,0.18996500000000002,0,1,0.19157088122605365,0,1,2,4,11,0,0,0,0,0,16,30,28,24
2023-11-23,1,0.19206299999999998,0,1,0.19305019305019305,0,1,3,4,11,0,0,0,0,0,17,30,29,23
2023-11-24,1,0.192896,0,1,0.19120458891013384,0,1,4,4,11,0,0,0,0,0,18,30,30,22
2023-11-25,0,0.19258299999999998,0,1,0.19193857965451055,0,1,5,4,11,0,1,1,0,0,19,30,30,21
2023-11-26,0,0.19258299999999998,1,0,0.19193857965451055,0,1,6,4,11,0,1,1,0,0,20,30,30,20
2023-11-27,1,0.19258299999999998,2,0,0.19193857965451055,0,1,0,4,11,0,0,0,0,0,21,30,30,19
2023-11-28,1,0.19154900000000002,0,1,0.19305019305019305,0,1,1,4,11,1,0,0,0,0,22,30,30,18
2023-11-29,1,0.192895,0,1,0.19305019305019305,0,1,2,5,11,1,0,0,0,0,23,30,30,17
2023-11-30,1,0.19363,0,1,0.19379844961240308,0,1,3,5,11,1,0,0,0,0,24,30,30,16
2023-12-01,1,0.192964,0,1,0.19342359767891684,0,1,4,1,12,0,0,0,0,0,25,30,30,15
2023-12-02,0,0.19597,0,1,0.19569471624266144,0,1,5,1,12,0,1,1,0,0,26,30,30,14
2023-12-03,0,0.19597,1,0,0.19569471624266144,0,1,6,1,12,0,1,1,0,0,27,29,30,13
2023-12-04,1,0.19597,2,0,0.19569471624266144,0,1,0,1,12,0,0,0,0,0,28,28,30,12
2023-12-05,1,0.197051,0,1,0.19607843137254904,0,1,1,1,12,0,0,0,0,0,29,27,30,11
2023-12-06,1,0.198518,0,1,0.19880715705765406,0,1,2,1,12,0,0,0,0,0,30,26,30,10
2023-12-07,1,0.20124199999999998,0,1,0.20283975659229211,0,1,3,1,12,0,0,0,0,0,30,25,30,9
2023-12-08,1,0.201466,0,1,0.2012072434607646,0,1,4,2,12,0,0,0,0,0,30,24,30,8
2023-12-09,0,0.199257,0,1,0.2004008016032064,0,1,5,2,12,0,1,1,0,0,30,23,30,7
2023-12-10,0,0.199257,1,0,0.2004008016032064,0,1,6,2,12,0,1,1,0,0,30,22,30,6
2023-12-11,1,0.199257,2,0,0.2004008016032064,0,1,0,2,12,0,0,0,0,0,30,21,30,5
2023-12-12,1,0.198826,0,1,0.1984126984126984,0,1,1,2,12,0,0,0,0,0,30,20,30,4
2023-12-13,1,0.196767,0,1,0.19762845849802374,0,1,2,2,12,0,0,0,0,0,30,19,30,3
2023-12-14,1,0.196908,0,1,0.1972386587771203,0,1,3,2,12,0,0,0,0,0,30,18,30,2
