date,moex_is_fresh,cbr_rate,cbr_age_days,cbr_is_fresh,nbk_rate,nbk_age_days,nbk_is_fresh,weekday,week_of_month,month,is_month_end,is_ru_weekend,is_kz_weekend,is_ru_holiday,is_kz_holiday,days_since_ru_holiday,days_to_ru_holiday,days_since_kz_holiday,days_to_kz_holiday
2023-12-15,1,0.196788,0,1,0.19685039370078738,0,1,4,3,12,0,0,0,0,0,30,17,30,1
2023-12-16,0,0.19686299999999998,0,1,0.19569471624266144,0,1,5,3,12,0,1,1,0,1,30,16,0,0
2023-12-17,0,0.19686299999999998,1,0,0.19569471624266144,0,1,6,3,12,0,1,1,0,0,30,15,1,1
2023-12-18,1,0.19686299999999998,2,0,0.19569471624266144,0,1,0,3,12,0,0,0,0,1,30,14,0,0
2023-12-19,1,0.197657,0,1,0.19569471624266144,0,1,1,3,12,0,0,0,0,0,30,13,1,13
2023-12-20,1,0.196937,0,1,0.19685039370078738,0,1,2,3,12,0,0,0,0,0,30,12,2,12
2023-12-21,1,0.197392,0,1,0.19801980198019803,0,1,3,3,12,0,0,0,0,0,30,11,3,11
2023-12-22,1,0.20103100000000002,0,1,0.2012072434607646,0,1,4,4,12,0,0,0,0,0,30,10,4,10
2023-12-23,0,0.201184,0,1,0.1996007984031936,0,1,5,4,12,0,1,1,0,0,30,9,5,9
2023-12-24,0,0.201184,1,0,0.1996007984031936,0,1,6,4,12,0,1,1,0,0,30,8,6,8
2023-12-25,1,0.201184,2,0,0.1996007984031936,0,1,0,4,12,0,0,0,0,0,30,7,7,7
2023-12-26,1,0.200067,0,1,0.2008032128514056,0,1,1,4,12,0,0,0,0,0,30,6,8,6
2023-12-27,1,0.200395,0,1,0.2004008016032064,0,1,2,4,12,0,0,0,0,0,30,5,9,5
2023-12-28,1,0.201011,0,1,0.2012072434607646,0,1,3,4,12,0,0,0,0,0,30,4,10,4
2023-12-29,1,0.19825299999999998,0,1,0.1996007984031936,0,1,4,5,12,1,0,0,0,0,30,3,11,3
2023-12-30,0,0.19770800000000002,0,1,0.19762845849802374,0,1,5,5,12,1,1,1,0,0,30,2,12,2
2023-12-31,0,0.19770800000000002,1,0,0.19762845849802374,0,1,6,5,12,1,1,1,0,0,30,1,13,1
2024-01-01,0,0.19770800000000002,2,0,0.19762845849802374,0,1,0,1,1,0,0,0,1,1,0,0,0,0
2024-01-02,0,0.19770800000000002,3,0,0.19762845849802374,0,1,1,1,1,0,0,0,1,1,0,0,0,0
2024-01-03,1,0.19770800000000002,4,0,0.19762845849802374,0,1,2,1,1,0,0,0,1,0,0,0,1,4
2024-01-04,1,0.19770800000000002,5,0,0.2,0,1,3,1,1,0,0,0,1,0,0,0,2,3
2024-01-05,1,0.19770800000000002,6,0,0.2,0,1,4,1,1,0,0,0,1,0,0,0,3,2
2024-01-06,0,0.19770800000000002,7,0,0.2008032128514056,0,1,5,1,1,0,1,1,1,0,0,0,4,1
2024-01-07,0,0.19770800000000002,8,0,0.2008032128514056,0,1,6,1,1,0,1,1,1,1,0,0,0,0
2024-01-08,1,0.19770800000000002,9,0,0.2008032128514056,0,1,0,2,1,0,0,0,1,1,0,0,0,0
2024-01-09,1,0.19770800000000002,10,0,0.2004008016032064,0,1,1,2,1,0,0,0,0,0,1,30,1,30
2024-01-10,1,0.19939099999999998,0,1,0.19920318725099603,0,1,2,2,1,0,0,0,0,0,2,30,2,30
2024-01-11,1,0.197255,0,1,0.1972386587771203,0,1,3,2,1,0,0,0,0,0,3,30,3,30
2024-01-12,1,0.19583899999999999,0,1,0.19607843137254904,0,1,4,2,1,0,0,0,0,0,4,30,4,30
2024-01-13,0,0.19450099999999998,0,1,0.1953125,0,1,5,2,1,0,1,1,0,0,5,30,5,30
2024-01-14,0,0.19450099999999998,1,0,0.1953125,0,1,6,2,1,0,1,1,0,0,6,30,6,30
2024-01-15,1,0.19450099999999998,2,0,0.1953125,0,1,0,3,1,0,0,0,0,0,7,30,7,30
2024-01-16,1,0.19426400000000002,0,1,0.1941747572815534,0,1,1,3,1,0,0,0,0,0,8,30,8,30
2024-01-17,1,0.194177,0,1,0.1941747572815534,0,1,2,3,1,0,0,0,0,0,9,30,9,30
2024-01-18,1,0.195798,0,1,0.19493177387914232,0,1,3,3,1,0,0,0,0,0,10,30,10,30
2024-01-19,1,0.19574100000000003,0,1,0.19607843137254904,0,1,4,3,1,0,0,0,0,0,11,30,11,30
2024-01-20,0,0.196081,0,1,0.19646365422396858,0,1,5,3,1,0,1,1,0,0,12,30,12,30
2024-01-21,0,0.196081,1,0,0.19646365422396858,0,1,6,3,1,0,1,1,0,0,13,30,13,30
2024-01-22,1,0.196081,2,0,0.19646365422396858,0,1,0,4,1,0,0,0,0,0,14,30,14,30
2024-01-23,1,0.19547699999999998,0,1,0.19569471624266144,0,1,1,4,1,0,0,0,0,0,15,30,15,30
2024-01-24,1,0.195983,0,1,0.1972386587771203,0,1,2,4,1,0,0,0,0,0,16,30,16,30
2024-01-25,1,0.19793,0,1,0.1984126984126984,0,1,3,4,1,0,0,0,0,0,17,29,17,30
2024-01-26,1,0.19903500000000002,0,1,0.19880715705765406,0,1,4,4,1,0,0,0,0,0,18,28,18,30
2024-01-27,0,0.200695,0,1,0.19880715705765406,0,1,5,4,1,0,1,1,0,0,19,27,19,30
2024-01-28,0,0.200695,1,0,0.19880715705765406,0,1,6,4,1,0,1,1,0,0,20,26,20,30
2024-01-29,1,0.200695,2,0,0.19880715705765406,0,1,0,5,1,1,0,0,0,0,21,25,21,30
2024-01-30,1,0.199246,0,1,0.19920318725099603,0,1,1,5,1,1,0,0,0,0,22,24,22,30
2024-01-31,1,0.198428,0,1,0.19880715705765406,0,1,2,5,1,1,0,0,0,0,23,23,23,30
2024-02-01,1,0.200075,0,1,0.2004008016032064,0,1,3,1,2,0,0,0,0,0,24,22,24,30
2024-02-02,1,0.201523,0,1,0.2008032128514056,0,1,4,1,2,0,0,0,0,0,25,21,25,30
2024-02-03,0,0.20163399999999998,0,1,0.2008032128514056,0,1,5,1,2,0,1,1,0,0,26,20,26,30
2024-02-04,0,0.20163399999999998,1,0,0.2008032128514056,0,1,6,1,2,0,1,1,0,0,27,19,27,30
2024-02-05,1,0.20163399999999998,2,0,0.2008032128514056,0,1,0,1,2,0,0,0,0,0,28,18,28,30
2024-02-06,1,0.202206,0,1,0.2012072434607646,0,1,1,1,2,0,0,0,0,0,29,17,29,30
2024-02-07,1,0.20011500000000002,0,1,0.1996007984031936,0,1,2,1,2,0,0,0,0,0,30,16,30,30
2024-02-08,1,0.20051300000000002,0,1,0.20161290322580647,0,1,3,2,2,0,0,0,0,0,30,15,30,29
2024-02-09,1,0.20183199999999998,0,1,0.20283975659229211,0,1,4,2,2,0,0,0,0,0,30,14,30,28
2024-02-10,0,0.201826,0,1,0.2032520325203252,0,1,5,2,2,0,1,1,0,0,30,13,30,27
2024-02-11,0,0.201826,1,0,0.2032520325203252,0,1,6,2,2,0,1,1,0,0,30,12,30,26
2024-02-12,1,0.201826,2,0,0.2032520325203252,0,1,0,2,2,0,0,0,0,0,30,11,30,25
2024-02-13,1,0.203703,0,1,0.2040816326530612,0,1,1,2,2,0,0,0,0,0,30,10,30,24
2024-02-14,1,0.204167,0,1,0.20366598778004072,0,1,2,2,2,0,0,0,0,0,30,9,30,23
2024-02-15,1,0.20409300000000002,0,1,0.20449897750511248,0,1,3,3,2,0,0,0,0,0,30,8,30,22
2024-02-16,1,0.20534400000000003,0,1,0.20491803278688525,0,1,4,3,2,0,0,0,0,0,30,7,30,21
2024-02-17,0,0.206555,0,1,0.2061855670103093,0,1,5,3,2,0,1,1,0,0,30,6,30,20
2024-02-18,0,0.206555,1,0,0.2061855670103093,0,1,6,3,2,0,1,1,0,0,30,5,30,19
2024-02-19,1,0.206555,2,0,0.2061855670103093,0,1,0,3,2,0,0,0,0,0,30,4,30,18
2024-02-20,1,0.20596,0,1,0.2053388090349076,0,1,1,3,2,0,0,0,0,0,30,3,30,17
2024-02-21,1,0.205156,0,1,0.2040816326530612,0,1,2,3,2,0,0,0,0,0,30,2,30,16
2024-02-22,1,0.204086,0,1,0.20491803278688525,0,1,3,4,2,0,0,0,0,0,30,1,30,15
2024-02-23,0,0.20575,0,1,0.2066115702479339,0,1,4,4,2,0,0,0,1,0,0,0,30,14
2024-02-24,0,0.20575,1,0,0.20703933747412007,0,1,5,4,2,0,1,1,0,0,1,13,30,13
2024-02-25,0,0.20575,2,0,0.20703933747412007,0,1,6,4,2,0,1,1,0,0,2,12,30,12
2024-02-26,1,0.20575,3,0,0.20703933747412007,0,1,0,4,2,0,0,0,0,0,3,11,30,11
2024-02-27,1,0.20590399999999998,0,1,0.20576131687242796,0,1,1,4,2,1,0,0,0,0,4,10,30,10
2024-02-28,1,0.204557,0,1,0.20449897750511248,0,1,2,4,2,1,0,0,0,0,5,9,30,9
2024-02-29,1,0.204659,0,1,0.2040816326530612,0,1,3,5,2,1,0,0,0,0,6,8,30,8
2024-03-01,1,0.201286,0,1,0.2012072434607646,0,1,4,1,3,0,0,0,0,0,7,7,30,7
2024-03-02,0,0.20268899999999998,0,1,0.20242914979757085,0,1,5,1,3,0,1,1,0,0,8,6,30,6
2024-03-03,0,0.20268899999999998,1,0,0.20242914979757085,0,1,6,1,3,0,1,1,0,0,9,5,30,5
2024-03-04,1,0.20268899999999998,2,0,0.20242914979757085,0,1,0,1,3,0,0,0,0,0,10,4,30,4
2024-03-05,1,0.202544,0,1,0.20161290322580647,0,1,1,1,3,0,0,0,0,0,11,3,30,3
2024-03-06,1,0.201082,0,1,0.20202020202020202,0,1,2,1,3,0,0,0,0,0,12,2,30,2
2024-03-07,1,0.20052199999999998,0,1,0.20161290322580647,0,1,3,1,3,0,0,0,0,0,13,1,30,1
2024-03-08,0,0.20278300000000002,0,1,0.20283975659229211,0,1,4,2,3,0,0,0,1,1,0,0,0,0
2024-03-09,0,0.20278300000000002,1,0,0.20283975659229211,0,1,5,2,3,0,1,1,0,0,1,30,1,12
2024-03-10,0,0.20278300000000002,2,0,0.20283975659229211,0,1,6,2,3,0,1,1,0,0,2,30,2,11
2024-03-11,1,0.20278300000000002,3,0,0.20283975659229211,0,1,0,2,3,0,0,0,0,0,3,30,3,10
2024-03-12,1,0.20260899999999998,0,1,0.20161290322580647,0,1,1,2,3,0,0,0,0,0,4,30,4,9
2024-03-13,1,0.20245000000000002,0,1,0.20283975659229211,0,1,2,2,3,0,0,0,0,0,5,30,5,8
2024-03-14,1,0.20375,0,1,0.20366598778004072,0,1,3,2,3,0,0,0,0,0,6,30,6,7
2024-03-15,1,0.203685,0,1,0.20366598778004072,0,1,4,3,3,0,0,0,0,0,7,30,7,6
2024-03-16,0,0.20453700000000002,0,1,0.20491803278688525,0,1,5,3,3,0,1,1,0,0,8,30,8,5
2024-03-17,0,0.20453700000000002,1,0,0.20491803278688525,0,1,6,3,3,0,1,1,0,0,9,30,9,4
2024-03-18,1,0.20453700000000002,2,0,0.20491803278688525,0,1,0,3,3,0,0,0,0,0,10,30,10,3
2024-03-19,1,0.20505400000000001,0,1,0.20449897750511248,0,1,1,3,3,0,0,0,0,0,11,30,11,2
2024-03-20,1,0.205262,0,1,0.20491803278688525,0,1,2,3,3,0,0,0,0,0,12,30,12,1
2024-03-21,1,0.205476,0,1,0.2053388090349076,0,1,3,3,3,0,0,0,0,1,13,30,0,0
2024-03-22,1,0.20375800000000002,0,1,0.2053388090349076,0,1,4,4,3,0,0,0,0,1,14,30,0,0
2024-03-23,0,0.20522500000000002,0,1,0.2053388090349076,0,1,5,4,3,0,1,1,0,1,15,30,0,0
2024-03-24,0,0.20522500000000002,1,0,0.2053388090349076,0,1,6,4,3,0,1,1,0,0,16,30,1,1
2024-03-25,1,0.20522500000000002,2,0,0.2053388090349076,0,1,0,4,3,0,0,0,0,1,17,30,0,0
2024-03-26,1,0.20558900000000002,0,1,0.2053388090349076,0,1,1,4,3,0,0,0,0,0,18,30,1,30
2024-03-27,1,0.205142,0,1,0.20576131687242796,0,1,2,4,3,0,0,0,0,0,19,30,2,30
2024-03-28,1,0.20572800000000002,0,1,0.20576131687242796,0,1,3,4,3,0,0,0,0,0,20,30,3,30
2024-03-29,1,0.20521999999999999,0,1,0.20576131687242796,0,1,4,5,3,1,0,0,0,0,21,30,4,30
2024-03-30,0,0.20610499999999998,0,1,0.2066115702479339,0,1,5,5,3,1,1,1,0,0,22,30,5,30
2024-03-31,0,0.20610499999999998,1,0,0.2066115702479339,0,1,6,5,3,1,1,1,0,0,23,30,6,30
2024-04-01,1,0.20610499999999998,2,0,0.2066115702479339,0,1,0,1,4,0,0,0,0,0,24,30,7,30
2024-04-02,1,0.20657,0,1,0.2066115702479339,0,1,1,1,4,0,0,0,0,0,25,29,8,29
2024-04-03,1,0.207196,0,1,0.2066115702479339,0,1,2,1,4,0,0,0,0,0,26,28,9,28
2024-04-04,1,0.20644200000000001,0,1,0.2061855670103093,0,1,3,1,4,0,0,0,0,0,27,27,10,27
2024-04-05,1,0.206542,0,1,0.2061855670103093,0,1,4,1,4,0,0,0,0,0,28,26,11,26
2024-04-06,0,0.206982,0,1,0.2066115702479339,0,1,5,1,4,0,1,1,0,0,29,25,12,25
2024-04-07,0,0.206982,1,0,0.2066115702479339,0,1,6,1,4,0,1,1,0,0,30,24,13,24
2024-04-08,1,0.206982,2,0,0.2066115702479339,0,1,0,2,4,0,0,0,0,0,30,23,14,23
2024-04-09,1,0.207218,0,1,0.20746887966804978,0,1,1,2,4,0,0,0,0,0,30,22,15,22
2024-04-10,1,0.207975,0,1,0.2079002079002079,0,1,2,2,4,0,0,0,0,0,30,21,16,21
2024-04-11,1,0.208947,0,1,0.20833333333333334,0,1,3,2,4,0,0,0,0,0,30,20,17,20
2024-04-12,1,0.209593,0,1,0.20876826722338204,0,1,4,2,4,0,0,0,0,0,30,19,18,19
2024-04-13,0,0.208385,0,1,0.20876826722338204,0,1,5,2,4,0,1,1,0,0,30,18,19,18
2024-04-14,0,0.208385,1,0,0.20876826722338204,0,1,6,2,4,0,1,1,0,0,30,17,20,17
2024-04-15,1,0.208385,2,0,0.20876826722338204,0,1,0,3,4,0,0,0,0,0,30,16,21,16
2024-04-16,1,0.20895600000000003,0,1,0.20876826722338204,0,1,1,3,4,0,0,0,0,0,30,15,22,15
2024-04-17,1,0.209725,0,1,0.20964360587002098,0,1,2,3,4,0,0,0,0,0,30,14,23,14
2024-04-18,1,0.21016500000000002,0,1,0.21008403361344538,0,1,3,3,4,0,0,0,0,0,30,13,24,13
2024-04-19,1,0.209611,0,1,0.21008403361344538,0,1,4,3,4,0,0,0,0,0,30,12,25,12
2024-04-20,0,0.208853,0,1,0.20876826722338204,0,1,5,3,4,0,1,1,0,0,30,11,26,11
2024-04-21,0,0.208853,1,0,0.20876826722338204,0,1,6,3,4,0,1,1,0,0,30,10,27,10
2024-04-22,1,0.208853,2,0,0.20876826722338204,0,1,0,4,4,0,0,0,0,0,30,9,28,9
2024-04-23,1,0.208856,0,1,0.20920502092050208,0,1,1,4,4,0,0,0,0,0,30,8,29,8
2024-04-24,1,0.209334,0,1,0.21008403361344538,0,1,2,4,4,0,0,0,0,0,30,7,30,7
2024-04-25,1,0.20819600000000002,0,1,0.20833333333333334,0,1,3,4,4,0,0,0,0,0,30,6,30,6
2024-04-26,1,0.207573,0,1,0.20746887966804978,0,1,4,4,4,0,0,0,0,0,30,5,30,5
2024-04-27,1,0.20713499999999999,0,1,0.20746887966804978,0,1,5,4,4,0,1,1,0,0,30,4,30,4
2024-04-28,0,0.207013,0,1,0.20746887966804978,0,1,6,4,4,1,1,1,0,0,30,3,30,3
2024-04-29,1,0.207013,1,0,0.20746887966804978,0,1,0,5,4,1,0,0,0,0,30,2,30,2
2024-04-30,1,0.207013,2,0,0.21052631578947367,0,1,1,5,4,1,0,0,0,0,30,1,30,1
2024-05-01,0,0.207013,3,0,0.21097046413502107,0,1,2,1,5,0,0,0,1,1,0,0,0,0
2024-05-02,1,0.207013,4,0,0.21097046413502107,0,1,3,1,5,0,0,0,0,0,1,7,1,5
2024-05-03,1,0.208243,0,1,0.20703933747412007,0,1,4,1,5,0,0,0,0,0,2,6,2,4
2024-05-04,0,0.20680700000000002,0,1,0.2061855670103093,0,1,5,1,5,0,1,1,0,0,3,5,3,3
2024-05-05,0,0.20680700000000002,1,0,0.20576131687242796,0,1,6,1,5,0,1,1,0,0,4,4,4,2
2024-05-06,1,0.20680700000000002,2,0,0.20576131687242796,0,1,0,1,5,0,0,0,0,0,5,3,5,1
2024-05-07,1,0.20674800000000002,0,1,0.20746887966804978,0,1,1,1,5,0,0,0,0,1,6,2,0,0
2024-05-08,1,0.207367,0,1,0.20746887966804978,0,1,2,2,5,0,0,0,0,0,7,1,1,1
2024-05-09,0,0.208961,0,1,0.20746887966804978,0,1,3,2,5,0,0,0,1,1,0,0,0,0
2024-05-10,1,0.208961,1,0,0.20746887966804978,0,1,4,2,5,0,0,0,0,0,1,30,1,30
2024-05-11,0,0.208961,2,0,0.21008403361344538,0,1,5,2,5,0,1,1,0,0,2,30,2,30
2024-05-12,0,0.208961,3,0,0.21008403361344538,0,1,6,2,5,0,1,1,0,0,3,30,3,30
2024-05-13,1,0.208961,4,0,0.21008403361344538,0,1,0,2,5,0,0,0,0,0,4,30,4,30
2024-05-14,1,0.20854099999999998,0,1,0.20746887966804978,0,1,1,2,5,0,0,0,0,0,5,29,5,30
2024-05-15,1,0.207201,0,1,0.20746887966804978,0,1,2,3,5,0,0,0,0,0,6,28,6,30
2024-05-16,1,0.20698,0,1,0.2066115702479339,0,1,3,3,5,0,0,0,0,0,7,27,7,30
2024-05-17,1,0.205985,0,1,0.20576131687242796,0,1,4,3,5,0,0,0,0,0,8,26,8,30
2024-05-18,0,0.206049,0,1,0.20491803278688525,0,1,5,3,5,0,1,1,0,0,9,25,9,30
2024-05-19,0,0.206049,1,0,0.20491803278688525,0,1,6,3,5,0,1,1,0,0,10,24,10,30
2024-05-20,1,0.206049,2,0,0.20491803278688525,0,1,0,3,5,0,0,0,0,0,11,23,11,30
2024-05-21,1,0.204433,0,1,0.2040816326530612,0,1,1,3,5,0,0,0,0,0,12,22,12,30
2024-05-22,1,0.203751,0,1,0.20491803278688525,0,1,2,4,5,0,0,0,0,0,13,21,13,30
2024-05-23,1,0.20413900000000001,0,1,0.2040816326530612,0,1,3,4,5,0,0,0,0,0,14,20,14,30
2024-05-24,1,0.20427900000000002,0,1,0.20366598778004072,0,1,4,4,5,0,0,0,0,0,15,19,15,30
2024-05-25,0,0.202475,0,1,0.20242914979757085,0,1,5,4,5,0,1,1,0,0,16,18,16,30
2024-05-26,0,0.202475,1,0,0.20242914979757085,0,1,6,4,5,0,1,1,0,0,17,17,17,30
2024-05-27,1,0.202475,2,0,0.20242914979757085,0,1,0,4,5,0,0,0,0,0,18,16,18,30
2024-05-28,1,0.20012,0,1,0.2,0,1,1,4,5,0,0,0,0,0,19,15,19,30
2024-05-29,1,0.19970500000000002,0,1,0.2004008016032064,0,1,2,5,5,1,0,0,0,0,20,14,20,30
2024-05-30,1,0.202131,0,1,0.20242914979757085,0,1,3,5,5,1,0,0,0,0,21,13,21,30
2024-05-31,1,0.20274799999999998,0,1,0.20202020202020202,0,1,4,5,5,1,0,0,0,0,22,12,22,30
2024-06-01,0,0.202773,0,1,0.20161290322580647,0,1,5,1,6,0,1,1,0,0,23,11,23,30
2024-06-02,0,0.202773,1,0,0.20161290322580647,0,1,6,1,6,0,1,1,0,0,24,10,24,30
2024-06-03,1,0.202773,2,0,0.20161290322580647,0,1,0,1,6,0,0,0,0,0,25,9,25,30
2024-06-04,1,0.199833,0,1,0.1996007984031936,0,1,1,1,6,0,0,0,0,0,26,8,26,30
2024-06-05,1,0.19852699999999998,0,1,0.19801980198019803,0,1,2,1,6,0,0,0,0,0,27,7,27,30
2024-06-06,1,0.19808399999999998,0,1,0.19762845849802374,0,1,3,1,6,0,0,0,0,0,28,6,28,30
2024-06-07,1,0.19784300000000002,0,1,0.1984126984126984,0,1,4,1,6,0,0,0,0,0,29,5,29,29
2024-06-08,0,0.198618,0,1,0.1984126984126984,0,1,5,2,6,0,1,1,0,0,30,4,30,28
2024-06-09,0,0.198618,1,0,0.1984126984126984,0,1,6,2,6,0,1,1,0,0,30,3,30,27
2024-06-10,1,0.198618,2,0,0.1984126984126984,0,1,0,2,6,0,0,0,0,0,30,2,30,26
2024-06-11,1,0.19892800000000002,0,1,0.19801980198019803,0,1,1,2,6,0,0,0,0,0,30,1,30,25
2024-06-12,0,0.198655,0,1,0.19801980198019803,0,1,2,2,6,0,0,0,1,0,0,0,30,24
2024-06-13,1,0.198655,1,0,0.1972386587771203,0,1,3,2,6,0,0,0,0,0,1,30,30,23
2024-06-14,1,0.19524999999999998,0,1,0.19455252918287938,0,1,4,2,6,0,0,0,0,0,2,30,30,22
2024-06-15,0,0.197319,0,1,0.19801980198019803,0,1,5,3,6,0,1,1,0,0,3,30,30,21
2024-06-16,0,0.197319,1,0,0.19801980198019803,0,1,6,3,6,0,1,1,0,0,4,30,30,20
2024-06-17,1,0.197319,2,0,0.19801980198019803,0,1,0,3,6,0,0,0,0,0,5,30,30,19
2024-06-18,1,0.197542,0,1,0.1953125,0,1,1,3,6,0,0,0,0,0,6,30,30,18
2024-06-19,1,0.192165,0,1,0.19011406844106465,0,1,2,3,6,0,0,0,0,0,7,30,30,17
2024-06-20,1,0.180419,0,1,0.18050541516245489,0,1,3,3,6,0,0,0,0,0,8,30,30,16
2024-06-21,1,0.185791,0,1,0.1858736059479554,0,1,4,3,6,0,0,0,0,0,9,30,30,15
2024-06-22,0,0.191383,0,1,0.18518518518518517,0,1,5,4,6,0,1,1,0,0,10,30,30,14
2024-06-23,0,0.191383,1,0,0.18518518518518517,0,1,6,4,6,0,1,1,0,0,11,30,30,13
2024-06-24,1,0.191383,2,0,0.18518518518518517,0,1,0,4,6,0,0,0,0,0,12,30,30,12
2024-06-25,1,0.188012,0,1,0.18761726078799248,0,1,1,4,6,0,0,0,0,0,13,30,30,11
2024-06-26,1,0.18758,0,1,0.1869158878504673,0,1,2,4,6,0,0,0,0,0,14,30,30,10
2024-06-27,1,0.18790600000000002,0,1,0.18832391713747648,0,1,3,4,6,0,0,0,0,0,15,30,30,9
2024-06-28,1,0.183203,0,1,0.18348623853211007,0,1,4,4,6,1,0,0,0,0,16,30,30,8
2024-06-29,0,0.18419799999999997,0,1,0.18083182640144665,0,1,5,5,6,1,1,1,0,0,17,30,30,7
2024-06-30,0,0.18419799999999997,1,0,0.18083182640144665,0,1,6,5,6,1,1,1,0,0,18,30,30,6
2024-07-01,1,0.18419799999999997,2,0,0.18083182640144665,0,1,0,1,7,0,0,0,0,0,19,30,30,5
2024-07-02,1,0.185164,0,1,0.18281535648994515,0,1,1,1,7,0,0,0,0,0,20,30,30,4
2024-07-03,1,0.185176,0,1,0.18518518518518517,0,1,2,1,7,0,0,0,0,0,21,30,30,3
2024-07-04,1,0.18640299999999999,0,1,0.18518518518518517,0,1,3,1,7,0,0,0,0,0,22,30,30,2
2024-07-05,1,0.18647099999999997,0,1,0.18518518518518517,0,1,4,1,7,0,0,0,0,0,23,30,30,1
2024-07-06,0,0.185395,0,1,0.18484288354898337,0,1,5,1,7,0,1,1,0,1,24,30,0,0
2024-07-07,0,0.185395,1,0,0.18484288354898337,0,1,6,1,7,0,1,1,0,0,25,30,1,1
2024-07-08,1,0.185395,2,0,0.18484288354898337,0,1,0,2,7,0,0,0,0,1,26,30,0,0
2024-07-09,1,0.18512399999999998,0,1,0.18484288354898337,0,1,1,2,7,0,0,0,0,0,27,30,1,30
2024-07-10,1,0.184776,0,1,0.18148820326678766,0,1,2,2,7,0,0,0,0,0,28,30,2,30
2024-07-11,1,0.182738,0,1,0.18281535648994515,0,1,3,2,7,0,0,0,0,0,29,30,3,30
2024-07-12,1,0.183891,0,1,0.1841620626151013,0,1,4,2,7,0,0,0,0,0,30,30,4,30
2024-07-13,0,0.18501,0,1,0.1838235294117647,0,1,5,2,7,0,1,1,0,0,30,30,5,30
2024-07-14,0,0.18501,1,0,0.1838235294117647,0,1,6,2,7,0,1,1,0,0,30,30,6,30
2024-07-15,1,0.18501,2,0,0.1838235294117647,0,1,0,3,7,0,0,0,0,0,30,30,7,30
2024-07-16,1,0.184847,0,1,0.18484288354898337,0,1,1,3,7,0,0,0,0,0,30,30,8,30
2024-07-17,1,0.186845,0,1,0.1855287569573284,0,1,2,3,7,0,0,0,0,0,30,30,9,30
2024-07-18,1,0.185595,0,1,0.18518518518518517,0,1,3,3,7,0,0,0,0,0,30,30,10,30
2024-07-19,1,0.18506699999999998,0,1,0.1841620626151013,0,1,4,3,7,0,0,0,0,0,30,30,11,30
2024-07-20,0,0.184518,0,1,0.1838235294117647,0,1,5,3,7,0,1,1,0,0,30,30,12,30
2024-07-21,0,0.184518,1,0,0.1838235294117647,0,1,6,3,7,0,1,1,0,0,30,30,13,30
2024-07-22,1,0.184518,2,0,0.1838235294117647,0,1,0,4,7,0,0,0,0,0,30,30,14,30
2024-07-23,1,0.183419,0,1,0.18518518518518517,0,1,1,4,7,0,0,0,0,0,30,30,15,30
2024-07-24,1,0.184506,0,1,0.1841620626151013,0,1,2,4,7,0,0,0,0,0,30,30,16,30
2024-07-25,1,0.183129,0,1,0.18248175182481752,0,1,3,4,7,0,0,0,0,0,30,30,17,30
2024-07-26,1,0.18015599999999998,0,1,0.17921146953405018,0,1,4,4,7,0,0,0,0,0,30,30,18,30
2024-07-27,0,0.18024300000000001,0,1,0.18181818181818182,0,1,5,4,7,0,1,1,0,0,30,30,19,30
2024-07-28,0,0.18024300000000001,1,0,0.18181818181818182,0,1,6,4,7,0,1,1,0,0,30,30,20,30
2024-07-29,1,0.18024300000000001,2,0,0.18181818181818182,0,1,0,5,7,1,0,0,0,0,30,30,21,30
2024-07-30,1,0.182287,0,1,0.18281535648994515,0,1,1,5,7,1,0,0,0,0,30,30,22,30
2024-07-31,1,0.182404,0,1,0.18148820326678766,0,1,2,5,7,1,0,0,0,0,30,30,23,30
2024-08-01,1,0.181141,0,1,0.18181818181818182,0,1,3,1,8,0,0,0,0,0,30,30,24,29
2024-08-02,1,0.180997,0,1,0.18050541516245489,0,1,4,1,8,0,0,0,0,0,30,30,25,28
2024-08-03,0,0.180536,0,1,0.18083182640144665,0,1,5,1,8,0,1,1,0,0,30,30,26,27
2024-08-04,0,0.180536,1,0,0.18083182640144665,0,1,6,1,8,0,1,1,0,0,30,30,27,26
2024-08-05,1,0.180536,2,0,0.18083182640144665,0,1,0,1,8,0,0,0,0,0,30,30,28,25
2024-08-06,1,0.178998,0,1,0.17761989342806395,0,1,1,1,8,0,0,0,0,0,30,30,29,24
2024-08-07,1,0.178486,0,1,0.17825311942959002,0,1,2,1,8,0,0,0,0,0,30,30,30,23
2024-08-08,1,0.179296,0,1,0.1811594202898551,0,1,3,2,8,0,0,0,0,0,30,30,30,22
2024-08-09,1,0.181998,0,1,0.18214936247723132,0,1,4,2,8,0,0,0,0,0,30,30,30,21
2024-08-10,0,0.18441500000000002,0,1,0.186219739292365,0,1,5,2,8,0,1,1,0,0,30,30,30,20
2024-08-11,0,0.18441500000000002,1,0,0.186219739292365,0,1,6,2,8,0,1,1,0,0,30,30,30,19
2024-08-12,1,0.18441500000000002,2,0,0.186219739292365,0,1,0,2,8,0,0,0,0,0,30,30,30,18
2024-08-13,1,0.188553,0,1,0.18832391713747648,0,1,1,2,8,0,0,0,0,0,30,30,30,17
2024-08-14,1,0.193431,0,1,0.19157088122605365,0,1,2,2,8,0,0,0,0,0,30,30,30,16
2024-08-15,1,0.18773,0,1,0.1855287569573284,0,1,3,3,8,0,0,0,0,0,30,30,30,15
