stage,scope,config_id,signals,hit_rate,lift,forward_delta_bps,symmetric_delta_bps,regret_bps,brier,logloss,auc,ece10,rows,dates,mean_signals_per_corridor_week,min_cell_week_coverage,mean_cell_week_coverage
development_2023_2025,all,base_control_head10y,723.0,0.4412171507607192,1.3709701913909238,40.078411599802024,26.40696876898918,80.96092783122008,0.18485040099862832,0.5484652229971574,0.7374039306683542,0.04785109801160326,3635,727,0.9667621776504296,0.7346938775510204,0.8828798185941042
development_2023_2025,all,baseline_reproduction,663.0,0.45248868778280543,1.4351906688933174,47.6856460151741,26.79780839525267,80.32875466661568,0.19061658311191612,0.5611614972587021,0.7226837886298914,0.05368624673548692,3635,727,0.8865329512893981,0.6666666666666666,0.8340702947845805
development_2023_2025,all,basis_train_120m,723.0,0.4412171507607192,1.3709701913909238,40.078411599802024,26.40696876898918,80.96092783122008,0.18485040099862832,0.5484652229971574,0.7374039306683542,0.04785109801160326,3635,727,0.9667621776504296,0.7346938775510204,0.8828798185941042
development_2023_2025,all,chronos2_small_ft_head10y,754.0,0.4204244031830239,1.3125996384586338,36.41685579166825,27.752790381651394,82.44145718032966,0.18655543875487862,0.5528744444191632,0.7270243996765461,0.026980256882371705,3635,727,1.0082139446036291,0.7755102040816326,0.906065759637188
development_2023_2025,all,chronos2_synth_ft_head10y,744.0,0.40591397849462363,1.2700008152302165,31.079041528773413,25.042386616376227,87.79206528176489,0.19101877571910078,0.563196496132113,0.7134177126182188,0.02756185276215732,3635,727,0.9948424068767906,0.7959183673469388,0.9017857142857143
development_2023_2025,all,chronos2_synth_zs_head10y,731.0,0.43912448700410395,1.3724127296200077,41.90335685307917,29.169244176609393,79.84410762832702,0.18486162539751388,0.548472410608805,0.7360366346728545,0.04867865064405677,3635,727,0.9774594078319004,0.7551020408163265,0.8883219954648526
development_2023_2025,KZT,base_control_head10y,149.0,0.4228187919463087,1.4778370986863416,29.971420647932167,19.249049468226467,103.34454235759662,0.18270478175104507,0.5450990978745659,0.7056388495992456,0.0349684552527458,727,727,0.9961795606494747,0.8367346938775511,0.9047619047619048
development_2023_2025,KZT,baseline_reproduction,133.0,0.42857142857142855,1.587507915180523,42.03722860984865,21.351971899261972,97.06472245327141,0.18928210730174638,0.5593945484216133,0.6927722772277228,0.06536317323399199,727,727,0.8892072588347659,0.6666666666666666,0.8208616780045351
development_2023_2025,KZT,basis_train_120m,149.0,0.4228187919463087,1.4778370986863416,29.971420647932167,19.249049468226467,103.34454235759662,0.18270478175104507,0.5450990978745659,0.7056388495992456,0.0349684552527458,727,727,0.9961795606494747,0.8367346938775511,0.9047619047619048
development_2023_2025,KZT,chronos2_small_ft_head10y,154.0,0.3961038961038961,1.4003888270773555,28.012830973254353,22.568296912361028,108.3120081863661,0.18622505935787328,0.5525749904502516,0.6895803866100897,0.042179310521964795,727,727,1.029608404966571,0.8775510204081632,0.9319727891156462
development_2023_2025,KZT,chronos2_synth_ft_head10y,153.0,0.3790849673202614,1.3407086272778697,25.211557009518128,22.25076741510054,110.10344142372998,0.18738734037922702,0.5561003966206866,0.6871900047147571,0.04891172542969897,727,727,1.0229226361031518,0.9183673469387755,0.9316893424036281
development_2023_2025,KZT,chronos2_synth_ft_kzt_head10y,143.0,0.3916083916083916,1.3738252256100816,33.40195756275126,26.66351133726974,104.21913861008585,0.18362994000170382,0.5461016476763507,0.7072842998585573,0.04744107201873854,727,727,0.9560649474689589,0.7346938775510204,0.8499149659863945
development_2023_2025,KZT,chronos2_synth_zs_head10y,149.0,0.4161073825503356,1.4578085921803123,33.700449917983455,25.34969600387884,100.2925385295875,0.18144696398685023,0.5421113601751336,0.7076944837340876,0.04137081025293087,727,727,0.9961795606494747,0.8163265306122449,0.9047619047619048
inspected_retrospective_2026,all,base_control_head10y,173.0,0.45664739884393063,1.3369494467346497,29.640444412858635,23.796709359608936,86.8337922503792,0.20840602466731792,0.6083517625447268,0.6983960108344102,0.09545617758459238,780,156,1.0764444444444443,0.9354838709677419,0.9483870967741936
