date,client,currency,bank_side,value
2023-07-12,personal,USD,sell,446.2
2023-07-13,personal,USD,sell,449.0
2023-07-14,personal,USD,sell,447.8
2023-07-17,personal,USD,sell,448.0
2023-07-18,personal,USD,sell,447.3
2023-07-19,personal,USD,sell,446.2
2023-07-20,personal,USD,sell,446.7
2023-07-21,personal,USD,sell,448.2
2023-07-24,personal,USD,sell,448.5
2023-07-25,personal,USD,sell,447.9
2023-07-26,personal,USD,sell,447.5
2023-07-27,personal,USD,sell,447.8
2023-07-28,personal,USD,sell,448.45
2023-07-31,personal,USD,sell,448.0
2023-08-01,personal,USD,sell,447.5
2023-08-02,personal,USD,sell,447.2
2023-08-03,personal,USD,sell,448.3
2023-08-04,personal,USD,sell,447.8
2023-08-07,personal,USD,sell,449.5
2023-08-08,personal,USD,sell,449.3
2023-08-09,personal,USD,sell,448.5
2023-08-10,personal,USD,sell,447.8
2023-08-11,personal,USD,sell,449.7
2023-08-14,personal,USD,sell,453.0
2023-08-15,personal,USD,sell,454.5
2023-08-16,personal,USD,sell,462.8
2023-08-17,personal,USD,sell,465.5
2023-08-18,personal,USD,sell,457.5
2023-08-21,personal,USD,sell,457.0
2023-08-22,personal,USD,sell,456.15
2023-08-23,personal,USD,sell,464.5
2023-08-24,personal,USD,sell,462.5
2023-08-25,personal,USD,sell,467.5
2023-08-28,personal,USD,sell,466.0
2023-08-29,personal,USD,sell,464.8
2023-08-31,personal,USD,sell,460.6
2023-09-01,personal,USD,sell,460.05
2023-09-04,personal,USD,sell,461.0
2023-09-05,personal,USD,sell,463.0
2023-09-06,personal,USD,sell,466.0
2023-09-07,personal,USD,sell,467.6
2023-09-08,personal,USD,sell,466.3
2023-09-11,personal,USD,sell,464.4
2023-09-12,personal,USD,sell,465.0
2023-09-13,personal,USD,sell,467.8
2023-09-14,personal,USD,sell,468.0
2023-09-15,personal,USD,sell,470.3
2023-09-18,personal,USD,sell,475.0
2023-09-19,personal,USD,sell,472.9
2023-09-20,personal,USD,sell,475.0
2023-09-21,personal,USD,sell,479.0
2023-09-22,personal,USD,sell,476.3
2023-09-25,personal,USD,sell,475.7
2023-09-26,personal,USD,sell,479.5
2023-09-27,personal,USD,sell,481.0
2023-09-28,personal,USD,sell,476.0
2023-09-29,personal,USD,sell,480.0
2023-10-02,personal,USD,sell,479.2
2023-10-03,personal,USD,sell,478.5
2023-10-04,personal,USD,sell,479.7
2023-10-05,personal,USD,sell,479.9
2023-10-06,personal,USD,sell,479.7
2023-10-09,personal,USD,sell,479.7
2023-10-10,personal,USD,sell,479.75
2023-10-11,personal,USD,sell,479.5
2023-10-12,personal,USD,sell,478.2
2023-10-13,personal,USD,sell,479.4
2023-10-16,personal,USD,sell,478.7
2023-10-17,personal,USD,sell,480.0
2023-10-18,personal,USD,sell,480.3
2023-10-19,personal,USD,sell,482.0
2023-10-20,personal,USD,sell,481.15
2023-10-23,personal,USD,sell,479.5
2023-10-24,personal,USD,sell,478.8
2023-10-26,personal,USD,sell,477.6
2023-10-27,personal,USD,sell,472.2
2023-10-30,personal,USD,sell,473.4
2023-10-31,personal,USD,sell,470.5
2023-11-01,personal,USD,sell,471.0
2023-11-02,personal,USD,sell,469.0
2023-11-03,personal,USD,sell,466.8
2023-11-06,personal,USD,sell,465.6
2023-11-07,personal,USD,sell,467.8
2023-11-08,personal,USD,sell,470.5
2023-11-09,personal,USD,sell,470.3
2023-11-10,personal,USD,sell,469.8
2023-11-13,personal,USD,sell,467.3
2023-11-14,personal,USD,sell,466.0
2023-11-15,personal,USD,sell,465.6
2023-11-16,personal,USD,sell,464.3
2023-11-17,personal,USD,sell,467.0
2023-11-20,personal,USD,sell,465.5
2023-11-21,personal,USD,sell,461.3
2023-11-22,personal,USD,sell,461.1
2023-11-23,personal,USD,sell,464.0
2023-11-24,personal,USD,sell,464.5
2023-11-27,personal,USD,sell,462.0
2023-11-28,personal,USD,sell,462.5
2023-11-29,personal,USD,sell,461.7
2023-11-30,personal,USD,sell,462.3
2023-12-01,personal,USD,sell,463.5
2023-12-04,personal,USD,sell,463.8
2023-12-05,personal,USD,sell,463.3
2023-12-06,personal,USD,sell,462.4
2023-12-07,personal,USD,sell,460.9
2023-12-08,personal,USD,sell,461.0
2023-12-11,personal,USD,sell,461.8
2023-12-12,personal,USD,sell,460.1
2023-12-13,personal,USD,sell,461.5
2023-12-14,personal,USD,sell,460.0
2023-12-15,personal,USD,sell,461.6
2023-12-19,personal,USD,sell,460.7
2023-12-20,personal,USD,sell,458.8
2023-12-21,personal,USD,sell,462.5
2023-12-22,personal,USD,sell,462.0
2023-12-25,personal,USD,sell,461.0
2023-12-26,personal,USD,sell,460.1
2023-12-27,personal,USD,sell,457.8
2023-12-28,personal,USD,sell,455.95
2024-01-03,personal,USD,sell,459.0
2024-01-04,personal,USD,sell,456.45
2024-01-05,personal,USD,sell,455.5
2024-01-08,personal,USD,sell,455.7
2024-01-09,personal,USD,sell,456.0
2024-01-10,personal,USD,sell,455.8
2024-01-11,personal,USD,sell,453.9
2024-01-12,personal,USD,sell,453.5
2024-01-15,personal,USD,sell,453.5
2024-01-16,personal,USD,sell,454.3
2024-01-17,personal,USD,sell,455.1
2024-01-18,personal,USD,sell,452.9
2024-01-19,personal,USD,sell,451.8
2024-01-22,personal,USD,sell,449.6
2024-01-23,personal,USD,sell,447.0
2024-01-24,personal,USD,sell,448.6
2024-01-25,personal,USD,sell,449.4
2024-01-26,personal,USD,sell,452.0
2024-01-29,personal,USD,sell,451.3
2024-01-30,personal,USD,sell,450.65
2024-01-31,personal,USD,sell,450.8
2024-02-01,personal,USD,sell,452.0
2024-02-02,personal,USD,sell,453.7
2024-02-05,personal,USD,sell,456.8
2024-02-06,personal,USD,sell,455.75
2024-02-07,personal,USD,sell,454.5
2024-02-08,personal,USD,sell,451.9
2024-02-09,personal,USD,sell,448.5
2024-02-12,personal,USD,sell,451.0
2024-02-13,personal,USD,sell,450.5
2024-02-14,personal,USD,sell,450.85
2024-02-15,personal,USD,sell,452.0
2024-02-16,personal,USD,sell,452.6
2024-02-19,personal,USD,sell,454.0
2024-02-20,personal,USD,sell,456.0
2024-02-21,personal,USD,sell,453.5
2024-02-22,personal,USD,sell,454.0
2024-02-23,personal,USD,sell,453.5
2024-02-26,personal,USD,sell,450.5
2024-02-27,personal,USD,sell,452.5
2024-02-28,personal,USD,sell,453.0
2024-02-29,personal,USD,sell,453.6
2024-03-01,personal,USD,sell,455.0
2024-03-04,personal,USD,sell,454.65
2024-03-05,personal,USD,sell,450.3
2024-03-06,personal,USD,sell,450.0
2024-03-07,personal,USD,sell,449.05
2024-03-11,personal,USD,sell,452.5
2024-03-12,personal,USD,sell,451.5
2024-03-13,personal,USD,sell,452.5
2024-03-14,personal,USD,sell,450.5
2024-03-15,personal,USD,sell,452.5
2024-03-18,personal,USD,sell,451.85
2024-03-19,personal,USD,sell,453.9
2024-03-20,personal,USD,sell,452.9
2024-03-26,personal,USD,sell,452.75
2024-03-27,personal,USD,sell,452.05
2024-03-28,personal,USD,sell,450.6
2024-03-29,personal,USD,sell,449.7
2024-04-01,personal,USD,sell,449.96
2024-04-02,personal,USD,sell,449.65
2024-04-03,personal,USD,sell,449.6
2024-04-04,personal,USD,sell,449.0
2024-04-05,personal,USD,sell,449.4
2024-04-08,personal,USD,sell,448.6
2024-04-09,personal,USD,sell,449.2
2024-04-10,personal,USD,sell,450.75
2024-04-11,personal,USD,sell,450.1
2024-04-12,personal,USD,sell,451.9
2024-04-15,personal,USD,sell,451.05
2024-04-16,personal,USD,sell,451.1
2024-04-17,personal,USD,sell,450.7
2024-04-18,personal,USD,sell,449.2
2024-04-19,personal,USD,sell,448.75
2024-04-22,personal,USD,sell,448.25
2024-04-23,personal,USD,sell,446.0
2024-04-24,personal,USD,sell,445.95
2024-04-25,personal,USD,sell,446.9
2024-04-26,personal,USD,sell,445.5
2024-04-29,personal,USD,sell,444.0
2024-04-30,personal,USD,sell,445.0
2024-05-02,personal,USD,sell,445.6
2024-05-03,personal,USD,sell,446.1
2024-05-04,personal,USD,sell,442.9
2024-05-06,personal,USD,sell,442.1
2024-05-10,personal,USD,sell,442.65
2024-05-13,personal,USD,sell,444.15
2024-05-14,personal,USD,sell,443.6
2024-05-15,personal,USD,sell,444.3
2024-05-16,personal,USD,sell,446.0
2024-05-17,personal,USD,sell,446.9
2024-05-20,personal,USD,sell,445.2
2024-05-21,personal,USD,sell,444.3
2024-05-22,personal,USD,sell,445.5
2024-05-23,personal,USD,sell,444.9
2024-05-24,personal,USD,sell,445.65
2024-05-27,personal,USD,sell,444.05
2024-05-28,personal,USD,sell,444.9
2024-05-29,personal,USD,sell,446.25
2024-05-30,personal,USD,sell,447.7
2024-05-31,personal,USD,sell,449.3
2024-06-03,personal,USD,sell,449.3
2024-06-04,personal,USD,sell,450.5
2024-06-05,personal,USD,sell,449.55
2024-06-06,personal,USD,sell,449.55
2024-06-07,personal,USD,sell,449.5
2024-06-10,personal,USD,sell,450.8
2024-06-11,personal,USD,sell,453.0
2024-06-12,personal,USD,sell,452.3
2024-06-13,personal,USD,sell,452.45
2024-06-14,personal,USD,sell,454.0
2024-06-17,personal,USD,sell,455.8
2024-06-18,personal,USD,sell,462.0
2024-06-19,personal,USD,sell,461.55
2024-06-20,personal,USD,sell,463.25
2024-06-21,personal,USD,sell,467.7
2024-06-24,personal,USD,sell,468.5
2024-06-25,personal,USD,sell,467.75
2024-06-26,personal,USD,sell,465.9
2024-06-27,personal,USD,sell,468.9
2024-06-28,personal,USD,sell,475.0
2024-07-01,personal,USD,sell,475.9
2024-07-02,personal,USD,sell,474.75
2024-07-03,personal,USD,sell,476.0
2024-07-04,personal,USD,sell,477.5
2024-07-05,personal,USD,sell,481.5
2024-07-09,personal,USD,sell,481.75
2024-07-10,personal,USD,sell,479.4
2024-07-11,personal,USD,sell,476.9
2024-07-12,personal,USD,sell,475.35
2024-07-15,personal,USD,sell,475.3
2024-07-16,personal,USD,sell,476.95
2024-07-17,personal,USD,sell,477.5
2024-07-18,personal,USD,sell,481.0
2024-07-19,personal,USD,sell,477.4
2024-07-22,personal,USD,sell,475.3
2024-07-23,personal,USD,sell,475.7
2024-07-24,personal,USD,sell,475.7
2024-07-25,personal,USD,sell,477.0
2024-07-26,personal,USD,sell,475.2
2024-07-29,personal,USD,sell,477.1
2024-07-30,personal,USD,sell,475.05
2024-07-31,personal,USD,sell,476.2
2024-08-01,personal,USD,sell,476.35
2024-08-02,personal,USD,sell,476.0
2024-08-05,personal,USD,sell,480.7
2024-08-06,personal,USD,sell,478.2
2024-08-07,personal,USD,sell,478.7
2024-08-08,personal,USD,sell,477.6
2024-08-09,personal,USD,sell,479.7
2024-08-12,personal,USD,sell,480.85
2024-08-13,personal,USD,sell,481.35
2024-08-14,personal,USD,sell,480.4
2024-08-15,personal,USD,sell,480.1
2024-08-16,personal,USD,sell,479.8
2024-08-19,personal,USD,sell,479.0
2024-08-20,personal,USD,sell,476.65
2024-08-21,personal,USD,sell,479.6
2024-08-22,personal,USD,sell,481.0
2024-08-23,personal,USD,sell,484.65
2024-08-26,personal,USD,sell,483.25
2024-08-27,personal,USD,sell,481.7
2024-08-28,personal,USD,sell,482.3
2024-09-02,personal,USD,sell,483.5
2024-09-03,personal,USD,sell,483.95
2024-09-04,personal,USD,sell,484.0
2024-09-05,personal,USD,sell,483.1
2024-09-06,personal,USD,sell,480.5
2024-09-09,personal,USD,sell,480.55
2024-09-10,personal,USD,sell,478.3
2024-09-11,personal,USD,sell,478.85
2024-09-12,personal,USD,sell,480.6
2024-09-13,personal,USD,sell,481.0
2024-09-16,personal,USD,sell,482.0
2024-09-17,personal,USD,sell,480.7
2024-09-18,personal,USD,sell,480.1
2024-09-19,personal,USD,sell,480.0
2024-09-20,personal,USD,sell,480.9
2024-09-23,personal,USD,sell,483.45
2024-09-24,personal,USD,sell,481.6
2024-09-25,personal,USD,sell,480.8
2024-09-26,personal,USD,sell,481.9
2024-09-27,personal,USD,sell,484.0
2024-09-30,personal,USD,sell,484.0
2024-10-01,personal,USD,sell,484.7
2024-10-02,personal,USD,sell,486.5
2024-10-03,personal,USD,sell,485.4
2024-10-04,personal,USD,sell,486.3
2024-10-07,personal,USD,sell,488.0
2024-10-08,personal,USD,sell,490.1
2024-10-09,personal,USD,sell,493.75
2024-10-10,personal,USD,sell,495.5
2024-10-14,personal,USD,sell,488.05
2024-10-15,personal,USD,sell,490.1
2024-10-16,personal,USD,sell,490.15
2024-10-17,personal,USD,sell,489.0
2024-10-21,personal,USD,sell,484.6
2024-10-22,personal,USD,sell,488.5
2024-10-23,personal,USD,sell,486.7
2024-10-24,personal,USD,sell,489.1
2024-10-28,personal,USD,sell,493.25
2024-10-29,personal,USD,sell,493.0
2024-10-30,personal,USD,sell,490.75
2024-10-31,personal,USD,sell,490.5
2024-11-01,personal,USD,sell,491.35
2024-11-04,personal,USD,sell,490.8
2024-11-05,personal,USD,sell,492.5
2024-11-06,personal,USD,sell,495.0
2024-11-07,personal,USD,sell,493.7
2024-11-08,personal,USD,sell,495.2
2024-11-11,personal,USD,sell,498.0
2024-11-12,personal,USD,sell,498.5
2024-11-13,personal,USD,sell,495.0
2024-11-14,personal,USD,sell,497.9
2024-11-15,personal,USD,sell,499.15
2024-11-18,personal,USD,sell,501.2
2024-11-19,personal,USD,sell,498.6
2024-11-20,personal,USD,sell,498.85
2024-11-21,personal,USD,sell,498.3
2024-11-22,personal,USD,sell,501.65
2024-11-25,personal,USD,sell,501.5
2024-11-26,personal,USD,sell,501.6
2024-11-27,personal,USD,sell,506.0
2024-11-28,personal,USD,sell,514.5
2024-11-29,personal,USD,sell,519.5
2024-12-02,personal,USD,sell,527.5
2024-12-03,personal,USD,sell,525.4
2024-12-04,personal,USD,sell,527.5
2024-12-05,personal,USD,sell,523.9
2024-12-06,personal,USD,sell,511.5
2024-12-09,personal,USD,sell,510.8
2024-12-10,personal,USD,sell,513.8
2024-12-11,personal,USD,sell,522.7
2024-12-12,personal,USD,sell,525.2
2024-12-13,personal,USD,sell,526.55
2024-12-17,personal,USD,sell,526.4
2024-12-18,personal,USD,sell,524.9
2024-12-19,personal,USD,sell,526.9
2024-12-20,personal,USD,sell,527.5
2024-12-23,personal,USD,sell,524.0
2024-12-24,personal,USD,sell,520.0
2024-12-25,personal,USD,sell,517.55
2024-12-26,personal,USD,sell,520.8
2024-12-27,personal,USD,sell,525.4
2024-12-30,personal,USD,sell,526.0
2024-12-31,personal,USD,sell,527.75
2025-01-05,personal,USD,sell,530.7
2025-01-06,personal,USD,sell,531.5
2025-01-08,personal,USD,sell,529.4
2025-01-09,personal,USD,sell,528.6
2025-01-10,personal,USD,sell,530.45
2025-01-13,personal,USD,sell,533.2
2025-01-14,personal,USD,sell,532.7
2025-01-15,personal,USD,sell,532.7
2025-01-16,personal,USD,sell,532.75
2025-01-20,personal,USD,sell,533.0
2025-01-21,personal,USD,sell,527.0
2025-01-22,personal,USD,sell,524.5
2025-01-23,personal,USD,sell,523.5
2025-01-24,personal,USD,sell,520.8
2025-01-27,personal,USD,sell,518.4
2025-01-28,personal,USD,sell,520.0
2025-01-29,personal,USD,sell,520.5
2025-01-30,personal,USD,sell,521.3
2025-01-31,personal,USD,sell,521.2
2025-02-03,personal,USD,sell,525.8
2025-02-04,personal,USD,sell,522.5
2025-02-05,personal,USD,sell,519.4
2025-02-06,personal,USD,sell,517.0
2025-02-07,personal,USD,sell,513.15
2025-02-10,personal,USD,sell,511.0
2025-02-11,personal,USD,sell,509.0
2025-02-12,personal,USD,sell,507.15
2025-02-13,personal,USD,sell,501.9
2025-02-17,personal,USD,sell,500.4
2025-02-18,personal,USD,sell,503.0
2025-02-19,personal,USD,sell,504.55
2025-02-20,personal,USD,sell,504.9
2025-02-21,personal,USD,sell,508.3
2025-02-24,personal,USD,sell,503.0
2025-02-25,personal,USD,sell,501.8
2025-02-26,personal,USD,sell,503.3
2025-02-27,personal,USD,sell,502.35
2025-02-28,personal,USD,sell,501.3
2025-03-01,personal,USD,sell,501.8
2025-03-03,personal,USD,sell,504.0
2025-03-04,personal,USD,sell,502.4
2025-03-05,personal,USD,sell,499.5
2025-03-06,personal,USD,sell,500.0
2025-03-11,personal,USD,sell,491.1
2025-03-12,personal,USD,sell,494.0
2025-03-13,personal,USD,sell,501.0
2025-03-17,personal,USD,sell,502.0
2025-03-18,personal,USD,sell,500.7
2025-03-19,personal,USD,sell,506.6
2025-03-24,personal,USD,sell,506.3
2025-03-26,personal,USD,sell,503.55
2025-03-27,personal,USD,sell,503.2
2025-03-28,personal,USD,sell,507.0
2025-03-31,personal,USD,sell,506.5
2025-04-01,personal,USD,sell,506.3
2025-04-02,personal,USD,sell,506.0
2025-04-03,personal,USD,sell,504.8
2025-04-04,personal,USD,sell,513.0
2025-04-07,personal,USD,sell,524.0
2025-04-08,personal,USD,sell,521.0
2025-04-09,personal,USD,sell,523.4
2025-04-10,personal,USD,sell,518.6
2025-04-14,personal,USD,sell,520.5
2025-04-15,personal,USD,sell,520.5
2025-04-16,personal,USD,sell,526.5
2025-04-17,personal,USD,sell,525.8
2025-04-18,personal,USD,sell,525.5
2025-04-21,personal,USD,sell,522.65
2025-04-22,personal,USD,sell,521.5
2025-04-23,personal,USD,sell,521.1
2025-04-24,personal,USD,sell,519.5
2025-04-25,personal,USD,sell,517.0
2025-04-28,personal,USD,sell,515.0
2025-04-29,personal,USD,sell,515.0
2025-05-02,personal,USD,sell,519.4
2025-05-05,personal,USD,sell,519.0
2025-05-12,personal,USD,sell,514.3
2025-05-13,personal,USD,sell,511.1
2025-05-14,personal,USD,sell,510.3
2025-05-15,personal,USD,sell,513.5
2025-05-16,personal,USD,sell,512.9
2025-05-19,personal,USD,sell,513.5
2025-05-20,personal,USD,sell,514.3
2025-05-21,personal,USD,sell,512.2
2025-05-22,personal,USD,sell,509.5
2025-05-23,personal,USD,sell,514.2
2025-05-26,personal,USD,sell,513.2
2025-05-27,personal,USD,sell,514.5
2025-05-28,personal,USD,sell,514.4
2025-05-29,personal,USD,sell,511.2
2025-06-02,personal,USD,sell,514.1
2025-06-03,personal,USD,sell,515.2
2025-06-04,personal,USD,sell,512.7
2025-06-05,personal,USD,sell,512.7
2025-06-09,personal,USD,sell,512.05
2025-06-10,personal,USD,sell,511.05
2025-06-11,personal,USD,sell,513.3
2025-06-12,personal,USD,sell,514.5
2025-06-13,personal,USD,sell,515.5
2025-06-16,personal,USD,sell,516.9
2025-06-17,personal,USD,sell,520.3
2025-06-18,personal,USD,sell,522.05
2025-06-19,personal,USD,sell,522.1
2025-06-20,personal,USD,sell,523.4
2025-06-23,personal,USD,sell,524.0
2025-06-24,personal,USD,sell,520.5
2025-06-25,personal,USD,sell,521.15
2025-06-26,personal,USD,sell,520.8
2025-06-27,personal,USD,sell,522.5
2025-06-30,personal,USD,sell,521.9
2025-07-01,personal,USD,sell,520.8
2025-07-02,personal,USD,sell,521.15
2025-07-03,personal,USD,sell,521.55
2025-07-04,personal,USD,sell,521.9
2025-07-08,personal,USD,sell,521.75
2025-07-09,personal,USD,sell,521.05
2025-07-10,personal,USD,sell,521.3
2025-07-14,personal,USD,sell,526.75
2025-07-15,personal,USD,sell,528.0
2025-07-16,personal,USD,sell,531.1
2025-07-17,personal,USD,sell,535.55
2025-07-18,personal,USD,sell,534.65
2025-07-21,personal,USD,sell,532.3
2025-07-22,personal,USD,sell,537.15
2025-07-23,personal,USD,sell,541.35
2025-07-24,personal,USD,sell,545.85
2025-07-25,personal,USD,sell,547.6
2025-07-28,personal,USD,sell,544.8
2025-07-29,personal,USD,sell,545.8
2025-07-30,personal,USD,sell,545.7
2025-07-31,personal,USD,sell,542.5
2025-08-04,personal,USD,sell,542.8
2025-08-05,personal,USD,sell,539.35
2025-08-06,personal,USD,sell,539.8
2025-08-07,personal,USD,sell,541.05
2025-08-08,personal,USD,sell,543.05
2025-08-11,personal,USD,sell,546.3
2025-08-12,personal,USD,sell,543.65
2025-08-13,personal,USD,sell,540.7
2025-08-14,personal,USD,sell,541.0
2025-08-15,personal,USD,sell,543.1
2025-08-18,personal,USD,sell,541.4
2025-08-19,personal,USD,sell,540.9
2025-08-20,personal,USD,sell,540.75
2025-08-21,personal,USD,sell,539.85
2025-08-22,personal,USD,sell,539.7
2025-08-25,personal,USD,sell,537.6
2025-08-26,personal,USD,sell,538.4
2025-08-27,personal,USD,sell,541.1
2025-08-28,personal,USD,sell,539.8
2025-09-02,personal,USD,sell,541.95
2025-09-03,personal,USD,sell,542.0
2025-09-04,personal,USD,sell,541.95
2025-09-05,personal,USD,sell,538.7
2025-09-08,personal,USD,sell,537.8
2025-09-09,personal,USD,sell,538.75
2025-09-10,personal,USD,sell,540.4
2025-09-11,personal,USD,sell,542.25
2025-09-12,personal,USD,sell,543.25
2025-09-15,personal,USD,sell,542.85
2025-09-16,personal,USD,sell,542.45
2025-09-17,personal,USD,sell,543.8
2025-09-18,personal,USD,sell,543.45
2025-09-19,personal,USD,sell,543.8
2025-09-22,personal,USD,sell,545.6
2025-09-23,personal,USD,sell,546.6
2025-09-24,personal,USD,sell,544.4
2025-09-25,personal,USD,sell,544.85
2025-09-29,personal,USD,sell,550.6
2025-09-30,personal,USD,sell,551.3
2025-10-01,personal,USD,sell,549.6
2025-10-02,personal,USD,sell,549.6
2025-10-03,personal,USD,sell,549.2
2025-10-06,personal,USD,sell,546.0
2025-10-07,personal,USD,sell,543.6
2025-10-08,personal,USD,sell,542.6
2025-10-09,personal,USD,sell,543.6
2025-10-12,personal,USD,sell,541.8
2025-10-13,personal,USD,sell,539.8
2025-10-14,personal,USD,sell,541.7
2025-10-15,personal,USD,sell,541.6
2025-10-16,personal,USD,sell,538.3
2025-10-17,personal,USD,sell,540.05
2025-10-20,personal,USD,sell,540.1
2025-10-21,personal,USD,sell,540.9
2025-10-22,personal,USD,sell,541.0
2025-10-23,personal,USD,sell,540.3
2025-10-28,personal,USD,sell,535.85
2025-10-29,personal,USD,sell,531.2
2025-10-30,personal,USD,sell,532.9
2025-10-31,personal,USD,sell,531.9
2025-11-03,personal,USD,sell,527.5
2025-11-04,personal,USD,sell,526.05
2025-11-05,personal,USD,sell,527.85
2025-11-06,personal,USD,sell,528.5
2025-11-07,personal,USD,sell,527.2
2025-11-10,personal,USD,sell,526.35
2025-11-11,personal,USD,sell,527.1
2025-11-12,personal,USD,sell,527.1
2025-11-13,personal,USD,sell,525.4
2025-11-14,personal,USD,sell,526.4
2025-11-17,personal,USD,sell,524.5
2025-11-18,personal,USD,sell,522.1
2025-11-19,personal,USD,sell,521.0
2025-11-20,personal,USD,sell,521.1
2025-11-21,personal,USD,sell,522.9
2025-11-24,personal,USD,sell,521.85
2025-11-25,personal,USD,sell,521.0
2025-11-26,personal,USD,sell,521.0
2025-11-27,personal,USD,sell,518.5
2025-11-28,personal,USD,sell,515.7
2025-12-01,personal,USD,sell,513.6
2025-12-02,personal,USD,sell,509.55
2025-12-03,personal,USD,sell,505.5
2025-12-04,personal,USD,sell,507.7
2025-12-05,personal,USD,sell,509.9
2025-12-08,personal,USD,sell,515.0
2025-12-09,personal,USD,sell,518.45
2025-12-10,personal,USD,sell,521.35
2025-12-11,personal,USD,sell,523.2
2025-12-12,personal,USD,sell,524.15
2025-12-15,personal,USD,sell,518.5
2025-12-16,personal,USD,sell,518.7
2025-12-17,personal,USD,sell,516.95
2025-12-18,personal,USD,sell,518.75
2025-12-19,personal,USD,sell,520.15
2025-12-22,personal,USD,sell,518.25
2025-12-23,personal,USD,sell,511.95
2025-12-24,personal,USD,sell,516.0
2025-12-25,personal,USD,sell,513.1
2025-12-26,personal,USD,sell,511.95
2025-12-27,personal,USD,sell,513.0
2025-12-29,personal,USD,sell,508.2
2025-12-30,personal,USD,sell,508.35
2025-12-31,personal,USD,sell,514.0
2026-01-01,personal,USD,sell,514.0
2026-01-03,personal,USD,sell,514.0
2026-01-05,personal,USD,sell,519.0
2026-01-06,personal,USD,sell,516.5
2026-01-07,personal,USD,sell,516.5
2026-01-08,personal,USD,sell,515.75
2026-01-09,personal,USD,sell,516.8
2026-01-12,personal,USD,sell,513.5
2026-01-13,personal,USD,sell,512.35
2026-01-14,personal,USD,sell,513.55
2026-01-15,personal,USD,sell,514.0
2026-01-16,personal,USD,sell,514.25
2026-01-19,personal,USD,sell,511.0
2026-01-20,personal,USD,sell,511.0
2026-01-21,personal,USD,sell,509.55
2026-01-22,personal,USD,sell,509.2
2026-01-23,personal,USD,sell,506.5
2026-01-24,personal,USD,sell,506.5
2026-01-26,personal,USD,sell,505.1
2026-01-27,personal,USD,sell,507.0
2026-01-28,personal,USD,sell,506.9
2026-01-29,personal,USD,sell,505.4
2026-01-30,personal,USD,sell,506.3
2026-01-31,personal,USD,sell,506.0
2026-02-02,personal,USD,sell,507.9
2026-02-03,personal,USD,sell,504.3
2026-02-04,personal,USD,sell,499.9
2026-02-05,personal,USD,sell,496.0
2026-02-06,personal,USD,sell,497.75
2026-02-07,personal,USD,sell,497.75
2026-02-09,personal,USD,sell,496.7
2026-02-10,personal,USD,sell,494.95
2026-02-11,personal,USD,sell,496.15
2026-02-12,personal,USD,sell,498.0
2026-02-13,personal,USD,sell,497.86
2026-02-16,personal,USD,sell,494.2
2026-02-17,personal,USD,sell,493.7
2026-02-18,personal,USD,sell,492.4
2026-02-19,personal,USD,sell,495.4
2026-02-20,personal,USD,sell,502.8
2026-02-21,personal,USD,sell,502.4
2026-02-23,personal,USD,sell,500.3
2026-02-24,personal,USD,sell,502.0
2026-02-25,personal,USD,sell,504.7
2026-02-26,personal,USD,sell,502.4
2026-02-27,personal,USD,sell,501.1
2026-03-02,personal,USD,sell,501.05
2026-03-03,personal,USD,sell,503.4
2026-03-04,personal,USD,sell,499.5
2026-03-05,personal,USD,sell,496.1
2026-03-09,personal,USD,sell,497.0
2026-03-10,personal,USD,sell,489.8
2026-03-11,personal,USD,sell,494.0
2026-03-12,personal,USD,sell,493.3
2026-03-16,personal,USD,sell,486.0
2026-03-17,personal,USD,sell,484.95
2026-03-18,personal,USD,sell,485.6
2026-03-19,personal,USD,sell,483.8
2026-03-23,personal,USD,sell,483.65
2026-03-24,personal,USD,sell,483.65
2026-03-25,personal,USD,sell,483.65
2026-03-26,personal,USD,sell,484.7
2026-03-30,personal,USD,sell,483.8
2026-03-31,personal,USD,sell,479.7
2026-04-01,personal,USD,sell,477.45
2026-04-02,personal,USD,sell,475.65
2026-04-03,personal,USD,sell,472.85
2026-04-06,personal,USD,sell,464.6
2026-04-07,personal,USD,sell,471.2
2026-04-08,personal,USD,sell,481.3
2026-04-09,personal,USD,sell,479.75
2026-04-13,personal,USD,sell,479.2
2026-04-14,personal,USD,sell,479.2
2026-04-15,personal,USD,sell,476.7
2026-04-16,personal,USD,sell,474.15
2026-04-17,personal,USD,sell,471.7
2026-04-18,personal,USD,sell,472.5
2026-04-20,personal,USD,sell,470.2
2026-04-21,personal,USD,sell,467.75
2026-04-22,personal,USD,sell,466.5
2026-04-23,personal,USD,sell,468.15
2026-04-24,personal,USD,sell,467.75
2026-04-27,personal,USD,sell,461.4
2026-04-28,personal,USD,sell,461.9
2026-04-29,personal,USD,sell,466.4
2026-04-30,personal,USD,sell,466.9
2026-05-01,personal,USD,sell,466.9
2026-05-04,personal,USD,sell,468.1
2026-05-05,personal,USD,sell,467.65
2026-05-06,personal,USD,sell,466.2
2026-05-07,personal,USD,sell,466.2
2026-05-08,personal,USD,sell,467.0
2026-05-11,personal,USD,sell,467.0
2026-05-12,personal,USD,sell,468.7
2026-05-13,personal,USD,sell,473.0
2026-05-14,personal,USD,sell,476.2
2026-05-15,personal,USD,sell,471.8
2026-05-18,personal,USD,sell,471.8
2026-05-19,personal,USD,sell,475.5
