date,client,currency,bank_side,value
2021-04-28,legal,RUB,sell,5.9
2021-04-29,legal,RUB,sell,5.91
2021-04-30,legal,RUB,sell,5.89
2021-05-04,legal,RUB,sell,5.87
2021-05-05,legal,RUB,sell,5.85
2021-05-06,legal,RUB,sell,5.87
2021-05-11,legal,RUB,sell,5.92
2021-05-12,legal,RUB,sell,5.9
2021-05-13,legal,RUB,sell,5.91
2021-05-14,legal,RUB,sell,5.93
2021-05-17,legal,RUB,sell,5.93
2021-05-18,legal,RUB,sell,5.94
2021-05-19,legal,RUB,sell,5.96
2021-05-20,legal,RUB,sell,5.98
2021-05-21,legal,RUB,sell,5.99
2021-05-24,legal,RUB,sell,5.95
2021-05-25,legal,RUB,sell,5.97
2021-05-26,legal,RUB,sell,5.96
2021-05-27,legal,RUB,sell,5.99
2021-05-28,legal,RUB,sell,5.98
2021-05-31,legal,RUB,sell,5.99
2021-06-01,legal,RUB,sell,5.98
2021-06-02,legal,RUB,sell,5.98
2021-06-03,legal,RUB,sell,6.0
2021-06-04,legal,RUB,sell,5.99
2021-06-07,legal,RUB,sell,6.02
2021-06-08,legal,RUB,sell,6.04
2021-06-09,legal,RUB,sell,6.07
2021-06-10,legal,RUB,sell,6.07
2021-06-11,legal,RUB,sell,6.11
2021-06-14,legal,RUB,sell,6.06
2021-06-15,legal,RUB,sell,6.09
2021-06-16,legal,RUB,sell,6.07
2021-06-17,legal,RUB,sell,6.04
2021-06-18,legal,RUB,sell,6.08
2021-06-21,legal,RUB,sell,6.0
2021-06-22,legal,RUB,sell,5.99
2021-06-23,legal,RUB,sell,6.03
2021-06-24,legal,RUB,sell,6.07
2021-06-25,legal,RUB,sell,5.97
2021-06-28,legal,RUB,sell,5.97
2021-06-29,legal,RUB,sell,5.97
2021-06-30,legal,RUB,sell,5.89
2021-07-01,legal,RUB,sell,5.92
2021-07-02,legal,RUB,sell,5.85
2021-07-03,legal,RUB,sell,5.93
2021-07-07,legal,RUB,sell,5.83
2021-07-08,legal,RUB,sell,5.79
2021-07-09,legal,RUB,sell,5.84
2021-07-12,legal,RUB,sell,5.8
2021-07-13,legal,RUB,sell,5.84
2021-07-14,legal,RUB,sell,5.82
2021-07-15,legal,RUB,sell,5.81
2021-07-16,legal,RUB,sell,5.82
2021-07-19,legal,RUB,sell,5.8
2021-07-21,legal,RUB,sell,5.81
2021-07-22,legal,RUB,sell,5.83
2021-07-23,legal,RUB,sell,5.85
2021-07-26,legal,RUB,sell,5.81
2021-07-27,legal,RUB,sell,5.83
2021-07-28,legal,RUB,sell,5.86
2021-07-29,legal,RUB,sell,5.87
2021-07-30,legal,RUB,sell,5.89
2021-08-02,legal,RUB,sell,5.88
2021-08-03,legal,RUB,sell,5.88
2021-08-04,legal,RUB,sell,5.88
2021-08-05,legal,RUB,sell,5.88
2021-08-06,legal,RUB,sell,5.86
2021-08-09,legal,RUB,sell,5.87
2021-08-10,legal,RUB,sell,5.84
2021-08-11,legal,RUB,sell,5.81
2021-08-12,legal,RUB,sell,5.84
2021-08-13,legal,RUB,sell,5.85
2021-08-15,legal,RUB,sell,5.86
2021-08-16,legal,RUB,sell,5.85
2021-08-17,legal,RUB,sell,5.85
2021-08-18,legal,RUB,sell,5.84
2021-08-19,legal,RUB,sell,5.82
2021-08-20,legal,RUB,sell,5.8
2021-08-23,legal,RUB,sell,5.81
2021-08-24,legal,RUB,sell,5.81
2021-08-25,legal,RUB,sell,5.84
2021-08-26,legal,RUB,sell,5.83
2021-08-27,legal,RUB,sell,5.83
2021-08-31,legal,RUB,sell,5.87
2021-09-01,legal,RUB,sell,5.89
2021-09-02,legal,RUB,sell,5.91
2021-09-03,legal,RUB,sell,5.91
2021-09-06,legal,RUB,sell,5.89
2021-09-07,legal,RUB,sell,5.88
2021-09-08,legal,RUB,sell,5.88
2021-09-09,legal,RUB,sell,5.9
2021-09-10,legal,RUB,sell,5.92
2021-09-13,legal,RUB,sell,5.9
2021-09-14,legal,RUB,sell,5.9
2021-09-15,legal,RUB,sell,5.93
2021-09-16,legal,RUB,sell,5.94
2021-09-17,legal,RUB,sell,5.92
2021-09-20,legal,RUB,sell,5.87
2021-09-21,legal,RUB,sell,5.88
2021-09-22,legal,RUB,sell,5.91
2021-09-23,legal,RUB,sell,5.91
2021-09-24,legal,RUB,sell,5.89
2021-09-27,legal,RUB,sell,5.91
2021-09-28,legal,RUB,sell,5.91
2021-09-29,legal,RUB,sell,5.91
2021-09-30,legal,RUB,sell,5.91
2021-10-01,legal,RUB,sell,5.89
2021-10-04,legal,RUB,sell,5.9
2021-10-05,legal,RUB,sell,5.91
2021-10-06,legal,RUB,sell,5.92
2021-10-07,legal,RUB,sell,5.97
2021-10-08,legal,RUB,sell,5.96
2021-10-11,legal,RUB,sell,5.99
2021-10-12,legal,RUB,sell,5.98
2021-10-13,legal,RUB,sell,5.99
2021-10-14,legal,RUB,sell,6.01
2021-10-15,legal,RUB,sell,6.04
2021-10-18,legal,RUB,sell,6.03
2021-10-19,legal,RUB,sell,6.07
2021-10-20,legal,RUB,sell,6.07
2021-10-21,legal,RUB,sell,6.05
2021-10-22,legal,RUB,sell,6.12
2021-10-25,legal,RUB,sell,6.15
2021-10-26,legal,RUB,sell,6.2
2021-10-27,legal,RUB,sell,6.13
2021-10-28,legal,RUB,sell,6.13
2021-10-29,legal,RUB,sell,6.11
2021-11-01,legal,RUB,sell,6.1
2021-11-02,legal,RUB,sell,6.02
2021-11-03,legal,RUB,sell,6.02
2021-11-04,legal,RUB,sell,6.06
2021-11-05,legal,RUB,sell,6.06
2021-11-08,legal,RUB,sell,6.08
2021-11-09,legal,RUB,sell,6.11
2021-11-10,legal,RUB,sell,6.12
2021-11-11,legal,RUB,sell,6.1
2021-11-12,legal,RUB,sell,6.01
2021-11-15,legal,RUB,sell,6.02
2021-11-16,legal,RUB,sell,5.99
2021-11-17,legal,RUB,sell,6.03
2021-11-18,legal,RUB,sell,6.01
2021-11-19,legal,RUB,sell,5.96
2021-11-22,legal,RUB,sell,5.91
2021-11-23,legal,RUB,sell,5.86
2021-11-24,legal,RUB,sell,5.85
2021-11-25,legal,RUB,sell,5.86
2021-11-26,legal,RUB,sell,5.83
2021-11-29,legal,RUB,sell,5.89
2021-11-30,legal,RUB,sell,5.94
2021-12-02,legal,RUB,sell,6.07
2021-12-03,legal,RUB,sell,6.1
2021-12-06,legal,RUB,sell,6.08
2021-12-07,legal,RUB,sell,6.0
2021-12-08,legal,RUB,sell,6.04
2021-12-09,legal,RUB,sell,6.05
2021-12-10,legal,RUB,sell,6.07
2021-12-13,legal,RUB,sell,6.07
2021-12-14,legal,RUB,sell,6.07
2021-12-15,legal,RUB,sell,6.06
2021-12-20,legal,RUB,sell,6.03
2021-12-21,legal,RUB,sell,6.05
2021-12-22,legal,RUB,sell,6.05
2021-12-23,legal,RUB,sell,6.07
2021-12-24,legal,RUB,sell,6.04
2021-12-27,legal,RUB,sell,6.04
2021-12-28,legal,RUB,sell,6.04
2021-12-29,legal,RUB,sell,6.04
2021-12-30,legal,RUB,sell,5.93
2021-12-31,legal,RUB,sell,5.9
2022-01-05,legal,RUB,sell,5.88
2022-01-06,legal,RUB,sell,5.88
2022-01-12,legal,RUB,sell,5.95
2022-01-13,legal,RUB,sell,5.91
2022-01-14,legal,RUB,sell,5.84
2022-01-17,legal,RUB,sell,5.82
2022-01-18,legal,RUB,sell,5.82
2022-01-19,legal,RUB,sell,5.84
2022-01-20,legal,RUB,sell,5.81
2022-01-21,legal,RUB,sell,5.81
2022-01-24,legal,RUB,sell,5.66
2022-01-25,legal,RUB,sell,5.69
2022-01-26,legal,RUB,sell,5.63
2022-01-27,legal,RUB,sell,5.67
2022-01-28,legal,RUB,sell,5.7
2022-01-31,legal,RUB,sell,5.73
2022-02-01,legal,RUB,sell,5.8
2022-02-02,legal,RUB,sell,5.84
2022-02-03,legal,RUB,sell,5.82
2022-02-04,legal,RUB,sell,5.83
2022-02-07,legal,RUB,sell,5.84
2022-02-08,legal,RUB,sell,5.83
2022-02-09,legal,RUB,sell,5.84
2022-02-10,legal,RUB,sell,5.87
2022-02-11,legal,RUB,sell,5.87
2022-02-14,legal,RUB,sell,5.74
2022-02-15,legal,RUB,sell,5.82
2022-02-16,legal,RUB,sell,5.84
2022-02-17,legal,RUB,sell,5.78
2022-02-18,legal,RUB,sell,5.79
2022-02-21,legal,RUB,sell,5.61
2022-02-22,legal,RUB,sell,5.69
2022-02-23,legal,RUB,sell,5.64
2022-02-24,legal,RUB,sell,5.77
2022-02-25,legal,RUB,sell,5.6
2022-02-26,legal,RUB,sell,5.53
2022-02-27,legal,RUB,sell,5.43
2022-02-28,legal,RUB,sell,5.25
2022-03-01,legal,RUB,sell,6.04
2022-03-02,legal,RUB,sell,5.91
2022-03-03,legal,RUB,sell,5.84
2022-03-04,legal,RUB,sell,6.0
2022-03-05,legal,RUB,sell,5.36
2022-03-07,legal,RUB,sell,5.31
2022-03-09,legal,RUB,sell,4.75
2022-03-10,legal,RUB,sell,4.87
2022-03-11,legal,RUB,sell,4.99
2022-03-14,legal,RUB,sell,4.97
2022-03-15,legal,RUB,sell,4.97
2022-03-16,legal,RUB,sell,5.3
2022-03-17,legal,RUB,sell,5.39
2022-03-18,legal,RUB,sell,5.28
2022-03-24,legal,RUB,sell,5.52
2022-03-25,legal,RUB,sell,5.3
2022-03-28,legal,RUB,sell,5.45
2022-03-29,legal,RUB,sell,5.58
2022-03-30,legal,RUB,sell,5.9
2022-03-31,legal,RUB,sell,5.96
2022-04-01,legal,RUB,sell,6.16
2022-04-04,legal,RUB,sell,5.95
2022-04-05,legal,RUB,sell,5.91
2022-04-06,legal,RUB,sell,5.98
2022-04-07,legal,RUB,sell,6.2
2022-04-08,legal,RUB,sell,6.05
2022-04-11,legal,RUB,sell,6.28
2022-04-12,legal,RUB,sell,6.14
2022-04-13,legal,RUB,sell,6.09
2022-04-14,legal,RUB,sell,6.05
2022-04-15,legal,RUB,sell,6.09
2022-04-18,legal,RUB,sell,6.07
2022-04-19,legal,RUB,sell,6.05
2022-04-20,legal,RUB,sell,6.09
2022-04-21,legal,RUB,sell,6.11
2022-04-22,legal,RUB,sell,6.09
2022-04-25,legal,RUB,sell,6.41
2022-04-26,legal,RUB,sell,6.55
2022-04-27,legal,RUB,sell,6.43
2022-04-28,legal,RUB,sell,6.54
2022-04-29,legal,RUB,sell,6.58
2022-05-03,legal,RUB,sell,6.6
2022-05-04,legal,RUB,sell,6.75
2022-05-05,legal,RUB,sell,6.69
2022-05-06,legal,RUB,sell,7.04
2022-05-11,legal,RUB,sell,6.74
2022-05-12,legal,RUB,sell,6.97
2022-05-13,legal,RUB,sell,7.17
2022-05-16,legal,RUB,sell,7.16
2022-05-17,legal,RUB,sell,7.23
2022-05-18,legal,RUB,sell,7.17
2022-05-19,legal,RUB,sell,7.06
2022-05-20,legal,RUB,sell,7.65
2022-05-23,legal,RUB,sell,7.57
2022-05-24,legal,RUB,sell,7.64
2022-05-25,legal,RUB,sell,7.65
2022-05-26,legal,RUB,sell,7.15
2022-05-27,legal,RUB,sell,6.93
2022-05-30,legal,RUB,sell,7.1
2022-05-31,legal,RUB,sell,7.23
2022-06-01,legal,RUB,sell,7.31
2022-06-02,legal,RUB,sell,7.45
2022-06-03,legal,RUB,sell,7.41
2022-06-06,legal,RUB,sell,7.44
2022-06-07,legal,RUB,sell,7.43
2022-06-08,legal,RUB,sell,7.48
2022-06-09,legal,RUB,sell,7.82
2022-06-10,legal,RUB,sell,7.7
2022-06-13,legal,RUB,sell,7.84
2022-06-14,legal,RUB,sell,7.97
2022-06-15,legal,RUB,sell,8.08
2022-06-16,legal,RUB,sell,8.11
2022-06-17,legal,RUB,sell,8.19
2022-06-20,legal,RUB,sell,8.35
2022-06-21,legal,RUB,sell,8.36
2022-06-22,legal,RUB,sell,8.9
2022-06-23,legal,RUB,sell,9.12
2022-06-24,legal,RUB,sell,9.12
2022-06-27,legal,RUB,sell,9.05
2022-06-28,legal,RUB,sell,8.99
2022-06-29,legal,RUB,sell,9.13
2022-06-30,legal,RUB,sell,9.25
2022-07-01,legal,RUB,sell,9.16
2022-07-04,legal,RUB,sell,9.03
2022-07-05,legal,RUB,sell,8.82
2022-07-07,legal,RUB,sell,8.14
2022-07-08,legal,RUB,sell,7.8
2022-07-11,legal,RUB,sell,7.93
2022-07-12,legal,RUB,sell,8.09
2022-07-13,legal,RUB,sell,8.38
2022-07-14,legal,RUB,sell,8.52
2022-07-15,legal,RUB,sell,8.54
2022-07-18,legal,RUB,sell,8.68
2022-07-19,legal,RUB,sell,8.89
2022-07-20,legal,RUB,sell,8.99
2022-07-21,legal,RUB,sell,8.99
2022-07-22,legal,RUB,sell,8.84
2022-07-25,legal,RUB,sell,8.62
2022-07-26,legal,RUB,sell,8.58
2022-07-27,legal,RUB,sell,8.45
2022-07-28,legal,RUB,sell,8.34
2022-07-29,legal,RUB,sell,8.26
2022-08-01,legal,RUB,sell,7.98
2022-08-02,legal,RUB,sell,8.17
2022-08-03,legal,RUB,sell,8.19
2022-08-04,legal,RUB,sell,8.26
2022-08-05,legal,RUB,sell,8.21
2022-08-08,legal,RUB,sell,8.21
2022-08-09,legal,RUB,sell,8.24
2022-08-10,legal,RUB,sell,8.3
2022-08-11,legal,RUB,sell,8.18
2022-08-12,legal,RUB,sell,8.16
2022-08-15,legal,RUB,sell,8.17
2022-08-16,legal,RUB,sell,8.06
2022-08-17,legal,RUB,sell,8.12
2022-08-18,legal,RUB,sell,8.17
2022-08-19,legal,RUB,sell,8.28
2022-08-22,legal,RUB,sell,8.31
2022-08-23,legal,RUB,sell,8.08
2022-08-24,legal,RUB,sell,8.07
2022-08-25,legal,RUB,sell,8.09
2022-08-26,legal,RUB,sell,8.29
2022-08-27,legal,RUB,sell,8.13
2022-08-31,legal,RUB,sell,8.25
2022-09-01,legal,RUB,sell,8.11
2022-09-02,legal,RUB,sell,8.15
2022-09-05,legal,RUB,sell,8.18
2022-09-06,legal,RUB,sell,8.13
2022-09-07,legal,RUB,sell,8.1
2022-09-08,legal,RUB,sell,8.12
2022-09-09,legal,RUB,sell,8.13
2022-09-12,legal,RUB,sell,8.08
2022-09-13,legal,RUB,sell,8.14
2022-09-14,legal,RUB,sell,8.19
2022-09-15,legal,RUB,sell,8.26
2022-09-16,legal,RUB,sell,8.3
2022-09-19,legal,RUB,sell,8.27
2022-09-20,legal,RUB,sell,8.26
2022-09-21,legal,RUB,sell,8.27
2022-09-22,legal,RUB,sell,8.32
2022-09-23,legal,RUB,sell,8.55
2022-09-24,legal,RUB,sell,8.55
2022-09-26,legal,RUB,sell,8.53
2022-09-27,legal,RUB,sell,8.55
2022-09-28,legal,RUB,sell,8.48
2022-09-29,legal,RUB,sell,8.61
2022-09-30,legal,RUB,sell,8.66
2022-10-03,legal,RUB,sell,8.51
2022-10-04,legal,RUB,sell,8.46
2022-10-05,legal,RUB,sell,8.32
2022-10-06,legal,RUB,sell,8.2
2022-10-07,legal,RUB,sell,8.18
2022-10-10,legal,RUB,sell,8.02
2022-10-11,legal,RUB,sell,7.91
2022-10-12,legal,RUB,sell,7.72
2022-10-13,legal,RUB,sell,7.84
2022-10-14,legal,RUB,sell,7.8
2022-10-17,legal,RUB,sell,7.88
2022-10-18,legal,RUB,sell,7.91
2022-10-19,legal,RUB,sell,7.95
2022-10-20,legal,RUB,sell,7.92
2022-10-21,legal,RUB,sell,8.03
2022-10-22,legal,RUB,sell,8.02
2022-10-26,legal,RUB,sell,7.95
2022-10-27,legal,RUB,sell,7.87
2022-10-28,legal,RUB,sell,7.97
2022-10-31,legal,RUB,sell,7.9
2022-11-01,legal,RUB,sell,7.87
2022-11-02,legal,RUB,sell,7.82
2022-11-03,legal,RUB,sell,7.89
2022-11-04,legal,RUB,sell,7.79
2022-11-07,legal,RUB,sell,7.76
2022-11-08,legal,RUB,sell,7.91
2022-11-09,legal,RUB,sell,7.96
2022-11-10,legal,RUB,sell,7.97
2022-11-11,legal,RUB,sell,7.94
2022-11-14,legal,RUB,sell,7.97
2022-11-15,legal,RUB,sell,7.92
2022-11-16,legal,RUB,sell,7.94
2022-11-17,legal,RUB,sell,7.92
2022-11-18,legal,RUB,sell,7.96
2022-11-21,legal,RUB,sell,7.98
2022-11-22,legal,RUB,sell,7.95
2022-11-23,legal,RUB,sell,7.99
2022-11-24,legal,RUB,sell,8.0
2022-11-25,legal,RUB,sell,7.99
2022-11-28,legal,RUB,sell,8.03
2022-11-29,legal,RUB,sell,7.99
2022-11-30,legal,RUB,sell,8.01
2022-12-01,legal,RUB,sell,7.99
2022-12-02,legal,RUB,sell,8.0
2022-12-05,legal,RUB,sell,7.93
2022-12-06,legal,RUB,sell,7.91
2022-12-07,legal,RUB,sell,7.84
2022-12-08,legal,RUB,sell,7.82
2022-12-09,legal,RUB,sell,7.8
2022-12-12,legal,RUB,sell,7.84
2022-12-13,legal,RUB,sell,7.81
2022-12-14,legal,RUB,sell,7.76
2022-12-15,legal,RUB,sell,7.58
2022-12-19,legal,RUB,sell,7.39
2022-12-20,legal,RUB,sell,7.1
2022-12-21,legal,RUB,sell,6.96
2022-12-22,legal,RUB,sell,6.92
2022-12-23,legal,RUB,sell,6.98
2022-12-26,legal,RUB,sell,6.94
2022-12-27,legal,RUB,sell,6.94
2022-12-28,legal,RUB,sell,6.96
2022-12-29,legal,RUB,sell,6.72
2022-12-30,legal,RUB,sell,6.76
2023-01-04,legal,RUB,sell,6.86
2023-01-05,legal,RUB,sell,6.85
2023-01-06,legal,RUB,sell,6.79
2023-01-09,legal,RUB,sell,6.78
2023-01-10,legal,RUB,sell,6.94
2023-01-11,legal,RUB,sell,6.95
2023-01-12,legal,RUB,sell,7.15
2023-01-13,legal,RUB,sell,7.15
2023-01-16,legal,RUB,sell,7.09
2023-01-17,legal,RUB,sell,7.1
2023-01-18,legal,RUB,sell,7.03
2023-01-19,legal,RUB,sell,7.06
2023-01-20,legal,RUB,sell,7.05
2023-01-23,legal,RUB,sell,7.04
2023-01-24,legal,RUB,sell,7.04
2023-01-25,legal,RUB,sell,7.04
2023-01-26,legal,RUB,sell,6.96
2023-01-27,legal,RUB,sell,6.98
2023-01-30,legal,RUB,sell,6.92
2023-01-31,legal,RUB,sell,6.85
2023-02-01,legal,RUB,sell,6.89
2023-02-02,legal,RUB,sell,6.88
2023-02-03,legal,RUB,sell,6.83
2023-02-06,legal,RUB,sell,6.82
2023-02-07,legal,RUB,sell,6.79
2023-02-08,legal,RUB,sell,6.67
2023-02-09,legal,RUB,sell,6.51
2023-02-10,legal,RUB,sell,6.51
2023-02-13,legal,RUB,sell,6.47
2023-02-14,legal,RUB,sell,6.41
2023-02-15,legal,RUB,sell,6.35
2023-02-16,legal,RUB,sell,6.25
2023-02-17,legal,RUB,sell,6.32
2023-02-20,legal,RUB,sell,6.36
2023-02-21,legal,RUB,sell,6.26
2023-02-22,legal,RUB,sell,6.34
2023-02-23,legal,RUB,sell,6.28
2023-02-24,legal,RUB,sell,6.27
2023-02-27,legal,RUB,sell,6.34
2023-02-28,legal,RUB,sell,6.41
2023-03-01,legal,RUB,sell,6.27
2023-03-02,legal,RUB,sell,6.2
2023-03-03,legal,RUB,sell,6.16
2023-03-06,legal,RUB,sell,6.19
2023-03-07,legal,RUB,sell,6.23
2023-03-08,legal,RUB,sell,6.23
2023-03-09,legal,RUB,sell,6.25
2023-03-10,legal,RUB,sell,6.37
2023-03-13,legal,RUB,sell,6.44
2023-03-14,legal,RUB,sell,6.57
2023-03-15,legal,RUB,sell,6.59
2023-03-16,legal,RUB,sell,6.54
2023-03-17,legal,RUB,sell,6.39
2023-03-20,legal,RUB,sell,6.45
2023-03-23,legal,RUB,sell,6.45
2023-03-24,legal,RUB,sell,6.42
2023-03-27,legal,RUB,sell,6.4
2023-03-28,legal,RUB,sell,6.34
2023-03-29,legal,RUB,sell,6.26
2023-03-30,legal,RUB,sell,6.27
2023-03-31,legal,RUB,sell,6.32
2023-04-03,legal,RUB,sell,6.23
2023-04-04,legal,RUB,sell,6.08
2023-04-05,legal,RUB,sell,6.04
2023-04-06,legal,RUB,sell,5.93
2023-04-07,legal,RUB,sell,5.82
2023-04-10,legal,RUB,sell,5.87
2023-04-11,legal,RUB,sell,5.94
2023-04-12,legal,RUB,sell,5.93
2023-04-13,legal,RUB,sell,5.76
2023-04-14,legal,RUB,sell,5.8
2023-04-17,legal,RUB,sell,5.79
2023-04-18,legal,RUB,sell,5.81
2023-04-19,legal,RUB,sell,5.87
2023-04-20,legal,RUB,sell,5.86
2023-04-21,legal,RUB,sell,5.87
2023-04-24,legal,RUB,sell,5.88
2023-04-25,legal,RUB,sell,5.84
2023-04-26,legal,RUB,sell,5.84
2023-04-27,legal,RUB,sell,5.84
2023-04-28,legal,RUB,sell,5.95
2023-05-02,legal,RUB,sell,5.86
2023-05-03,legal,RUB,sell,5.84
2023-05-04,legal,RUB,sell,5.92
2023-05-05,legal,RUB,sell,6.06
2023-05-10,legal,RUB,sell,6.08
2023-05-11,legal,RUB,sell,6.07
2023-05-12,legal,RUB,sell,6.07
2023-05-15,legal,RUB,sell,5.97
2023-05-16,legal,RUB,sell,5.92
2023-05-17,legal,RUB,sell,5.84
2023-05-18,legal,RUB,sell,6.05
2023-05-19,legal,RUB,sell,6.02
2023-05-22,legal,RUB,sell,5.95
2023-05-23,legal,RUB,sell,5.93
2023-05-24,legal,RUB,sell,5.97
2023-05-25,legal,RUB,sell,5.98
2023-05-26,legal,RUB,sell,5.97
2023-05-29,legal,RUB,sell,5.96
2023-05-30,legal,RUB,sell,5.97
2023-05-31,legal,RUB,sell,5.92
2023-06-01,legal,RUB,sell,5.95
2023-06-02,legal,RUB,sell,5.95
2023-06-05,legal,RUB,sell,5.94
2023-06-06,legal,RUB,sell,5.93
2023-06-07,legal,RUB,sell,5.89
2023-06-08,legal,RUB,sell,5.81
2023-06-09,legal,RUB,sell,5.8
2023-06-12,legal,RUB,sell,5.85
2023-06-13,legal,RUB,sell,5.8
2023-06-14,legal,RUB,sell,5.77
2023-06-15,legal,RUB,sell,5.81
2023-06-16,legal,RUB,sell,5.78
2023-06-19,legal,RUB,sell,5.74
2023-06-20,legal,RUB,sell,5.74
2023-06-21,legal,RUB,sell,5.71
2023-06-22,legal,RUB,sell,5.73
2023-06-23,legal,RUB,sell,5.74
2023-06-24,legal,RUB,sell,5.73
2023-06-26,legal,RUB,sell,5.71
2023-06-27,legal,RUB,sell,5.71
2023-06-29,legal,RUB,sell,5.63
2023-06-30,legal,RUB,sell,5.53
2023-07-01,legal,RUB,sell,5.43
2023-07-03,legal,RUB,sell,5.42
2023-07-04,legal,RUB,sell,5.37
2023-07-05,legal,RUB,sell,5.32
2023-07-09,legal,RUB,sell,5.32
2023-07-10,legal,RUB,sell,5.25
2023-07-11,legal,RUB,sell,5.29
2023-07-12,legal,RUB,sell,5.29
2023-07-13,legal,RUB,sell,5.31
2023-07-14,legal,RUB,sell,5.34
2023-07-17,legal,RUB,sell,5.32
2023-07-18,legal,RUB,sell,5.28
2023-07-19,legal,RUB,sell,5.25
2023-07-20,legal,RUB,sell,5.25
2023-07-21,legal,RUB,sell,5.32
2023-07-24,legal,RUB,sell,5.31
2023-07-25,legal,RUB,sell,5.32
2023-07-26,legal,RUB,sell,5.32
2023-07-27,legal,RUB,sell,5.34
2023-07-28,legal,RUB,sell,5.3
2023-07-31,legal,RUB,sell,5.25
2023-08-01,legal,RUB,sell,5.25
2023-08-02,legal,RUB,sell,5.16
2023-08-03,legal,RUB,sell,5.16
2023-08-04,legal,RUB,sell,5.1
2023-08-07,legal,RUB,sell,5.03
2023-08-08,legal,RUB,sell,5.03
2023-08-09,legal,RUB,sell,4.98
2023-08-10,legal,RUB,sell,4.99
2023-08-11,legal,RUB,sell,4.94
2023-08-21,legal,RUB,sell,5.21
2023-08-22,legal,RUB,sell,5.22
2023-08-23,legal,RUB,sell,5.29
2023-08-24,legal,RUB,sell,5.27
2023-08-25,legal,RUB,sell,5.31
2023-08-28,legal,RUB,sell,5.26
2023-08-29,legal,RUB,sell,5.23
2023-08-31,legal,RUB,sell,5.16
2023-09-01,legal,RUB,sell,5.15
2023-09-04,legal,RUB,sell,5.15
2023-09-05,legal,RUB,sell,5.12
2023-09-06,legal,RUB,sell,5.14
2023-09-07,legal,RUB,sell,5.15
2023-09-08,legal,RUB,sell,5.15
2023-09-11,legal,RUB,sell,5.2
2023-09-12,legal,RUB,sell,5.28
2023-09-13,legal,RUB,sell,5.25
2023-09-14,legal,RUB,sell,5.25
2023-09-15,legal,RUB,sell,5.25
2023-09-18,legal,RUB,sell,5.3
2023-09-19,legal,RUB,sell,5.3
2023-09-20,legal,RUB,sell,5.3
2023-09-21,legal,RUB,sell,5.36
2023-09-22,legal,RUB,sell,5.35
2023-09-25,legal,RUB,sell,5.32
2023-09-26,legal,RUB,sell,5.34
2023-09-27,legal,RUB,sell,5.37
2023-09-28,legal,RUB,sell,5.29
2023-09-29,legal,RUB,sell,5.32
2023-10-02,legal,RUB,sell,5.25
2023-10-03,legal,RUB,sell,5.2
2023-10-04,legal,RUB,sell,5.21
2023-10-05,legal,RUB,sell,5.2
2023-10-06,legal,RUB,sell,5.17
2023-10-09,legal,RUB,sell,5.13
2023-10-10,legal,RUB,sell,5.2
2023-10-11,legal,RUB,sell,5.16
2023-10-12,legal,RUB,sell,5.31
2023-10-13,legal,RUB,sell,5.32
2023-10-16,legal,RUB,sell,5.29
2023-10-17,legal,RUB,sell,5.31
2023-10-18,legal,RUB,sell,5.31
2023-10-19,legal,RUB,sell,5.34
2023-10-20,legal,RUB,sell,5.41
2023-10-23,legal,RUB,sell,5.45
2023-10-24,legal,RUB,sell,5.5
2023-10-26,legal,RUB,sell,5.49
2023-10-27,legal,RUB,sell,5.47
2023-10-30,legal,RUB,sell,5.46
2023-10-31,legal,RUB,sell,5.49
2023-11-01,legal,RUB,sell,5.45
2023-11-02,legal,RUB,sell,5.41
2023-11-03,legal,RUB,sell,5.4
2023-11-06,legal,RUB,sell,5.41
2023-11-07,legal,RUB,sell,5.44
2023-11-08,legal,RUB,sell,5.48
2023-11-09,legal,RUB,sell,5.49
2023-11-10,legal,RUB,sell,5.48
2023-11-13,legal,RUB,sell,5.45
2023-11-14,legal,RUB,sell,5.49
2023-11-15,legal,RUB,sell,5.59
2023-11-16,legal,RUB,sell,5.58
2023-11-17,legal,RUB,sell,5.6
2023-11-20,legal,RUB,sell,5.63
2023-11-21,legal,RUB,sell,5.61
2023-11-22,legal,RUB,sell,5.59
2023-11-23,legal,RUB,sell,5.63
2023-11-24,legal,RUB,sell,5.6
2023-11-27,legal,RUB,sell,5.58
2023-11-28,legal,RUB,sell,5.59
2023-11-29,legal,RUB,sell,5.57
2023-11-30,legal,RUB,sell,5.58
2023-12-01,legal,RUB,sell,5.53
2023-12-04,legal,RUB,sell,5.48
2023-12-05,legal,RUB,sell,5.43
2023-12-06,legal,RUB,sell,5.4
2023-12-07,legal,RUB,sell,5.35
2023-12-08,legal,RUB,sell,5.42
2023-12-11,legal,RUB,sell,5.47
2023-12-12,legal,RUB,sell,5.48
2023-12-13,legal,RUB,sell,5.49
2023-12-14,legal,RUB,sell,5.48
2023-12-15,legal,RUB,sell,5.52
2023-12-19,legal,RUB,sell,5.47
2023-12-20,legal,RUB,sell,5.43
2023-12-21,legal,RUB,sell,5.39
2023-12-22,legal,RUB,sell,5.39
2023-12-25,legal,RUB,sell,5.39
2023-12-26,legal,RUB,sell,5.39
2023-12-27,legal,RUB,sell,5.36
2023-12-28,legal,RUB,sell,5.44
2023-12-29,legal,RUB,sell,5.48
2024-01-03,legal,RUB,sell,5.43
2024-01-04,legal,RUB,sell,5.37
2024-01-05,legal,RUB,sell,5.38
