arm,rows,dates,positive_share,brier,raw_brier,log_loss,auc,brier_skill_vs_past_prevalence
bank_cbr,708,708,0.2669491525423729,0.19820294066331764,0.22509775007680324,0.5869816044034375,0.4987358677146731,0.008293262816497449
bank_cbr_oxr,708,708,0.2669491525423729,0.19885242662594613,0.22235613520796488,0.5884440290195857,0.48744533137596724,0.005043565295919761
bank_history,708,708,0.2669491525423729,0.20198784233797334,0.22545631224275456,0.5961288170352865,0.4856612737152236,-0.010644460699467784
cbr_history,708,708,0.2669491525423729,0.20043142645422157,0.20748874400790762,0.5928331974546158,0.47426369391687306,-0.0028569469894772492
persistence,708,708,0.2669491525423729,0.19986043578389318,0.19986043578389318,0.5911387151326035,0.45581653770478436,0.0
prior_mean,708,708,0.2669491525423729,0.19986043578389318,0.19986043578389318,0.5911387151326035,0.45581653770478436,0.0
