epoch,training_bce,inner_brier
1,0.6185402851995443,0.28593908047071737
2,0.5700953228424844,0.25012911494451234
3,0.5669838101157473,0.2606116579337401
4,0.5631984515365476,0.2500657836296101
5,0.5605377587024706,0.24843967865147432
6,0.5586935895982768,0.24470802715789525
7,0.5572619624731683,0.24373818215562082
8,0.5545155009464195,0.24644828596129997
9,0.5541978918056433,0.2498811698024476
10,0.5530612091862702,0.23414331049951476
11,0.5524869628446749,0.24241218132436515
12,0.5507434317869369,0.23769014661792717
13,0.5498123592130818,0.2519783957011037
14,0.5492551636606193,0.2390124523911502
15,0.5468299500722045,0.23812891693388466
16,0.5451551144510645,0.24016899452929857
17,0.543263577911777,0.24330342487248544
18,0.5411908258168308,0.23946615733652638
19,0.5401338487054034,0.23753802099048718
20,0.5408012232569237,0.2345461845418833
21,0.5393951286892985,0.23801700704492915
22,0.5384782761198379,0.24081123738417273
23,0.5414630025936578,0.2552016515205081
24,0.5365401051356311,0.25648805203347824
25,0.5329003334792648,0.22965343554468512
26,0.5358656982821597,0.2626633791010286
27,0.533562353613284,0.2631584118111123
28,0.5312297661285544,0.24338645345190954
29,0.5259450096940576,0.2468122156091772
30,0.5250492033677474,0.2570137159625077
31,0.5221920973378846,0.2519927896303892
32,0.5194352375031315,0.2657579023995962
33,0.5182450406480622,0.2427709342051785
34,0.5181738975104855,0.2468898886821702
35,0.516053167288143,0.24778524525940088
36,0.5134290861899117,0.26143956775434096
37,0.5106922575633396,0.25741589135475007
38,0.5090796332627323,0.255597604798099
39,0.5114825058571225,0.23786357265572056
40,0.5056912917698272,0.24909552862538656
