config_id,policy,evaluation_scope,year,rows,dates,brier,signals,lift,forward_delta_bps,hit_rate,hits,raw_brier,auc,log_loss,week_cells,weeks_with_1_2,week_coverage,min_year_corridor_coverage,signals_per_corridor_week,regret_bps
pooled_hgb_full33,cadence85_cd2,all5,2024,1215,243,0.19680331036620874,202,1.6571605703657781,77.46333658195307,0.5445544554455446,110,0.22607571713443583,0.7123639689071788,0.5818634324468612,255,169,0.6627450980392157,0.5686274509803921,0.792156862745098,52.52764896699865
pooled_hgb_full33,cadence85_cd2,all5,2025,1210,242,0.16128044972286176,296,1.6168925307280178,52.712878709335556,0.3581081081081081,106,0.15856559773473197,0.7043365972684348,0.49225176906760415,255,232,0.9098039215686274,0.8627450980392157,1.1607843137254903,102.4729626674811
pooled_hgb_full33,cadence85_cd2,KZT,2023,242,242,0.2001747452111206,57,1.4311058545239503,61.90467258307134,0.5263157894736842,30,0.19397516521672442,0.7755012117206432,0.5833782484113818,50,44,0.88,0.88,1.14,70.39308059141648
pooled_hgb_full33,cadence85_cd2,KZT,2024,243,243,0.1928685522328587,48,1.4798076923076924,67.15714922694474,0.3958333333333333,19,0.19360320506540274,0.6721261884183232,0.571506216906881,51,38,0.7450980392156863,0.7450980392156863,0.9411764705882353,79.81485438322231
pooled_hgb_full33,cadence85_cd2,KZT,2025,242,242,0.1465912281363054,58,2.086206896551724,50.303909762004366,0.41379310344827586,24,0.1472025544136892,0.7178908934707904,0.45776805261021436,51,44,0.8627450980392157,0.8627450980392157,1.1372549019607843,108.42294953969693
pooled_hgb_full33,fixed_threshold_0.50,all5,2023,1210,242,0.21205441029253905,34,1.987993680884676,127.81985187827893,0.7647058823529411,26,0.2065645145131933,0.7471850043662334,0.6081949275096481,250,34,0.136,0.0,0.136,21.005802104094144
pooled_hgb_full33,fixed_threshold_0.50,all5,2024,1215,243,0.19680331036620874,141,1.820383275261324,73.51594550164401,0.6099290780141844,86,0.22607571713443583,0.7123639689071788,0.5818634324468612,255,135,0.5294117647058824,0.45098039215686275,0.5529411764705883,69.7702451439518
pooled_hgb_full33,fixed_threshold_0.50,all5,2025,1210,242,0.16128044972286176,87,2.1052408232548268,111.4133073201114,0.47126436781609193,41,0.15856559773473197,0.7043365972684348,0.49225176906760415,255,79,0.30980392156862746,0.13725490196078433,0.3411764705882353,42.67349693848011
pooled_hgb_full33,fixed_threshold_0.50,KZT,2023,242,242,0.2001747452111206,7,2.330658105939005,168.9195666723082,0.8571428571428571,6,0.19397516521672442,0.7755012117206432,0.5833782484113818,50,7,0.14,0.14,0.14,5.1497341989966845
pooled_hgb_full33,fixed_threshold_0.50,KZT,2024,243,243,0.1928685522328587,24,2.025,95.36080444192434,0.5416666666666666,13,0.19360320506540274,0.6721261884183232,0.571506216906881,51,23,0.45098039215686275,0.45098039215686275,0.47058823529411764,72.72526694641141
pooled_hgb_full33,fixed_threshold_0.50,KZT,2025,242,242,0.1465912281363054,7,2.880952380952381,162.3820648428772,0.5714285714285714,4,0.1472025544136892,0.7178908934707904,0.45776805261021436,51,7,0.13725490196078433,0.13725490196078433,0.13725490196078433,13.664405380489073
pooled_hgb_full33,legacy,all5,2023,1210,242,0.21205441029253905,257,1.329614984391259,37.48450642201915,0.5136186770428015,132,0.2065645145131933,0.7471850043662334,0.6081949275096481,250,224,0.896,0.84,1.028,70.15664985217533
pooled_hgb_full33,legacy,all5,2024,1215,243,0.19680331036620874,223,1.6038269550748756,47.60770086854279,0.5336322869955157,119,0.22607571713443583,0.7123639689071788,0.5818634324468612,255,207,0.8117647058823529,0.7843137254901961,0.8745098039215686,65.47918134409298
pooled_hgb_full33,legacy,all5,2025,1210,242,0.16128044972286176,232,1.6237671786580434,60.17758327169574,0.3577586206896552,83,0.15856559773473197,0.7043365972684348,0.49225176906760415,255,211,0.8274509803921568,0.7843137254901961,0.9098039215686274,96.50789304368654
pooled_hgb_full33,legacy,KZT,2023,242,242,0.2001747452111206,48,1.4728464419475655,61.49855455891073,0.5416666666666666,26,0.19397516521672442,0.7755012117206432,0.5833782484113818,50,43,0.86,0.86,0.96,62.96690086188023
pooled_hgb_full33,legacy,KZT,2024,243,243,0.1928685522328587,46,1.7066889632107016,51.05662718441575,0.45652173913043476,21,0.19360320506540274,0.6721261884183232,0.571506216906881,51,43,0.8431372549019608,0.8431372549019608,0.9019607843137255,75.96266084558911
pooled_hgb_full33,legacy,KZT,2025,242,242,0.1465912281363054,45,1.6805555555555562,54.72964544425059,0.3333333333333333,15,0.1472025544136892,0.7178908934707904,0.45776805261021436,51,40,0.7843137254901961,0.7843137254901961,0.8823529411764706,105.7499423678739
pooled_tabm_base15_s2,cadence85_cd2,all5,2023,1210,242,0.20737873985808483,327,1.2462361006330567,36.578587945608376,0.4801223241590214,157,0.20905845577405285,0.75561197875388,0.6006339749803924,250,239,0.956,0.9,1.308,75.86878239971729
pooled_tabm_base15_s2,cadence85_cd2,all5,2024,1215,243,0.19556970478751484,236,1.475039246467818,61.30517798113605,0.4915254237288136,116,0.2011853930179491,0.7424020728547478,0.5742762494042601,255,191,0.7490196078431373,0.7254901960784313,0.9254901960784314,57.96808877066952
pooled_tabm_base15_s2,cadence85_cd2,all5,2025,1210,242,0.16410765897312093,255,1.6244006786162128,54.03653946867206,0.3568627450980392,91,0.16623340122901106,0.6740184428177585,0.5000089819036772,255,207,0.8117647058823529,0.7647058823529411,1.0,94.79584887920794
pooled_tabm_base15_s2,cadence85_cd2,KZT,2023,242,242,0.20675370478870708,75,1.0876404494382022,13.83762962341757,0.4,30,0.21152420264182628,0.746640229125358,0.6024172267458549,50,50,1.0,1.0,1.5,102.63335911785272
pooled_tabm_base15_s2,cadence85_cd2,KZT,2024,243,243,0.19655441128232817,47,1.5112929623567914,65.74869637137944,0.40425531914893614,19,0.18085676780711932,0.7096802074330164,0.5768341266775433,51,37,0.7254901960784313,0.7254901960784313,0.9215686274509803,74.56821282169521
pooled_tabm_base15_s2,cadence85_cd2,KZT,2025,242,242,0.15392824275715225,51,1.8782679738562094,56.46848930948573,0.37254901960784315,19,0.1613362425634097,0.6727878006872853,0.47584958337275657,51,42,0.8235294117647058,0.8235294117647058,1.0,92.29390280534071
pooled_tabm_base15_s2,fixed_threshold_0.50,all5,2023,1210,242,0.20737873985808483,62,2.174904942965779,154.45040091603005,0.8387096774193549,52,0.20905845577405285,0.75561197875388,0.6006339749803924,250,62,0.248,0.06,0.248,20.43855677920687
pooled_tabm_base15_s2,fixed_threshold_0.50,all5,2024,1215,243,0.19556970478751484,187,1.4887351778656128,45.09896932951212,0.49732620320855614,93,0.2011853930179491,0.7424020728547478,0.5742762494042601,255,182,0.7137254901960784,0.6862745098039216,0.7333333333333333,75.09563721844971
pooled_tabm_base15_s2,fixed_threshold_0.50,all5,2025,1210,242,0.16410765897312093,73,2.2668354430379742,119.66069303901992,0.5068493150684932,37,0.16623340122901106,0.6740184428177585,0.5000089819036772,255,70,0.27450980392156865,0.1568627450980392,0.28627450980392155,45.49648064971014
pooled_tabm_base15_s2,fixed_threshold_0.50,KZT,2023,242,242,0.20675370478870708,11,2.471910112359551,150.94086408876154,0.9090909090909091,10,0.21152420264182628,0.746640229125358,0.6024172267458549,50,11,0.22,0.22,0.22,14.988406955348228
pooled_tabm_base15_s2,fixed_threshold_0.50,KZT,2024,243,243,0.19655441128232817,36,1.4538461538461533,37.77701787325998,0.3888888888888889,14,0.18085676780711932,0.7096802074330164,0.5768341266775433,51,35,0.6862745098039216,0.6862745098039216,0.7058823529411765,100.56536664162994
pooled_tabm_base15_s2,fixed_threshold_0.50,KZT,2025,242,242,0.15392824275715225,8,1.890625,39.16909177439143,0.375,3,0.1613362425634097,0.6727878006872853,0.47584958337275657,51,8,0.1568627450980392,0.1568627450980392,0.1568627450980392,127.74617427846664
pooled_tabm_base15_s2,legacy,all5,2023,1210,242,0.20737873985808483,274,1.1243948149305014,19.374804065382822,0.4343065693430657,119,0.20905845577405285,0.75561197875388,0.6006339749803924,250,243,0.972,0.96,1.096,89.2903721990276
pooled_tabm_base15_s2,legacy,all5,2024,1215,243,0.19556970478751484,234,1.2871589085072233,23.83686460742865,0.4230769230769231,99,0.2011853930179491,0.7424020728547478,0.5742762494042601,255,215,0.8431372549019608,0.803921568627451,0.9176470588235294,93.49622567202631
pooled_tabm_base15_s2,legacy,all5,2025,1210,242,0.16410765897312093,192,1.7690058479532162,76.64615689018181,0.390625,75,0.16623340122901106,0.6740184428177585,0.5000089819036772,255,177,0.6941176470588235,0.6274509803921569,0.7529411764705882,76.21455463685828
pooled_tabm_base15_s2,legacy,KZT,2023,242,242,0.20675370478870708,52,1.0458081244598099,19.556669936956407,0.38461538461538464,20,0.21152420264182628,0.746640229125358,0.6024172267458549,50,49,0.98,0.98,1.04,105.92403900212813
pooled_tabm_base15_s2,legacy,KZT,2024,243,243,0.19655441128232817,60,1.1215384615384614,1.3297431807749482,0.3,18,0.18085676780711932,0.7096802074330164,0.5768341266775433,51,49,0.9607843137254902,0.9607843137254902,1.1764705882352942,118.58948126765975
pooled_tabm_base15_s2,legacy,KZT,2025,242,242,0.15392824275715225,39,2.197649572649572,80.81768235559751,0.4358974358974359,17,0.1613362425634097,0.6727878006872853,0.47584958337275657,51,37,0.7254901960784313,0.7254901960784313,0.7647058823529411,80.60786660718074
pooled_tabm_full33_s2,cadence85_cd2,all5,2023,1210,242,0.24205738545170644,297,1.175814288285046,30.85719708544983,0.45454545454545453,135,0.26429196043141956,0.6683824186338733,0.679763754682626,250,211,0.844,0.74,1.188,73.39287497336385
pooled_tabm_full33_s2,cadence85_cd2,all5,2024,1215,243,0.1997474366404745,216,1.5879621668099742,69.96343422956517,0.5277777777777778,114,0.21612010209861948,0.7079682975156226,0.5857259234219224,255,176,0.6901960784313725,0.6470588235294118,0.8470588235294118,49.23585358603497
pooled_tabm_full33_s2,cadence85_cd2,all5,2025,1210,242,0.16323520095684824,315,1.4665795258748735,41.52427379682153,0.3238095238095238,102,0.16202595042788023,0.6725488798047977,0.5035379409700858,255,239,0.9372549019607843,0.8823529411764706,1.2352941176470589,109.88969435252028
pooled_tabm_full33_s2,cadence85_cd2,KZT,2023,242,242,0.24274431074576283,47,1.4463303848912261,51.501771939330375,0.5319148936170213,25,0.26156483055566043,0.6808401263126974,0.690793949022565,50,37,0.74,0.74,0.94,91.68404198607575
pooled_tabm_full33_s2,cadence85_cd2,KZT,2024,243,243,0.2009356540725241,46,1.5441471571906347,70.03291201757042,0.41304347826086957,19,0.18620033636455408,0.6808124459809852,0.5908382343373882,51,37,0.7254901960784313,0.7254901960784313,0.9019607843137255,69.72020635930873
pooled_tabm_full33_s2,cadence85_cd2,KZT,2025,242,242,0.1518251926718201,69,1.2421497584541066,33.4293510742652,0.2463768115942029,17,0.15528951348957368,0.6619415807560137,0.4760393203573532,51,51,1.0,1.0,1.3529411764705883,122.76920507111205
pooled_tabm_full33_s2,fixed_threshold_0.50,all5,2023,1210,242,0.24205738545170644,0,,,,0,0.26429196043141956,0.6683824186338733,0.679763754682626,250,0,0.0,0.0,0.0,
pooled_tabm_full33_s2,fixed_threshold_0.50,all5,2024,1215,243,0.1997474366404745,157,1.4635119280406723,43.85239985491836,0.49044585987261147,77,0.21612010209861948,0.7079682975156226,0.5857259234219224,255,152,0.596078431372549,0.5490196078431373,0.615686274509804,80.91716761191765
pooled_tabm_full33_s2,fixed_threshold_0.50,all5,2025,1210,242,0.16323520095684824,59,2.650187734668336,145.11221214396872,0.5932203389830508,35,0.16202595042788023,0.6725488798047977,0.5035379409700858,255,59,0.23137254901960785,0.058823529411764705,0.23137254901960785,27.939973162843366
pooled_tabm_full33_s2,fixed_threshold_0.50,KZT,2023,242,242,0.24274431074576283,0,,,,0,0.26156483055566043,0.6808401263126974,0.690793949022565,50,0,0.0,0.0,0.0,
pooled_tabm_full33_s2,fixed_threshold_0.50,KZT,2024,243,243,0.2009356540725241,29,1.2891246684350133,34.507372655419466,0.3448275862068966,10,0.18620033636455408,0.6808124459809852,0.5908382343373882,51,28,0.5490196078431373,0.5490196078431373,0.5686274509803921,121.94989894329485
pooled_tabm_full33_s2,fixed_threshold_0.50,KZT,2025,242,242,0.1518251926718201,3,1.6805555555555556,40.61889771796155,0.3333333333333333,1,0.15528951348957368,0.6619415807560137,0.4760393203573532,51,3,0.058823529411764705,0.058823529411764705,0.058823529411764705,78.01366219133706
pooled_tabm_full33_s2,legacy,all5,2023,1210,242,0.24205738545170644,194,1.3215290418666228,39.965977302875544,0.5103092783505154,99,0.26429196043141956,0.6683824186338733,0.679763754682626,250,182,0.728,0.7,0.776,73.60493257855906
pooled_tabm_full33_s2,legacy,all5,2024,1215,243,0.1997474366404745,216,1.4710451170759566,41.980601820543626,0.49074074074074076,106,0.21612010209861948,0.7079682975156226,0.5857259234219224,255,208,0.8156862745098039,0.7843137254901961,0.8470588235294118,69.9487915417318
pooled_tabm_full33_s2,legacy,all5,2025,1210,242,0.16323520095684824,225,1.3975560763307664,45.84748628543412,0.30666666666666664,69,0.16202595042788023,0.6725488798047977,0.5035379409700858,255,199,0.7803921568627451,0.6470588235294118,0.8823529411764706,111.19414020541338
pooled_tabm_full33_s2,legacy,KZT,2023,242,242,0.24274431074576283,37,1.5432736106893408,52.483936266777526,0.5675675675675675,21,0.26156483055566043,0.6808401263126974,0.690793949022565,50,35,0.7,0.7,0.74,95.84984045755152
pooled_tabm_full33_s2,legacy,KZT,2024,243,243,0.2009356540725241,42,1.78021978021978,57.87011999356213,0.47619047619047616,20,0.18620033636455408,0.6808124459809852,0.5908382343373882,51,41,0.803921568627451,0.803921568627451,0.8235294117647058,67.15297099388037
pooled_tabm_full33_s2,legacy,KZT,2025,242,242,0.1518251926718201,46,1.5344202898550732,44.37220184476296,0.30434782608695654,14,0.15528951348957368,0.6619415807560137,0.4760393203573532,51,40,0.7843137254901961,0.7843137254901961,0.9019607843137255,111.74725327276302
