config_id,policy,period,train_horizon,evaluation_horizon,evaluation_scope,rows,dates,signals,hits,base_hit,hit_rate,lift,forward_delta_bps,forward_signal_bps,regret_bps,brier,raw_brier,auc,log_loss,week_cells,weeks_with_1_2,week_coverage,mean_cell_week_coverage,signals_per_corridor_week,silent_weeks,max_week_signals,max_silent_week_run,min_year_corridor_coverage
tabm_kzt_120m,cadence80,2024-2026,3,3,KZT,647,647,124,70,0.32921174652241114,0.5645161290322581,1.6768087070366442,70.52830348936438,71.52118155622918,46.12981576310252,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,100,0.7407407407407407,0.7605466428995841,0.9185185185185185,35,2,8,0.6274509803921569
tabm_kzt_120m,cadence85,2024-2026,3,3,KZT,647,647,136,68,0.32921174652241114,0.5,1.483191424652922,53.46849781876237,54.600921492062476,57.499858712703464,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,108,0.8,0.823529411764706,1.0074074074074073,27,2,4,0.6666666666666666
tabm_kzt_120m,cadence90,2024-2026,3,3,KZT,647,647,152,74,0.32921174652241114,0.4868421052631579,1.4596987078650077,51.921595442846204,52.04326026194743,54.45965079347216,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,118,0.8740740740740741,0.8888888888888888,1.125925925925926,17,2,4,0.7843137254901961
tabm_kzt_120m,rank80,2024-2026,3,3,KZT,647,647,158,76,0.32921174652241114,0.4810126582278481,1.4534136377247564,48.10921427202935,47.49012713249657,56.724191534212245,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,123,0.9111111111111111,0.9180035650623886,1.1703703703703703,12,2,3,0.8627450980392157
tabm_kzt_120m,rank90,2024-2026,3,3,KZT,647,647,175,75,0.32921174652241114,0.42857142857142855,1.316553966005988,33.862280244778,31.801780091006087,66.52441717360023,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,126,0.9333333333333333,0.9376114081996435,1.2962962962962963,9,2,3,0.8627450980392157
tabm_kzt_120m,rank90_shared,2024-2026,3,3,KZT,647,647,175,75,0.32921174652241114,0.42857142857142855,1.316553966005988,33.862280244778,31.801780091006087,66.52441717360023,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,126,0.9333333333333333,0.9376114081996435,1.2962962962962963,9,2,3,0.8627450980392157
tabm_kzt_120m,strict05,2024-2026,3,3,KZT,647,647,83,52,0.32921174652241114,0.6265060240963856,1.8484852102434597,86.18089572901225,87.67120441530464,41.63327545910606,0.17842597897169818,0.18773549068192313,0.7706670128296662,0.5321612811872031,135,79,0.5851851851851851,0.5983363042186572,0.6148148148148148,56,2,8,0.47058823529411764
tabm_kzt_fullhistory,cadence80,2024-2026,3,3,KZT,647,647,120,69,0.32921174652241114,0.575,1.6827897743266884,66.72445251475706,69.03799708468168,48.220594756404225,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,98,0.725925925925926,0.7510398098633392,0.8888888888888888,37,2,8,0.6470588235294118
tabm_kzt_fullhistory,cadence85,2024-2026,3,3,KZT,647,647,140,71,0.32921174652241114,0.5071428571428571,1.5226839321483514,57.032225247845446,57.05080416943304,52.99986067177163,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,111,0.8222222222222222,0.8360071301247772,1.037037037037037,24,2,4,0.7058823529411765
tabm_kzt_fullhistory,cadence90,2024-2026,3,3,KZT,647,647,155,75,0.32921174652241114,0.4838709677419355,1.4769648008372098,50.77512900039738,49.337271410461,56.40891370352657,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,118,0.8740740740740741,0.8817587641117054,1.1481481481481481,17,2,4,0.7450980392156863
tabm_kzt_fullhistory,rank80,2024-2026,3,3,KZT,647,647,151,74,0.32921174652241114,0.4900662251655629,1.5042333624865076,54.2050568720228,52.20592861292199,54.18459758304832,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,116,0.8592592592592593,0.8579916815210934,1.1185185185185185,19,2,3,0.803921568627451
tabm_kzt_fullhistory,rank90,2024-2026,3,3,KZT,647,647,171,73,0.32921174652241114,0.4269005847953216,1.3041964663278662,37.90789822588174,36.29747895888943,62.63209426558572,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,123,0.9111111111111111,0.9144385026737968,1.2666666666666666,12,2,3,0.8627450980392157
tabm_kzt_fullhistory,rank90_shared,2024-2026,3,3,KZT,647,647,171,73,0.32921174652241114,0.4269005847953216,1.3041964663278662,37.90789822588174,36.29747895888943,62.63209426558572,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,123,0.9111111111111111,0.9144385026737968,1.2666666666666666,12,2,3,0.8627450980392157
tabm_kzt_fullhistory,strict05,2024-2026,3,3,KZT,647,647,77,52,0.32921174652241114,0.6753246753246753,1.9527017821543098,92.77811322812721,96.07297822184667,35.61833536072061,0.17824111317392632,0.18875567298092863,0.7653772094935203,0.5323020679042249,135,73,0.5407407407407407,0.5555555555555555,0.5703703703703704,62,2,8,0.37254901960784315
