period,corridor,indicator,scenario,horizon_days,raw_candidate_count,signal_count,hit_rate,random_day_hit_rate,lift,benefit_bps_symmetric,benefit_bps_ci_low,benefit_bps_ci_high,benefit_bps_forward,signals_per_week,raw_cluster_share_gap_le_3d,post_cooldown_cluster_share_gap_le_3d,post_cooldown_gap_cv
2022,RUB/KGS,momentum_down_3,NOW_FAVORABLE,20,41,25,0.2,0.08955223880597014,2.2333333333333334,272.0130144031181,83.64032276114838,475.90242533548155,59.84390035407929,0.4794520547945205,0.45,0.0,0.7163891145256709
2023,RUB/KGS,momentum_down_3,NOW_FAVORABLE,20,29,16,0.3125,0.19292604501607716,1.6197916666666667,68.62906546166424,-26.529043629135703,154.80358587302274,11.472500762410416,0.30684931506849317,0.5,0.0,0.9007417562512674
2024,RUB/KGS,momentum_down_3,NOW_FAVORABLE,20,32,19,0.21052631578947367,0.1619047619047619,1.3003095975232197,101.9662681960633,-12.456707481578286,213.77428714872931,127.26119012749699,0.3633879781420765,0.41935483870967744,0.0,0.9383636994574672
2025,RUB/KGS,momentum_down_3,NOW_FAVORABLE,20,46,24,0.08333333333333333,0.07523510971786834,1.1076388888888888,24.144341930020754,-62.338266385732716,105.49785894567579,-108.14498630213524,0.46027397260273967,0.5555555555555556,0.0,0.6933748026402349
2026,RUB/KGS,momentum_down_3,NOW_FAVORABLE,20,9,7,0.14285714285714285,0.24378109452736318,0.5860058309037901,64.03024849370368,-15.291957387736971,114.93855991393617,-50.566355937305204,0.21777777777777776,0.25,0.0,0.682109572860369
ALL,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,550,184,0.5597826086956522,0.5283661119515886,1.059459711804799,21.808031096378954,12.511474648893214,32.957425363800304,5.05809267514706,0.44291609353507566,0.8834244080145719,0.0,2.267955368546526
2020,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,75,25,0.48,0.44192634560906513,1.0861538461538462,34.512073993402666,12.19095468102191,94.1123214993961,0.21665391553903532,0.47814207650273227,0.8783783783783784,0.0,1.7426534652413772
2021,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,70,23,0.6086956521739131,0.4738292011019284,1.2846309403437817,12.199986651459493,-0.8997869679074363,29.89067142977057,7.199693032527386,0.4410958904109589,0.8840579710144928,0.0,1.4846632802622124
2022,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,65,22,0.5454545454545454,0.5074626865671642,1.0748663101604277,34.89648152379715,-4.250461600213352,125.31525483015314,30.440014565533456,0.4219178082191781,0.859375,0.0,1.6657906441160835
2023,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,33,10,0.6,0.6141479099678456,0.9769633507853404,11.676179260509118,-19.865405920952483,149.6008369206868,-14.350021863748125,0.1917808219178082,0.96875,0.0,1.1445162101831068
2024,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,26,11,0.6363636363636364,0.5968253968253968,1.066247582205029,26.628062386407134,11.66293714784027,49.269847811012696,10.987214041947688,0.21038251366120217,0.8,0.0,1.7429857315408608
2025,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,125,43,0.5813953488372093,0.5203761755485894,1.1172597366209023,31.182138797335508,18.07953013546995,45.56188397181505,8.177431695064723,0.8246575342465754,0.8951612903225806,0.0,1.7616687882305393
2026,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,1,49,15,0.5333333333333333,0.6118721461187214,0.8716417910447761,1.3442078758699314,-17.524895663094643,28.6125697084867,-33.58853808460624,0.430327868852459,0.9583333333333334,0.0,1.9600580003037251
ALL,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,550,184,0.3423913043478261,0.3202119606358819,1.0692645698427383,40.111258589463034,26.084501243057485,58.44629219927099,6.614770648467425,0.4432209222298692,0.8834244080145719,0.0,2.267955368546526
2020,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,75,25,0.32,0.2747875354107649,1.1645360824742268,52.44859185991858,20.74398170157218,145.9903421368575,8.686801017570927,0.47814207650273227,0.8783783783783784,0.0,1.7426534652413772
2021,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,70,23,0.34782608695652173,0.25895316804407714,1.3432007400555042,20.73717629065015,3.5104309021931437,52.063583064449645,8.32676187429088,0.4410958904109589,0.8840579710144928,0.0,1.4846632802622124
2022,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,65,22,0.3181818181818182,0.29253731343283584,1.0876623376623376,103.145950033078,37.553358202736895,253.67990707251994,20.320708335894153,0.4219178082191781,0.859375,0.0,1.6657906441160835
2023,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,33,10,0.4,0.4180064308681672,0.956923076923077,20.18989279210538,-15.64815797235203,195.77152374553347,-27.494918028025683,0.1917808219178082,0.96875,0.0,1.1445162101831068
2024,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,26,11,0.36363636363636365,0.3873015873015873,0.9388971684053651,46.178802324284064,23.927112823872346,88.95748444153799,17.66250990587772,0.21038251366120217,0.8,0.0,1.7429857315408608
2025,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,125,43,0.37209302325581395,0.2852664576802508,1.3043700485560952,48.60342935813125,29.066858477129934,69.56965666994606,21.384696847060823,0.8246575342465754,0.8951612903225806,0.0,1.7616687882305393
2026,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,3,49,15,0.2,0.391705069124424,0.5105882352941177,-1.6408718463493095,-21.640742229216002,26.77878208673157,-31.322642387674065,0.43388429752066116,0.9583333333333334,0.0,1.9600580003037251
ALL,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,550,184,0.2826086956521739,0.25,1.1304347826086956,52.04048169647988,37.22383778199578,71.79190287527094,7.501759251950324,0.4435261707988981,0.8834244080145719,0.0,2.267955368546526
2020,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,75,25,0.24,0.22096317280453256,1.0861538461538462,67.46756640710694,28.946596531190963,176.49251099085447,14.400540717432555,0.47814207650273227,0.8783783783783784,0.0,1.7426534652413772
2021,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,70,23,0.30434782608695654,0.20110192837465565,1.5134008338296605,28.17693534757264,9.641047789246542,66.45330531864258,12.21149172443901,0.4410958904109589,0.8840579710144928,0.0,1.4846632802622124
2022,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,65,22,0.3181818181818182,0.22388059701492538,1.4212121212121211,135.56289758662595,59.22942797289824,321.43619682212477,25.548973444333345,0.4219178082191781,0.859375,0.0,1.6657906441160835
2023,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,33,10,0.3,0.34726688102893893,0.8638888888888888,32.8404979879018,-0.5648728583751449,227.14938079583604,-23.490942164362913,0.1917808219178082,0.96875,0.0,1.1445162101831068
2024,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,26,11,0.2727272727272727,0.3142857142857143,0.8677685950413223,60.226982453125856,38.33087757579472,103.96470044414161,28.846929431840138,0.21038251366120217,0.8,0.0,1.7429857315408608
2025,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,125,43,0.3023255813953488,0.20376175548589343,1.483720930232558,56.177762767410705,33.558563587577076,87.34418043052764,13.028842895142729,0.8246575342465754,0.8951612903225806,0.0,1.7616687882305393
2026,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,5,49,15,0.13333333333333333,0.3302325581395349,0.40375586854460094,7.322131516320738,-12.755719995733116,37.33565969041746,-35.72911566934922,0.4375,0.9583333333333334,0.0,1.9600580003037251
ALL,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,550,184,0.16847826086956522,0.17077798861480076,0.9865338164251207,76.29180520408751,56.60416965698469,101.2304219618522,5.093948840414275,0.44429113487409444,0.8834244080145719,0.0,2.267955368546526
2020,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,75,25,0.08,0.1529745042492918,0.522962962962963,96.80813032922433,45.64801623245321,243.36138108278337,26.72123576428667,0.47814207650273227,0.8783783783783784,0.0,1.7426534652413772
2021,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,70,23,0.21739130434782608,0.12947658402203857,1.67900092506938,43.92237059370917,18.55497946319767,85.45562253337381,21.344039956904815,0.4410958904109589,0.8840579710144928,0.0,1.4846632802622124
2022,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,65,22,0.18181818181818182,0.1373134328358209,1.3241106719367588,194.7162125118734,108.86229117230181,389.6812252147205,5.452063146682772,0.4219178082191781,0.859375,0.0,1.6657906441160835
2023,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,33,10,0.2,0.2572347266881029,0.7775000000000001,54.118549706655486,22.70364304575796,274.9884911106021,-32.05379553793729,0.1917808219178082,0.96875,0.0,1.1445162101831068
2024,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,26,11,0.2727272727272727,0.23174603174603176,1.1768368617683684,87.88041779320928,67.06880550880804,143.37805055161255,66.31460621936651,0.21038251366120217,0.8,0.0,1.7429857315408608
2025,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,125,43,0.13953488372093023,0.12225705329153605,1.141323792486583,72.88095950932816,46.96284239866347,113.68717438112319,-3.1983089195730385,0.8246575342465754,0.8951612903225806,0.0,1.7616687882305393
2026,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,10,49,15,0.06666666666666667,0.2523809523809524,0.2641509433962264,26.478205694005105,-4.385840136394463,64.4141008484211,-50.8874415704969,0.44680851063829785,0.9583333333333334,0.0,1.9600580003037251
ALL,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,550,184,0.125,0.12338156892612338,1.0131172839506173,119.50492735212036,90.25014862233863,155.78179194040143,2.559284423246421,0.44582900657667013,0.8834244080145719,0.0,2.267955368546526
2020,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,75,25,0.08,0.11898016997167139,0.6723809523809524,136.56315075271183,69.3641942337514,274.1861277192566,41.63333460087469,0.47814207650273227,0.8783783783783784,0.0,1.7426534652413772
2021,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,70,23,0.17391304347826086,0.09641873278236915,1.803726708074534,67.09358760866085,34.36674142216492,129.1486016841604,35.857481331036496,0.4410958904109589,0.8840579710144928,0.0,1.4846632802622124
2022,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,65,22,0.09090909090909091,0.08955223880597014,1.0151515151515151,328.1501424700298,218.20778358504896,626.836315486036,16.71283980238869,0.4219178082191781,0.859375,0.0,1.6657906441160835
2023,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,33,10,0.1,0.19292604501607716,0.5183333333333334,95.09450744728966,76.41629400975535,204.31925148020562,-64.93833563351441,0.1917808219178082,0.96875,0.0,1.1445162101831068
2024,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,26,11,0.2727272727272727,0.1619047619047619,1.6844919786096255,131.57677208046542,98.12711098600774,239.0426784825767,106.22850056488049,0.21038251366120217,0.8,0.0,1.7429857315408608
2025,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,125,43,0.11627906976744186,0.07523510971786834,1.5455426356589146,99.77641363621765,66.85521474627153,150.12417340419813,-37.42282579720823,0.8246575342465754,0.8951612903225806,0.0,1.7616687882305393
2026,RUB/KGS,low_level_90_p10,NOW_FAVORABLE,20,49,15,0.06666666666666667,0.24378109452736318,0.27346938775510204,73.4482268872918,24.678752198444077,151.404376467311,-69.05650839041132,0.4666666666666667,0.9583333333333334,0.0,1.9600580003037251
ALL,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,220,144,0.3819444444444444,0.4371523915461624,0.8737100650268588,-24.113902847795703,-32.579510002218385,-16.711114011194393,-4.514615782598723,0.339508251936679,0.4748858447488584,0.0,1.3512245424674452
2020,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,25,18,0.5,0.40509915014164305,1.2342657342657344,-26.139813480501214,-56.55328120175914,-11.501205556814945,-12.778501219715137,0.3442622950819672,0.375,0.0,1.373340338027052
2021,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,43,25,0.48,0.46831955922865015,1.0249411764705882,-13.956414181291734,-22.706234328076388,-3.4275263060824863,-5.531493010182299,0.4794520547945205,0.5952380952380952,0.0,1.0600761825660099
2022,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,24,18,0.5,0.42686567164179107,1.1713286713286712,-36.553308929226915,-82.48103547293348,31.711069075424916,48.461446431093755,0.34520547945205476,0.30434782608695654,0.0,0.9325747423505315
2023,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,13,8,0.25,0.47266881028938906,0.5289115646258503,-22.841734755184067,-29.121700942380354,-16.561768567987784,-10.751124063295777,0.15342465753424658,0.4166666666666667,0.0,1.6451813457617372
2024,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,12,10,0.4,0.44761904761904764,0.8936170212765957,-34.39657666548324,-62.60680371914694,-17.606042870312102,19.587432000142744,0.1912568306010929,0.2727272727272727,0.0,0.9177528892084332
2025,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,27,20,0.2,0.3824451410658307,0.5229508196721312,-36.67718645140572,-51.369236090750505,-25.22020394958325,-28.37674275176007,0.3835616438356164,0.34615384615384615,0.0,0.9098197577916199
2026,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,1,19,12,0.16666666666666666,0.4977168949771689,0.3348623853211009,-29.531675709627326,-45.880622937385816,-10.561349071818483,-37.751332434152765,0.3442622950819672,0.5555555555555556,0.0,1.5938644987589254
ALL,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,220,144,0.4861111111111111,0.49833024118738406,0.975479854389013,1.2242243643061652,-8.828770019691357,12.516929897482957,2.8106528310923933,0.339737108190091,0.4748858447488584,0.0,1.3512245424674452
2020,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,25,18,0.5,0.48441926345609065,1.0321637426900585,-9.36943626269988,-26.39037638577698,4.864212650267211,8.544740460568073,0.3442622950819672,0.375,0.0,1.373340338027052
2021,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,43,25,0.4,0.465564738292011,0.8591715976331362,1.3010592491135344,-12.001014705716257,19.286351945434276,4.556601103671608,0.4794520547945205,0.5952380952380952,0.0,1.0600761825660099
2022,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,24,18,0.5555555555555556,0.4835820895522388,1.1488340192043895,21.265644499497384,-38.27253831222486,123.58462688983728,64.50835539687915,0.34520547945205476,0.30434782608695654,0.0,0.9325747423505315
2023,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,13,8,0.375,0.5852090032154341,0.6407967032967032,13.306713026325593,-6.638692530905539,46.549055621710814,-8.954672327064637,0.15342465753424658,0.4166666666666667,0.0,1.6451813457617372
2024,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,12,10,0.8,0.5365079365079365,1.4911242603550297,-5.953383023602282,-30.513965842556534,6.53329478378856,34.37609792352848,0.1912568306010929,0.2727272727272727,0.0,0.9177528892084332
2025,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,27,20,0.55,0.45768025078369906,1.2017123287671234,-2.10862742803866,-32.68138946196436,20.906147385613583,-31.588281069510828,0.3835616438356164,0.34615384615384615,0.0,0.9098197577916199
2026,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,3,19,12,0.3333333333333333,0.5253456221198156,0.6345029239766082,-11.99539465607909,-45.200535326195286,15.425306877006927,-47.70301398137195,0.34710743801652894,0.5555555555555556,0.0,1.5938644987589254
ALL,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,220,144,0.4930555555555556,0.500556999628667,0.9850138064622486,19.8672437880515,7.100646793497089,34.32096934127256,1.3713845461903522,0.3399662731871838,0.4748858447488584,0.0,1.3512245424674452
2020,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,25,18,0.5555555555555556,0.5127478753541076,1.0834868017188461,12.053197013663286,-6.349970317198554,32.71168596900852,10.702529167604382,0.3442622950819672,0.375,0.0,1.373340338027052
2021,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,43,25,0.48,0.4738292011019284,1.0130232558139534,7.740806889424528,-8.031760120440572,28.79346989641147,3.8594557469640707,0.4794520547945205,0.5952380952380952,0.0,1.0600761825660099
2022,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,24,18,0.4444444444444444,0.4925373134328358,0.9023569023569024,74.27074537202608,-1.6932841299072379,204.54366739561314,66.11625031914113,0.34520547945205476,0.30434782608695654,0.0,0.9325747423505315
2023,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,13,8,0.375,0.5852090032154341,0.6407967032967032,45.92723428345115,19.860257240211823,98.22702379497152,12.092805394203138,0.15342465753424658,0.4166666666666667,0.0,1.6451813457617372
2024,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,12,10,0.6,0.5746031746031746,1.0441988950276244,2.1056381480034116,-32.764898360343985,30.46230816253679,9.805526083877053,0.1912568306010929,0.2727272727272727,0.0,0.9177528892084332
2025,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,27,20,0.55,0.45141065830721006,1.2184027777777777,20.5845292284518,-11.56877757532272,44.96858222720729,-36.37576649431436,0.3835616438356164,0.34615384615384615,0.0,0.9098197577916199
2026,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,5,19,12,0.25,0.5069767441860465,0.49311926605504586,-3.8359204418395527,-42.71705408998111,20.627691340464764,-59.15137184594736,0.35000000000000003,0.5555555555555556,0.0,1.5938644987589254
ALL,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,220,144,0.4722222222222222,0.5003720238095238,0.9437422552664188,55.61765372866057,37.94154596531174,77.11054310586952,9.321660114975915,0.34054054054054056,0.4748858447488584,0.0,1.3512245424674452
2020,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,25,18,0.4444444444444444,0.5269121813031161,0.8434886499402628,58.50433164681653,16.049006377694045,143.3140315655771,17.916633694079334,0.3442622950819672,0.375,0.0,1.373340338027052
2021,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,43,25,0.52,0.43526170798898073,1.1946835443037975,27.838198132292906,7.594696020393171,58.30139156327925,15.242397132162358,0.4794520547945205,0.5952380952380952,0.0,1.0600761825660099
2022,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,24,18,0.6111111111111112,0.4955223880597015,1.2332663989290495,148.51922560977866,50.86808375454284,294.79251628293173,90.71027608795411,0.34520547945205476,0.30434782608695654,0.0,0.9325747423505315
2023,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,13,8,0.5,0.6109324758842444,0.8184210526315789,97.36980238329237,50.737564904695006,175.09019818095464,33.25304182164839,0.15342465753424658,0.4166666666666667,0.0,1.6451813457617372
2024,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,12,10,0.5,0.6190476190476191,0.8076923076923077,36.65573548455776,0.9321288142521249,102.31202991130361,30.886932459798736,0.1912568306010929,0.2727272727272727,0.0,0.9177528892084332
2025,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,27,20,0.4,0.3887147335423197,1.0290322580645161,55.429673264198314,38.1432985047407,71.24021393690603,-39.59792475529345,0.3835616438356164,0.34615384615384615,0.0,0.9098197577916199
2026,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,10,19,12,0.25,0.5095238095238095,0.4906542056074767,25.402138962686667,-6.702975040643675,53.985824077515986,-71.98177804792444,0.35744680851063826,0.5555555555555556,0.0,1.5938644987589254
ALL,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,220,144,0.4861111111111111,0.49869354236655467,0.9747692115768464,110.82834553891857,82.52980855578387,149.11600199716153,15.822882172938014,0.3416949152542373,0.4748858447488584,0.0,1.3512245424674452
2020,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,25,18,0.5,0.5269121813031161,0.9489247311827957,101.18444545003655,42.59037066059944,226.87476612536088,9.730229186581708,0.3442622950819672,0.375,0.0,1.373340338027052
2021,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,43,25,0.48,0.42424242424242425,1.1314285714285715,53.91331203409223,31.384647211521234,85.72548068573346,21.897028780402966,0.4794520547945205,0.5952380952380952,0.0,1.0600761825660099
2022,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,24,18,0.5555555555555556,0.46865671641791046,1.1854210898796886,311.74815950782636,147.35567723601798,580.5688410027764,132.6940547256762,0.34520547945205476,0.30434782608695654,0.0,0.9325747423505315
2023,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,13,8,0.5,0.6527331189710611,0.7660098522167488,155.7409235314955,110.46762427871084,242.84994237089467,24.406767489897916,0.15342465753424658,0.4166666666666667,0.0,1.6451813457617372
2024,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,12,10,0.6,0.6349206349206349,0.9450000000000001,83.33276609909234,32.06157185318604,190.93588916740327,81.27318769399226,0.1912568306010929,0.2727272727272727,0.0,0.9177528892084332
2025,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,27,20,0.4,0.34169278996865204,1.1706422018348623,95.92879620724656,68.35007766383104,134.9594649706586,-57.47408433667562,0.3835616438356164,0.34615384615384615,0.0,0.9098197577916199
2026,RUB/KGS,reversal_up_from_30d_low,WINDOW_CLOSING,20,19,12,0.4166666666666667,0.6119402985074627,0.6808943089430894,80.83514304398857,52.460224015323696,113.53610933397174,-87.0274200064187,0.37333333333333335,0.5555555555555556,0.0,1.5938644987589254
ALL,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,30,30,0.4666666666666667,0.4425511197663096,1.0544921158782545,-29.54671945505302,-65.76440468824728,1.1950781523050114,-32.069448641252734,0.09255178492728075,0.0,0.0,0.7016959067687256
2020,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,0,0,nan,0.4010416666666667,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan
2021,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,2,2,0.0,0.46831955922865015,0.0,-21.337202101907103,-38.62580703359401,-4.048597170220199,-38.82759862566852,0.038356164383561646,0.0,0.0,0.0
2022,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,6,6,0.16666666666666666,0.42686567164179107,0.3904428904428904,-126.42929855383005,-241.65819852124466,-22.16648625674517,-197.92721643920348,0.11506849315068492,0.0,0.0,0.5576092919914639
2023,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,5,5,0.6,0.47266881028938906,1.2693877551020407,-0.6118774344868243,-62.97599414422153,57.125211711518,-0.9058575046742778,0.0958904109589041,0.0,0.0,0.646512501370722
2024,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,6,6,0.3333333333333333,0.44761904761904764,0.7446808510638298,-27.766936097619137,-61.025278707485846,1.0301774650244637,-10.830040535900613,0.11475409836065574,0.0,0.0,0.6346553364794814
2025,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,7,7,0.5714285714285714,0.3824451410658307,1.4941451990632317,-0.2138469209469472,-33.89332056348832,36.27425565182099,24.20511294155978,0.13424657534246576,0.0,0.0,0.6703805736978877
2026,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,1,4,4,1.0,0.4977168949771689,2.0091743119266057,21.50163601999536,-6.643309122077057,49.646581162067775,50.80219419920811,0.11475409836065574,0.0,0.0,0.7939115056592169
ALL,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,29,29,0.4827586206896552,0.503411306042885,0.9589745301598959,-56.291100867264795,-121.65184599545684,0.3378563169226596,-32.229963864966756,0.08954565505072784,0.0,0.0,0.6931976208499446
2020,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,0,0,nan,0.4739583333333333,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan
2021,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,2,2,0.5,0.465564738292011,1.0739644970414202,-36.12982604640001,-71.65177543180879,-0.6078766609912377,-32.87026892922106,0.038356164383561646,0.0,0.0,0.0
2022,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,6,6,0.16666666666666666,0.4835820895522388,0.34465020576131683,-251.61581415679254,-503.8977312534533,-38.82121003549824,-217.5475723483177,0.11506849315068492,0.0,0.0,0.5576092919914639
2023,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,5,5,1.0,0.5852090032154341,1.7087912087912087,23.625914456651163,-43.14688998147004,91.44065316335818,81.8948825767691,0.0958904109589041,0.0,0.0,0.646512501370722
2024,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,6,6,0.3333333333333333,0.5365079365079365,0.621301775147929,-41.11847437999734,-99.76927603016134,12.377253602523053,-40.94754711195956,0.11475409836065574,0.0,0.0,0.6346553364794814
2025,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,7,7,0.5714285714285714,0.45768025078369906,1.2485322896281799,-0.8764475944605279,-38.34908230999091,42.763913274205834,15.529137208549773,0.13424657534246576,0.0,0.0,0.6703805736978877
2026,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,3,3,3,0.3333333333333333,0.5253456221198156,0.6345029239766082,28.076339680276078,-26.63901298473253,83.96268770512278,54.62130973079195,0.08677685950413223,0.0,0.0,0.6483516483516484
ALL,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,29,29,0.5517241379310345,0.5073170731707317,1.0875331564986737,-58.42420034345241,-132.4534178292817,0.046574520565986675,-27.051652181397664,0.08962472406181016,0.0,0.0,0.6931976208499446
2020,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,0,0,nan,0.453125,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan
2021,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,2,2,0.5,0.4738292011019284,1.0552325581395348,-28.535015333026955,-68.64295762998377,11.572926963929863,-12.765953962852876,0.038356164383561646,0.0,0.0,0.0
2022,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,6,6,0.5,0.4925373134328358,1.0151515151515151,-251.5562024500418,-512.5876500442756,-24.151110771499038,-186.55194694276335,0.11506849315068492,0.0,0.0,0.5576092919914639
2023,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,5,5,1.0,0.5852090032154341,1.7087912087912087,15.366837450149154,-55.68401432128515,83.24874186433823,117.66817181535798,0.0958904109589041,0.0,0.0,0.646512501370722
2024,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,6,6,0.16666666666666666,0.5746031746031746,0.2900552486187845,-43.85327135370057,-102.36036559916721,13.581750346860831,-77.97705513801623,0.11475409836065574,0.0,0.0,0.6346553364794814
2025,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,7,7,0.5714285714285714,0.45141065830721006,1.2658730158730158,-14.644878963950585,-53.59201417096562,22.509479981770788,-3.0901576571297205,0.13424657534246576,0.0,0.0,0.6703805736978877
2026,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,5,3,3,0.6666666666666666,0.5069767441860465,1.3149847094801221,53.63500967509887,-9.429266830970137,131.51405697498006,87.16608389098968,0.08750000000000001,0.0,0.0,0.6483516483516484
ALL,RUB/KGS,seasonal_positive_month,WINDOW_CLOSING,10,29,29,0.6206896551724138,0.4997555012224939,1.2419866387745462,-44.884494848866176,-91.91618916464168,1.8160963051788144,40.547327675953674,0.08982300884955752,0.0,0.0,0.6931976208499446
