period,corridor,indicator,scenario,horizon_days,raw_candidate_count,signal_count,hit_rate,random_day_hit_rate,lift,benefit_bps_symmetric,benefit_bps_ci_low,benefit_bps_ci_high,benefit_bps_forward,signals_per_week,raw_cluster_share_gap_le_3d,post_cooldown_cluster_share_gap_le_3d,post_cooldown_gap_cv,oot_periods,oot_lift_ge_1_count,oot_lift_ge_1_3_count,frequency_gate,benefit_ci_positive_gate,baseline_verdict
ALL,RUB/UZS,momentum_down_3,NOW_FAVORABLE,20,283,170,0.11176470588235295,0.11914422722242715,0.9380622837370243,110.85017212763819,80.36990101471274,141.44641974609164,8.869315234768527,0.40202702702702703,0.4326241134751773,0.0,0.8660292830159685,7,2,0,False,True,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,low_level_90_p10,NOW_FAVORABLE,1,647,209,0.583732057416268,0.5434782608695652,1.074066985645933,18.714508726857087,12.257121708864375,25.828112534014746,0.9398814438626457,0.5030949105914718,0.9071207430340558,0.0,2.7030905800509726,7,4,1,False,True,RESEARCH_ONLY
ALL,RUB/UZS,low_level_90_p10,NOW_FAVORABLE,3,647,209,0.3588516746411483,0.3210802700675169,1.1176385100389035,30.440335383829204,20.079595891649202,41.60652421469595,0.15291426008793868,0.5034411562284928,0.9071207430340558,0.0,2.7030905800509726,7,4,2,False,True,RESEARCH_ONLY
ALL,RUB/UZS,low_level_90_p10,NOW_FAVORABLE,5,647,209,0.2679425837320574,0.25037537537537535,1.0701634828518756,39.15928656500034,28.704388326282242,50.306267585727646,-2.0061079481080415,0.5037878787878788,0.9071207430340558,0.0,2.7030905800509726,7,3,1,False,True,RESEARCH_ONLY
ALL,RUB/UZS,low_level_90_p10,NOW_FAVORABLE,10,647,209,0.15311004784688995,0.17299736743136518,0.8850426461410442,59.26302823963181,46.81769210308797,74.3793003967593,-9.506540147791313,0.5046567781993792,0.9071207430340558,0.0,2.7030905800509726,7,2,1,False,True,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,low_level_90_p10,NOW_FAVORABLE,20,647,209,0.10526315789473684,0.11664779161947905,0.9024016351558507,93.52150592370934,74.28061816834303,113.949687078809,-23.431309825852793,0.5064035998615438,0.9071207430340558,0.0,2.7030905800509726,7,3,2,False,True,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,reversal_up_from_30d_low,WINDOW_CLOSING,1,232,159,0.4025157232704403,0.45608232267548693,0.8825505906679033,-28.715492013494497,-39.78912511699509,-20.073399964517275,-15.287052826156904,0.3748736948467497,0.42857142857142855,0.0,1.508025269386804,7,3,0,False,False,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,reversal_up_from_30d_low,WINDOW_CLOSING,3,232,159,0.4716981132075472,0.4891504229496138,0.9643211803092638,-3.4737284579789445,-13.460855980422869,6.84600645270528,-6.101908610804387,0.3751263902932255,0.42857142857142855,0.0,1.508025269386804,7,4,1,False,False,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,reversal_up_from_30d_low,WINDOW_CLOSING,5,232,159,0.4528301886792453,0.486198012513802,0.9313698884492879,16.429990248547234,5.7868130439932255,27.201831174963296,-7.476050227037193,0.3753794266441821,0.42857142857142855,0.0,1.508025269386804,7,3,1,False,True,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,reversal_up_from_30d_low,WINDOW_CLOSING,10,232,159,0.4339622641509434,0.4882005899705015,0.8889015561762527,45.7390752187175,33.30118458361975,62.07317295641534,-13.40575286701668,0.37601351351351353,0.42857142857142855,0.0,1.508025269386804,7,3,0,False,True,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,reversal_up_from_30d_low,WINDOW_CLOSING,20,232,159,0.389937106918239,0.4744633604737232,0.821848723005524,93.51860469754205,70.24086233740984,123.61387629773233,-26.911422730010198,0.37728813559322033,0.42857142857142855,0.0,1.508025269386804,7,1,0,False,True,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,seasonal_positive_month,WINDOW_CLOSING,1,29,29,0.6206896551724138,0.4661582459485224,1.331499894224667,-12.407332369412018,-42.488804852339925,12.697550149858584,-15.568436418205856,0.08946672542970471,0.0,0.0,0.6601828858979301,7,4,3,False,False,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,seasonal_positive_month,WINDOW_CLOSING,3,28,28,0.6071428571428571,0.4985687022900763,1.2177717019822283,-30.60877797442092,-98.41522119057298,18.240473928760046,8.497891665241434,0.08645787384208205,0.0,0.0,0.6500727952996007,7,4,2,False,False,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,seasonal_positive_month,WINDOW_CLOSING,5,28,28,0.6785714285714286,0.5004775549188156,1.3558478735005455,-38.86688943431832,-117.23534512812009,18.748458367142323,15.821572384755925,0.08653421633554084,0.0,0.0,0.6500727952996007,7,5,4,False,False,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,seasonal_positive_month,WINDOW_CLOSING,10,28,28,0.5357142857142857,0.5021541407371948,1.0668323573471334,-37.39362419035347,-98.25085686247735,15.034027117669867,79.14550076366335,0.08672566371681416,0.0,0.0,0.6500727952996007,7,3,2,False,False,DROP_OR_NEGATIVE_CONTROL
ALL,RUB/UZS,seasonal_positive_month,WINDOW_CLOSING,20,28,28,0.6428571428571429,0.5021645021645021,1.2801724137931036,-65.36509796391844,-159.16469807538815,14.243020492709723,54.85342311912242,0.08711111111111111,0.0,0.0,0.6500727952996007,7,5,2,False,False,DROP_OR_NEGATIVE_CONTROL
