config_id,model_kind,feature_set,horizon_cbr_rows_pub_proxy,eligible_count,baseline_hits,baseline_hit_rate,signal_count,signal_hits,hit_rate,candidate_signal_count,candidate_signal_hits,candidate_hit_rate,candidate_expected_hits_cell_standardized,candidate_cell_standardized_lift,candidate_false_positives,candidate_false_negatives,candidate_weighted_error_1,candidate_weighted_error_2,candidate_weighted_error_3,candidate_weighted_error_5,lift,expected_signal_hits_cell_standardized,signal_weighted_baseline_hit_rate,cell_standardized_lift,mean_signals_per_week,mean_portfolio_signals_per_week,mean_candidate_signals_per_corridor_week,minimum_fold_corridor_candidate_signals_per_week,maximum_fold_corridor_candidate_signals_per_week,mean_candidate_silent_week_share,minimum_candidate_weeks_with_1_to_2_signals_share,mean_candidate_weeks_with_1_to_2_signals_share,maximum_candidate_calendar_gap_days,candidate_top_fold_signal_share,mean_portfolio_silent_week_share,minimum_portfolio_weeks_with_1_to_2_signals_share,mean_portfolio_weeks_with_1_to_2_signals_share,maximum_portfolio_calendar_gap_days,portfolio_top_fold_signal_share,min_fold_lift,folds_lift_ge_1,active_fold_count,fold_count,candidate_min_fold_lift,candidate_folds_lift_ge_1,candidate_active_fold_count,min_corridor_lift,corridors_lift_ge_1,active_corridor_count,corridor_count,candidate_min_corridor_lift,candidate_corridors_lift_ge_1,candidate_active_corridor_count,positive_fold_corridor_cells,active_fold_corridor_cells,fold_corridor_cell_count,signal_symmetric_bps,baseline_symmetric_bps,symmetric_bps_delta,cell_standardized_symmetric_bps_delta,signal_forward_bps,baseline_forward_bps,forward_bps_delta,cell_standardized_forward_bps_delta,signal_regret_bps,baseline_regret_bps,regret_bps_improvement,cell_standardized_regret_bps_improvement,candidate_signal_symmetric_bps,candidate_cell_standardized_symmetric_bps_delta,candidate_signal_forward_bps,candidate_cell_standardized_forward_bps_delta,candidate_signal_regret_bps,candidate_cell_standardized_regret_bps_improvement,model_brier,prior_year_prevalence_brier,brier_skill_vs_prior_year,exploratory_post_selection,prediction_rows,brier,log_loss,average_precision,roc_auc,macro_fold_corridor_brier,worst_fold_corridor_brier,macro_fold_corridor_log_loss,worst_fold_corridor_log_loss,macro_fold_corridor_average_precision,worst_fold_corridor_average_precision,macro_fold_corridor_roc_auc,worst_fold_corridor_roc_auc,raw_brier
hgb_base,hist_gradient_boosting,hgb_base,5,3635,1140,0.31361760660247595,166,57,0.3433734939759036,742,260,0.3504043126684636,238.74834200591775,1.0890127982273297,482,880,0.3746905089408528,0.5072902338376891,0.6398899587345255,0.9050894085281981,1.094879518072289,52.462724892017825,0.31604051139769773,1.0864856927908546,1.1097481583945372,1.1097481583945372,0.992020858720592,0.7020057306590257,1.22,0.16142290249433106,0.6326530612244898,0.838577097505669,39.0,0.39622641509433965,0.08900226757369611,0.8367346938775511,0.910997732426304,17.0,0.3614457831325301,0.978813559322034,2,3,3,1.0079939414338608,3,3,0.9035469819539516,3,5,5,1.02392114822604,5,5,8,13,15,-0.5031384139000101,1.202433901388913,-1.705572315288923,-1.8544159193185448,6.305484946441462,6.186814599096736,0.11867034734472615,0.06954927160354263,111.5928335419219,116.72717357913415,5.13434003721224,4.105178201966837,0.2774751702056662,-1.0549817329137177,14.83857908191806,6.022109865660774,103.45404775949886,10.212620306250386,0.21871360186342628,0.21952492316310043,0.003695804959108706,True,3635,0.2187136018634263,0.629144222269849,0.3570220607852663,0.5507182786625884,0.21869580838801478,0.25089322712502415,0.6291073657189625,0.6986867397715276,0.3939849123375209,0.21097836887502755,0.5811229089704955,0.43830541237113396,0.23108241511708466
hgb_base__cboe,hist_gradient_boosting,hgb_base__cboe,5,3635,1140,0.31361760660247595,161,57,0.35403726708074534,753,246,0.32669322709163345,245.6665306261266,1.001357406615478,507,894,0.3854195323246217,0.5248968363136176,0.6643741403026134,0.9433287482806052,1.1288819875776397,52.31609019487808,0.324944659595516,1.0895309605070695,1.076491782761914,1.076491782761914,1.0069788009529141,0.6418338108882521,1.206896551724138,0.14308390022675735,0.6122448979591837,0.8569160997732426,58.0,0.3930942895086321,0.08163265306122446,0.7755102040816326,0.9183673469387755,27.0,0.37267080745341613,0.9227848101265824,2,3,3,0.9261343012704175,2,3,0.9147734479515426,4,5,5,0.9266290021305303,1,5,6,14,15,-2.3811848510792015,1.202433901388913,-3.5836187524681145,-3.7767259172491237,13.221062657968975,6.186814599096736,7.034248058872239,4.367295599679059,97.84341025377371,116.72717357913415,18.883763325360434,13.876180889331849,-0.5905296093175484,-2.0523643432983643,14.411972260423699,3.9806725844998905,100.61025792694905,12.189661423704976,0.22061750409334133,0.21952492316310043,-0.004977024542353048,True,3635,0.2206175040933414,0.6350057482583725,0.3377737754002842,0.5271479801708681,0.22060305058495,0.2580314695265098,0.6349777753915176,0.7200152554185935,0.343258691224601,0.1942357667748311,0.5208315664665786,0.4511668107173725,0.23604640903898264
hgb_base__fred,hist_gradient_boosting,hgb_base__fred,5,3635,1140,0.31361760660247595,165,54,0.32727272727272727,778,259,0.3329048843187661,251.79947624392065,1.0285962618488695,519,881,0.38514442916093533,0.5279229711141679,0.6707015130674002,0.9562585969738652,1.0435406698564593,52.78367853620378,0.31990108203759865,1.0230435145394794,1.103139347231828,1.103139347231828,1.0402507218215153,0.7020057306590257,1.22,0.1256235827664399,0.6326530612244898,0.87437641723356,45.0,0.38431876606683807,0.08857709750566889,0.7755102040816326,0.9114229024943311,45.0,0.3696969696969697,0.8994690265486726,2,3,3,0.9613347457627118,2,3,0.7991139980160078,2,5,5,0.9319404252891414,4,5,9,15,15,2.331442712850106,1.202433901388913,1.1290088114611931,0.9857835530354833,15.556443669413387,6.186814599096736,9.369629070316652,6.8575999986989,106.05175119403245,116.72717357913415,10.675422385101697,8.324802540087404,3.449306429668518,2.065825973513594,16.482982001586077,6.807366383015237,107.43881603261428,5.929487689813101,0.22760735696025683,0.21952492316310043,-0.036817841367157156,True,3635,0.22760735696025688,0.6615748732182116,0.36166271271545825,0.526900994972401,0.2276165639346817,0.28411139307838373,0.6616136294873431,0.8142558518937518,0.3845508636332694,0.18253096968499805,0.5761327270770071,0.4586554982817869,0.2368860657716121
hgb_base__gpr,hist_gradient_boosting,hgb_base__gpr,5,3635,1140,0.31361760660247595,164,53,0.3231707317073171,780,256,0.3282051282051282,251.19006563956057,1.0191485851488304,524,884,0.3873452544704264,0.5314993122420908,0.6756533700137551,0.9639614855570839,1.0304610611895593,52.60070400979491,0.3207360000597251,1.0075910769203913,1.096491782761914,1.096491782761914,1.043020650133386,0.8022922636103152,1.206896551724138,0.13228458049886616,0.673469387755102,0.867715419501134,49.0,0.36923076923076925,0.08843537414965984,0.7755102040816326,0.9115646258503401,29.0,0.36585365853658536,0.6237113402061857,2,3,3,0.9354424778761062,1,3,0.7482455608039198,3,5,5,0.9851443037032211,3,5,7,15,15,1.584559512957283,1.202433901388913,0.38212561156837,0.21813914757618447,3.5203459669370356,6.186814599096736,-2.6664686321597,-4.16148933406183,122.38743529339644,116.72717357913415,-5.66026171426229,-8.753061042606078,8.11353595573726,6.7481439124301525,11.403752132634636,2.4371086024590234,114.78573251476593,-0.7350113452854714,0.22030384033548342,0.21952492316310043,-0.0035481947159332616,True,3635,0.22030384033548342,0.6327020175150646,0.3112413139137036,0.49423689484231625,0.22028905369661747,0.25116326122677696,0.6326725467493275,0.6993549534790797,0.32013287643892263,0.19559433033746038,0.5100454690857522,0.45341257668711654,0.23353039428614908
hgb_plus_cnyrub_basis,hist_gradient_boosting,hgb_plus_cnyrub_basis,5,3635,1140,0.31361760660247595,153,65,0.42483660130718953,663,300,0.45248868778280543,209.0314593748937,1.4351906688933174,363,840,0.33094910591471804,0.4308115543328748,0.5306740027510316,0.7303988995873453,1.354632496273363,48.814423698262075,0.3190485209036737,1.331573643105699,1.022813512059634,1.022813512059634,0.8864039126568523,0.7040229885057472,1.12,0.16592970521541947,0.6666666666666666,0.8340702947845805,52.0,0.3740573152337858,0.06859410430838997,0.9166666666666666,0.9314058956916099,15.0,0.3660130718954248,1.127488352393054,3,3,3,1.335164835164835,3,3,1.1222947440742013,5,5,5,1.3333439886884733,5,5,11,15,15,22.51969765294364,1.202433901388913,21.317263751554727,21.216119461892987,45.28792706254675,6.186814599096736,39.101112463450015,37.2356004503898,87.5021469422365,116.72717357913415,29.225026636897653,28.360121429070944,28.021645463373336,26.797808395252666,54.48839030246016,47.68564601517411,80.3287546666157,35.388047612674015,0.19061658311191612,0.21952492316310043,0.13168591353841985,True,3635,0.19061658311191612,0.5611614972587021,0.506606064592488,0.7226837886298914,0.19060907025733048,0.22261312906132938,0.5611441666635939,0.6327773707927158,0.5315307875557818,0.33339438666784355,0.7272090554450508,0.6650332225913621,0.20038761493197402
hgb_plus_cnyrub_basis__all_new,hist_gradient_boosting,hgb_plus_cnyrub_basis__all_new,5,3635,1140,0.31361760660247595,157,62,0.39490445859872614,752,305,0.40558510638297873,239.21706968676662,1.274992626568707,447,835,0.3526822558459422,0.4756533700137552,0.5986244841815681,0.844566712517194,1.2591909710582188,49.144168962350776,0.3130201844735718,1.2615942299786989,1.0498438889437802,1.0498438889437802,1.0057483779600171,0.8825214899713467,1.146551724137931,0.09526643990929702,0.7959183673469388,0.904733560090703,25.0,0.37898936170212766,0.05442176870748296,0.8979591836734694,0.945578231292517,18.0,0.3630573248407643,1.1782771535580523,3,3,3,1.1636800781396746,3,3,1.0402102850026886,5,5,5,1.2416720039977196,5,5,12,15,15,21.844430142889927,1.202433901388913,20.641996241501012,20.490025696970672,30.945730006595298,6.186814599096736,24.758915407498563,25.037274404355845,95.11907931397039,116.72717357913415,21.608094265163757,21.592615611713583,23.475939519360892,22.13061553027534,34.93379293966582,27.21564873013719,95.81373758523425,19.873123214747395,0.19978538477165259,0.21952492316310043,0.08991934996274642,True,3635,0.19978538477165264,0.5855800945111991,0.4593539684642547,0.6847737580424007,0.19976819627801026,0.22696655238733712,0.5855340865191151,0.6429755855598785,0.49965695546580446,0.34126786641290296,0.6933017290290739,0.6241694352159468,0.19589552363202706
hgb_plus_cnyrub_basis__cboe,hist_gradient_boosting,hgb_plus_cnyrub_basis__cboe,5,3635,1140,0.31361760660247595,165,65,0.3939393939393939,748,309,0.41310160427807485,238.73611536237797,1.2943161093618716,439,831,0.3493810178817056,0.47015130674002753,0.5909215955983493,0.8324621733149932,1.256113769271664,51.53128932421861,0.3123108443892037,1.2613695650236987,1.1032346386501113,1.1032346386501113,1.000307918629033,0.8223495702005731,1.1666666666666663,0.10493197278911562,0.7346938775510204,0.8950680272108843,25.0,0.3716577540106952,0.027210884353741468,0.9591836734693876,0.9727891156462585,12.0,0.3515151515151515,1.1927710843373494,3,3,3,1.1559322033898305,3,3,1.1408865704869373,5,5,5,1.189829033857134,5,5,12,15,15,26.04024012177596,1.202433901388913,24.837806220387044,24.57506266938908,40.63997884801286,6.186814599096736,34.453164248916124,33.963928928501616,96.1786745922936,116.72717357913415,20.548498986840542,22.365018383956453,26.89888888502426,25.534199736321327,45.109322953078944,36.88607272254988,87.74791729522336,27.499895371816194,0.1941840558432331,0.21952492316310043,0.11543503559748358,True,3635,0.19418405584323312,0.5714957790299973,0.4871078891422611,0.7079100305874908,0.19415899480263216,0.21703706045538146,0.571429516253763,0.6272149131179928,0.5116508213719525,0.32762100936002436,0.7109583170812509,0.631676750216076,0.19312649371030774
hgb_plus_cnyrub_basis__fred,hist_gradient_boosting,hgb_plus_cnyrub_basis__fred,5,3635,1140,0.31361760660247595,162,64,0.3950617283950617,747,314,0.4203480589022758,235.61673978845695,1.3326727136701648,433,826,0.3463548830811554,0.465474552957359,0.5845942228335625,0.8228335625859697,1.2596924409789905,50.3295752134136,0.31067639020625676,1.2716181237099538,1.083158010297621,1.083158010297621,0.9989207478400245,0.8999999999999999,1.1063218390804597,0.08605442176870742,0.8367346938775511,0.9139455782312925,30.0,0.3507362784471218,0.027210884353741468,0.9591836734693876,0.9727891156462585,12.0,0.345679012345679,1.1086085130750143,3,3,3,1.256294964028777,3,3,1.2078516036861733,5,5,5,1.2399637019836245,5,5,12,15,15,19.05918173660648,1.202433901388913,17.85674783521757,17.793461327660943,29.323577424544865,6.186814599096736,23.13676282544813,23.69586617264636,103.21251865540533,116.72717357913415,13.514654923728813,14.371166814687626,28.16914153433272,26.90336713449141,44.387082250258686,37.4454330621364,89.50295521627,26.813972469584442,0.1927349602150212,0.21952492316310043,0.12203608848629499,True,3635,0.1927349602150212,0.5667980254996887,0.5083546160002266,0.7178013922582007,0.19274260430956686,0.2323535646425159,0.5668159534288986,0.6542583839574921,0.5491702636058963,0.32586136149174544,0.73686041291271,0.6571428571428571,0.1977592617752988
hgb_plus_cnyrub_basis__gpr,hist_gradient_boosting,hgb_plus_cnyrub_basis__gpr,5,3635,1140,0.31361760660247595,163,69,0.4233128834355828,744,303,0.40725806451612906,237.19151107029893,1.277448752835833,441,837,0.3515818431911967,0.47290233837689133,0.594222833562586,0.8368638239339753,1.3497739748143363,52.456586062646664,0.3218195463966053,1.3153734388584923,1.0897864725707824,1.0897864725707824,0.9949362272063584,0.7621776504297995,1.1264367816091954,0.10221088435374147,0.7142857142857143,0.8977891156462584,30.0,0.364247311827957,0.047619047619047596,0.8775510204081632,0.9523809523809524,14.0,0.34355828220858897,1.2816455696202533,3,3,3,1.1462403789224391,3,3,1.1164115208368435,5,5,5,1.1736358042144128,5,5,12,15,15,16.934135683301196,1.202433901388913,15.731701781912284,15.69440748533197,27.59995993002031,6.186814599096736,21.413145330923577,20.173767358556034,97.61232331094467,116.72717357913415,19.11485026818947,16.0077515564341,23.691504078448514,22.37042904221651,35.41499139197554,27.626045189506463,95.49566451569838,19.696907260598167,0.19310526843903705,0.21952492316310043,0.12034922660892755,True,3635,0.19310526843903708,0.5681488165668066,0.49706703588767637,0.7044768484337094,0.19309886771137041,0.2229648642669967,0.5681351115647751,0.6346382954416145,0.5072090983188982,0.345013123881481,0.6984127533574637,0.6098006644518272,0.20126386424289255
hgb_plus_cnyrub_basis__treasury,hist_gradient_boosting,hgb_plus_cnyrub_basis__treasury,5,3635,1140,0.31361760660247595,162,64,0.3950617283950617,747,314,0.4203480589022758,235.61673978845698,1.3326727136701646,433,826,0.3463548830811554,0.465474552957359,0.5845942228335625,0.8228335625859697,1.2596924409789905,50.3295752134136,0.31067639020625676,1.2716181237099538,1.0831580102976213,1.0831580102976213,0.9989207478400245,0.8999999999999999,1.1063218390804597,0.08605442176870746,0.8367346938775511,0.9139455782312925,30.0,0.3507362784471218,0.027210884353741496,0.9591836734693877,0.9727891156462585,12.0,0.345679012345679,1.1086085130750143,3,3,3,1.256294964028777,3,3,1.2078516036861733,5,5,5,1.2399637019836245,5,5,12,15,15,19.05918173660648,1.202433901388913,17.85674783521757,17.793461327660943,29.323577424544865,6.18681459909674,23.136762825448123,23.69586617264636,103.21251865540533,116.72717357913415,13.514654923728813,14.371166814687626,28.16914153433272,26.90336713449141,44.387082250258686,37.4454330621364,89.50295521627,26.813972469584442,0.19273496021502123,0.2195249231631005,0.1220360884862951,True,3635,0.1927349602150212,0.5667980254996887,0.5083546160002266,0.7178013922582007,0.19274260430956686,0.2323535646425159,0.5668159534288986,0.6542583839574921,0.5491702636058963,0.32586136149174544,0.73686041291271,0.6571428571428571,0.1977592617752988
