baseline,candidate,policy,train_horizon,evaluation_scope,delta_brier,ci_low,ci_high,blocks,improved_years,lift_delta,lift_ci_low,lift_ci_high,forward_delta_bps_delta,forward_delta_bps_ci_low,forward_delta_bps_ci_high
tabm_kzt_120m,tabm_kzt_fullhistory,strict05,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,0.1042165719108501,-0.06958726460269894,0.2965633524539612,6.5972174991149615,-3.196261334700176,16.876855937250003
tabm_kzt_120m,tabm_kzt_fullhistory,cadence80,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,0.0059810672900442174,-0.08877319351335775,0.10217883870553746,-3.8038509746073146,-11.993092097511965,3.461466724921135
tabm_kzt_120m,tabm_kzt_fullhistory,cadence85,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,0.03949250749542932,-0.09143808870812509,0.18886919364439808,3.563727429083073,-3.48584420486443,11.038137348958555
tabm_kzt_120m,tabm_kzt_fullhistory,cadence90,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,0.017266092972202163,-0.12791516935673725,0.1748011644909353,-1.1464664424488262,-10.707833042454457,7.5774905258050325
tabm_kzt_120m,tabm_kzt_fullhistory,rank80,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,0.05081972476175123,-0.08847308614811362,0.17249888156921925,6.095842599993453,-1.4165912460950052,13.199747338704304
tabm_kzt_120m,tabm_kzt_fullhistory,rank90,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,-0.01235749967812172,-0.12766179592360377,0.09918643468310988,4.045617981103739,-3.298606820304771,11.105646585144308
tabm_kzt_120m,tabm_kzt_fullhistory,rank90_shared,3,KZT,-0.00018486579777186922,-0.004946329991003392,0.0036286732402234455,32,2,-0.01235749967812172,-0.12766179592360377,0.09918643468310988,4.045617981103739,-3.298606820304771,11.105646585144308
