date,corridor,ret1,ret3,ret5,ret10,ret20,ret60,pr20,pr60,pr120,pr252,vol5,vol20,vol60,volratio,moex_cny_close_minus_fixing_same_session,oxr_log_basis,oxr_basis_chg1,oxr_basis_chg5,oxr_basis_z20,oxr_available,oxr_age_days,halyk_rub_sell_official_basis,halyk_rub_personal_legal_gap,halyk_personal_rub_ret1,halyk_personal_rub_ret5,halyk_personal_usd_ret1,halyk_personal_usd_ret5,treasury_t10yie_stale_level,treasury_t10yie_stale_chg5,treasury_t10yie_stale_chg20,treasury_t5yifr_stale_level,treasury_t5yifr_stale_chg5,treasury_t5yifr_stale_chg20,rub_per_unit,session_ordinal
2026-03-31,KZT,0.00040963290934259433,0.006699823471999711,-0.0075333709317964015,0.020999107225053493,0.08980062835367808,0.09494343359274371,0.725,0.9083333333333333,0.9541666666666667,0.9662698412698413,0.011697404874274576,0.013740764705545867,0.010593194354840055,1.1042377287196665,0.003007239228931091,0.006150076964097639,0.002054194931247144,-0.012882002408246995,0.5182549950464792,1.0,1.2951504629629629,0.03712667603329356,-0.03195159980660223,-0.008084118399958928,0.006514681021193791,-0.0018585446754029178,0.0,2.33,-0.040000000000000036,0.07000000000000028,2.11,-0.010000000000000231,-0.010000000000000231,0.168478,4008
2026-04-01,KZT,0.0014946267402440316,-0.009150209412752464,0.005211207842941157,0.0015421118121334842,0.08420394454728064,0.10057143268781288,0.725,0.9083333333333333,0.9541666666666667,0.9702380952380952,0.01035505443693801,0.013741989689238801,0.01056660880953129,0.9799789718341372,-0.0004852777884836179,-0.0009864779467201323,-0.007136554910817772,-0.014981180325550847,-0.06296927668334504,1.0,1.2951620370370371,0.030471298411613112,-0.03220890336961779,-0.008150004361924479,-0.011391498286095425,-0.0085106896679088,-0.008200596120537362,2.31,-0.08999999999999986,0.03000000000000025,2.11,-0.03000000000000025,-0.03000000000000025,0.16873,4009
