scenario,seed,year,user_id,segment,corridor,policy,exposure_weeks,contacts,relevant_contacts,shifted_transfers,planned_transfers,completed_transfers,organic_volume_rub,policy_volume_rub,gross_timing_value_rub,net_scenario_value_rub,execution_drag_rub,shifted_amount_rub,sum_advance_days,hurt_transfers,contact_target_sum,contact_forward_bps_sum,cap_max,no_delay,no_unfunded,no_urgent_shift
base,4101,2023,0,frequent,AMD,market_only,49.714285714285715,46,8,3,50,50,1200926.3979950065,1200926.3979950065,-450.2194058957349,-496.2194058957349,0.0,74249.39793555836,3,2,21.0,2995.1230407990774,2,True,True,True
base,4101,2023,0,frequent,AMD,frequency_gate,49.714285714285715,22,3,2,50,50,1200926.3979950065,1200926.3979950065,-75.65552305353225,-97.65552305353225,0.0,39412.87615736475,2,1,12.0,1994.5729736727258,2,True,True,True
base,4101,2023,0,frequent,AMD,user_aware,49.714285714285715,7,6,4,50,50,1200926.3979950065,1200926.3979950065,-351.4476391811409,-358.4476391811409,0.0,93165.6296851899,4,2,3.0,-115.329990107339,1,True,True,True
base,4101,2023,0,frequent,AMD,matched_random_market,49.714285714285715,7,3,1,50,50,1200926.3979950065,1200926.3979950065,-174.42728976812623,-181.42728976812623,0.0,20496.644407733216,1,1,2.0,-351.8876768078027,2,True,True,True
base,4101,2023,0,frequent,AMD,weekly_fixed,49.714285714285715,50,26,8,50,50,1200926.3979950065,1200926.3979950065,-1882.72219106116,-1932.72219106116,0.0,201209.66302608053,9,6,18.0,968.2535406940339,2,True,True,True
base,4101,2023,0,frequent,AMD,matched_calendar,49.714285714285715,7,1,1,50,50,1200926.3979950065,1200926.3979950065,-356.32253268129443,-363.32253268129443,0.0,34490.43234094573,1,1,0.0,-132.40796243353725,1,True,True,True
base,4101,2023,1,frequent,KGS,market_only,49.714285714285715,44,7,1,50,50,868396.9623711786,868396.9623711786,0.0,-44.0,0.0,30537.09347360618,2,0,23.0,3602.90245708418,2,True,True,True
base,4101,2023,1,frequent,KGS,frequency_gate,49.714285714285715,16,2,1,50,50,868396.9623711786,868396.9623711786,0.0,-16.0,0.0,30537.09347360618,2,0,6.0,517.3982336993865,2,True,True,True
base,4101,2023,1,frequent,KGS,user_aware,49.714285714285715,6,5,2,50,50,868396.9623711786,868396.9623711786,509.73384045748367,503.73384045748367,0.0,67520.02555584925,3,0,5.0,710.4798423699044,1,True,True,True
base,4101,2023,1,frequent,KGS,matched_random_market,49.714285714285715,6,1,0,50,50,868396.9623711786,868396.9623711786,0.0,-6.0,0.0,0.0,0,0,4.0,473.63990997856706,1,True,True,True
base,4101,2023,1,frequent,KGS,weekly_fixed,49.714285714285715,50,9,2,50,50,868396.9623711786,868396.9623711786,-343.9034440062618,-393.9034440062618,0.0,27243.007163896844,2,2,16.0,903.4656125878028,2,True,True,True
base,4101,2023,1,frequent,KGS,matched_calendar,49.714285714285715,6,0,0,50,50,868396.9623711786,868396.9623711786,0.0,-6.0,0.0,0.0,0,0,0.0,-388.6779810456797,1,True,True,True
base,4101,2023,2,frequent,KZT,market_only,49.714285714285715,35,5,0,49,49,1116008.3547244945,1116008.3547244945,0.0,-35.0,0.0,0.0,0,0,23.0,4107.971112353642,2,True,True,True
base,4101,2023,2,frequent,KZT,frequency_gate,49.714285714285715,18,2,0,49,49,1116008.3547244945,1116008.3547244945,0.0,-18.0,0.0,0.0,0,0,16.0,3364.6480653308395,2,True,True,True
base,4101,2023,2,frequent,KZT,user_aware,49.714285714285715,4,3,0,49,49,1116008.3547244945,1116008.3547244945,0.0,-4.0,0.0,0.0,0,0,1.0,422.56890911544383,1,True,True,True
base,4101,2023,2,frequent,KZT,matched_random_market,49.714285714285715,4,1,0,49,49,1116008.3547244945,1116008.3547244945,0.0,-4.0,0.0,0.0,0,0,3.0,846.367569826798,1,True,True,True
base,4101,2023,2,frequent,KZT,weekly_fixed,49.714285714285715,50,2,2,49,49,1116008.3547244945,1116008.3547244945,-347.87211248394243,-397.87211248394243,0.0,43523.96756713854,2,2,16.0,986.025404010815,2,True,True,True
base,4101,2023,2,frequent,KZT,matched_calendar,49.714285714285715,4,0,0,49,49,1116008.3547244945,1116008.3547244945,0.0,-4.0,0.0,0.0,0,0,1.0,-72.72864933035027,1,True,True,True
base,4101,2023,3,frequent,TJS,market_only,49.714285714285715,44,6,1,50,50,1923564.6979289951,1923564.6979289951,0.0,-44.0,0.0,30788.701164678867,2,0,21.0,2975.7993709516013,2,True,True,True
base,4101,2023,3,frequent,TJS,frequency_gate,49.714285714285715,13,3,1,50,50,1923564.6979289951,1923564.6979289951,0.0,-13.0,0.0,30788.701164678867,2,0,8.0,903.421253835597,2,True,True,True
base,4101,2023,3,frequent,TJS,user_aware,49.714285714285715,6,5,1,50,50,1923564.6979289951,1923564.6979289951,0.0,-6.0,0.0,30788.701164678867,2,0,2.0,-55.89321354418698,1,True,True,True
base,4101,2023,3,frequent,TJS,matched_random_market,49.714285714285715,6,2,0,50,50,1923564.6979289951,1923564.6979289951,0.0,-6.0,0.0,0.0,0,0,2.0,309.38915267800456,1,True,True,True
base,4101,2023,3,frequent,TJS,weekly_fixed,49.714285714285715,50,10,3,50,50,1923564.6979289951,1923564.6979289951,260.79813244124256,210.79813244124256,0.0,100823.59841785129,3,1,17.0,657.9017281473199,2,True,True,True
base,4101,2023,3,frequent,TJS,matched_calendar,49.714285714285715,6,0,0,50,50,1923564.6979289951,1923564.6979289951,0.0,-6.0,0.0,0.0,0,0,0.0,-403.59858140024744,1,True,True,True
base,4101,2023,4,frequent,UZS,market_only,49.714285714285715,44,12,4,49,49,931269.2165971482,931269.2165971482,-27.895046206587608,-71.89504620658761,0.0,78394.04447426966,4,2,25.0,3505.029737871544,2,True,True,True
base,4101,2023,4,frequent,UZS,frequency_gate,49.714285714285715,14,6,1,49,49,931269.2165971482,931269.2165971482,-334.16381102291086,-348.16381102291086,0.0,34317.31967287243,1,1,8.0,505.011945368552,2,True,True,True
base,4101,2023,4,frequent,UZS,user_aware,49.714285714285715,10,9,5,49,49,931269.2165971482,931269.2165971482,236.49547550786275,226.49547550786275,0.0,85804.91434515602,6,3,6.0,161.1244975551773,2,True,True,True
base,4101,2023,4,frequent,UZS,matched_random_market,49.714285714285715,10,2,1,49,49,931269.2165971482,931269.2165971482,-12.437422673442327,-22.437422673442327,0.0,9546.062561672306,1,1,6.0,1200.157311544242,2,True,True,True
base,4101,2023,4,frequent,UZS,weekly_fixed,49.714285714285715,50,20,4,49,49,931269.2165971482,931269.2165971482,-675.4023351073031,-725.4023351073031,0.0,84422.76242802221,5,4,18.0,686.363706695482,2,True,True,True
base,4101,2023,4,frequent,UZS,matched_calendar,49.714285714285715,10,3,1,49,49,931269.2165971482,931269.2165971482,-45.653720430527706,-55.653720430527706,0.0,21937.78436099178,1,1,1.0,-44.23098019118888,1,True,True,True
base,4101,2023,5,frequent,AMD,market_only,49.714285714285715,46,19,7,49,49,1338017.1621457685,1338017.1621457685,2314.428660924393,2268.428660924393,0.0,233323.0852573918,12,3,21.0,2995.1230407990774,2,True,True,True
base,4101,2023,5,frequent,AMD,frequency_gate,49.714285714285715,15,7,2,49,49,1338017.1621457685,1338017.1621457685,-71.29014067934769,-86.29014067934769,0.0,77662.24020817943,3,1,7.0,775.3078235021626,2,True,True,True
base,4101,2023,5,frequent,AMD,user_aware,49.714285714285715,10,8,3,49,49,1338017.1621457685,1338017.1621457685,678.2970440355266,668.2970440355266,0.0,100856.52729108228,6,0,7.0,721.7580287829551,2,True,True,True
base,4101,2023,5,frequent,AMD,matched_random_market,49.714285714285715,10,4,1,49,49,1338017.1621457685,1338017.1621457685,-59.885558680526984,-69.88555868052698,0.0,22274.147878061653,1,1,6.0,654.4056045173975,2,True,True,True
base,4101,2023,5,frequent,AMD,weekly_fixed,49.714285714285715,50,17,5,49,49,1338017.1621457685,1338017.1621457685,2031.4691858873766,1981.4691858873766,0.0,132639.30849623808,9,0,18.0,968.2535406940339,2,True,True,True
base,4101,2023,5,frequent,AMD,matched_calendar,49.714285714285715,10,3,2,49,49,1338017.1621457685,1338017.1621457685,-86.5496501819198,-96.5496501819198,0.0,73796.23704119865,4,1,4.0,276.52349362994204,1,True,True,True
base,4101,2023,6,frequent,KGS,market_only,49.714285714285715,44,5,2,25,25,198239.14223306783,198239.14223306783,35.99126616454991,-8.008733835450087,0.0,17697.812126198754,2,0,23.0,3602.90245708418,2,True,True,True
base,4101,2023,6,frequent,KGS,frequency_gate,49.714285714285715,7,0,0,25,25,198239.14223306783,198239.14223306783,0.0,-7.0,0.0,0.0,0,0,2.0,353.5596913567384,1,True,True,True
base,4101,2023,6,frequent,KGS,user_aware,49.714285714285715,5,4,2,25,25,198239.14223306783,198239.14223306783,35.99126616454991,30.991266164549913,0.0,17697.812126198754,2,0,2.0,114.19457373806233,1,True,True,True
base,4101,2023,6,frequent,KGS,matched_random_market,49.714285714285715,5,1,0,25,25,198239.14223306783,198239.14223306783,0.0,-5.0,0.0,0.0,0,0,2.0,453.0963248831687,1,True,True,True
base,4101,2023,6,frequent,KGS,weekly_fixed,49.714285714285715,50,2,2,25,25,198239.14223306783,198239.14223306783,93.83698896272352,43.836988962723524,0.0,19979.688530941068,2,0,16.0,903.4656125878028,2,True,True,True
base,4101,2023,6,frequent,KGS,matched_calendar,49.714285714285715,5,0,0,25,25,198239.14223306783,198239.14223306783,0.0,-5.0,0.0,0.0,0,0,2.0,113.24499838029747,1,True,True,True
base,4101,2023,7,frequent,KZT,market_only,49.714285714285715,35,7,3,50,50,830201.1199194663,830201.1199194663,1032.369306352594,997.3693063525941,0.0,56102.47970624268,6,0,23.0,4107.971112353642,2,True,True,True
base,4101,2023,7,frequent,KZT,frequency_gate,49.714285714285715,10,3,2,50,50,830201.1199194663,830201.1199194663,942.9331008048755,932.9331008048755,0.0,49508.57423194065,5,0,6.0,1041.788355653299,1,True,True,True
base,4101,2023,7,frequent,KZT,user_aware,49.714285714285715,5,3,2,50,50,830201.1199194663,830201.1199194663,942.9331008048755,937.9331008048755,0.0,49508.57423194065,5,0,3.0,588.99988698911,1,True,True,True
base,4101,2023,7,frequent,KZT,matched_random_market,49.714285714285715,5,0,0,50,50,830201.1199194663,830201.1199194663,0.0,-5.0,0.0,0.0,0,0,4.0,532.5290889605494,1,True,True,True
base,4101,2023,7,frequent,KZT,weekly_fixed,49.714285714285715,50,19,4,50,50,830201.1199194663,830201.1199194663,359.77586003739304,309.77586003739304,0.0,69909.23209425989,5,3,16.0,986.025404010815,2,True,True,True
base,4101,2023,7,frequent,KZT,matched_calendar,49.714285714285715,5,1,0,50,50,830201.1199194663,830201.1199194663,0.0,-5.0,0.0,0.0,0,0,2.0,330.01560605457774,1,True,True,True
base,4101,2023,8,frequent,TJS,market_only,49.714285714285715,44,5,3,50,50,1091866.1432722383,1091866.1432722383,144.23485314507963,100.23485314507963,0.0,70860.1491209041,6,0,21.0,2975.7993709516013,2,True,True,True
base,4101,2023,8,frequent,TJS,frequency_gate,49.714285714285715,20,2,0,50,50,1091866.1432722383,1091866.1432722383,0.0,-20.0,0.0,0.0,0,0,9.0,1701.7776798338525,2,True,True,True
base,4101,2023,8,frequent,TJS,user_aware,49.714285714285715,7,4,2,50,50,1091866.1432722383,1091866.1432722383,144.23485314507963,137.23485314507963,0.0,41470.94497251167,4,0,5.0,836.0568826442305,2,True,True,True
base,4101,2023,8,frequent,TJS,matched_random_market,49.714285714285715,7,1,1,50,50,1091866.1432722383,1091866.1432722383,0.0,-7.0,0.0,29389.204148392433,2,0,3.0,545.5880426219151,1,True,True,True
base,4101,2023,8,frequent,TJS,weekly_fixed,49.714285714285715,50,1,1,50,50,1091866.1432722383,1091866.1432722383,113.1410950107985,63.141095010798495,0.0,25947.0825304919,2,0,17.0,657.9017281473199,2,True,True,True
base,4101,2023,8,frequent,TJS,matched_calendar,49.714285714285715,7,1,1,50,50,1091866.1432722383,1091866.1432722383,0.0,-7.0,0.0,22552.359674500578,1,0,2.0,-116.02998059609067,1,True,True,True
base,4101,2023,9,frequent,UZS,market_only,49.714285714285715,44,5,0,50,50,635665.6841434243,635665.6841434243,0.0,-44.0,0.0,0.0,0,0,25.0,3505.029737871544,2,True,True,True
base,4101,2023,9,frequent,UZS,frequency_gate,49.714285714285715,19,4,0,50,50,635665.6841434243,635665.6841434243,0.0,-19.0,0.0,0.0,0,0,11.0,2214.310564458919,2,True,True,True
base,4101,2023,9,frequent,UZS,user_aware,49.714285714285715,8,4,0,50,50,635665.6841434243,635665.6841434243,0.0,-8.0,0.0,0.0,0,0,4.0,808.5714619606222,2,True,True,True
base,4101,2023,9,frequent,UZS,matched_random_market,49.714285714285715,8,0,0,50,50,635665.6841434243,635665.6841434243,0.0,-8.0,0.0,0.0,0,0,5.0,468.7653903035105,1,True,True,True
base,4101,2023,9,frequent,UZS,weekly_fixed,49.714285714285715,50,3,0,50,50,635665.6841434243,635665.6841434243,0.0,-50.0,0.0,0.0,0,0,18.0,686.363706695482,2,True,True,True
base,4101,2023,9,frequent,UZS,matched_calendar,49.714285714285715,8,3,1,50,50,635665.6841434243,635665.6841434243,-40.05562963546969,-48.05562963546969,0.0,25275.642733080364,3,1,3.0,-132.5783518752233,1,True,True,True
base,4101,2023,10,frequent,AMD,market_only,49.714285714285715,46,8,3,25,25,708109.346026042,708109.346026042,414.08999434855707,368.08999434855707,0.0,70894.78925035671,8,0,21.0,2995.1230407990774,2,True,True,True
base,4101,2023,10,frequent,AMD,frequency_gate,49.714285714285715,6,0,0,25,25,708109.346026042,708109.346026042,0.0,-6.0,0.0,0.0,0,0,2.0,113.53729039773276,1,True,True,True
base,4101,2023,10,frequent,AMD,user_aware,49.714285714285715,6,4,2,25,25,708109.346026042,708109.346026042,151.36220470221204,145.36220470221204,0.0,48423.1213552058,5,0,3.0,195.02016968607757,1,True,True,True
base,4101,2023,10,frequent,AMD,matched_random_market,49.714285714285715,6,2,0,25,25,708109.346026042,708109.346026042,0.0,-6.0,0.0,0.0,0,0,4.0,1004.0262792070907,1,True,True,True
base,4101,2023,10,frequent,AMD,weekly_fixed,49.714285714285715,50,6,2,25,25,708109.346026042,708109.346026042,665.900281457354,615.900281457354,0.0,54359.719379365735,6,0,18.0,968.2535406940339,2,True,True,True
base,4101,2023,10,frequent,AMD,matched_calendar,49.714285714285715,6,0,0,25,25,708109.346026042,708109.346026042,0.0,-6.0,0.0,0.0,0,0,0.0,-416.9889191680598,1,True,True,True
base,4101,2023,11,frequent,KGS,market_only,49.714285714285715,44,4,1,24,24,397820.8576982346,397820.8576982346,0.0,-44.0,0.0,23802.256890839017,1,0,23.0,3602.90245708418,2,True,True,True
base,4101,2023,11,frequent,KGS,frequency_gate,49.714285714285715,7,0,0,24,24,397820.8576982346,397820.8576982346,0.0,-7.0,0.0,0.0,0,0,4.0,665.8458834351545,1,True,True,True
base,4101,2023,11,frequent,KGS,user_aware,49.714285714285715,5,4,1,24,24,397820.8576982346,397820.8576982346,0.0,-5.0,0.0,23802.256890839017,1,0,2.0,210.01164363795957,1,True,True,True
base,4101,2023,11,frequent,KGS,matched_random_market,49.714285714285715,5,2,0,24,24,397820.8576982346,397820.8576982346,0.0,-5.0,0.0,0.0,0,0,3.0,455.60048933677155,1,True,True,True
base,4101,2023,11,frequent,KGS,weekly_fixed,49.714285714285715,50,2,0,24,24,397820.8576982346,397820.8576982346,0.0,-50.0,0.0,0.0,0,0,16.0,903.4656125878028,2,True,True,True
base,4101,2023,11,frequent,KGS,matched_calendar,49.714285714285715,5,1,0,24,24,397820.8576982346,397820.8576982346,0.0,-5.0,0.0,0.0,0,0,2.0,113.24499838029747,1,True,True,True
base,4101,2023,12,frequent,KZT,market_only,49.714285714285715,35,8,2,50,50,1485352.9077203479,1485352.9077203479,589.5083048027332,554.5083048027332,0.0,71587.51336823836,3,0,23.0,4107.971112353642,2,True,True,True
base,4101,2023,12,frequent,KZT,frequency_gate,49.714285714285715,10,1,0,50,50,1485352.9077203479,1485352.9077203479,0.0,-10.0,0.0,0.0,0,0,5.0,651.3732373516422,2,True,True,True
base,4101,2023,12,frequent,KZT,user_aware,49.714285714285715,7,3,2,50,50,1485352.9077203479,1485352.9077203479,-145.79615626772176,-152.79615626772176,0.0,74392.81598179408,3,1,5.0,1129.875563621845,2,True,True,True
base,4101,2023,12,frequent,KZT,matched_random_market,49.714285714285715,7,3,2,50,50,1485352.9077203479,1485352.9077203479,589.5083048027332,582.5083048027332,0.0,71587.51336823836,3,0,6.0,1544.339847300524,2,True,True,True
base,4101,2023,12,frequent,KZT,weekly_fixed,49.714285714285715,50,1,0,50,50,1485352.9077203479,1485352.9077203479,0.0,-50.0,0.0,0.0,0,0,16.0,986.025404010815,2,True,True,True
base,4101,2023,12,frequent,KZT,matched_calendar,49.714285714285715,7,4,1,50,50,1485352.9077203479,1485352.9077203479,-145.97375458392446,-152.97375458392446,0.0,32032.115771509358,3,1,2.0,-197.46918195901353,1,True,True,True
base,4101,2023,13,frequent,TJS,market_only,49.714285714285715,44,7,1,49,49,599281.1581509911,599281.1581509911,-50.4778331960527,-94.4778331960527,0.0,23827.225170847007,2,1,21.0,2975.7993709516013,2,True,True,True
base,4101,2023,13,frequent,TJS,frequency_gate,49.714285714285715,13,1,1,49,49,599281.1581509911,599281.1581509911,-50.4778331960527,-63.4778331960527,0.0,23827.225170847007,2,1,6.0,762.159805438979,2,True,True,True
base,4101,2023,13,frequent,TJS,user_aware,49.714285714285715,5,4,0,49,49,599281.1581509911,599281.1581509911,0.0,-5.0,0.0,0.0,0,0,0.0,-192.54384757693808,1,True,True,True
base,4101,2023,13,frequent,TJS,matched_random_market,49.714285714285715,5,1,1,49,49,599281.1581509911,599281.1581509911,-50.4778331960527,-55.4778331960527,0.0,23827.225170847007,2,1,2.0,284.23109974511146,1,True,True,True
base,4101,2023,13,frequent,TJS,weekly_fixed,49.714285714285715,50,6,1,49,49,599281.1581509911,599281.1581509911,30.985878057658503,-19.014121942341497,0.0,15502.1438801354,1,0,17.0,657.9017281473199,2,True,True,True
base,4101,2023,13,frequent,TJS,matched_calendar,49.714285714285715,5,0,0,49,49,599281.1581509911,599281.1581509911,0.0,-5.0,0.0,0.0,0,0,3.0,94.68484095152995,1,True,True,True
base,4101,2023,14,frequent,UZS,market_only,49.714285714285715,44,3,0,25,25,308243.3055242194,308243.3055242194,0.0,-44.0,0.0,0.0,0,0,25.0,3505.029737871544,2,True,True,True
base,4101,2023,14,frequent,UZS,frequency_gate,49.714285714285715,11,0,0,25,25,308243.3055242194,308243.3055242194,0.0,-11.0,0.0,0.0,0,0,8.0,923.3886002857272,1,True,True,True
base,4101,2023,14,frequent,UZS,user_aware,49.714285714285715,6,2,0,25,25,308243.3055242194,308243.3055242194,0.0,-6.0,0.0,0.0,0,0,3.0,241.8251504102431,2,True,True,True
base,4101,2023,14,frequent,UZS,matched_random_market,49.714285714285715,6,0,0,25,25,308243.3055242194,308243.3055242194,0.0,-6.0,0.0,0.0,0,0,3.0,420.9653567068606,1,True,True,True
base,4101,2023,14,frequent,UZS,weekly_fixed,49.714285714285715,50,9,2,25,25,308243.3055242194,308243.3055242194,-102.00914414582763,-152.00914414582763,0.0,17850.162249786863,2,1,18.0,686.363706695482,2,True,True,True
base,4101,2023,14,frequent,UZS,matched_calendar,49.714285714285715,6,0,0,25,25,308243.3055242194,308243.3055242194,0.0,-6.0,0.0,0.0,0,0,0.0,-628.5823933646661,1,True,True,True
base,4101,2023,15,frequent,AMD,market_only,49.714285714285715,46,0,0,25,25,392266.77786085766,392266.77786085766,0.0,-46.0,0.0,0.0,0,0,21.0,2995.1230407990774,2,True,True,True
base,4101,2023,15,frequent,AMD,frequency_gate,49.714285714285715,10,0,0,25,25,392266.77786085766,392266.77786085766,0.0,-10.0,0.0,0.0,0,0,5.0,470.4002354516356,1,True,True,True
base,4101,2023,15,frequent,AMD,user_aware,49.714285714285715,4,0,0,25,25,392266.77786085766,392266.77786085766,0.0,-4.0,0.0,0.0,0,0,2.0,29.28856614286657,1,True,True,True
base,4101,2023,15,frequent,AMD,matched_random_market,49.714285714285715,4,0,0,25,25,392266.77786085766,392266.77786085766,0.0,-4.0,0.0,0.0,0,0,1.0,310.8638490418114,1,True,True,True
base,4101,2023,15,frequent,AMD,weekly_fixed,49.714285714285715,50,7,4,25,25,392266.77786085766,392266.77786085766,-703.4030290565644,-753.4030290565644,0.0,69953.98667081991,4,4,18.0,968.2535406940339,2,True,True,True
base,4101,2023,15,frequent,AMD,matched_calendar,49.714285714285715,4,1,1,25,25,392266.77786085766,392266.77786085766,-242.02152853837902,-246.02152853837902,0.0,23426.604801811445,1,1,0.0,-155.98451851438045,1,True,True,True
base,4101,2023,16,frequent,KGS,market_only,49.714285714285715,44,2,1,25,25,501269.4692038462,501269.4692038462,-33.2612693932811,-77.2612693932811,0.0,18584.081535273104,1,1,23.0,3602.90245708418,2,True,True,True
base,4101,2023,16,frequent,KGS,frequency_gate,49.714285714285715,19,1,1,25,25,501269.4692038462,501269.4692038462,-33.2612693932811,-52.2612693932811,0.0,18584.081535273104,1,1,8.0,1374.235857667383,1,True,True,True
base,4101,2023,16,frequent,KGS,user_aware,49.714285714285715,6,2,2,25,25,501269.4692038462,501269.4692038462,-33.2612693932811,-39.2612693932811,0.0,33678.21626455108,3,1,2.0,898.7443855253586,1,True,True,True
base,4101,2023,16,frequent,KGS,matched_random_market,49.714285714285715,6,0,0,25,25,501269.4692038462,501269.4692038462,0.0,-6.0,0.0,0.0,0,0,2.0,126.18231719967449,1,True,True,True
base,4101,2023,16,frequent,KGS,weekly_fixed,49.714285714285715,50,3,1,25,25,501269.4692038462,501269.4692038462,-33.2612693932811,-83.2612693932811,0.0,18584.081535273104,1,1,16.0,903.4656125878028,2,True,True,True
base,4101,2023,16,frequent,KGS,matched_calendar,49.714285714285715,6,0,0,25,25,501269.4692038462,501269.4692038462,0.0,-6.0,0.0,0.0,0,0,0.0,-388.6779810456797,1,True,True,True
base,4101,2023,17,frequent,KZT,market_only,49.714285714285715,35,5,1,25,25,432486.9015094908,432486.9015094908,435.7546754964307,400.7546754964307,0.0,34520.687472654055,2,0,23.0,4107.971112353642,2,True,True,True
base,4101,2023,17,frequent,KZT,frequency_gate,49.714285714285715,8,0,0,25,25,432486.9015094908,432486.9015094908,0.0,-8.0,0.0,0.0,0,0,3.0,55.42475685869735,1,True,True,True
base,4101,2023,17,frequent,KZT,user_aware,49.714285714285715,5,5,1,25,25,432486.9015094908,432486.9015094908,435.7546754964307,430.7546754964307,0.0,34520.687472654055,2,0,5.0,1171.1294931910343,1,True,True,True
base,4101,2023,17,frequent,KZT,matched_random_market,49.714285714285715,5,0,0,25,25,432486.9015094908,432486.9015094908,0.0,-5.0,0.0,0.0,0,0,1.0,-368.0365655025042,2,True,True,True
base,4101,2023,17,frequent,KZT,weekly_fixed,49.714285714285715,50,11,3,25,25,432486.9015094908,432486.9015094908,133.1201586861348,83.1201586861348,0.0,38515.72224128881,6,1,16.0,986.025404010815,2,True,True,True
base,4101,2023,17,frequent,KZT,matched_calendar,49.714285714285715,5,0,0,25,25,432486.9015094908,432486.9015094908,0.0,-5.0,0.0,0.0,0,0,2.0,330.01560605457774,1,True,True,True
base,4101,2023,18,frequent,TJS,market_only,49.714285714285715,44,2,0,25,25,606824.7811196098,606824.7811196098,0.0,-44.0,0.0,0.0,0,0,21.0,2975.7993709516013,2,True,True,True
base,4101,2023,18,frequent,TJS,frequency_gate,49.714285714285715,12,0,0,25,25,606824.7811196098,606824.7811196098,0.0,-12.0,0.0,0.0,0,0,4.0,939.96726943824,1,True,True,True
base,4101,2023,18,frequent,TJS,user_aware,49.714285714285715,3,2,0,25,25,606824.7811196098,606824.7811196098,0.0,-3.0,0.0,0.0,0,0,3.0,468.3891888513325,1,True,True,True
base,4101,2023,18,frequent,TJS,matched_random_market,49.714285714285715,3,0,0,25,25,606824.7811196098,606824.7811196098,0.0,-3.0,0.0,0.0,0,0,2.0,94.6737223828487,1,True,True,True
base,4101,2023,18,frequent,TJS,weekly_fixed,49.714285714285715,50,9,3,25,25,606824.7811196098,606824.7811196098,-689.1828599355595,-739.1828599355595,0.0,64152.39581102083,4,2,17.0,657.9017281473199,2,True,True,True
base,4101,2023,18,frequent,TJS,matched_calendar,49.714285714285715,3,0,0,25,25,606824.7811196098,606824.7811196098,0.0,-3.0,0.0,0.0,0,0,1.0,-262.08466964163233,1,True,True,True
base,4101,2023,19,frequent,UZS,market_only,49.714285714285715,44,10,4,49,49,591599.6942821312,591599.6942821312,543.4993037205019,499.49930372050187,0.0,36629.33288867698,5,0,25.0,3505.029737871544,2,True,True,True
base,4101,2023,19,frequent,UZS,frequency_gate,49.714285714285715,17,3,0,49,49,591599.6942821312,591599.6942821312,0.0,-17.0,0.0,0.0,0,0,9.0,684.4987164142823,2,True,True,True
base,4101,2023,19,frequent,UZS,user_aware,49.714285714285715,10,6,1,49,49,591599.6942821312,591599.6942821312,26.501184993334913,16.501184993334913,0.0,9192.885066748458,1,0,3.0,-37.955067990352845,2,True,True,True
base,4101,2023,19,frequent,UZS,matched_random_market,49.714285714285715,10,1,0,49,49,591599.6942821312,591599.6942821312,0.0,-10.0,0.0,0.0,0,0,3.0,266.54170665083797,1,True,True,True
base,4101,2023,19,frequent,UZS,weekly_fixed,49.714285714285715,50,2,2,49,49,591599.6942821312,591599.6942821312,62.615228642532415,12.615228642532415,0.0,24901.760075292463,3,0,18.0,686.363706695482,2,True,True,True
base,4101,2023,19,frequent,UZS,matched_calendar,49.714285714285715,10,3,0,49,49,591599.6942821312,591599.6942821312,0.0,-10.0,0.0,0.0,0,0,1.0,-44.23098019118888,1,True,True,True
base,4101,2023,20,monthly,AMD,market_only,49.714285714285715,46,3,1,12,12,467685.30598005204,467685.30598005204,2416.5301631495213,2370.5301631495213,0.0,67845.42834992727,3,0,21.0,2995.1230407990774,2,True,True,True
base,4101,2023,20,monthly,AMD,frequency_gate,49.714285714285715,13,2,1,12,12,467685.30598005204,467685.30598005204,2416.5301631495213,2403.5301631495213,0.0,67845.42834992727,3,0,9.0,1361.9740733374915,2,True,True,True
base,4101,2023,20,monthly,AMD,user_aware,49.714285714285715,7,3,1,12,12,467685.30598005204,467685.30598005204,2416.5301631495213,2409.5301631495213,0.0,67845.42834992727,3,0,3.0,494.85475539115856,1,True,True,True
base,4101,2023,20,monthly,AMD,matched_random_market,49.714285714285715,7,0,0,12,12,467685.30598005204,467685.30598005204,0.0,-7.0,0.0,0.0,0,0,4.0,959.8520523572429,2,True,True,True
base,4101,2023,20,monthly,AMD,weekly_fixed,49.714285714285715,50,6,4,12,12,467685.30598005204,467685.30598005204,3523.8767863663816,3473.8767863663816,0.0,176861.0243832097,12,0,18.0,968.2535406940339,2,True,True,True
base,4101,2023,20,monthly,AMD,matched_calendar,49.714285714285715,7,0,0,12,12,467685.30598005204,467685.30598005204,0.0,-7.0,0.0,0.0,0,0,0.0,-132.40796243353725,1,True,True,True
base,4101,2023,21,monthly,KGS,market_only,49.714285714285715,44,6,2,12,12,1178715.6558751673,1178715.6558751673,385.5426954786614,341.5426954786614,0.0,358535.4633563539,9,1,23.0,3602.90245708418,2,True,True,True
base,4101,2023,21,monthly,KGS,frequency_gate,49.714285714285715,10,5,2,12,12,1178715.6558751673,1178715.6558751673,385.5426954786614,375.5426954786614,0.0,358535.4633563539,9,1,1.0,-331.7675477559545,2,True,True,True
base,4101,2023,21,monthly,KGS,user_aware,49.714285714285715,9,6,2,12,12,1178715.6558751673,1178715.6558751673,385.5426954786614,376.5426954786614,0.0,358535.4633563539,9,1,1.0,35.295503685647276,2,True,True,True
