epoch,training_bce,inner_brier
1,0.6159389891785854,0.26283766346871484
2,0.5735517736264367,0.25830872913977115
3,0.5645543011321814,0.25582198725773936
4,0.5620395130708633,0.2601334813066804
5,0.5576331619184186,0.24305340536213585
6,0.5546644511354353,0.2575785969454881
7,0.5510897600546174,0.22824489091267816
8,0.5483726613002495,0.24485118413834134
9,0.5465698200342199,0.23529357702247583
10,0.5449164236284328,0.23164141791842097
11,0.5414034367803247,0.2355524436483306
12,0.5400450494166851,0.22956139993584435
13,0.5399352566148764,0.2189279035502573
14,0.5372894720656574,0.2272797253159666
15,0.5382691244674536,0.24707870104150684
16,0.5351798813112899,0.24605236681342738
17,0.532330408661225,0.24247170143765276
18,0.5250101256111502,0.23585015887941738
19,0.5228020416808536,0.24741435946420723
20,0.5203498929950716,0.2299071853768003
21,0.5199311237129964,0.21918092785768126
22,0.5223669128043353,0.22769088494478223
23,0.5176757964637555,0.23101923264565166
24,0.510299184334313,0.2739113403556108
25,0.5057551012570222,0.24314147320321167
26,0.5032033652029823,0.283266830488069
27,0.5007087162384866,0.22855573148863806
28,0.4969683944481564,0.2592521696417522
