date,ecb_ciss_euro_area,ecb_ciss_us,ecb_ciss_fx
2020-02-19,0.0118561609586214,0.02821485386146,0.034474747719418
2020-02-20,0.0129661553045986,0.0299350497580246,0.0324685845272436
2020-02-21,0.0110155027682067,0.0435521025700187,0.0299828198126968
2020-02-24,0.032253427584885,0.08589043246706,0.0369694368711172
2020-02-25,0.0457150760749652,0.090856267382717,0.0342214201085752
2020-02-26,0.0639155804225371,0.0841156107564327,0.0372315480040299
2020-02-27,0.1136606174037712,0.1071023411635724,0.0652950443526632
2020-02-28,0.1698885402062862,0.138885960945693,0.0795796684849864
2020-03-02,0.2143981965337762,0.1639997074203149,0.1051262237080262
2020-03-03,0.2521021357036059,0.1933725204409538,0.1016453680985834
2020-03-04,0.2556419619236391,0.2018550889896792,0.0922345779157991
2020-03-05,0.2824534747000173,0.2262318654092699,0.1008843405490802
2020-03-06,0.3164386395002416,0.2708761825861221,0.0977696531493589
2020-03-09,0.400471843736601,0.3544197273388096,0.1371127145165876
2020-03-10,0.4512819984225815,0.382081854347217,0.1485216940098485
2020-03-11,0.4702095594821927,0.4200248281438409,0.1486964570287811
2020-03-12,0.5144456588139787,0.4883323447181401,0.1537649401405029
2020-03-13,0.56714863568818,0.500203735523288,0.1665417495773863
2020-03-16,0.5896962613424207,0.5392731346521166,0.1665759583255926
2020-03-17,0.6242391509757695,0.5652522264897424,0.1705506149162888
2020-03-18,0.6418146795252168,0.5980394965201361,0.1699022391596034
2020-03-19,0.6413858017953064,0.6365718709755663,0.1683090178777319
2020-03-20,0.6786497170331722,0.6360435553603963,0.1687956929440927
2020-03-23,0.672467435678756,0.6822137162739706,0.1641258491465858
2020-03-24,0.6599978395620838,0.6854571555616755,0.1594548412348351
2020-03-25,0.6704470647890295,0.6937858147201081,0.1598222924284627
2020-03-26,0.6619532397548417,0.7099954989808579,0.1561684815434871
2020-03-27,0.6798272482193246,0.7140153018070594,0.155621416468813
2020-03-30,0.6913812363946188,0.7149545525666143,0.1572059722274869
2020-03-31,0.6732682644207055,0.7134206532696331,0.1499560461485678
2020-04-01,0.6942194690172852,0.7193098748302678,0.1531580870529092
2020-04-02,0.6817775799280784,0.7119944081617339,0.147915095365329
2020-04-03,0.67492304318771,0.7120331612016784,0.1410602957050029
2020-04-06,0.651962402713259,0.650699409989385,0.1342064690571316
2020-04-07,0.6370976159787798,0.6736867396289696,0.1312424449795318
2020-04-08,0.616818496597418,0.6646925969285535,0.1237872118223653
2020-04-09,0.5975203228124385,0.6439505411704944,0.1181845492606441
2020-04-10,0.5649445229738982,0.6247996631327946,0.1064366973225386
2020-04-13,0.5507481559614472,0.5954922440831663,0.107587894418414
2020-04-14,0.5260085595614861,0.5810096594564762,0.0992518156599176
2020-04-15,0.5338700582359928,0.608678286080819,0.0971353517097321
2020-04-16,0.5160661373716048,0.5826986276587734,0.089868661667596
2020-04-17,0.49449424872936,0.5753277750964532,0.077589013723277
2020-04-20,0.4711208327304362,0.5528267958815761,0.067310445902792
2020-04-21,0.484674548316122,0.5262618181599679,0.0720407998197783
2020-04-22,0.479947488045099,0.5056616543950205,0.0691787172529097
2020-04-23,0.4629289247923868,0.4815322494811065,0.0696079290607591
2020-04-24,0.4472982246873259,0.4466153683981139,0.0645153664351327
2020-04-27,0.4310027482127886,0.382204111081403,0.0561569830210937
2020-04-28,0.4115018532525052,0.3619353788425817,0.0490944173425619
2020-04-29,0.3948981734088918,0.3669723065617958,0.0464786344303942
2020-04-30,0.3809886290186609,0.3435552223029086,0.0710188067682674
2020-05-01,0.391693291847346,0.3010616833251763,0.073094418742942
2020-05-04,0.3695277110553151,0.280720069788439,0.0801800157546401
2020-05-05,0.3628185925513172,0.2700691305353427,0.0866269736142411
2020-05-06,0.3653415513328104,0.2650901142255468,0.0854451892937775
2020-05-07,0.3656529310165903,0.2692222684204571,0.0772436629943055
2020-05-08,0.3595981794641512,0.273072589713994,0.0670892511422171
2020-05-11,0.3479241561655604,0.2633547887849576,0.0624814084489905
2020-05-12,0.3531190694553589,0.2620299470942878,0.0693929133853431
2020-05-13,0.3428235456770021,0.2741470099996588,0.0615268496765832
2020-05-14,0.3345677823146139,0.2630756581690734,0.0512395499958721
2020-05-15,0.3418365079992643,0.2565553948243748,0.0564952150316473
2020-05-18,0.3224953528527497,0.2534416831333792,0.0804308104477989
2020-05-19,0.3196361481522003,0.2562303122809248,0.0719994186607582
2020-05-20,0.3116526738425075,0.2648164513446914,0.0707302322632377
2020-05-21,0.3039186631260512,0.2460439074048539,0.0609541340722241
2020-05-22,0.2854622455757913,0.2373191830036564,0.0557391714519438
2020-05-25,0.2644244833592674,0.223284132863308,0.0436682681925851
2020-05-26,0.2626397680839484,0.2226918930658684,0.053752734999903
2020-05-27,0.2654712202191266,0.2224415630722215,0.0570590919776545
2020-05-28,0.2465062857189097,0.2218786633324071,0.0589870503770049
2020-05-29,0.2455711136907953,0.2123130311713079,0.0496367344101757
2020-06-01,0.2602605722400894,0.2093906710685911,0.0529580539484031
2020-06-02,0.243485569231612,0.1921597813649206,0.0654094250694256
2020-06-03,0.2426412537985586,0.1839222504104342,0.0672659282682179
2020-06-04,0.2424878043720318,0.1927184927255112,0.0894484873828882
2020-06-05,0.2385426827226326,0.2014205336725747,0.089049346258525
2020-06-08,0.2459209872756455,0.1808064561865557,0.0859180663020899
2020-06-09,0.2491716435247752,0.1824610538897343,0.0796500765837677
2020-06-10,0.2471321536004894,0.1894970474724377,0.0704496391937878
2020-06-11,0.2754843714759485,0.233473881435418,0.0800172072346376
2020-06-12,0.2725063607677011,0.2535677767201909,0.0702443884737046
2020-06-15,0.2625227499054059,0.2556408807448942,0.0679231756404425
2020-06-16,0.2522031998241089,0.2598420964611565,0.0639392972257768
2020-06-17,0.2498957973578948,0.2477879041702007,0.0541266248779053
2020-06-18,0.2483312095253174,0.2368945253258056,0.0570646571143629
2020-06-19,0.2419552284561851,0.2240012252571456,0.0492743775755746
2020-06-22,0.2213222630795575,0.2158040242254695,0.0544601770179827
2020-06-23,0.2065878684476173,0.2030173852269105,0.0456576879088277
2020-06-24,0.2050441110084405,0.2093083613385143,0.0429270162154792
2020-06-25,0.2052260216780267,0.2018558955870716,0.0364690969410122
2020-06-26,0.2041839638112556,0.1986932686239691,0.0373440439328115
2020-06-29,0.1967217362858153,0.1847452422654296,0.0377118959424883
2020-06-30,0.1996562156221368,0.1770095076608986,0.0421584020969625
2020-07-01,0.2136341642340343,0.1653657675940563,0.038619830392564
2020-07-02,0.2265671348927337,0.1559215491587268,0.0318741989958968
2020-07-03,0.2276505164625284,0.1501529398070374,0.0256045237949861
2020-07-06,0.2159368218673709,0.1349201091268504,0.0281460132329266
2020-07-07,0.2109039714296992,0.1292819711946395,0.0314716470476009
2020-07-08,0.2024394777774521,0.1180002582398394,0.0299601435746647
2020-07-09,0.1896102513598878,0.107676282338024,0.0298210972942362
2020-07-10,0.1803372752284535,0.0986735743225071,0.0234051325557629
2020-07-13,0.1815743051964997,0.0933711670396261,0.0385228813261912
2020-07-14,0.1876063453117766,0.0905263967727122,0.0407711566922801
2020-07-15,0.193401201570501,0.0946285997365397,0.0334012218512739
2020-07-16,0.1947115642788716,0.0872832250627226,0.0271991333652887
2020-07-17,0.1836886831657208,0.0867343158801373,0.0238929496573756
2020-07-20,0.1788628710360734,0.0937631070802096,0.0253258212722866
2020-07-21,0.1573338829245281,0.090394345373493,0.0262751524657644
2020-07-22,0.1463395207437837,0.0798584949464874,0.0289984146155287
2020-07-23,0.1396131737364132,0.0764703160948897,0.0229486573544281
2020-07-24,0.1351527797820794,0.0716445529755487,0.0217986262917757
2020-07-27,0.1287402620807421,0.0632297562364816,0.0258202024841956
2020-07-28,0.120175400267127,0.063237288924213,0.0323719180477856
2020-07-29,0.112207762085629,0.0717666628661915,0.033025052482242
2020-07-30,0.1366154392318881,0.0749414369345067,0.0333067797960678
2020-07-31,0.1314624179983017,0.0702642127183375,0.0385436138223269
2020-08-03,0.1420617927651716,0.0719887366812176,0.0293389067304388
2020-08-04,0.1367293024368674,0.0609621778613709,0.0263243630763836
2020-08-05,0.1311000726007877,0.06918121491923,0.0253978038153635
2020-08-06,0.139495752046957,0.0698960040647041,0.019728058358476
2020-08-07,0.1307643482367413,0.0698376732225352,0.0230858670233579
2020-08-10,0.1202332654569482,0.0671842805568081,0.0270663530647118
2020-08-11,0.1320022114473605,0.0497619424382587,0.0241959300078834
2020-08-12,0.1197561297909252,0.0600138758195646,0.0307373132030455
2020-08-13,0.1252804660291785,0.0565956107579024,0.0248178705074036
2020-08-14,0.128014846745913,0.0534459464117379,0.0189788870487941
2020-08-17,0.1314972427167109,0.0560833752254258,0.0156465518020304
2020-08-18,0.1183692726986188,0.0508329221826854,0.0190188861866678
2020-08-19,0.1082470707998616,0.0424032356319267,0.0228291669797216
2020-08-20,0.104870555752784,0.0411757553661224,0.0263900969059168
2020-08-21,0.0936218452231724,0.0380173538883866,0.0293304646823521
2020-08-24,0.1027379084633751,0.0361450600066848,0.0227033401773846
2020-08-25,0.0892283858971816,0.0316662153584505,0.0273571325692617
2020-08-26,0.0858885405898076,0.031952106131503,0.026350515997803
2020-08-27,0.0899985946480771,0.029696387325257,0.0220949427574435
2020-08-28,0.0791244692150104,0.0202813335155888,0.0275251838605597
2020-08-31,0.0751586186212404,0.0230481614084653,0.0285657421599832
2020-09-01,0.0654332976793944,0.0233564700052402,0.0231821763652381
2020-09-02,0.0695953241829517,0.0251094021356949,0.0227821959225093
2020-09-03,0.07211341991545,0.0393718190232924,0.0213187559052493
2020-09-04,0.0751780218982646,0.0412495894700256,0.0159945774952855
2020-09-07,0.0675098662093613,0.0450485939142768,0.0204716469255825
2020-09-08,0.0686012116854899,0.0677004739299526,0.0354941135692101
2020-09-09,0.0758844571979535,0.0724867157400736,0.0319367592563813
2020-09-10,0.0884259469535796,0.077885186276652,0.0402762694668881
2020-09-11,0.1012982713724867,0.0803228106557264,0.0397549892608475
2020-09-14,0.1062226399914662,0.0787893168147675,0.0360605253148791
2020-09-15,0.1016489444491819,0.0811477718237944,0.0355841938141031
2020-09-16,0.0929890087390495,0.0819374986687492,0.0395529131499632
2020-09-17,0.0909586111942647,0.0844586559993247,0.0363411338226897
2020-09-18,0.0941534460475846,0.0837538919792923,0.0333706243260894
2020-09-21,0.1269741794165819,0.09725202689014,0.0392124091743207
2020-09-22,0.1262703630544337,0.1031599157902726,0.0372635156572756
2020-09-23,0.1255375200163312,0.1164744802791055,0.034004749184009
2020-09-24,0.1284089068152664,0.1175519361675562,0.0278596595187805
2020-09-25,0.1257702946153791,0.1154152655704887,0.0259254437524379
2020-09-28,0.1319577944804363,0.1170336998940324,0.0241898651436841
2020-09-29,0.1222123559470135,0.1109090383725518,0.034273096856503
2020-09-30,0.1232722562180927,0.1179084781520592,0.035737560641448
2020-10-01,0.1248265457279864,0.1151063826122579,0.0331780742456023
2020-10-02,0.1299350331779333,0.1169717575818458,0.0350415266892986
2020-10-05,0.1124535586642511,0.1025356129400343,0.0447218111692637
2020-10-06,0.1068698302387836,0.1069430466257891,0.0423943786802602
2020-10-07,0.1030135366664401,0.1005964088508941,0.0372280610255275
2020-10-08,0.0944218894275646,0.1020944944671303,0.0297779664222356
2020-10-09,0.0918852421744773,0.098296862318935,0.0280515907602538
2020-10-12,0.0864994685723461,0.0949758613389841,0.0235088731501961
2020-10-13,0.0809752947102882,0.0883650854257236,0.0265322047936378
2020-10-14,0.0763753533986762,0.086684413254903,0.0269543479333585
2020-10-15,0.0917948130429163,0.0859916592740582,0.0270504460726239
2020-10-16,0.094431280168345,0.0825226160675579,0.0206567551789823
2020-10-19,0.0909720600780601,0.0813957468499828,0.0189561021436503
2020-10-20,0.0800159710854579,0.0768168320302593,0.0238727763980365
2020-10-21,0.0916960965215148,0.0653101908223738,0.0427708431573589
2020-10-22,0.0918494663091322,0.0622806937626856,0.0382911378997098
2020-10-23,0.0984106409154087,0.060912487553558,0.0375794865504679
2020-10-26,0.1135846949604549,0.0746662090152837,0.0371503267887604
2020-10-27,0.1123906076070459,0.0765564953514528,0.0356142016132495
2020-10-28,0.1243704662097991,0.1052903766831677,0.0362006030865804
2020-10-29,0.1215651795055931,0.0991210388676183,0.0350396208181292
2020-10-30,0.1188827635872709,0.10972315370524,0.0307698147552191
2020-11-02,0.1237467300885245,0.1120315439614004,0.0240214759285264
2020-11-03,0.1182217699270676,0.1073360006714198,0.0287395990299628
2020-11-04,0.1232969815348203,0.0886029896548196,0.0295166260131539
2020-11-05,0.1109058021107844,0.0713014286698953,0.0341465490446349
2020-11-06,0.1060519855322689,0.0753008765689066,0.0310631361758867
2020-11-09,0.0579058248926097,0.0738060863977428,0.0571573009722625
2020-11-10,0.0684713770587313,0.0805037367212695,0.0562505819615348
2020-11-11,0.0713576033681641,0.0917560065903433,0.0481247431810796
2020-11-12,0.0891983942279783,0.0952516144997224,0.0526357561067716
2020-11-13,0.0962165500336151,0.1029866237902455,0.0462074772347191
2020-11-14,0.101478,0.097197,
2020-11-16,0.0997267469014834,0.1014855441443069,0.0377511509164023
2020-11-17,0.1006861497608118,0.0944093267831481,0.0325796802861706
2020-11-18,0.0985285192749041,0.0910770239697096,0.0291129642420833
2020-11-19,0.0976113352186205,0.0824455142784744,0.0244738320755571
2020-11-20,0.0916071771001552,0.075206547866427,0.0206754784234119
2020-11-23,0.0851175701268886,0.0724311913435536,0.0214986273783057
2020-11-24,0.072945149651797,0.0653882997258448,0.0189473260138827
2020-11-25,0.0643493186914835,0.0612418905153501,0.0148061716344356
2020-11-26,0.0581688881848603,0.0566523028121496,0.0117790651607372
2020-11-27,0.0582686968533894,0.0541546014788867,0.0181817636662861
2020-11-30,0.0533141202018047,0.0475558943999769,0.0165568568079953
2020-12-01,0.0313283235700144,0.0477482610605664,0.0466642536033789
2020-12-02,0.030305544367687,0.0403438830458983,0.0487204262108633
2020-12-03,0.0281645569144545,0.0347332594760333,0.0424539999323571
2020-12-04,0.0275369530852034,0.0377418265361991,0.033586291772979
2020-12-07,0.0258673723205966,0.0312455818633256,0.0292024705391636
2020-12-08,0.0227669788279988,0.0239148495718566,0.0224867812726399
2020-12-09,0.0196171925910665,0.0181636128317112,0.0208213034359656
2020-12-10,0.0215582114786188,0.0178306258131284,0.0343802007146356
2020-12-11,0.0241171442541319,0.0166511203931389,0.033575115638861
2020-12-14,0.0242428010856688,0.0167313718155346,0.0310739352971956
2020-12-15,0.0275420853089843,0.0202056995248384,0.0317490757061604
2020-12-16,0.0234847380631963,0.0196165833181123,0.0293212358225782
2020-12-17,0.0213509009395142,0.0177840243388625,0.0278399539852168
2020-12-18,0.0224697131287962,0.0186580379134365,0.0240311346912467
2020-12-21,0.0256597481483645,0.0168866312741906,0.0239819839066581
2020-12-22,0.028655954893322,0.0173382593277313,0.0251609639083804
2020-12-23,0.0275706185513116,0.0166179392059843,0.0281658214247749
2020-12-24,0.0280773402111731,0.0162951133448672,0.0246493822201162
2020-12-25,0.0270298625612345,0.0153176432636877,0.0205195005544233
2020-12-28,0.0333081536521137,0.0152240164425289,0.0237475053664718
2020-12-29,0.0305416507528921,0.0136490541843204,0.0207348312937429
2020-12-30,0.0281283766772483,0.0112979898282184,0.0205965706699153
2020-12-31,0.0247191029498373,0.0125357088715781,0.0311132988532424
2021-01-01,0.0194444382965043,0.0110367323313577,0.0323358717892122
2021-01-04,0.0240431222577614,0.0095520902463373,0.039536394353695
2021-01-05,0.0205117262492579,0.0091645379573788,0.03729863057308
2021-01-06,0.0205417630283883,0.0090750482941083,0.0390506483075831
2021-01-07,0.0214560464445052,0.0083567390445961,0.0368756492860975
2021-01-08,0.0214408604912063,0.0074834147672528,0.0354618389668875
2021-01-11,0.0152365820640395,0.0057697749200333,0.0355988628602744
2021-01-12,0.0148006304532022,0.0054286552903028,0.0344259968130253
2021-01-13,0.0137257468293795,0.0044277973056815,0.0334416619418106
2021-01-14,0.0175880838463306,0.0045712112423832,0.0283316255386392
2021-01-15,0.0111291874959222,0.0038796466375223,0.0322469286570656
2021-01-18,0.0119551375659867,0.0034137499957098,0.0256257150758231
2021-01-19,0.0103227096978082,0.0035508553881688,0.0248114337097531
2021-01-20,0.0101342729638389,0.0038994559248915,0.0232413154041697
2021-01-21,0.00947626873684,0.0045440382002996,0.0213055769402561
2021-01-22,0.0107977228287045,0.0040344477185658,0.0192451835556767
2021-01-25,0.0096455397655192,0.0034321689197844,0.0174742528245901
2021-01-26,0.0102467524350297,0.002472478970488,0.0143043711618987
2021-01-27,0.0122760663007539,0.0136131406030145,0.0126296525453922
2021-01-28,0.0160198059633369,0.0165203072847727,0.0096428410766267
2021-01-29,0.0176224976403221,0.0216288655865042,0.0107239289444202
2021-02-01,0.0199776860972202,0.0239438838616629,0.0142893370178678
2021-02-02,0.0227509513496539,0.0236090604127483,0.0106680335779793
2021-02-03,0.0272284714161741,0.0233984457237067,0.0073043625092334
2021-02-04,0.0211693846107034,0.025745034911906,0.0172257896406544
2021-02-05,0.0191295790424808,0.0241245390461162,0.0201234647944547
2021-02-08,0.0217613158601683,0.0262447881499836,0.0148407042541135
2021-02-09,0.0192505196406478,0.0221625196675949,0.0140827311318298
2021-02-10,0.0192364146910607,0.0211519267427473,0.0104823615599948
2021-02-11,0.0211120963789609,0.0193428140765368,0.0082040857993585
2021-02-12,0.019769138904584,0.0168360097191494,0.0067457673375265
2021-02-15,0.0165484007995356,0.0138439680417954,0.0075790883539998
2021-02-16,0.0129879164649157,0.009354164829331,0.0070181433990486
2021-02-17,0.0103775064208886,0.0067983288599334,0.011576575135462
2021-02-18,0.0092083436880107,0.0065497198552068,0.013630681014548
2021-02-19,0.0093270736834439,0.008245010246715,0.0100743627985964
2021-02-21,0.009723,0.008929,
2021-02-22,0.0078282059383368,0.0094202727702123,0.0077533214934561
2021-02-23,0.0067711295252636,0.007292891402726,0.0074311515988796
2021-02-24,0.0065443359810707,0.0091340261663118,0.0084889918333832
2021-02-25,0.0055297777538141,0.0163133337194965,0.0228577238706757
2021-02-26,0.0096374513238794,0.024498909391801,0.0293178972692592
2021-03-01,0.0149756938723835,0.0252123675586203,0.0243597452352617
2021-03-02,0.0152899275692973,0.0247897477807757,0.0204779163573912
2021-03-03,0.0152386732634371,0.0248410485495347,0.0165865433058815
2021-03-04,0.0141560188329301,0.0249988071338423,0.0216728115496677
2021-03-05,0.0130968550971531,0.0258846162532529,0.0181845687200317
2021-03-08,0.0161181211606596,0.0233540164581657,0.0222077057217666
2021-03-09,0.0160436147769776,0.0206679529476927,0.0189290900969282
2021-03-10,0.0159226074244183,0.0197300116242039,0.0142729076252024
2021-03-11,0.0137434127775908,0.0170877011146083,0.0147159435538841
2021-03-12,0.0117442014249782,0.0213492678930967,0.0124645840830954
2021-03-13,0.011702,0.019354,
2021-03-15,0.0120757798794356,0.0178388002617426,0.0093416191748586
2021-03-16,0.0110998303008454,0.0134769199288875,0.0078731481893713
2021-03-17,0.0091475780893742,0.0118519896444768,0.0106773098815364
2021-03-18,0.0080018259053057,0.0126152113606237,0.0125312550197455
2021-03-19,0.0076265886984975,0.0100416208057477,0.0102433690411947
2021-03-22,0.0062473706022012,0.0091275614346105,0.009184838612283
2021-03-23,0.0038205029027528,0.0063664818647146,0.0180270848936252
2021-03-24,0.0026850926230866,0.0052351912615556,0.0147050171962234
2021-03-25,0.0022425570264176,0.0051348413765225,0.0203724843346748
2021-03-26,0.0021106740517276,0.0073429996638058,0.0200674214211352
2021-03-29,0.0022909413390777,0.0063102983093653,0.0154212540145226
2021-03-30,0.0031433766902812,0.0063899899744443,0.0141637112719218
2021-03-31,0.0027552210940963,0.0066741192910666,0.0120961131054098
2021-04-01,0.0032639645471441,0.0080356719752621,0.010519432931008
2021-04-02,0.0042143930383147,0.0077686239735693,0.007196973884868
2021-04-05,0.0049830801907211,0.0082322375126705,0.005875293256703
2021-04-06,0.0075136435852593,0.0091279716229111,0.0193124508750275
2021-04-07,0.0077375584884547,0.0089860688407863,0.0188284201198234
2021-04-08,0.0068167959678753,0.0081869029374905,0.0169779899926368
2021-04-09,0.0078059202273496,0.0085453807354812,0.0142672112134916
2021-04-12,0.0071145437944768,0.0094243854807604,0.0115774568608298
2021-04-13,0.006014672225748,0.0130814413612515,0.0098548489340831
2021-04-14,0.004750788737357,0.0158297826349071,0.0078016335905243
2021-04-15,0.0063116126849203,0.0186010430389735,0.0065393424983847
2021-04-16,0.008668516339889,0.0149779390836387,0.0055147822769166
2021-04-19,0.0115039642618606,0.0174366765870929,0.0105605797448984
2021-04-20,0.0240753840423408,0.0250167303501999,0.011725545462171
2021-04-21,0.0184184094845293,0.0192120188893183,0.0089136804318747
2021-04-22,0.0149115835052505,0.0185613560386632,0.0099791771805272
2021-04-23,0.012770643742877,0.0126104556641944,0.0141610199962968
2021-04-26,0.0098879364975426,0.0094425616852367,0.0118167560692656
2021-04-27,0.0084596368423537,0.0080881992385993,0.0111738026090234
2021-04-28,0.0068014177711327,0.0067986044170562,0.0089014614340681
2021-04-29,0.0067120761520888,0.0049154214633205,0.0070404674184448
2021-04-30,0.0083825158287639,0.0068292132123746,0.0111114971698564
2021-05-03,0.0089383326924084,0.0054396767642025,0.0100293958071095
2021-05-04,0.0135505862333396,0.0065784838588522,0.0100883049561622
2021-05-05,0.0096630294297748,0.0049461404751738,0.0080281080064311
2021-05-06,0.0082284105444437,0.0035577908266367,0.0133098945345256
2021-05-07,0.0068969154845286,0.0039080036984461,0.01653989066644
2021-05-10,0.009300220691637,0.0068135397682407,0.0304074833218708
2021-05-11,0.0117322963300508,0.0073413778733647,0.0289844306630492
2021-05-12,0.0114102716798689,0.0206339006671581,0.0293405053002042
2021-05-13,0.0090320265405322,0.0148070430456609,0.0233004349131178
2021-05-14,0.0071912848814782,0.0101072123648326,0.0225148804320279
2021-05-17,0.0051313143592393,0.0074682303345413,0.0175546280669985
2021-05-18,0.0048251727139459,0.0077975610183516,0.016977674943074
2021-05-19,0.0042100444225934,0.0071936685398438,0.0153399825788814
2021-05-20,0.0032751447600182,0.0058454118589966,0.0133122821395808
2021-05-21,0.0024347956184607,0.0046227604336377,0.0111472201411546
2021-05-24,0.0024360172472562,0.0039119777568733,0.0092849000349109
2021-05-25,0.0036954151170197,0.0054944013326858,0.0087224988333699
2021-05-26,0.0065741490148501,0.005815352677008,0.0092635416919808
2021-05-27,0.0095455216609197,0.0060058167089279,0.0124335741567354
2021-05-28,0.0083978178439096,0.0075759790803194,0.0089392100592216
2021-05-31,0.0107238673166416,0.0106640494114482,0.0070623789573462
2021-06-01,0.0109874123412699,0.0127501997969897,0.0062505124717769
2021-06-02,0.0112312351129907,0.0141276448051594,0.0046762373376567
2021-06-03,0.0135457575148067,0.0195334140755474,0.0067747116743986
2021-06-04,0.0116762737776503,0.0238397371218663,0.0056640371088328
2021-06-05,0.00953,0.020268,
2021-06-07,0.0091311857377383,0.0221420209907122,0.0039436985717758
2021-06-08,0.0084357491349535,0.0209151494040068,0.0027946032172348
2021-06-09,0.0084784856889155,0.0234877031207568,0.0026768838870753
2021-06-10,0.0088782325838006,0.0245368806289654,0.0039789379247818
2021-06-11,0.0078453644517554,0.0218189224646529,0.0040223244789141
2021-06-14,0.0051465441901055,0.0225304881962271,0.0031333865791614
2021-06-15,0.0053729123690856,0.0183022634008632,0.0026039667124693
2021-06-16,0.0095700182035352,0.0219280355151177,0.0118546189786406
2021-06-17,0.0157360210940977,0.0521763604897233,0.0216692048427752
2021-06-18,0.0317584834338925,0.0615682044521115,0.0256808140612614
2021-06-21,0.0312513911715356,0.0513493325139453,0.0267813988480508
2021-06-22,0.0249466835189078,0.0398466540971418,0.0221482241370061
2021-06-23,0.0241817275798141,0.0320578487818629,0.0184036662413944
2021-06-24,0.0198098940561673,0.0232093572848261,0.0149345337600007
2021-06-25,0.0167622088398267,0.0182937673401229,0.0123306073073075
2021-06-28,0.0175093272243086,0.0169585663317324,0.0097663058769972
2021-06-29,0.0129001648232723,0.0128330226786167,0.0077344481515975
2021-06-30,0.0164348635657651,0.0111590293499242,0.0077696813332999
2021-07-01,0.014388365043892,0.0094090995037288,0.0077661841196096
2021-07-02,0.0139702697362517,0.0097829846844924,0.0071009992269267
2021-07-05,0.0116014359410339,0.0081335335457808,0.0052812847614892
2021-07-06,0.0180145957280562,0.0095282816170196,0.0072890283473789
2021-07-07,0.0162235844400425,0.008152493263365,0.0067593279159832
2021-07-08,0.0282402269103149,0.0124712873562692,0.0121378285996499
2021-07-09,0.0272453072819031,0.0098107750196515,0.0169332931593935
2021-07-12,0.019150228342553,0.0065691189731157,0.0121482629286532
2021-07-13,0.0157663123861021,0.0074047277008984,0.0153965559843721
2021-07-14,0.0121876280170527,0.0079783026562481,0.0137769093789252
2021-07-15,0.0109296132078749,0.0073522889375637,0.0109589439546843
2021-07-16,0.0093890827632801,0.0076682890310293,0.009824548900747
2021-07-19,0.0169368216964454,0.017814877504113,0.0170614016073211
2021-07-20,0.0155525555657103,0.0175837373965456,0.013815555703293
2021-07-21,0.0136966603820048,0.0155802134869934,0.0160508770931295
2021-07-22,0.0122561826444345,0.0136936729008233,0.0184375737166807
2021-07-23,0.0098216653529286,0.012491797434953,0.0155999621369131
2021-07-26,0.0082889903021225,0.0096869402977558,0.0128715308221145
2021-07-27,0.0067322834463854,0.0085230338661217,0.0128438766685162
