track,scope,config_id,year,corridor,rows,dates,brier,signals,lift,forward_delta_bps
development_2023_2025,all,oxr_full_120m_delay24h,2023,TJS,242,242,0.20429355925514123,56,1.1033434650455929,34.03746213435674
development_2023_2025,all,oxr_full_120m_delay24h,2023,UZS,242,242,0.21020809742217636,59,1.165744870651204,19.3943826598518
development_2023_2025,all,oxr_full_120m_delay24h,2024,AMD,243,243,0.19708352733187529,48,1.4889705882352942,45.92750944538943
development_2023_2025,all,oxr_full_120m_delay24h,2024,KGS,243,243,0.19974028098645127,50,1.1880000000000002,30.90037312790644
development_2023_2025,all,oxr_full_120m_delay24h,2024,KZT,243,243,0.18901180070749368,46,1.3003344481605346,16.19374475607041
development_2023_2025,all,oxr_full_120m_delay24h,2024,TJS,243,243,0.19375946722432524,52,1.154524886877828,13.153013905287493
development_2023_2025,all,oxr_full_120m_delay24h,2024,UZS,243,243,0.17676132769349204,47,1.4218085106382976,33.14975847835621
development_2023_2025,all,oxr_full_120m_delay24h,2025,AMD,242,242,0.16015592482038768,38,1.5620655412115199,73.77345602312285
development_2023_2025,all,oxr_full_120m_delay24h,2025,KGS,242,242,0.1550613059266243,51,1.8399359743897556,51.35170514201421
development_2023_2025,all,oxr_full_120m_delay24h,2025,KZT,242,242,0.15850440599407095,44,1.6041666666666672,44.96700969888516
development_2023_2025,all,oxr_full_120m_delay24h,2025,TJS,242,242,0.19037136761605664,44,1.7285714285714286,64.68730234988637
development_2023_2025,all,oxr_full_120m_delay24h,2025,UZS,242,242,0.14921270806328876,52,1.4543269230769234,46.97128822279474
development_2023_2025,all,oxr_full_120m_delay48h,2023,AMD,242,242,0.20770199566571684,57,1.0725761772853184,21.695538589882073
development_2023_2025,all,oxr_full_120m_delay48h,2023,KGS,242,242,0.19536157284355984,55,1.076595744680851,17.21966090919713
development_2023_2025,all,oxr_full_120m_delay48h,2023,KZT,242,242,0.196651316989908,56,1.2624398073836276,31.756834833816036
development_2023_2025,all,oxr_full_120m_delay48h,2023,TJS,242,242,0.20460744933606628,55,1.2170212765957444,30.713880912689298
development_2023_2025,all,oxr_full_120m_delay48h,2023,UZS,242,242,0.2110014007866269,58,1.01016333938294,14.93556597277429
development_2023_2025,all,oxr_full_120m_delay48h,2024,AMD,243,243,0.19515044253307695,46,1.4294117647058824,43.34387614495722
development_2023_2025,all,oxr_full_120m_delay48h,2024,KGS,243,243,0.19996152190838698,45,1.3800000000000001,39.55886281644074
development_2023_2025,all,oxr_full_120m_delay48h,2024,KZT,243,243,0.1890249150305063,45,1.2461538461538457,20.970574164338668
development_2023_2025,all,oxr_full_120m_delay48h,2024,TJS,243,243,0.1947052375230468,49,1.3418967587034814,40.45967972523493
development_2023_2025,all,oxr_full_120m_delay48h,2024,UZS,243,243,0.1751844747388373,50,1.3365,27.424906223988284
development_2023_2025,all,oxr_full_120m_delay48h,2025,AMD,242,242,0.16079026600042753,39,1.5220125786163528,81.05564297512011
development_2023_2025,all,oxr_full_120m_delay48h,2025,KGS,242,242,0.15215600555987932,36,1.5090702947845804,85.3859346946221
development_2023_2025,all,oxr_full_120m_delay48h,2025,KZT,242,242,0.15549501661266157,43,1.9932170542635663,56.53772573325728
development_2023_2025,all,oxr_full_120m_delay48h,2025,TJS,242,242,0.19213366873903326,40,1.7285714285714286,80.503916365506
development_2023_2025,all,oxr_full_120m_delay48h,2025,UZS,242,242,0.148350632336494,42,1.920634920634921,89.77391031402378
development_2023_2025,all,oxr_full_120m_since2020,2023,AMD,242,242,0.2081861592574511,56,1.182706766917293,42.52348204240983
development_2023_2025,all,oxr_full_120m_since2020,2023,KGS,242,242,0.1969260170706377,56,1.1952887537993924,33.74569131138669
development_2023_2025,all,oxr_full_120m_since2020,2023,KZT,242,242,0.1997450046840952,57,1.2402917405874236,19.024657493792205
development_2023_2025,all,oxr_full_120m_since2020,2023,TJS,242,242,0.2031776520903218,54,1.3825847123719464,32.93938748456448
development_2023_2025,all,oxr_full_120m_since2020,2023,UZS,242,242,0.2098826483002249,56,1.2281954887218043,38.822633698007834
development_2023_2025,all,oxr_full_120m_since2020,2024,AMD,243,243,0.19687216153564416,45,1.3976470588235292,34.66812868842339
development_2023_2025,all,oxr_full_120m_since2020,2024,KGS,243,243,0.20106687331157566,51,1.1647058823529415,25.771692910593387
development_2023_2025,all,oxr_full_120m_since2020,2024,KZT,243,243,0.18858102872803492,43,1.391055456171735,33.62846313460827
development_2023_2025,all,oxr_full_120m_since2020,2024,TJS,243,243,0.19539336195417492,52,1.0995475113122173,22.851958097745868
development_2023_2025,all,oxr_full_120m_since2020,2024,UZS,243,243,0.1773689250025919,48,1.4554687499999999,29.209948211270945
development_2023_2025,all,oxr_full_120m_since2020,2025,AMD,242,242,0.16288638726970253,39,1.639090469279149,68.3546092073988
