track,scope,config_id,baseline,block,delta_brier,ci_low,ci_high,blocks,improved_years,lift_delta,lift_ci_low,lift_ci_high,forward_delta_bps_delta,forward_delta_bps_ci_low,forward_delta_bps_ci_high
development_2023_2025,KZT,oxr_returns_24m_delay24h,v3_24m,month,0.0010042733376516306,-0.0005833660227978473,0.0027747672224491824,36,1,-0.05259229260788767,-0.21104579774435872,0.12101574663625449,5.908670361248639,-11.397878052608387,23.23903252592601
development_2023_2025,KZT,oxr_returns_24m_delay24h,v3_24m,20,0.0010042733376516306,-0.0007309384198468123,0.0028153804679765105,39,1,,,,,,
development_2023_2025,KZT,oxr_returns_24m_delay24h,v3_24m,60,0.0010042733376516306,-0.00043592488808789345,0.002481220024394354,15,1,,,,,,
development_2023_2025,KZT,oxr_returns_24m_delay48h,v3_24m,month,-0.005724224091599899,-0.00886317451561813,-0.002752832768284156,36,3,-0.1034660465889492,-0.35324166936562085,0.147717790593558,-3.1506568553778536,-18.6398132209711,13.028760987031472
development_2023_2025,KZT,oxr_returns_24m_delay48h,v3_24m,20,-0.005724224091599899,-0.0090220316984469,-0.0023705747826639335,39,3,,,,,,
development_2023_2025,KZT,oxr_returns_24m_delay48h,v3_24m,60,-0.005724224091599899,-0.00816685386357718,-0.003090138427100781,15,3,,,,,,
test2026_january_freeze,all,oxr_basis_120m_delay24h,v3_120m,month,0.00041046279072703013,-0.0013482454696875654,0.0016593226938032917,8,0,-0.08075109962721161,-0.22980984680908473,-0.005749031906211122,-6.005418867720959,-11.1793247171705,-1.268115903354044
test2026_january_freeze,all,oxr_basis_120m_delay24h,v3_120m,20,0.00041046279072703013,-0.001141579950222565,0.0017409140546772435,8,0,,,,,,
test2026_january_freeze,all,oxr_basis_120m_delay24h,v3_120m,60,0.00041046279072703013,-0.00013623616189191838,0.0009197366551098591,3,0,,,,,,
test2026_january_freeze,all,oxr_basis_120m_delay48h,v3_120m,month,-0.000916076666675125,-0.003518340165743896,0.0012350665518626226,8,1,-4.532247112543075e-05,-0.03263577768245168,0.06049707186044783,-2.9533843785911067,-6.020182438354201,-0.29452167471877644
test2026_january_freeze,all,oxr_basis_120m_delay48h,v3_120m,20,-0.000916076666675125,-0.0034823995388341762,0.0014323962746675754,8,1,,,,,,
test2026_january_freeze,all,oxr_basis_120m_delay48h,v3_120m,60,-0.000916076666675125,-0.004281244475957521,0.000729936813633666,3,1,,,,,,
test2026_january_freeze,all,oxr_basis_120m_since2020,v3_120m,month,0.00047077249401750865,-0.0006792686435660033,0.0013838213656077525,8,0,-0.08075109962721161,-0.22980984680908473,-0.005749031906211122,-6.005418867720959,-11.1793247171705,-1.268115903354044
test2026_january_freeze,all,oxr_basis_120m_since2020,v3_120m,20,0.00047077249401750865,-0.0004804158395981422,0.0014154542187587887,8,0,,,,,,
test2026_january_freeze,all,oxr_basis_120m_since2020,v3_120m,60,0.00047077249401750865,0.0001067711022837002,0.0008200860491655708,3,0,,,,,,
test2026_january_freeze,all,oxr_basis_120m_since2022,v3_120m,month,-0.0013253335384229342,-0.004870191342953502,0.0017073948673456526,8,1,0.06617148954623464,-0.058044326504246735,0.3387113765625993,2.31067483906293,-8.973491430690505,14.262877338492657
test2026_january_freeze,all,oxr_basis_120m_since2022,v3_120m,20,-0.0013253335384229342,-0.003971116333390459,0.0008610129613065553,8,1,,,,,,
test2026_january_freeze,all,oxr_basis_120m_since2022,v3_120m,60,-0.0013253335384229342,-0.002522059910632484,0.001634125954372494,3,1,,,,,,
