epoch,training_bce,inner_brier
1,0.6260015794707022,0.20156521868431163
2,0.5814152909201588,0.19603334382539805
3,0.5746550688717698,0.19323412744707308
4,0.5706526222782724,0.1864616572408165
5,0.566778972782288,0.17998608764415364
6,0.562717868670286,0.1766444883297036
7,0.5623856451776292,0.17418711767466674
8,0.5593481652419967,0.17368621950373134
9,0.5564696430761613,0.1729951385855756
10,0.5548429518016856,0.1709888728419112
11,0.5532095960606708,0.16989946095457398
12,0.5515288537805441,0.16933977103555795
13,0.5528858788031384,0.16839210352943232
14,0.5488851546444491,0.16695119833066566
15,0.549017253973729,0.16560603462217227
16,0.5471100772333424,0.16403550448125473
17,0.5441365310721529,0.16426555634309342
18,0.5424484271951387,0.16108528281157025
19,0.5403772577606049,0.16090340660566194
20,0.5398112255130695,0.15962215588907597
21,0.5368096325032992,0.15779822870928656
22,0.536536675497404,0.15659912115780514
23,0.53811053972794,0.16023134436301667
24,0.5357167951345643,0.1561733552053338
25,0.5322524587014564,0.1561084938125164
26,0.5284804127668478,0.1569810753045918
27,0.5297257911192943,0.15497484849149293
28,0.5291940282062381,0.15416779807766712
29,0.5267507532983395,0.1519479968466971
30,0.525791403046228,0.1568588771719834
31,0.5235549715427726,0.15107097692998514
32,0.5202503788441345,0.153424067356743
33,0.5247560502243919,0.15567128874007785
34,0.5187349536315341,0.15163535243544468
35,0.5155813051644423,0.15228644315092443
36,0.514561909183225,0.150713379583933
37,0.513253038638616,0.1544626675010598
38,0.5176804898277162,0.1508725082214462
39,0.5111370133477245,0.1498025053399652
40,0.5077673034460821,0.1486185069039617
41,0.507398551817028,0.14967905159929662
42,0.5053729269538407,0.15200962460778025
43,0.5069088920415593,0.14871223231488193
44,0.5029324638216119,0.14859476953989192
45,0.4991714783081335,0.14836387234204693
46,0.5000636325145426,0.15327291267655693
47,0.49433706582538667,0.14858034456357705
48,0.4926902101302804,0.14630808116207533
49,0.491120129400427,0.14656040598773784
50,0.49019117278662344,0.14554978578980934
51,0.4892359595051784,0.1440483523414794
52,0.48497585729449216,0.1463778014652926
53,0.48504879259027434,0.144817311977478
54,0.48136091787514335,0.1443471865968091
55,0.48513018636775196,0.14372251563488672
56,0.4874955642791021,0.14535710250635023
57,0.4784818309341357,0.14318713078490536
58,0.47307405692393717,0.1432016411767224
59,0.4692977996746898,0.14348893739181054
60,0.465594825763551,0.145476216977236
61,0.46406451012058464,0.1434617806353252
62,0.46278856770635746,0.14705864024189597
63,0.46416859621292567,0.144436140492565
64,0.460881159120335,0.14276943591623176
65,0.4627331101904338,0.1437835122594488
66,0.45646428830342783,0.14356078927224306
67,0.45217606783809516,0.14537590271860454
68,0.45482078117435937,0.14373828884646234
69,0.45483498781944376,0.14267512108970468
70,0.45203643935166904,0.14477326958409711
71,0.4497344081812136,0.14777106281478355
72,0.4515329291149289,0.1426536571896419
73,0.44322139841372904,0.14262679506834677
74,0.44035214153347957,0.1438202728169605
75,0.4365526344642703,0.13953431980121594
76,0.4359786241076445,0.138883490182433
77,0.4353592021821834,0.14560879383508943
78,0.43479907691926883,0.1443631106460284
79,0.4362646422987693,0.14180100441109963
80,0.42743878899361554,0.14373649476681022
81,0.4261968833711014,0.1399922692438776
82,0.4218587689879743,0.14323240232522655
83,0.421134068454019,0.14399883707970937
84,0.4166457333859545,0.14029157655525332
85,0.41410694688981836,0.14272917599655485
86,0.4131155719882564,0.1435860330031529
87,0.42400055710434814,0.13951203680645208
88,0.4293302253523566,0.14276148458324936
89,0.4173037262638111,0.1400366252027411
90,0.4159893265045376,0.14222935698461586
91,0.40607528539130167,0.14098793722616218
