config_id,fold_test_year,signal_date,corridor,wait_cbr_rows,future_date,counterfactual_official_rate_change_while_waiting_bps,is_fast_slow_confirmation_pair
logit_plus_kazakhstan_official,2024,2024-01-26,AMD,3,2024-01-31,77.59925592252914,False
logit_plus_kazakhstan_official,2024,2024-01-26,AMD,5,2024-02-02,185.83699596957936,False
logit_plus_kazakhstan_official,2024,2024-02-01,AMD,1,2024-02-02,58.21308781487122,False
logit_plus_kazakhstan_official,2024,2024-02-01,AMD,2,2024-02-03,103.41489768813439,False
logit_plus_kazakhstan_official,2024,2024-02-01,AMD,3,2024-02-06,167.39076604461724,False
logit_plus_kazakhstan_official,2024,2024-02-01,AMD,5,2024-02-08,151.3630326632609,False
logit_plus_kazakhstan_official,2024,2024-02-07,AMD,1,2024-02-08,50.99561812127451,False
logit_plus_kazakhstan_official,2024,2024-02-07,AMD,2,2024-02-09,57.325493797166786,False
logit_plus_kazakhstan_official,2024,2024-02-07,AMD,3,2024-02-10,15.022310582928355,False
logit_plus_kazakhstan_official,2024,2024-02-07,AMD,5,2024-02-14,57.72668310056961,False
logit_plus_kazakhstan_official,2024,2024-02-13,AMD,1,2024-02-14,21.67540197210549,False
logit_plus_kazakhstan_official,2024,2024-02-13,AMD,2,2024-02-15,62.938615972283344,False
logit_plus_kazakhstan_official,2024,2024-02-13,AMD,3,2024-02-16,89.10011548369789,False
logit_plus_kazakhstan_official,2024,2024-02-13,AMD,5,2024-02-20,150.52856000710602,False
logit_plus_kazakhstan_official,2024,2024-02-17,AMD,1,2024-02-20,-13.76483543374496,False
logit_plus_kazakhstan_official,2024,2024-02-17,AMD,2,2024-02-21,-22.853996609043527,False
logit_plus_kazakhstan_official,2024,2024-02-17,AMD,3,2024-02-22,-9.96311898061486,False
logit_plus_kazakhstan_official,2024,2024-02-17,AMD,5,2024-02-27,8.9580675045009,False
logit_plus_kazakhstan_official,2024,2024-02-23,AMD,1,2024-02-27,-14.430203156334809,False
logit_plus_kazakhstan_official,2024,2024-02-23,AMD,2,2024-02-28,-77.73127561252147,False
logit_plus_kazakhstan_official,2024,2024-02-23,AMD,3,2024-02-29,-94.21048042549506,False
logit_plus_kazakhstan_official,2024,2024-02-23,AMD,5,2024-03-02,-143.69169064434527,False
logit_plus_kazakhstan_official,2024,2024-03-01,AMD,1,2024-03-02,58.54925968109326,False
logit_plus_kazakhstan_official,2024,2024-03-01,AMD,2,2024-03-05,56.76964692483022,False
logit_plus_kazakhstan_official,2024,2024-03-01,AMD,3,2024-03-06,38.26167425968086,False
logit_plus_kazakhstan_official,2024,2024-03-01,AMD,5,2024-03-08,0.8898063781326293,False
logit_plus_kazakhstan_official,2024,2024-03-07,UZS,1,2024-03-08,57.63948491902981,False
logit_plus_kazakhstan_official,2024,2024-03-07,UZS,2,2024-03-12,50.11043985984509,False
logit_plus_kazakhstan_official,2024,2024-03-07,UZS,3,2024-03-13,70.58999704661728,False
logit_plus_kazakhstan_official,2024,2024-03-07,UZS,5,2024-03-15,127.43914021910552,False
logit_plus_kazakhstan_official,2024,2024-03-14,UZS,1,2024-03-15,0.35598297853711713,False
logit_plus_kazakhstan_official,2024,2024-03-14,UZS,2,2024-03-16,9.159715870816765,False
logit_plus_kazakhstan_official,2024,2024-03-14,UZS,3,2024-03-19,19.07247265777068,False
logit_plus_kazakhstan_official,2024,2024-03-14,UZS,5,2024-03-21,102.20818979917112,False
logit_plus_kazakhstan_official,2024,2024-03-20,KZT,1,2024-03-21,10.425699837279812,False
logit_plus_kazakhstan_official,2024,2024-03-20,KZT,2,2024-03-22,-73.27220820220082,False
logit_plus_kazakhstan_official,2024,2024-03-20,KZT,3,2024-03-23,-1.8025742709326664,False
logit_plus_kazakhstan_official,2024,2024-03-20,KZT,5,2024-03-27,-5.846186824643995,False
logit_plus_kazakhstan_official,2024,2024-03-26,KZT,1,2024-03-27,-21.7424083973361,False
logit_plus_kazakhstan_official,2024,2024-03-26,KZT,2,2024-03-28,6.7610621190827835,False
logit_plus_kazakhstan_official,2024,2024-03-26,KZT,3,2024-03-29,-17.94843109310218,False
logit_plus_kazakhstan_official,2024,2024-03-26,KZT,5,2024-04-02,47.71656071093311,False
logit_plus_kazakhstan_official,2024,2024-03-30,KZT,1,2024-04-02,22.561315834161988,False
logit_plus_kazakhstan_official,2024,2024-03-30,KZT,2,2024-04-03,52.93418403240935,False
