stage,scope,config_id,benchmark,delta_brier,delta_brier_ci95_low,delta_brier_ci95_high,repetitions,lift_delta,lift_delta_ci95_low,lift_delta_ci95_high,forward_delta_bps_delta,forward_delta_bps_delta_ci95_low,forward_delta_bps_delta_ci95_high,symmetric_delta_bps_delta,symmetric_delta_bps_delta_ci95_low,symmetric_delta_bps_delta_ci95_high,regret_bps_delta,regret_bps_delta_ci95_low,regret_bps_delta_ci95_high,signals_delta,signals_delta_ci95_low,signals_delta_ci95_high
development_2023_2025,all,baseline_reproduction,basis_train_120m,0.005766182113287813,-0.0001757447089265228,0.011998895411311836,10000,0.06422047750239357,-0.06688472641786437,0.19418627531307445,7.607234415372076,-2.50824593375798,18.074299843284305,0.3908396262634888,-5.812145446262096,7.057815183655272,-0.6321731646043958,-12.603902127529683,11.285972208853774,-60.0,-94.0,-24.975000000000364
development_2023_2025,all,basis_train_120m,baseline_reproduction,-0.005766182113287813,-0.011998895411311838,0.00017574470892652133,10000,-0.06422047750239357,-0.19418627531307445,0.06688472641786436,-7.607234415372076,-18.074299843284305,2.508245933757979,-0.3908396262634888,-7.057815183655273,5.812145446262092,0.6321731646043958,-11.285972208853785,12.603902127529677,60.0,24.975000000000023,94.0
development_2023_2025,all,chronos2_small_ft,baseline_reproduction,0.025516323837371523,0.013981320073952017,0.03685896030678998,10000,-0.438634553205446,-0.573786590797071,-0.3090180948139533,-42.22181961497307,-58.5903082742316,-27.1644656278019,-21.28361394435437,-32.37156636866918,-11.20217943698309,27.40379592839335,12.23689073218214,42.98465282042472,146.0,95.0,195.0
development_2023_2025,all,chronos2_small_ft,basis_train_120m,0.03128250595065934,0.020224308442517585,0.042335144979358884,10000,-0.3744140757030524,-0.5354466762260726,-0.23079679411784967,-34.614585199600995,-50.03331708415911,-21.147184517017532,-20.892774318090883,-31.285727684456656,-11.45841203693797,26.771622763788955,16.194247397425205,38.1021270667823,86.0,47.0,126.0
development_2023_2025,all,chronos2_small_ft,chronos2_small_zs,-0.00028226574593905463,-0.0030491624680912014,0.002463319510955975,10000,-0.04267401352769895,-0.13069684723088304,0.05079492317566413,-1.537091147245917,-8.342124136524829,6.099859841656629,5.899688654027698,0.9836256002450214,11.548261446609557,5.576024442950697,-4.2864044659812945,15.387576532452506,39.0,-9.0,91.0
development_2023_2025,all,chronos2_small_ft_hgb_aug,baseline_reproduction,-0.0026262371566761616,-0.007472922007847131,0.0018057094165434457,10000,-0.14391513022526548,-0.27333434022999115,-0.018722351281509165,-12.723490026923379,-23.206764851912247,-1.9356158111753932,-1.5449294633620774,-7.333996238250929,5.122465044019145,7.833925584050064,-6.720501482760627,22.255682428574254,95.0,69.0,122.0
development_2023_2025,all,chronos2_small_ft_hgb_aug,basis_train_120m,0.0031399449566116514,-0.0014878118586085733,0.008111426981562194,10000,-0.0796946527228719,-0.19982016631145993,0.02718323271410679,-5.116255611551303,-16.704704252917065,6.948196802642136,-1.1540898370985886,-8.655832782862612,7.26718900274316,7.201752419445668,-7.184328968845401,20.81569696265632,35.0,7.0,63.0
development_2023_2025,all,chronos2_small_ft_hgb_aug,chronos2_small_zs_hgb_aug,-0.0037800009248155847,-0.008710901408097467,0.0009276103391780682,10000,-0.046632886012564434,-0.13353077367845848,0.038368349915802256,-6.256903769316253,-12.364114304592427,-0.17683917739313756,-1.9941822558796467,-5.0862980982004,1.337055719321105,3.6469527730636457,-5.686489153529657,13.380630455246797,37.0,13.0,60.0
development_2023_2025,all,chronos2_small_zs,baseline_reproduction,0.025798589583310584,0.014833391842985976,0.03687862808635177,10000,-0.395960539677747,-0.5263722136735727,-0.270240553936213,-40.684728467727155,-57.3091376358735,-25.836260522873097,-27.183302598382067,-40.12335770566132,-15.126295764915852,21.827771485442653,4.571545914053809,39.14716912689056,107.0,40.0,169.0
development_2023_2025,all,chronos2_small_zs,basis_train_120m,0.03156477169659839,0.020698009757573355,0.042577702966888675,10000,-0.33174006217535346,-0.4970791351261088,-0.18774038644941385,-33.07749405235508,-49.88783823786938,-18.10969763485975,-26.792462972118578,-40.20227824297101,-14.533009712486626,21.195598320838258,6.866527036978931,36.40873177240008,47.0,-11.0,99.0
development_2023_2025,all,chronos2_small_zs_hgb_aug,baseline_reproduction,0.0011537637681394229,-0.0007347228504145157,0.0031309968674484963,10000,-0.09728224421270104,-0.1822380357681411,-0.015632593042517406,-6.466586257607126,-13.132813529647777,0.31820015987969896,0.44925279251756933,-3.558935165747163,4.873566392686445,4.186972810986418,-2.3924308279628788,10.79440693401132,58.0,37.0,80.0
development_2023_2025,all,chronos2_small_zs_hgb_aug,basis_train_120m,0.006919945881427235,0.0003907160340822056,0.013762255950509472,10000,-0.03306176671030747,-0.13547792771825445,0.06183750779147143,1.14064815776495,-7.479270151688369,9.731516432428121,0.8400924187810581,-5.487515020855404,7.709859395584082,3.5547996463820226,-7.204052518579546,14.479318645604746,-2.0,-35.0,34.0
development_2023_2025,all,chronos2_synth_ft,baseline_reproduction,0.0249239991380871,0.013074177760175868,0.036487331188871694,10000,-0.4542828429813568,-0.6027110046335961,-0.3152450042092168,-42.009984824647354,-58.693115628850286,-26.487853084699367,-20.750605127250214,-31.337747207592628,-10.455011795941433,30.367938572740798,13.676541188458327,47.36854488508765,128.0,78.0,178.0
development_2023_2025,all,chronos2_synth_ft,basis_train_120m,0.030690181251374907,0.019893265196329776,0.04154516615637672,10000,-0.3900623654789632,-0.5790611150683624,-0.22377416764981953,-34.40275040927528,-50.527559801548,-19.865192046471357,-20.359765500986725,-30.51074503402623,-10.556953289620079,29.735765408136402,15.453497836888893,44.90174475391916,68.0,26.0,110.0
development_2023_2025,all,chronos2_synth_ft,chronos2_synth_zs,-0.0028695738975250957,-0.005614860073374686,-0.00024465765505265157,10000,-0.015896282095310243,-0.10978602458002425,0.07113668279001126,8.30000082161274,1.520436705867897,15.122335045716413,12.437695006956309,6.566837594684063,18.988093521050228,-4.10423591163773,-11.870753184436474,4.1963832490913635,94.0,40.0,148.0
development_2023_2025,all,chronos2_synth_ft_hgb_aug,baseline_reproduction,0.0011726424713792913,-0.0041409913152666575,0.006389415002339573,10000,-0.09457263337026411,-0.20299547956640357,0.010705565728141804,-13.10877160194611,-23.721114688846658,-2.956698759555522,-3.861883147503079,-10.381758666255864,2.3843397594378035,11.79342857543729,-0.7111678542019727,25.596823954624423,89.0,59.0,119.0
development_2023_2025,all,chronos2_synth_ft_hgb_aug,basis_train_120m,0.006938824584667105,0.0026712607541250536,0.011595779975562952,10000,-0.030352155867870545,-0.1334738747776615,0.06658839416307169,-5.5015371865740335,-15.315786362882788,3.977691320124837,-3.47104352123959,-10.159133456731785,3.135615963065804,11.161255410832894,0.6897752770538866,22.37994342323411,29.0,0.0,59.0
