stage,scope,config_id,signals,hit_rate,lift,forward_delta_bps,symmetric_delta_bps,regret_bps,brier,logloss,auc,ece10,rows,dates,mean_signals_per_corridor_week,min_cell_week_coverage,mean_cell_week_coverage
development_2023_2025,all,baseline_reproduction,663.0,0.45248868778280543,1.4351906688933174,47.6856460151741,26.79780839525267,80.32875466661568,0.19061658311191612,0.5611614972587021,0.7226837886298914,0.05368624673548692,3635,727,0.8865329512893981,0.6666666666666666,0.8340702947845805
development_2023_2025,all,basis_train_120m,723.0,0.4412171507607192,1.3709701913909238,40.078411599802024,26.40696876898918,80.96092783122008,0.18485040099862832,0.5484652229971574,0.7374039306683542,0.04785109801160326,3635,727,0.9667621776504296,0.7346938775510204,0.8828798185941042
development_2023_2025,all,chronos2_small_ft,809.0,0.3189122373300371,0.9965561156878714,5.463826400201032,5.514194450898299,107.73255059500903,0.21613290694928766,0.6235426659048209,0.5388798649931442,0.02817727021861021,3635,727,1.0817574021012415,0.7346938775510204,0.9196428571428571
development_2023_2025,all,chronos2_small_ft_hgb_aug,758.0,0.41160949868073876,1.291275538668052,34.96215598825072,25.252878931890592,88.16268025066574,0.18799034595523995,0.5549632259831435,0.732930070667651,0.05026602601878622,3635,727,1.0135625596943647,0.7346938775510204,0.8989795918367347
development_2023_2025,all,chronos2_small_zs,770.0,0.33766233766233766,1.0392301292155703,7.000917547446949,-0.385494203129399,102.15652615205833,0.2164151726952267,0.6242792157400596,0.5244963611433393,0.022517118225180106,3635,727,1.029608404966571,0.5714285714285714,0.8666099773242629
development_2023_2025,all,chronos2_small_zs_hgb_aug,721.0,0.42163661581137307,1.3379084246806163,41.219059757566974,27.24706118777024,84.5157274776021,0.19177034688005556,0.5638291180125656,0.7233711282213551,0.0530302112740304,3635,727,0.9640878701050619,0.6666666666666666,0.8848072562358278
development_2023_2025,all,chronos2_synth_ft,791.0,0.3122629582806574,0.9809078259119606,5.675661190526746,6.047203268002455,110.69669323935648,0.2155405822500032,0.6219264431702787,0.5482754983651513,0.036680244798688706,3635,727,1.057688634192932,0.6938775510204082,0.8964852607709751
development_2023_2025,all,chronos2_synth_ft_hgb_aug,752.0,0.4242021276595745,1.3406180355230533,34.57687441322799,22.93592524774959,92.12218324205297,0.19178922558329542,0.56421577655117,0.7179406180782618,0.049750437053761996,3635,727,1.0055396370582614,0.7959183673469388,0.9043367346938775
development_2023_2025,all,chronos2_synth_zs,697.0,0.321377331420373,0.9968041080072708,-2.6243396310859928,-6.3904917389538545,114.80092915099421,0.21841015614752834,0.6288817099362459,0.4819038076152305,0.03647072811512679,3635,727,0.9319961795606493,0.4489795918367347,0.8067460317460318
development_2023_2025,all,chronos2_synth_zs_hgb_aug,650.0,0.45384615384615384,1.4363125456874413,50.3134853178289,28.988635393745064,78.70119739723707,0.19051887499777967,0.5607016307132004,0.7256667721407728,0.043838206146520786,3635,727,0.869149952244508,0.5833333333333334,0.8229591836734694
development_2023_2025,all,historical_path,663.0,0.3469079939668175,1.0160015943077265,-7.057308186197024,0.012840701603277358,120.22599572900204,0.21754098922951093,0.626992533889934,0.5119087297401821,0.039898726962850094,3635,727,0.8865329512893981,0.08163265306122448,0.7183106575963717
development_2023_2025,KZT,baseline_reproduction,133.0,0.42857142857142855,1.587507915180523,42.03722860984865,21.351971899261972,97.06472245327141,0.18928210730174638,0.5593945484216133,0.6927722772277228,0.06536317323399199,727,727,0.8892072588347659,0.6666666666666666,0.8208616780045351
development_2023_2025,KZT,basis_train_120m,149.0,0.4228187919463087,1.4778370986863416,29.971420647932167,19.249049468226467,103.34454235759662,0.18270478175104507,0.5450990978745659,0.7056388495992456,0.0349684552527458,727,727,0.9961795606494747,0.8367346938775511,0.9047619047619048
development_2023_2025,KZT,chronos2_small_ft,169.0,0.26627218934911245,0.9448406467106405,3.795079863504581,6.299776732472373,121.28474882607753,0.20910758038547772,0.6099263297629862,0.47492692126355496,0.08619337005239126,727,727,1.1298949379178604,0.9387755102040817,0.9659863945578232
development_2023_2025,KZT,chronos2_small_ft_hgb_aug,160.0,0.3375,1.2055107997842207,25.546597061989424,19.649679223956532,113.59186666108194,0.18816276713386068,0.5562331036763875,0.6978312116925979,0.05678188187862742,727,727,1.069723018147087,0.8571428571428571,0.9386337868480726
development_2023_2025,KZT,chronos2_small_zs,165.0,0.24242424242424243,0.8460293727828613,0.45526648988470836,-4.077609512257358,120.91689309834872,0.20837980583786075,0.6081385349882383,0.4684111268269684,0.0769723725372138,727,727,1.1031518624641834,0.7346938775510204,0.8978174603174603
development_2023_2025,KZT,chronos2_small_zs_hgb_aug,134.0,0.43283582089552236,1.5898892169485113,50.748774416483826,28.18381070863315,88.18714816643941,0.19259251309377542,0.5681358486576815,0.6836775106082036,0.0555398738094038,727,727,0.8958930276981852,0.6666666666666666,0.8140589569160998
development_2023_2025,KZT,chronos2_synth_ft,161.0,0.2670807453416149,0.93896984529967,2.218123642199893,5.511214451917462,125.1351801322903,0.206300434839689,0.6031034660388556,0.5114097123998114,0.07235167912016688,727,727,1.0764087870105061,0.8775510204081632,0.9114229024943311
development_2023_2025,KZT,chronos2_synth_ft_hgb_aug,157.0,0.35668789808917195,1.2709663151874009,24.179554122146964,16.98613900700724,113.88243471471729,0.18997132338855316,0.5600717699128207,0.6893682225365394,0.06360046747251412,727,727,1.0496657115568289,0.8775510204081632,0.9247448979591836
