url,final_url,retrieved_utc,status,bytes,sha256,content_type,raw_path,group
https://api.exmo.me/v1.1/candles_history?symbol=USDT_KZT&resolution=60&from=1687564800&to=1687651199,https://api.exmo.me/v1.1/candles_history?symbol=USDT_KZT&resolution=60&from=1687564800&to=1687651199,2026-09-05T08:33:39.652484+00:00,200,1961,c734a01b89fa54a7db9a4bb45e8a38a00eb090091222d49197e4e3d610dba7cf,application/json; charset=utf-8,raw/exmo_hourly_audit_70defac5bf02e7be4d49.bin,exmo_hourly_audit
https://api.exmo.me/v1.1/candles_history?symbol=USDT_KZT&resolution=60&from=1736899200&to=1736985599,https://api.exmo.me/v1.1/candles_history?symbol=USDT_KZT&resolution=60&from=1736899200&to=1736985599,2026-09-05T08:33:41.167331+00:00,200,1718,69913849f70767e22c5cbbed845ec8bd69709447b170b517b4f7d3f75be65d7b,application/json; charset=utf-8,raw/exmo_hourly_audit_5e9b8b549b222e0cd1de.bin,exmo_hourly_audit
https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1584316800&to=1584403199,https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1584316800&to=1584403199,2026-09-05T08:33:30.348981+00:00,200,2175,2f8b36016a1486ba016451aec63173085fd6cac4cd9187edc2383e2677a49ccd,application/json; charset=utf-8,raw/exmo_hourly_audit_6950f1b145edaa4f19f1.bin,exmo_hourly_audit
https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1646784000&to=1646870399,https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1646784000&to=1646870399,2026-09-05T08:33:31.958518+00:00,200,2329,29a5d9b14e30f112ff9b7e5654e00006de18ad7d9d17945804f6a41ad0a2b88c,application/json; charset=utf-8,raw/exmo_hourly_audit_7f3ab58ebcd049a3dbe8.bin,exmo_hourly_audit
https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1687564800&to=1687651199,https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1687564800&to=1687651199,2026-09-05T08:33:33.488510+00:00,200,2168,149ce6f8342cd5c541e7fa3a78b1d05864279a21186c5a412d8932a93658ff91,application/json; charset=utf-8,raw/exmo_hourly_audit_f56023b26463d4131140.bin,exmo_hourly_audit
https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1736899200&to=1736985599,https://api.exmo.me/v1.1/candles_history?symbol=USDT_RUB&resolution=60&from=1736899200&to=1736985599,2026-09-05T08:33:34.944019+00:00,200,1968,180bfce09243a879d7b866822284e0b10ed8e5f385e492f300e19c13843b7a18,application/json; charset=utf-8,raw/exmo_hourly_audit_907a0ad23ac8fa525340.bin,exmo_hourly_audit
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1483228800&to=1514764799,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1483228800&to=1514764799,2026-09-05T08:19:04.227021+00:00,200,33240,0746bbb3d542a816437cd0df69417d3bf8581ec875408cd6ced48aac64ad66e2,application/json; charset=utf-8,raw/exmo_me_klines_bde10515a80c471f89ad.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1514764800&to=1546300799,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1514764800&to=1546300799,2026-09-05T08:19:04.233438+00:00,200,36470,ba37c10e23a50d0d1ff8ca70aeed93c184f70b2cbbf76bdf3b969d1cbcee9d14,application/json; charset=utf-8,raw/exmo_me_klines_91bc3cb62aa19cd7d505.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1546300800&to=1577836799,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1546300800&to=1577836799,2026-09-05T08:19:04.257630+00:00,200,37346,dc03730536ab760e6a744f4447cfd533e46b7a513f580b5ed8901a28eaa663da,application/json; charset=utf-8,raw/exmo_me_klines_860477f2c5aea70ec2b3.bin,exmo_me_klines
https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1577836800&to=1609459199,https://api.exmo.me/v1.1/candles_history?symbol=BTC_RUB&resolution=D&from=1577836800&to=1609459199,2026-09-05T08:19:04.258345+00:00,200,34625,0eb1fc3a6262f02c38ff396993e72a7d454158c69e736b544ff73e319e398558,application/json; charset=utf-8,raw/exmo_me_klines_009f1d1b18b4691e8b2a.bin,exmo_me_klines
