epoch,training_bce,inner_brier
1,0.6068380305811856,0.18202317727662265
2,0.5745478561128604,0.1818026293807189
3,0.5672741721965575,0.17942020149504392
4,0.5631842404915047,0.17567931074965545
5,0.5614503091959465,0.16871808093045765
6,0.5602193851062799,0.16232600916261392
7,0.5566384399360307,0.15548234215289708
8,0.5547022084104741,0.15101018013763956
9,0.5555981001177013,0.15326851125843505
10,0.5610925129410619,0.15110360465059347
11,0.5516602544545629,0.14785996261207834
12,0.5488693772377699,0.1439092551109096
13,0.5447639728388856,0.14239464209237154
14,0.5455115264542167,0.14343208532453264
15,0.5407119900797006,0.13886757390255927
16,0.5389867546911777,0.14073944142934222
17,0.5354793066893838,0.14098608362234963
18,0.539149598836401,0.13831529516308336
19,0.5370065130993319,0.14637307963113752
20,0.5306313946749821,0.13806574741195765
21,0.5270273711835666,0.14087922865963445
22,0.5257092951235044,0.13659371164218548
23,0.5201971206137432,0.1376502331469313
24,0.5184528224901267,0.1343410578963167
25,0.5178178237723906,0.13750324865313443
26,0.5155941987585175,0.1341738039185785
27,0.5099228733267814,0.13071507370370072
28,0.5057569475661737,0.13232753630549413
29,0.5026004801339048,0.12573315593306683
30,0.5011544463032223,0.13380863972974483
31,0.4982495943539327,0.1556596639600608
32,0.4968160413501158,0.14406704533487988
33,0.5026132861607259,0.13130745316193154
34,0.49072742808089126,0.1433915648824121
35,0.4859545143387263,0.13939243445423713
36,0.48023649118140743,0.12759743306812915
37,0.4738921644418872,0.130764842462966
38,0.4718004762006453,0.13424950079674552
39,0.47007533762300685,0.129678741136126
40,0.46397669360134947,0.13368667471008996
41,0.4640649591457869,0.14261246801223046
42,0.45899795993135967,0.14222520586438103
43,0.45370508762142603,0.14147520088689813
44,0.4502826542097741,0.14701745348052297
